1949	Zemřelí muži podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny																
MKN (1948)	Název	Celkem	0	1	2	3	4	5-14	15-24	25-34	35-44	45-54	55-64	65-74	75-84	85+	Nezjiš- těno
E818	Dopravní úraz motorovými vozidly při srážce se zvířaty nebo vozidly taženými zvířaty	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E819	Dopravní úraz motorovými vozidly při srážce s předměty pevnými nebo blíže neurčenými	18	-	-	-	-	-	-	5	2	6	4	1	-	-	-	-
E820	Dopravní úraz motorovými vozidly během sestupování a nastupování	2	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-
E821	Dopravní úraz motorovými vozidly způsobený řidiči motocyklu, nejde-li o srážku	17	-	-	-	-	-	-	6	5	3	3	-	-	-	-	-
E822	Dopravní úraz motorovými vozidly při převrhnutí na silnici	12	-	-	-	-	-	1	3	4	4	-	-	-	-	-	-
E823	Dopravní úraz motorovými vozidly při vybočení ze silnice	9	-	-	-	-	-	-	2	1	3	2	-	1	-	-	-
E824	Jiný dopravní úraz motorovými vozidly bez srážky	45	-	-	-	1	-	4	12	7	9	7	2	3	-	-	-
E825	Dopravní úraz motorovými vozidly neurčené povahy	304	-	-	-	-	2	11	76	73	77	35	19	7	3	1	-
																	
D3	Úrazy motorovými vozidly nedopravní	36	-	1	-	-	-	-	14	6	9	1	4	1	-	-	-
E830	Nedopravní úraz motorovými vozidly  způsobený chodcům	2	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-
E831	Nedopravní úraz motorovými vozidly  způsobený cyklistům	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E832	Nedopravní úraz motorovými vozidly  způsobený řidičům nebo spolujezdcům na motocyklech	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E833	Jiný nedopravní úraz motorovými vozidly, jde-li o dvě motorová vozidla nebo několik vozidel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E834	Nedopravní úraz motorovými vozidly  při nastupování a sestupování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E835	Nedopravní úraz motorovými vozidly  jiné nebo neurčené povahy	33	-	1	-	-	-	-	12	5	9	1	4	1	-	-	-
E836	Úraz motorovými vozidly nedopravní způsobený	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
D4	Úrazy jinými silničními vozidly	98	-	2	-	-	-	5	8	14	17	18	15	9	9	1	-
E840	Úraz způsobený chodcům vozy pouliční dopravy	8	-	-	-	-	-	1	-	2	-	2	1	1	-	1	-
E841	Ostatní druhy úrazu vozy pouliční dopravy , vyjma srážku s motorovým vozidlem 	8	-	-	-	-	-	-	1	2	2	1	1	1	-	-	-
E842	Úraz způsobený chodcům cyklisty	3	-	-	-	-	-	-	-	-	1	-	1	-	1	-	-
E843	Úraz způsobený cyklistům, ne však při srážce  s motorovým  vozidlem 	23	-	-	-	-	-	1	4	4	3	3	4	3	1	-	-
E844	Úraz způsobený chodcům jinými nemotorovými silničními vozidly 	9	-	1	-	-	-	-	1	2	-	1	2	-	2	-	-
E845	Jiný druh úrazu nemotorovými silničními vozidly 	47	-	1	-	-	-	3	2	4	11	11	6	4	5	-	-
																	
D5	Úrazy při vodní dopravě	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E850	Úraz cestujících na malých člunech způsobený potopením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E851	Ostatní druhy úrazu při vodní dopravě způsobený potopením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E852	Pád se schodů nebo žebříku při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E853	Jiný pád do hloubky při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E854	Pád na rovině při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E855	Neoznačený pád při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E856	Úraz stroji při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E857	Jiný označený úraz při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E858	Úraz při vodní dopravě neurčené povahy	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
																	
D6	Letecké úrazy 	41	-	-	-	-	-	1	24	9	5	2	-	-	-	-	-
E860	Úraz způsobený posádce vojenské letadla	30	-	-	-	-	-	-	22	5	3	-	-	-	-	-	-
E861	Poranění způsobené cestujícím při nehodách dopravních letadel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E862	Jiné poranění v dopravních letadlech	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-
E863	Poranění způsobené cestujícím při nehodách jiných letadel	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E864	Letecký úraz způsobený na letišti osobám mimo letadlo	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E865	Letecký úraz způsobený jinde než na letišti osobám mimo letadlo	2	-	-	-	-	-	1	-	-	-	1	-	-	-	-	-
E866	Jiný a blíže neoznačený letecký úraz 	6	-	-	-	-	-	-	2	3	1	-	-	-	-	-	-
																	
	Náhodné otravy látkami pevnými a tekutinami	40	-	4	1	2	1	1	1	2	7	13	4	4	-	-	-
E870	Náhodná otrava morfiem a jinými deriváty opia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E871	Náhodná otrava kyselinou barbiturovou a jejími deriváty	2	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-
E872	Náhodná otrava aspirinem a salicyláty	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E873	Náhodná otrava bromidy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E874	Náhodná otrava jinými analgetiky a uspávacími prostředky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E875	Náhodná otrava sulfonamidy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E876	Náhodná otrava strychninem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E877	Náhodná otrava belladonou, skopolaminem a atropinem	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E878	Náhodná otrava jinými a neurčenými léčivy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E879	Náhodná otrava škodlivými potravinami	5	-	1	-	-	-	1	-	-	-	1	-	2	-	-	-
E880	Náhodná otrava alkoholem	15	-	-	-	-	-	-	-	-	4	9	2	-	-	-	-
E881	Náhodná otrava naftovými produkty	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E882	Náhodná otrava průmyslovými rozpustidly	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E883	Náhodná otrava leptavými aromatickými látkami, kyselinami a žíravinami	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
E884	Náhodná otrava rtutí a jejími sloučeninami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E885	Náhodná otrava olovem a jeho sloučeninami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E886	Náhodná otrava arsenem a antimonem a jejich sloučeninami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E887	Náhodná otrava fluoridy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E888	Náhodná otrava jinými a neurčenými látkami pevnými a tekutými	16	-	2	1	2	1	-	1	2	3	1	1	2	-	-	-
																	
	Náhodné otravy plynem a parami	54	1	1	-	-	1	4	6	8	11	6	7	4	5	-	-
E890	Náhodná otrava svítiplynem	14	1	-	-	-	1	1	1	1	3	-	1	2	3	-	-
E891	Náhodná otrava výfukovým plynem motorových vozidel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E892	Náhodná otrava jiným kysličníkem uhelnatým	36	-	-	-	-	-	3	5	6	7	6	6	1	2	-	-
E893	Náhodná otrava kyanovodíkem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E894	Náhodná otrava jinými určenými plyny a parami	2	-	1	-	-	-	-	-	1	-	-	-	-	-	-	-
E895	Náhodná otrava neurčenými plyny a parami	2	-	-	-	-	-	-	-	-	1	-	-	1	-	-	-
																	
	Náhodné pády	155	2	2	1	-	-	11	11	15	19	25	13	33	19	4	-
E900	Pád na schodech 	8	-	-	-	-	-	-	-	2	1	-	-	1	4	-	-
E901	Pád se žebříku 	8	-	-	-	-	-	-	1	-	3	1	-	3	-	-	-
E902	Jiný pád do hloubky	93	1	1	1	-	-	10	8	10	12	19	9	15	6	1	-
E903	Pád na rovině	22	-	-	-	-	-	1	1	1	-	2	2	6	8	1	-
E904	Neurčený pád 	24	1	1	-	-	-	-	1	2	3	3	2	8	1	2	-
																	
	Jiné náhodné úrazy	1610	36	71	62	38	29	133	309	193	250	196	132	97	54	10	-
E910	Náhodný úraz způsobený padajícími předměty	44	-	1	-	-	-	4	7	8	7	8	6	3	-	-	-
E911	Náhodný úraz způsobený vozidly	3	-	-	-	-	-	-	-	-	-	1	2	-	-	-	-
E912	Náhodný úraz způsobený stroji a nástroji	38	-	1	-	-	-	1	9	6	7	5	8	1	-	-	-
E913	Náhodný úraz způsobený řeznými a bodnými nástroji	2	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E914	Náhodný úraz způsobený elektrickým proudem	82	-	-	1	2	1	13	24	19	13	7	2	-	-	-	-
E915	Náhodný úraz způsobený výbuchem parního kotle	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E916	Náhodný úraz způsobený ohněm a výbuchem hořlavých látek	67	1	3	1	3	6	3	12	9	9	5	2	8	3	2	-
E917	Náhodný úraz způsobený vřelou substancí, leptavou tekutinou nebo parou	63	6	22	19	7	1	1	1	-	2	2	-	1	1	-	-
E918	Náhodný úraz způsobený zářením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E919	Náhodný úraz způsobený střelnou zbraní	90	-	-	-	3	-	23	35	13	9	4	1	1	1	-	-
E920	Cizí těleso vniklé do oka a jeho adnexů	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E921	Vdechnutí nebo vniknutí potravy do hrtanu a jiných cest dýchacích působící ucpání nebo udušení	14	6	3	-	-	-	1	-	1	-	2	-	1	-	-	-
E922	Vdechnutí nebo vniknutí jiných předmětů do hrtanu působící ucpání nebo udušení	3	-	1	2	-	-	-	-	-	-	-	-	-	-	-	-
E923	Cizí těleso vniklé do jiných otvorů těla	3	-	-	-	-	-	-	-	-	-	-	-	2	1	-	-
E924	Náhodné mechanické udušení v posteli a kočárku	9	7	2	-	-	-	-	-	-	-	-	-	-	-	-	-
E925	Náhodné mechanické udušení za jiných nebo neoznačených okolností	37	10	2	-	-	3	3	3	5	5	2	1	2	-	1	-
E926	Nedostatek péče o děti ve věku do jednoho roku	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E927	Náhodný úraz způsobený kousnutím nebo uštknutím  jedovatými  živočichy a hmyzem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E928	Jiný náhodný úraz způsobený zvířaty	27	-	-	-	-	1	-	3	2	4	7	2	6	2	-	-
E929	Náhodné tonutí	297	1	29	34	14	9	56	78	18	18	10	13	6	10	1	-
E930	Vysoký a  nízký tlak vzduchu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E931	Nadměrné horko, úžeh a úpal	4	1	-	-	-	-	-	1	-	-	-	1	-	1	-	-
E932	Nadměrný chlad	12	-	-	-	-	-	-	-	1	-	-	3	6	1	1	-
E933	Hlad, žízeň a  jiné strádání 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E934	Přírodní katastrofa	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E935	Blesk	16	-	-	-	-	-	-	1	3	6	3	1	2	-	-	-
E936	Jiný a neurčený náhodný úraz	642	3	7	5	9	8	27	107	81	120	103	76	58	33	5	-
E937	Úraz v dolech, v lomech	155	-	-	-	-	-	1	26	27	50	36	14	-	1	-	-
																	
	Komplikace způsobené neléčebnými lékařskými zákroky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E940	Generalisovaná vakcína po vakcinaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E941	Zánět mozku (encephalitis) povakcinační	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E942	Jiné komplikace očkování po neštovicích	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E943	Žloutenka a hepatitis po profylaktické injekci sera a podobné imunisaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E944	Jiné komplikace profylaktického očkování 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E945	Komplikace při anestesii v případech neléčebných zákroků	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E946	Jiné komplikace způsobené neléčebnými lékařskými zákroky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Léčebné  nehody a pozdní komplikace léčebných zákroků	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E950	Léčebná nehoda při chirurgickém ošetření	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E951	Léčebná nehoda při infusi nebo transfusi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E952	Léčebná nehoda při místní aplikaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E953	Léčebná nehoda při užívání léčiv a biologických látek	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E954	Léčebná nehoda při anestesii	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E955	Jiná nebo blíže neurčená léčebná nehoda 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E956	Pozdní komplikace chirurgických operací	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E957	Pozdní komplikace amputačních pahýlů	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E958	Pozdní komplikace po ozařování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E959	Pozdní komplikace jiných druhů léčení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Pozdní následky otrav a úrazů	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E960	Pozdní následek náhodných úrazů motorovými vozidly	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E961	Pozdní následek náhodných otrav	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E962	Pozdní následek jiných náhodných úrazů	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E963	Pozdní následek sebepoškození	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E964	Pozdní následky úrazů způsobených úmyslně jinou osobou (ne ve válce)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E965	Pozdní následky úrazů vzniklých válečnými operacemi	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
																	
SE	Sebevraždy a sebepoškození	1393	-	-	-	-	-	9	189	150	285	301	178	157	110	13	1
E970	Sebevražda a sebepoškození otravou analgetiky a uspávacími prostředky	13	-	-	-	-	-	-	1	4	1	4	1	2	-	-	-
E971	Sebevražda a sebepoškození otravou jinými pevnými látkami a tekutinami	43	-	-	-	-	-	-	5	12	12	10	4	-	-	-	-
E972	Sebevražda a sebepoškození otravou plyny v domácím používání	52	-	-	-	-	-	-	7	7	14	8	10	5	-	1	-
E973	Sebevražda a sebepoškození otravou jinými plyny	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E974	Sebevražda a sebepoškození věšením a škrcením	800	-	-	-	-	-	4	63	64	155	186	120	108	90	9	1
E975	Sebevražda a sebepoškození  tonutím (utonutím)	58	-	-	-	-	-	-	7	4	7	15	5	12	7	1	-
E976	Sebevražda a sebepoškození  zbraněmi a výbušninami	248	-	-	-	-	-	3	79	42	54	33	21	13	2	1	-
E977	Sebevražda a sebepoškození  nástroji řeznými a bodnými	34	-	-	-	-	-	-	2	4	5	13	4	5	1	-	-
E978	Sebevražda a sebepoškození  skokem s vysokého místa	41	-	-	-	-	-	-	5	4	9	12	2	6	3	-	-
E979	Sebevražda a sebepoškození  jinými a blíže neurčenými prostředky 	104	-	-	-	-	-	2	20	9	28	20	11	6	7	1	-
E97a	Sebevražda vlakem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
NA	Usmrcení nebo poranění způsobená úmyslně jinou osobou (ne ve válce)	142	7	2	4	1	-	12	26	21	32	22	11	3	1	-	-
E980	Úmyslné otrávení	2	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-
E981	Napadení  střelnou zbraní a výbušninou	53	-	-	-	-	-	2	14	7	14	8	6	2	-	-	-
E982	Napadení  nástroji řeznými a bodnými	16	2	-	1	-	-	3	1	1	2	5	-	-	1	-	-
E983	Napadení  jinými prostředky	33	5	2	3	1	-	5	4	3	2	3	5	-	-	-	-
E984	Zranění způsobená zákrokem policie	15	-	-	-	-	-	-	4	4	6	1	-	-	-	-	-
E985	Poprava	23	-	-	-	-	-	-	3	6	8	5	-	1	-	-	-
