1951	Zemřelí muži podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny																
MKN (1948)	Název	Celkem	0	1	2	3	4	5-14	15-24	25-34	35-44	45-54	55-64	65-74	75-84	85+	Nezjiš- těno
E824	Jiný dopravní úraz motorovými vozidly bez srážky	56	-	-	-	-	-	-	15	9	19	8	4	1	-	-	-
E825	Dopravní úraz motorovými vozidly neurčené povahy	166	-	-	1	1	2	5	47	39	39	21	6	4	1	-	-
																	
D3	Úrazy motorovými vozidly nedopravní	58	-	-	-	1	2	10	16	10	15	-	-	3	1	-	-
E830	Nedopravní úraz motorovými vozidly  způsobený chodcům	7	-	-	-	1	1	3	1	-	1	-	-	-	-	-	-
E831	Nedopravní úraz motorovými vozidly  způsobený cyklistům	2	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-
E832	Nedopravní úraz motorovými vozidly  způsobený řidičům nebo spolujezdcům na motocyklech	11	-	-	-	-	-	-	4	4	2	-	-	1	-	-	-
E833	Jiný nedopravní úraz motorovými vozidly, jde-li o dvě motorová vozidla nebo několik vozidel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E834	Nedopravní úraz motorovými vozidly  při nastupování a sestupování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E835	Nedopravní úraz motorovými vozidly  jiné nebo neurčené povahy	38	-	-	-	-	1	6	11	6	11	-	-	2	1	-	-
E836	Úraz motorovými vozidly nedopravní způsobený	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
D4	Úrazy jinými silničními vozidly	42	-	-	-	1	-	2	6	4	8	9	4	3	2	3	-
E840	Úraz způsobený chodcům vozy pouliční dopravy	4	-	-	-	-	-	1	-	-	2	-	-	-	-	1	-
E841	Ostatní druhy úrazu vozy pouliční dopravy , vyjma srážku s motorovým vozidlem 	5	-	-	-	-	-	-	-	1	-	1	1	-	-	2	-
E842	Úraz způsobený chodcům cyklisty	2	-	-	-	-	-	-	-	1	-	-	-	-	1	-	-
E843	Úraz způsobený cyklistům, ne však při srážce  s motorovým  vozidlem 	19	-	-	-	-	-	-	5	2	4	3	2	3	-	-	-
E844	Úraz způsobený chodcům jinými nemotorovými silničními vozidly 	3	-	-	-	1	-	-	-	-	-	2	-	-	-	-	-
E845	Jiný druh úrazu nemotorovými silničními vozidly 	9	-	-	-	-	-	1	1	-	2	3	1	-	1	-	-
																	
D5	Úrazy při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E850	Úraz cestujících na malých člunech způsobený potopením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E851	Ostatní druhy úrazu při vodní dopravě způsobený potopením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E852	Pád se schodů nebo žebříku při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E853	Jiný pád do hloubky při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E854	Pád na rovině při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E855	Neoznačený pád při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E856	Úraz stroji při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E857	Jiný označený úraz při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E858	Úraz při vodní dopravě neurčené povahy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
D6	Letecké úrazy 	26	-	-	-	-	-	-	11	8	6	1	-	-	-	-	-
E860	Úraz způsobený posádce vojenské letadla	15	-	-	-	-	-	-	8	4	2	1	-	-	-	-	-
E861	Poranění způsobené cestujícím při nehodách dopravních letadel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E862	Jiné poranění v dopravních letadlech	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-
E863	Poranění způsobené cestujícím při nehodách jiných letadel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E864	Letecký úraz způsobený na letišti osobám mimo letadlo	3	-	-	-	-	-	-	2	1	-	-	-	-	-	-	-
E865	Letecký úraz způsobený jinde než na letišti osobám mimo letadlo	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E866	Jiný a blíže neoznačený letecký úraz 	6	-	-	-	-	-	-	1	2	3	-	-	-	-	-	-
																	
	Náhodné otravy látkami pevnými a tekutinami	45	-	2	2	1	2	3	3	10	7	6	7	1	-	1	-
E870	Náhodná otrava morfiem a jinými deriváty opia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E871	Náhodná otrava kyselinou barbiturovou a jejími deriváty	2	-	-	-	-	-	-	-	1	-	-	-	1	-	-	-
E872	Náhodná otrava aspirinem a salicyláty	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E873	Náhodná otrava bromidy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E874	Náhodná otrava jinými analgetiky a uspávacími prostředky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E875	Náhodná otrava sulfonamidy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E876	Náhodná otrava strychninem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E877	Náhodná otrava belladonou, skopolaminem a atropinem	1	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-
E878	Náhodná otrava jinými a neurčenými léčivy	2	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-
E879	Náhodná otrava škodlivými potravinami	7	-	-	1	-	-	-	1	1	1	1	2	-	-	-	-
E880	Náhodná otrava alkoholem	16	-	-	-	-	-	-	-	6	3	4	3	-	-	-	-
E881	Náhodná otrava naftovými produkty	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
E882	Náhodná otrava průmyslovými rozpustidly	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E883	Náhodná otrava leptavými aromatickými látkami, kyselinami a žíravinami	5	-	-	1	-	-	1	1	1	-	-	1	-	-	-	-
E884	Náhodná otrava rtutí a jejími sloučeninami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E885	Náhodná otrava olovem a jeho sloučeninami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E886	Náhodná otrava arsenem a antimonem a jejich sloučeninami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E887	Náhodná otrava fluoridy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E888	Náhodná otrava jinými a neurčenými látkami pevnými a tekutými	10	-	1	-	1	1	2	-	1	2	1	-	-	-	1	-
																	
	Náhodné otravy plynem a parami	94	4	1	1	1	-	7	12	13	20	13	9	4	8	1	-
E890	Náhodná otrava svítiplynem	45	-	1	-	1	-	4	5	5	10	7	5	2	5	-	-
E891	Náhodná otrava výfukovým plynem motorových vozidel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E892	Náhodná otrava jiným kysličníkem uhelnatým	42	3	-	1	-	-	1	7	8	7	5	4	2	3	1	-
E893	Náhodná otrava kyanovodíkem	2	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-
E894	Náhodná otrava jinými určenými plyny a parami	2	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-
E895	Náhodná otrava neurčenými plyny a parami	3	1	-	-	-	-	1	-	-	1	-	-	-	-	-	-
																	
	Náhodné pády	208	1	1	1	3	4	9	14	10	19	26	27	37	42	14	-
E900	Pád na schodech 	8	-	-	-	-	-	-	-	-	1	3	-	2	1	1	-
E901	Pád se žebříku 	11	-	-	-	-	-	-	-	-	-	1	4	2	4	-	-
E902	Jiný pád do hloubky	94	1	1	1	2	4	8	7	7	13	14	15	13	8	-	-
E903	Pád na rovině	12	-	-	-	-	-	-	-	-	-	2	2	-	7	1	-
E904	Neurčený pád 	83	-	-	-	1	-	1	7	3	5	6	6	20	22	12	-
																	
	Jiné náhodné úrazy	1906	40	47	44	37	17	140	356	262	286	274	132	146	109	15	1
E910	Náhodný úraz způsobený padajícími předměty	61	-	-	2	-	1	3	7	7	14	13	8	5	1	-	-
E911	Náhodný úraz způsobený vozidly	56	-	2	-	2	-	3	12	8	12	6	2	6	3	-	-
E912	Náhodný úraz způsobený stroji a nástroji	33	-	-	-	-	-	2	5	10	2	7	4	3	-	-	-
E913	Náhodný úraz způsobený řeznými a bodnými nástroji	9	-	-	-	-	-	2	3	1	1	-	2	-	-	-	-
E914	Náhodný úraz způsobený elektrickým proudem	91	1	1	-	1	1	5	26	18	20	12	3	3	-	-	-
E915	Náhodný úraz způsobený výbuchem parního kotle	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E916	Náhodný úraz způsobený ohněm a výbuchem hořlavých látek	53	-	5	6	2	1	4	5	4	5	10	4	2	4	1	-
E917	Náhodný úraz způsobený vřelou substancí, leptavou tekutinou nebo parou	38	3	13	6	1	1	3	1	3	2	2	1	2	-	-	-
E918	Náhodný úraz způsobený zářením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E919	Náhodný úraz způsobený střelnou zbraní	81	-	1	-	1	1	21	32	11	8	5	1	-	-	-	-
E920	Cizí těleso vniklé do oka a jeho adnexů	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E921	Vdechnutí nebo vniknutí potravy do hrtanu a jiných cest dýchacích působící ucpání nebo udušení	15	9	-	-	-	-	-	-	1	2	1	-	1	1	-	-
E922	Vdechnutí nebo vniknutí jiných předmětů do hrtanu působící ucpání nebo udušení	7	3	-	2	-	-	2	-	-	-	-	-	-	-	-	-
E923	Cizí těleso vniklé do jiných otvorů těla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E924	Náhodné mechanické udušení v posteli a kočárku	8	5	1	-	-	-	1	-	-	-	1	-	-	-	-	-
E925	Náhodné mechanické udušení za jiných nebo neoznačených okolností	22	5	2	-	2	-	5	3	1	-	2	-	2	-	-	-
E926	Nedostatek péče o děti ve věku do jednoho roku	10	10	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E927	Náhodný úraz způsobený kousnutím nebo uštknutím  jedovatými  živočichy a hmyzem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E928	Jiný náhodný úraz způsobený zvířaty	23	-	-	-	-	-	1	1	1	3	5	6	4	2	-	-
E929	Náhodné tonutí	283	1	19	22	16	5	53	76	15	18	14	13	18	11	2	-
E930	Vysoký a  nízký tlak vzduchu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E931	Nadměrné horko, úžeh a úpal	2	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E932	Nadměrný chlad	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E933	Hlad, žízeň a  jiné strádání 	2	-	-	-	1	-	-	-	-	1	-	-	-	-	-	-
E934	Přírodní katastrofa	2	-	-	-	-	-	-	1	-	1	-	-	-	-	-	-
E935	Blesk	18	-	-	-	-	-	1	3	6	3	2	2	1	-	-	-
E936	Jiný a neurčený náhodný úraz	898	2	3	6	11	7	31	141	129	144	148	78	98	87	12	1
E937	Úraz v dolech, v lomech	192	-	-	-	-	-	3	39	46	50	46	7	1	-	-	-
																	
	Komplikace způsobené neléčebnými lékařskými zákroky	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-
E940	Generalisovaná vakcína po vakcinaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E941	Zánět mozku (encephalitis) povakcinační	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E942	Jiné komplikace očkování po neštovicích	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E943	Žloutenka a hepatitis po profylaktické injekci sera a podobné imunisaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E944	Jiné komplikace profylaktického očkování 	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-
E945	Komplikace při anestesii v případech neléčebných zákroků	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E946	Jiné komplikace způsobené neléčebnými lékařskými zákroky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Léčebné  nehody a pozdní komplikace léčebných zákroků	4	-	1	1	1	-	-	-	-	1	-	-	-	-	-	-
E950	Léčebná nehoda při chirurgickém ošetření	1	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-
E951	Léčebná nehoda při infusi nebo transfusi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E952	Léčebná nehoda při místní aplikaci	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-
E953	Léčebná nehoda při užívání léčiv a biologických látek	2	-	1	-	1	-	-	-	-	-	-	-	-	-	-	-
E954	Léčebná nehoda při anestesii	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E955	Jiná nebo blíže neurčená léčebná nehoda 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E956	Pozdní komplikace chirurgických operací	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E957	Pozdní komplikace amputačních pahýlů	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E958	Pozdní komplikace po ozařování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E959	Pozdní komplikace jiných druhů léčení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Pozdní následky otrav a úrazů	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E960	Pozdní následek náhodných úrazů motorovými vozidly	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E961	Pozdní následek náhodných otrav	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E962	Pozdní následek jiných náhodných úrazů	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E963	Pozdní následek sebepoškození	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E964	Pozdní následky úrazů způsobených úmyslně jinou osobou (ne ve válce)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E965	Pozdní následky úrazů vzniklých válečnými operacemi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
SE	Sebevraždy a sebepoškození	1385	-	-	-	-	-	7	123	177	228	314	204	179	129	24	-
E970	Sebevražda a sebepoškození otravou analgetiky a uspávacími prostředky	9	-	-	-	-	-	-	-	-	2	4	2	-	1	-	-
E971	Sebevražda a sebepoškození otravou jinými pevnými látkami a tekutinami	33	-	-	-	-	-	-	1	9	10	7	6	-	-	-	-
E972	Sebevražda a sebepoškození otravou plyny v domácím používání	60	-	-	-	-	-	-	7	13	14	10	9	4	3	-	-
E973	Sebevražda a sebepoškození otravou jinými plyny	3	-	-	-	-	-	-	-	-	1	-	-	2	-	-	-
E974	Sebevražda a sebepoškození věšením a škrcením	883	-	-	-	-	-	5	43	96	134	208	139	130	106	22	-
E975	Sebevražda a sebepoškození  tonutím (utonutím)	59	-	-	-	-	-	-	7	4	10	12	4	15	6	1	-
E976	Sebevražda a sebepoškození  zbraněmi a výbušninami	187	-	-	-	-	-	2	54	39	26	45	14	4	3	-	-
E977	Sebevražda a sebepoškození  nástroji řeznými a bodnými	30	-	-	-	-	-	-	2	1	3	3	9	9	3	-	-
E978	Sebevražda a sebepoškození  skokem s vysokého místa	25	-	-	-	-	-	-	3	2	4	6	7	2	1	-	-
E979	Sebevražda a sebepoškození  jinými a blíže neurčenými prostředky 	96	-	-	-	-	-	-	6	13	24	19	14	13	6	1	-
E97a	Sebevražda vlakem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
NA	Usmrcení nebo poranění způsobená úmyslně jinou osobou (ne ve válce)	154	9	-	2	2	1	5	27	45	37	16	7	2	-	-	1
E980	Úmyslné otrávení	3	-	-	1	1	-	-	-	-	1	-	-	-	-	-	-
E981	Napadení  střelnou zbraní a výbušninou	41	-	-	1	-	-	1	10	8	14	3	3	1	-	-	-
E982	Napadení  nástroji řeznými a bodnými	16	-	-	-	-	-	2	-	7	3	3	1	-	-	-	-
E983	Napadení  jinými prostředky	25	9	-	-	1	1	2	3	2	3	2	2	-	-	-	-
E984	Zranění způsobená zákrokem policie	29	-	-	-	-	-	-	10	10	6	1	-	1	-	-	1
E985	Poprava	40	-	-	-	-	-	-	4	18	10	7	1	-	-	-	-
