1931	Zemřelí muži podle podrobného seznamu příčin smrti a věku											
MKN (1929)	Název	Celkem	0	1-4	5-14	15-24	25-34	35-44	45-54	55-64	65 a více	Nezjiš- těno
82b	Vmetek nebo záhať mozková	172	1	2	2	2	5	6	17	46	91	-
82c	Jednostranná obrna těla a příčiny nerozlišené	205	2	-	2	7	3	9	20	42	120	-
83	Postupná obrna povšechná	395	-	-	-	11	46	102	96	81	59	-
84a	Předčasná zblbělost	7	-	-	-	1	1	-	2	1	2	-
84b	Jiné psychosy	45	-	-	1	1	6	9	5	13	10	-
85	Padoucnice	199	3	4	15	47	36	29	24	16	25	-
86	Křeče u dětí mladších 6 let	1209	1157	52	-	-	-	-	-	-	-	-
												
87b	Jiné nemoci soustavy nervové: neuritis	8	-	-	-	-	-	2	2	-	4	-
87c	Jiné nemoci soustavy nervové: obrna třesavá	40	-	2	-	3	9	4	1	3	18	-
87d	Jiné nemoci soustavy nervové: sklerosa roztroušená	75	-	-	1	1	11	11	14	15	22	-
87a,e	Jiné nemoci soustavy nervové: chorea a jiné nemoci nervové	54	3	6	14	6	3	4	6	7	5	-
88	Nemoci oční	-	-	-	-	-	-	-	-	-	-	-
89a	Zánět ušní	136	23	13	15	22	12	12	11	17	11	-
89b	Jiné nemoci ucha a dutiny výčnělku soscovitého	9	-	1	-	4	1	-	2	-	1	-
												
VII	Nemoci ústrojí oběhu krevního	11469	77	33	122	195	328	535	1167	2408	6604	-
90	Zánět osrdečníku	24	-	2	4	1	3	2	4	4	4	-
91	Prudký zánět nitroblány srdeční	56	1	1	13	15	12	6	1	4	3	-
92	Vleklý zánět nitroblány srdeční, počítaje v to choroby chlopenní	754	4	5	20	37	86	94	134	161	213	-
93a	Prudký zánět svalu srdečního	97	4	7	9	7	8	33	4	10	15	-
93b	Vleklý zánět svalu srdečního a zvrhlost svalu srdečního	3290	15	4	7	18	41	69	259	657	2220	-
93c	Nerozlišené nemoci svalu srdečního	767	-	-	-	-	-	-	77	187	503	-
94	Nemoci tepen věnčitých	486	1	-	-	1	2	25	86	161	210	-
95a	Funkcionální nemoci srdce	21	-	-	-	3	1	1	2	4	10	-
95b	Jiné a nerozlišené nemoci srdeční	3616	41	14	62	103	159	259	492	871	1615	-
96	Výduť, vyjma výduť srdeční	118	-	-	-	2	5	14	28	29	40	-
97	Zkornatění tepen, vyjma nemocí tepen věnčitých	2011	-	-	-	-	2	15	52	292	1650	-
98a	Sněť stařecká	73	-	-	-	-	-	-	-	7	66	-
98b	Jiné sněti	27	6	-	1	-	2	3	3	2	10	-
99	Jiné nemoci tepen	55	1	-	1	-	3	8	10	11	21	-
100	Nemoci žil: městky, městky konečníkové, zánět žil atd.	55	1	-	-	6	4	5	12	7	20	-
101	Nemoci soustavy mízní, zánět mízních cév atd.	12	3	-	4	1	-	-	1	1	2	-
102	Idiopathické anomalie tlaku krevního	2	-	-	-	-	-	1	-	-	1	-
103	Jiné nemoci ústrojí oběhu krevního	5	-	-	1	1	-	-	2	-	1	-
												
VIII	Nemoci ústrojí dýchacího	9131	2514	695	157	166	194	285	491	1129	3499	1
104	Nemoci dutin nosních a adnex	6	4	-	-	-	-	1	1	-	-	-
105	Nemoci hrtanu	40	16	8	4	2	2	1	1	1	5	-
106a	Zánět průdušek prudký	211	149	16	2	1	1	2	2	5	33	-
106b	Zánět průdušek vleklý	377	41	15	1	1	1	8	14	60	236	-
106c	Zánět průdušek nerozlišený	687	280	45	3	4	2	7	15	50	281	-
107	Lalůčkový zánět plic, počítaje v to zánět průdušinek	2319	1144	259	45	25	29	47	60	171	539	-
108	Lalokový zánět plic	1280	203	112	27	53	46	71	121	209	438	-
109	Zánět plic nerozlišený	2325	618	200	61	45	73	81	144	280	823	-
110	Zánět pohrudnice	409	32	31	13	21	20	30	46	71	144	1
111	Překrvení plic, zbubření, vmetek, červená záhať s krvácením a obyčejná záhať plic	180	18	2	-	6	1	7	11	24	111	-
112	Záducha	277	3	1	-	-	2	5	15	68	183	-
113	Rozedma plicní	893	1	3	-	-	5	10	39	161	674	-
114a	Vleklý, intersticiální zánět plic, počítaje v to živnostenské nemoci ústrojí dýchacího	23	4	-	-	2	2	2	2	4	7	-
114b	Jiné nemoci ústrojí dýchacího, vyjma tuberkulosu	104	1	3	1	6	10	13	20	25	25	-
												
IX	Nemoci ústrojí zažívacího	6150	3204	232	160	171	240	303	419	619	802	-
115	Nemoci dutiny ústní, jejich adnex, hltanu a mandlí, počítaje v to adenoidní choroby	162	22	16	34	19	15	12	16	14	14	-
116	Nemoci požeráku	13	-	1	1	1	-	1	1	3	5	-
117a	Vřed žaludeční	426	1	-	-	17	50	80	101	92	85	-
117b	Vřed dvanáctníkový	98	-	-	-	3	20	17	25	25	8	-
118	Jiné nemoci žaludeční (vyjma rakovinu)	59	1	-	-	1	1	5	6	10	35	-
119	Průjem a katar střevní - u dětí do 2 roků	3226	3092	134	-	-	-	-	-	-	-	-
120a	Průjem, katar střevní (ve věku 2 roků a výše)	176	-	28	24	5	4	6	15	19	75	-
120b	Vředy střevní (ve věku 2 roků a výše)	17	-	1	-	1	1	5	2	4	3	-
121	Zánět červíkovitého přívěsku	377	2	21	58	69	68	40	41	42	36	-
122a	Kýla	250	18	7	2	1	5	11	13	45	148	-
122b	Neprůchodnost střeva	266	30	7	10	13	17	18	28	45	98	-
123	Jiné nemoci střevní	46	4	-	3	2	3	4	4	13	13	-
124a	Svraštění jater alkoholické	45	-	-	-	1	3	7	10	15	9	-
124b	Svraštění jater neoznačené za alkoholické	512	1	3	1	7	19	51	104	183	143	-
125	Jiné nemoci jater (počítaje v to náhlý úbyt jater)	134	6	1	3	6	8	14	15	37	44	-
126	Kaménky žlučové	54	-	-	-	1	1	6	4	24	18	-
127	Jiné nemoci žlučníku a žlučovodů	56	2	1	-	1	4	5	7	15	21	-
128	Nemoci slinivky břišní	27	-	-	-	1	5	3	5	8	5	-
129	Zánět pobřišnice, bez označené příčiny	206	25	12	24	22	16	18	22	25	42	-
												
X	Nemoci ústrojí močového a ústrojí pohlavního	2337	35	29	50	48	86	155	276	463	1195	-
130	Prudký zánět ledvin	105	19	22	28	7	7	7	7	3	5	-
131	Vleklý zánět ledvin	1013	-	3	14	20	42	93	186	295	360	-
132	Nerozlišený zánět ledvin	306	-	-	6	14	24	38	53	60	111	-
133a	Zánět pánvice ledvinné	72	5	-	-	4	4	7	11	10	31	-
133b	Jiné nemoci ledvin a močovodů	18	2	1	1	-	1	2	2	1	8	-
134a	Kamének ledvin a horních cest močových	34	1	-	-	1	2	2	9	6	13	-
134b	Kamének měchýře močového	18	-	-	-	-	-	-	-	4	14	-
134c	Kamének bez jiného označení	1	-	-	-	-	-	-	-	1	-	-
135a	Zánět měchýře močového	117	3	2	-	-	2	-	1	6	103	-
135b	Jiné nemoci měchýře močového	12	2	-	-	-	-	1	-	2	7	-
136a	Zúžení roury močové	6	1	-	-	1	-	-	-	2	2	-
136b	Jiné nemoci roury močové, hlíza močová atd.	38	2	1	1	1	3	1	1	9	19	-
137	Nemoci žlázy předstojné (prostaty)	594	-	-	-	-	1	4	6	62	521	-
138	Nemoci pohlavních ústrojů mužských, neoznačené za venerické	3	-	-	-	-	-	-	-	2	1	-
												
139a	Nemoci pohlavních ústrojů ženských, neoznačené za venerické: vaječníku, vejcovodu a parametria	x	x	x	x	x	x	x	x	x	x	x
139b	Nemoci pohlavních ústrojů ženských, neoznačené za venerické: dělohy	x	x	x	x	x	x	x	x	x	x	x
139c	Nemoci pohlavních ústrojů ženských, neoznačené za venerické: bradavky prsní	-	-	-	-	-	-	-	-	-	-	-
139d	Nemoci pohlavních ústrojů ženských, neoznačené za venerické: jiné	-	-	-	-	-	-	-	-	-	-	-
												
XI	Nemoci těhotenství, porodu a stavu poporodního	x	x	x	x	x	x	x	x	x	x	x
140	Potrat s hnilobou	x	x	x	x	x	x	x	x	x	x	x
141	Potrat beze zmínky o hnilobě, ale počítaje v to krvácení	x	x	x	x	x	x	x	x	x	x	x
142	Těhotenství mimoděložní	x	x	x	x	x	x	x	x	x	x	x
143	Jiné chorobné zjevy těhotenství (nepočítaje v to krvácení)	x	x	x	x	x	x	x	x	x	x	x
144a	Lůžko vcestné	x	x	x	x	x	x	x	x	x	x	x
144b	Jiná krvácení poporodní	x	x	x	x	x	x	x	x	x	x	x
145a	Otrava krve a hniloba krve poporodní	x	x	x	x	x	x	x	x	x	x	x
145b	Ztrnutí poporodní	x	x	x	x	x	x	x	x	x	x	x
146	Močení bílkoviny a božec	x	x	x	x	x	x	x	x	x	x	x
147	Jiné toxaemie v těhotenství	x	x	x	x	x	x	x	x	x	x	x
148a	Bílý bolestný otok dolních končetin a záhať	x	x	x	x	x	x	x	x	x	x	x
148b	Vmetek nebo náhlá smrt poporodní	x	x	x	x	x	x	x	x	x	x	x
149	Jiné příhody při porodu	x	x	x	x	x	x	x	x	x	x	x
150	Jiné nerozlišené příhody stavu poporodního	x	x	x	x	x	x	x	x	x	x	x
												
XII	Nemoci kůže a vaziva podkožního	457	327	6	3	6	8	9	7	30	61	-
151	Nežitina	236	194	1	1	3	5	5	2	11	14	-
152	Zánět podkožního vaziva, teplá hlíza	70	46	1	1	3	1	3	1	9	5	-
153	Jiné nemoci kůže, jejich adnex a podkožního vaziva	151	87	4	1	-	2	1	4	10	42	-
												
XIII 	Nemoci kostí a ústrojí pohybu	190	7	6	42	21	4	8	14	19	69	-
154	Zánět dřeně kostní	86	7	5	35	14	1	3	8	9	4	-
155	Jiné nemoci kostí, vyjma tuberkulosu	76	-	-	3	5	2	3	5	8	50	-
												
156a	Nemoci kloubů, vyjma tuberkulosu a rheumatismus	28	-	1	4	2	1	2	1	2	15	-
156b	Nemoci jiných orgánů pohybu	-	-	-	-	-	-	-	-	-	-	-
												
XIV	Vrozené vady tvarové	222	209	12	1	-	-	-	-	-	-	-
157a	Vrozená vodnatelnost mozku	48	40	8	-	-	-	-	-	-	-	-
157b	Rozštěp páteře a kýla omozečnicová	34	34	-	-	-	-	-	-	-	-	-
157c	Vrozený nesprávný tvar srdce	61	56	4	1	-	-	-	-	-	-	-
157d	Zrůdnosti	11	11	-	-	-	-	-	-	-	-	-
157	Jiné vrozené vady tvarové 	68	68	-	-	-	-	-	-	-	-	-
												
XV	Zvláštní nemoci útlého věku	3834	3834	-	-	-	-	-	-	-	-	-
158	Vrozená slabost	1838	1838	-	-	-	-	-	-	-	-	-
159	Předčasné narození, nepočítaje v to mrtvě narozené	1237	1237	-	-	-	-	-	-	-	-	-
160a	Následky porodu s řezem císařským	2	2	-	-	-	-	-	-	-	-	-
160b	Následky porodu bez řezu císařského	222	222	-	-	-	-	-	-	-	-	-
												
161a	Bezevzduchost plicní	97	97	-	-	-	-	-	-	-	-	-
161b	Žloutenka novorozenců	99	99	-	-	-	-	-	-	-	-	-
161c	Skloerem a jiné	339	339	-	-	-	-	-	-	-	-	-
												
XVI 	Stařecká sešlost	5933	-	-	-	-	-	-	-	76	5857	-
162a	Stařecká sešlost se zblbělostí starobní	141	-	-	-	-	-	-	-	5	136	-
162b	Stařecká sešlost bez zblbělosti starobní	5792	-	-	-	-	-	-	-	71	5721	-
												
XVII	Smrti násilné a úrazové	5593	54	267	231	1185	984	672	683	683	827	7
SE		2784	0	0	14	669	491	342	372	413	480	3
163	Sebevražda požitím jedů pevných a tekutých, nebo látek žíravých	124	-	-	1	32	32	20	17	16	6	-
164	Sebevražda jedovatými plyny	22	-	-	-	4	6	3	2	4	3	-
165	Sebevražda oběšením neb uškrcením	1463	-	-	9	210	199	184	223	280	356	2
166	Sebevražda utopením	153	-	-	-	33	23	14	28	21	33	1
167	Sebevražda střelnými zbraněmi	658	-	-	3	257	157	71	66	54	50	-
168	Sebevražda nástroji řeznými nebo bodnými	50	-	-	-	5	7	10	12	6	10	-
169	Sebevražda skokem s vyvýšeného místa	20	-	-	-	2	4	5	1	4	4	-
170	Sebevražda rozdrcením	221	-	-	1	99	49	23	17	20	12	-
171	Jiné sebevraždy	73	-	-	-	27	14	12	6	8	6	-
NA		108	21	4	3	21	18	8	15	12	5	1
172a	Vražda dítěte (dítě do 1 roku): přímo po narození	11	11	-	-	-	-	-	-	-	-	-
172b	Vražda dítěte (dítě do 1 roku): jiná do jednoho roku	10	10	-	-	-	-	-	-	-	-	-
173	Vražda nebo zabití střelnou zbraní (osoby starší 1 roku)	27	-	1	-	7	6	4	4	3	1	1
174	Vražda nebo zabití nástroji řeznými nebo bodnými (osoby starší 1 roku)	19	-	-	1	7	7	-	3	-	1	-
175	Jiné vraždy nebo zabití osob starších 1 roku	41	-	3	2	7	5	4	8	9	3	-
176	Napadení jedovatými zvířaty	2	1	-	-	-	-	1	-	-	-	-
177	Otrava potravinami	19	-	2	1	2	3	3	3	3	2	-
178	Vdechování jedovatých plynů	52	2	7	1	12	11	6	6	3	4	-
179	Jiné nahodilé prudké otravy, vyjma otravy plynem	29	1	8	1	1	6	4	1	4	3	-
180	Následky ohně při požáru	14	-	2	2	2	1	2	2	3	-	-
181	Popálení úrazové (jiné než při požáru)	191	12	93	14	16	20	5	7	8	16	-
182	Nahodilé mechanické zadušení	46	6	2	4	4	12	6	6	3	3	-
183	Nahodilé utopení	424	-	82	77	123	50	24	17	25	26	-
184	Poranění střelnými zbraněmi, vyjma poranění válečná	54	-	3	7	23	8	3	6	2	2	-
185	Poranění nástroji řeznými nebo bodnými, vyjma poranění válečná	29	-	5	1	5	3	4	5	3	3	-
186	Poranění pádem, rozdrcením, sřícením	566	1	22	38	96	133	83	67	44	81	1
187	Živelná pohroma (veškerá úmrtí jakéhokoli rázu, přičítaná živelní pohrom	-	-	-	-	-	-	-	-	-	-	-
188	Poranění způsobená zvířaty	31	-	2	1	6	6	2	6	4	4	-
189	Hlad a žízeň	1	-	-	-	-	-	-	-	-	1	-
190	Neobvyklá zima	48	-	-	-	-	2	5	10	18	13	-
191	Neobvyklé teplo	1	-	-	-	-	-	1	-	-	-	-
192	Blesk	24	-	-	-	10	6	3	3	-	2	-
193	Úrazy způsobené proudem elektrickým	77	1	-	13	22	20	12	5	4	-	-
194a	Jiné úrazy: cizí tělesa	22	3	9	1	1	2	2	1	-	3	-
194b	Jiné úrazy: jiné	1064	6	26	53	172	192	154	149	134	177	1
195	Násilná smrt, jejíž příčina (úraz, vražda, sebevražda) je neznáma	7	-	-	-	-	-	2	2	-	2	1
	Z úmrtí pod č.181,185,186,194,195 nastala smrt následkem úrazů:											
A	v dolech a lomech	103	-	-	-	17	45	20	14	7	-	-
B	způsobených stroji	27	-	2	1	5	6	7	4	-	2	-
DN	prostředky dopravními	449	1	22	39	89	104	64	49	32	48	1
a	železnicemi a tramvajemi	115	-	1	4	16	27	25	19	10	13	-
b	automobily a motocykly	273	1	19	33	60	64	31	21	17	26	1
c	jinými pozemními prostředky dopravními	44	-	2	2	3	8	6	9	5	9	-
d	při dopravě po vodě	-	-	-	-	-	-	-	-	-	-	-
e	při dopravě vzduchem	17	-	-	-	10	5	2	-	-	-	-
198	Soudní poprava	-	-	-	-	-	-	-	-	-	-	-
												
XVIII	Neurčité příčiny úmrtí	456	51	19	5	17	25	33	56	98	152	-
199	Náhlá smrt	28	2	1	-	-	2	-	5	8	10	-
200	Nerozlišené nebo nedostatečně určené příčiny	428	49	18	5	17	23	33	51	90	142	-
