1957	Zemøelé ženy podle podrobného seznamu pøíèin smrti a vìku - úrazy a otravy podle vnìjší pøíèiny																
MKN (1948)	Název	Celkem	0	1	2	3	4	5-14	15-24	25-34	35-44	45-54	55-64	65-74	75-84	85+	Nezjiš- tìno
E823	Dopravní úraz motorovými vozidly pøi vyboèení ze silnice	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E824	Jiný dopravní úraz motorovými vozidly bez srážky	2	-	-	-	-	-	-	-	1	-	-	-	-	1	-	-
E825	Dopravní úraz motorovými vozidly neurèené povahy	33	1	-	1	-	-	1	8	5	5	5	3	3	1	-	-
																	
D3	Úrazy motorovými vozidly nedopravní	22	-	-	-	2	2	2	2	1	3	2	2	1	5	-	-
E830	Nedopravní úraz motorovými vozidly  zpùsobený chodcùm	4	-	-	-	-	-	-	1	-	1	-	-	-	2	-	-
E831	Nedopravní úraz motorovými vozidly  zpùsobený cyklistùm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E832	Nedopravní úraz motorovými vozidly  zpùsobený øidièùm nebo spolujezdcùm na motocyklech	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E833	Jiný nedopravní úraz motorovými vozidly, jde-li o dvì motorová vozidla nebo nìkolik vozidel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E834	Nedopravní úraz motorovými vozidly  pøi nastupování a sestupování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E835	Nedopravní úraz motorovými vozidly  jiné nebo neurèené povahy	5	-	-	-	2	-	-	1	-	-	-	1	-	1	-	-
E836	Úraz motorovými vozidly nedopravní zpùsobený	12	-	-	-	-	2	2	-	-	2	2	1	1	2	-	-
																	
D4	Úrazy jinými silnièními vozidly	10	1	-	-	-	-	2	-	-	2	1	-	4	-	-	-
E840	Úraz zpùsobený chodcùm vozy poulièní dopravy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E841	Ostatní druhy úrazu vozy poulièní dopravy , vyjma srážku s motorovým vozidlem 	2	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-
E842	Úraz zpùsobený chodcùm cyklisty	2	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-
E843	Úraz zpùsobený cyklistùm, ne však pøi srážce  s motorovým  vozidlem 	2	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-
E844	Úraz zpùsobený chodcùm jinými nemotorovými silnièními vozidly 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E845	Jiný druh úrazu nemotorovými silnièními vozidly 	4	-	-	-	-	-	1	-	-	1	1	-	1	-	-	-
																	
D5	Úrazy pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E850	Úraz cestujících na malých èlunech zpùsobený potopením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E851	Ostatní druhy úrazu pøi vodní dopravì zpùsobený potopením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E852	Pád se schodù nebo žebøíku pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E853	Jiný pád do hloubky pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E854	Pád na rovinì pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E855	Neoznaèený pád pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E856	Úraz stroji pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E857	Jiný oznaèený úraz pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E858	Úraz pøi vodní dopravì neurèené povahy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
D6	Letecké úrazy 	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E860	Úraz zpùsobený posádce vojenské letadla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E861	Poranìní zpùsobené cestujícím pøi nehodách dopravních letadel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E862	Jiné poranìní v dopravních letadlech	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E863	Poranìní zpùsobené cestujícím pøi nehodách jiných letadel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E864	Letecký úraz zpùsobený na letišti osobám mimo letadlo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E865	Letecký úraz zpùsobený jinde než na letišti osobám mimo letadlo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E866	Jiný a blíže neoznaèený letecký úraz 	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
																	
	Náhodné otravy látkami pevnými a tekutinami	34	1	6	2	-	-	2	2	4	2	3	5	5	2	-	-
E870	Náhodná otrava morfiem a jinými deriváty opia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E871	Náhodná otrava kyselinou barbiturovou a jejími deriváty	3	-	-	-	-	-	-	-	1	-	1	-	1	-	-	-
E872	Náhodná otrava aspirinem a salicyláty	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E873	Náhodná otrava bromidy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E874	Náhodná otrava jinými analgetiky a uspávacími prostøedky	3	-	-	1	-	-	-	-	-	-	1	-	1	-	-	-
E875	Náhodná otrava sulfonamidy	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
E876	Náhodná otrava strychninem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E877	Náhodná otrava belladonou, skopolaminem a atropinem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E878	Náhodná otrava jinými a neurèenými léèivy	3	-	1	1	-	-	-	-	-	-	-	-	1	-	-	-
E879	Náhodná otrava škodlivými potravinami	13	-	2	-	-	-	2	1	2	-	1	3	1	1	-	-
E880	Náhodná otrava alkoholem	6	-	-	-	-	-	-	1	1	1	-	2	-	1	-	-
E881	Náhodná otrava naftovými produkty	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E882	Náhodná otrava prùmyslovými rozpustidly	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E883	Náhodná otrava leptavými aromatickými látkami, kyselinami a žíravinami	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-
E884	Náhodná otrava rtutí a jejími slouèeninami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E885	Náhodná otrava olovem a jeho slouèeninami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E886	Náhodná otrava arsenem a antimonem a jejich slouèeninami	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
E887	Náhodná otrava fluoridy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E888	Náhodná otrava jinými a neurèenými látkami pevnými a tekutými	2	-	1	-	-	-	-	-	-	-	-	-	1	-	-	-
																	
	Náhodné otravy plynem a parami	91	-	-	-	-	1	8	7	5	2	9	17	13	24	5	-
E890	Náhodná otrava svítiplynem	35	-	-	-	-	-	3	3	1	1	2	8	4	11	2	-
E891	Náhodná otrava výfukovým plynem motorových vozidel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E892	Náhodná otrava jiným kyslièníkem uhelnatým	56	-	-	-	-	1	5	4	4	1	7	9	9	13	3	-
E893	Náhodná otrava kyanovodíkem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E894	Náhodná otrava jinými urèenými plyny a parami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E895	Náhodná otrava neurèenými plyny a parami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Náhodné pády	681	-	3	2	2	1	6	2	4	5	18	39	137	326	136	-
E900	Pád na schodech 	25	-	-	-	-	-	3	-	-	-	2	2	5	7	6	-
E901	Pád se žebøíku 	9	-	-	-	-	-	-	-	-	1	2	2	2	2	-	-
E902	Jiný pád do hloubky	72	-	3	1	2	1	3	-	2	1	8	15	8	19	9	-
E903	Pád na rovinì	136	-	-	-	-	-	-	1	2	2	2	5	30	62	32	-
E904	Neurèený pád 	439	-	-	1	-	-	-	1	-	1	4	15	92	236	89	-
																	
	Jiné náhodné úrazy	402	109	20	25	11	6	37	19	14	11	21	33	38	49	9	-
E910	Náhodný úraz zpùsobený padajícími pøedmìty	13	1	1	-	-	-	4	1	-	-	2	3	1	-	-	-
E911	Náhodný úraz zpùsobený vozidly	6	-	-	-	1	-	1	1	1	-	1	-	1	-	-	-
E912	Náhodný úraz zpùsobený stroji a nástroji	2	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-
E913	Náhodný úraz zpùsobený øeznými a bodnými nástroji	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E914	Náhodný úraz zpùsobený elektrickým proudem	11	-	-	-	-	-	3	2	1	1	1	3	-	-	-	-
E915	Náhodný úraz zpùsobený výbuchem parního kotle	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E916	Náhodný úraz zpùsobený ohnìm a výbuchem hoølavých látek	48	-	1	2	3	-	2	3	5	-	-	4	8	16	4	-
E917	Náhodný úraz zpùsobený vøelou substancí, leptavou tekutinou nebo parou	24	3	4	4	3	-	1	-	-	1	-	3	2	2	1	-
E918	Náhodný úraz zpùsobený záøením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E919	Náhodný úraz zpùsobený støelnou zbraní	5	-	-	-	-	-	2	-	-	-	2	1	-	-	-	-
E920	Cizí tìleso vniklé do oka a jeho adnexù	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E921	Vdechnutí nebo vniknutí potravy do hrtanu a jiných cest dýchacích pùsobící ucpání nebo udušení	103	92	3	2	-	-	1	-	-	3	1	-	1	-	-	-
E922	Vdechnutí nebo vniknutí jiných pøedmìtù do hrtanu pùsobící ucpání nebo udušení	4	1	-	-	-	-	-	-	-	-	-	-	1	2	-	-
E923	Cizí tìleso vniklé do jiných otvorù tìla	2	-	-	1	-	-	-	-	-	-	1	-	-	-	-	-
E924	Náhodné mechanické udušení v posteli a koèárku	8	5	-	-	2	-	-	-	-	-	-	-	-	-	1	-
E925	Náhodné mechanické udušení za jiných nebo neoznaèených okolností	4	1	-	-	-	-	2	-	-	-	-	-	1	-	-	-
E926	Nedostatek péèe o dìti ve vìku do jednoho roku	2	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E927	Náhodný úraz zpùsobený kousnutím nebo uštknutím  jedovatými  živoèichy a hmyzem	4	-	-	-	-	-	-	-	1	1	-	1	-	-	1	-
E928	Jiný náhodný úraz zpùsobený zvíøaty	8	-	-	-	-	-	-	-	-	1	2	1	1	3	-	-
E929	Náhodné tonutí	82	1	9	16	2	5	17	7	2	2	6	3	4	7	1	-
E930	Vysoký a  nízký tlak vzduchu	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E931	Nadmìrné horko, úžeh a úpal	5	-	-	-	-	-	-	1	-	1	-	-	2	1	-	-
E932	Nadmìrný chlad	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E933	Hlad, žízeò a  jiné strádání 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E934	Pøírodní katastrofa	6	-	-	-	-	-	2	1	1	-	-	1	1	-	-	-
E935	Blesk	59	2	2	-	-	1	2	1	2	1	4	11	14	18	1	-
E936	Jiný a neurèený náhodný úraz	4	-	-	-	-	-	-	2	-	-	1	-	1	-	-	-
E937	Úraz v dolech, v lomech	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Komplikace zpùsobené neléèebnými lékaøskými zákroky	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-
E940	Generalisovaná vakcína po vakcinaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E941	Zánìt mozku (encephalitis) povakcinaèní	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E942	Jiné komplikace oèkování po neštovicích	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E943	Žloutenka a hepatitis po profylaktické injekci sera a podobné imunisaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E944	Jiné komplikace profylaktického oèkování 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E945	Komplikace pøi anestesii v pøípadech neléèebných zákrokù	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-
E946	Jiné komplikace zpùsobené neléèebnými lékaøskými zákroky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Léèebné  nehody a pozdní komplikace léèebných zákrokù	4	-	-	-	-	-	-	-	-	-	3	1	-	-	-	-
E950	Léèebná nehoda pøi chirurgickém ošetøení	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E951	Léèebná nehoda pøi infusi nebo transfusi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E952	Léèebná nehoda pøi místní aplikaci	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E953	Léèebná nehoda pøi užívání léèiv a biologických látek	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E954	Léèebná nehoda pøi anestesii	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E955	Jiná nebo blíže neurèená léèebná nehoda 	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E956	Pozdní komplikace chirurgických operací	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E957	Pozdní komplikace amputaèních pahýlù	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E958	Pozdní komplikace po ozaøování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E959	Pozdní komplikace jiných druhù léèení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Pozdní následky otrav a úrazù	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-
E960	Pozdní následek náhodných úrazù motorovými vozidly	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E961	Pozdní následek náhodných otrav	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E962	Pozdní následek jiných náhodných úrazù	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-
E963	Pozdní následek sebepoškození	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E964	Pozdní následky úrazù zpùsobených úmyslnì jinou osobou (ne ve válce)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E965	Pozdní následky úrazù vzniklých váleènými operacemi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
SE	Sebevraždy a sebepoškození	711	-	-	-	-	-	7	48	74	84	174	146	115	56	7	-
E970	Sebevražda a sebepoškození otravou analgetiky a uspávacími prostøedky	23	-	-	-	-	-	-	2	4	3	6	2	5	1	-	-
E971	Sebevražda a sebepoškození otravou jinými pevnými látkami a tekutinami	43	-	-	-	-	-	-	6	7	10	8	8	4	-	-	-
E972	Sebevražda a sebepoškození otravou plyny v domácím používání	126	-	-	-	-	-	2	19	25	18	25	12	17	7	1	-
E973	Sebevražda a sebepoškození otravou jinými plyny	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E974	Sebevražda a sebepoškození vìšením a škrcením	343	-	-	-	-	-	2	8	25	36	89	87	60	31	5	-
E975	Sebevražda a sebepoškození  tonutím (utonutím)	69	-	-	-	-	-	1	2	6	5	17	16	12	10	-	-
E976	Sebevražda a sebepoškození  zbranìmi a výbušninami	8	-	-	-	-	-	-	2	3	1	1	1	-	-	-	-
E977	Sebevražda a sebepoškození  nástroji øeznými a bodnými	16	-	-	-	-	-	-	1	1	3	7	2	2	-	-	-
E978	Sebevražda a sebepoškození  skokem s vysokého místa	46	-	-	-	-	-	-	1	-	6	13	11	8	6	1	-
E979	Sebevražda a sebepoškození  jinými a blíže neurèenými prostøedky 	7	-	-	-	-	-	-	1	1	-	1	3	1	-	-	-
E97a	Sebevražda vlakem	30	-	-	-	-	-	2	6	2	2	7	4	6	1	-	-
																	
NA	Usmrcení nebo poranìní zpùsobená úmyslnì jinou osobou (ne ve válce)	43	8	3	1	-	-	4	8	8	4	2	3	-	1	1	-
E980	Úmyslné otrávení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E981	Napadení  støelnou zbraní a výbušninou	9	-	-	-	-	-	-	4	4	1	-	-	-	-	-	-
E982	Napadení  nástroji øeznými a bodnými	6	-	-	-	-	-	-	3	-	1	1	1	-	-	-	-
E983	Napadení  jinými prostøedky	28	8	3	1	-	-	4	1	4	2	1	2	-	1	1	-
E984	Zranìní zpùsobená zákrokem policie	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E985	Poprava	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
