1996	Zemřelé ženy podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny																							
MKN (1993)	Název	Celkem	0	1	2	3	4	5-9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85 +
V26	Jezdec na motocyklu zraněný při srážce s jiným nemotorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V27	Jezdec na motocyklu zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem]	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V28	Jezdec na motocyklu zraněný při dopravní nehodě bez srážky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V29	Jezdec na motocyklu zraněný při jiných a neurčených dopravních nehodách	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
	Člen osádky tříkolového motorového vozidla zraněný při dopravní nehodě     V30-V39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V30	Člen osádky tříkolového motorového vozidla zraněný při srážce s chodcem nebo zvířetem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V31	Člen osádky tříkolového motorového vozidla zraněný při srážce s jízdním kolem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V32	Člen osádky tříkolového motorového vozidla zraněný při srážce s jiným 2 nebo 3 kolovým motorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V33	Člen osádky tříkolového motorového vozidla zraněný při srážce s automobilem osobním, dodávkovým  nebo lehkým nákladním	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V34	Člen osádky tříkolového motorového vozidla zraněný při srážce s těžkým nákladním vozidlem nebo autobusem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V35	Člen osádky tříkolového motorového vozidla zraněný při srážce s železničním vlakem nebo železničním vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V36	Člen osádky tříkolového motorového vozidla zraněný při srážce s jiným nemotorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V37	Člen osádky tříkolového motorového vozidla zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem]	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V38	Člen osádky tříkolového motorového vozidla zraněný při dopravní nehodě bez srážky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V39	Člen osádky tříkolového motorového vozidla zraněný při jiných a neurčených dopravních nehodách	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
	Člen osádky osobního automobilu zraněný při dopravní nehodě     V40-V49	98	-	1	1	-	-	-	2	11	13	12	5	10	11	4	3	5	5	4	5	4	1	1
V40	Člen osádky osobního automobilu zraněný při srážce chodcem nebo zvířetem	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
V41	Člen osádky osobního automobilu zraněný při srážce s jízdním kolem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V42	Člen osádky osobního automobilu zraněný při srážce s dvou nebo tříkolovým motorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V43	Člen osádky osobního automobilu zraněný při srážce s automobilem osobním, dodávkovým nebo lehkým nákladním	18	-	1	-	-	-	-	-	2	3	1	3	1	1	1	-	-	1	1	2	1	-	-
V44	Člen osádky osobního automobilu zraněný při srážce s těžkým nákladním vozidlem nebo autobusem	12	-	-	1	-	-	-	-	3	-	2	-	-	1	-	1	2	1	1	-	-	-	-
V45	Člen osádky osobního automobilu zraněný při srážce s železničním vlakem nebo železničním vozidlem	4	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	1	1	-	-	-	-	-
V46	Člen osádky osobního automobilu zraněný při srážce s jiným nemotorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V47	Člen osádky osobního automobilu zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem]	11	-	-	-	-	-	-	-	3	1	2	-	2	3	-	-	-	-	-	-	-	-	-
V48	Člen osádky osobního automobilu zraněný při dopravní nehodě bez srážky	5	-	-	-	-	-	-	-	-	2	1	-	1	-	-	-	-	1	-	-	-	-	-
V49	Člen osádky osobního automobilu zraněný při jiných a neurčených dopravních nehodách	47	-	-	-	-	-	-	2	3	6	6	2	5	5	3	2	2	1	2	3	3	1	1
																								
	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při dopravní nehodě     V50-V59	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-
V50	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s chodcem nebo zvířetem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V51	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V52	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s dvou nebo tříkolovým motorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V53	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s automobilem osobním, dodávkovým či lehkým nákladním	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V54	Člen osádky dodávkového či lehkého nákladního automobilu zraněný při srážce s těžkým nákladním vozidlem nebo autobusem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V55	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s železničním vlakem nebo železničním vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V56	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jiným nemotorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V57	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s pevnou překážkou	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V58	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při dopravní nehodě bez srážky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V59	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při jiných a neurčených dopravních nehodách	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-
																								
	Člen osádky těžkého nákladního vozidla zraněný při dopravní nehodě     V60-V69	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V60	Člen osádky těžkého nákladního vozidla zraněný při srážce s chodcem nebo zvířetem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V61	Člen osádky těžkého nákladního vozidla zraněný při srážce s jizdním kolem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V62	Člen osádky těžkého nákladního vozidla zraněný při srážce s dvou nebo tříkolovým motorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V63	Člen osádky těžkého nákladního vozidla zraněný při srážce s automobilem osobním, dodávkovým nebo lehkým nákladním	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V64	Člen osádky těžkého nákladního vozidla zraněný při srážce s těžkým nákladní vozidlem nebo autobusem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V65	Člen osádky těžkého nákladního vozidla zraněný při srážce s železničním vlakem nebo železničním vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V66	Člen osádky těžkého nákladního vozidla zraněný při srážce s jiným nemotorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V67	Člen osádky těžkého nákladního vozidla zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem]	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V68	Člen osádky těžkého nákladního vozidla zraněný při dopravní nehodě bez srážky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V69	Člen osádky těžkého nákladního vozidla zraněný při jiných a neurčených dopravních nehodách	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
	Člen osádky autobusu zraněný při dopravní nehodě     V70-V79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V70	Člen osádky autobusu zraněný při srážce s chodcem nebo zvířetem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V71	Člen osádky autobusu zraněný při srážce s jízdním kolem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V72	Člen osádky autobusu zraněný při srážce s dvou nebo tříkolovým motorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V73	Člen osádky autobusu zraněný při srážce s automobilem osobním, dodávkovým nebo lehkým nákladním	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V74	Člen osádky autobusu zraněný při srážce s těžkým nákladním vozidlem nabo autobusem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V75	Člen osádky autobusu zraněný při srážce s železničním vlakem nebo železničním vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V76	Člen osádky autobusu zraněný při srážce s jiným nemotorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V77	Člen osádky autobusu zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem]	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V78	Člen osádky autobusu zraněný při dopravní nehodě bez srážky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V79	Člen osádky autobusu zraněný při jiných a neurčených dopravních nehodách	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
	Jiné nehody při pozemní dopravě     V80 - V89	6	-	-	-	-	-	-	-	1	-	1	-	-	-	-	1	-	-	-	2	-	1	-
V80	Jezdec na zvířeti nebo člen osádky vozidla taženého zvířetem zraněný při dopravní nehodě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V81	Člen osádky železničního vlaku nebo železničního vozidla zraněný při dopravní nehodě	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	1	-	1	-
V82	Člen osádky vozu pouliční dráhy zraněný při dopravní nehodě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V83	Člen osádky zvláštního vozidla určeného zejména pro průmyslové prostory zraněný při dopravní nehodě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V84	Člen osádky zvláštního vozidla určeného především pro zemědělství zraněný při dopravní nehodě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V85	Člen osádky zvláštního stavebního vozidla zraněný při dopravní nehodě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V86	Člen osádky terénního či jiného motorového vozidla určeného hlavně pro mimosilniční provoz, zraněný při dopravní nehodě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V87	Provozní [silniční] nehoda určeného typu, ale s neznámým způsobem dopravy oběti	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V88	Neprovozní [mimosilniční] nehoda určeného typu, ale s neznámým způsobem dopravy oběti	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V89	Nehoda motorového nebo nemotorového vozidla, typ vozidla neurčen	2	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	1	-	-	-
																								
	Nehody při vodní dopravě     V90 - V94	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V90	Nehoda plavidla jako příčina [u]tonutí a potopení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V91	Nehoda plavidla jako příčina jiného poranění	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V92	(U)tonutí a potopení v souvislosti s vodní dopravou, bez nehody plavidla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V93	Nehoda na palubě plavidla bez nehody plavidla, která není příčinou [u]tonutí a potopení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V94	Jiné a neurčené nehody při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
	Nehody při dopravě vzduchem a vesmírným prostorem      V95 - V97	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V95	Nehoda letounu s pohonem jako příčina zranění člena osádky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V96	Nehoda letounu bez pohonu jako příčina zranění člena osádky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V97	Jiné určené nehody při dopravě vzduchem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
	Jiné a neurčené dopravní nehody     V98 - V99	152	2	-	1	-	2	5	-	14	23	5	13	5	12	8	5	8	6	7	12	9	12	3
V98	Jiné určené dopravní nehody	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V99	Neurčená dopravní nehoda	152	2	-	1	-	2	5	-	14	23	5	13	5	12	8	5	8	6	7	12	9	12	3
																								
	Jiné vnější příčiny náhodných poranění     W00 - X59	2051	12	3	6	3	2	8	7	19	21	11	17	16	29	36	41	48	37	71	188	221	463	792
																								
	Pády       W00 - W19	1558	-	1	-	-	-	-	-	5	5	1	1	1	2	5	9	20	13	41	139	184	404	727
W00	Pád na rovině na ledu a sněhu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W01	Pád na rovině následkem uklouznutí, zakopnutí nebo klopýtnutí	814	-	-	-	-	-	-	-	1	-	-	-	1	-	-	2	7	2	13	56	83	214	435
W02	Pád na ledních bruslích, lyžích, kolečkových bruslích nebo skateboardech	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W03	Jiné pády na rovině ze srážky s nebo strčení jinou osobou	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W04	Pád při nesení nebo podpírání jinými osobami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W05	Pád s invalidního vozíku	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-
W06	Pád s postele	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
W07	Pád se židle	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W08	Pád s [týkající se] jiného nábytku	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W09	Pád s [týkající se] vybavení hřiště	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W10	Pád na schodech a stupních nebo s nich	12	-	-	-	-	-	-	-	-	-	1	1	-	-	-	2	-	-	-	3	2	3	-
W11	Pád na nebo se žebříku	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W12	Pád na nebo s lešení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W13	Pád s(z)budovy nebo konstrukce nebo propadnutí	23	-	1	-	-	-	-	-	2	3	-	-	-	1	1	2	2	-	-	2	4	3	2
W14	Pád se stromu	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-
W15	Pád se skály	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W16	Potopení se nebo skok do vody jako příčina jiného poranění, než je [u]tonutí nebo potopení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W17	Jiný pád z jedné úrovně na druhou	14	-	-	-	-	-	-	-	1	-	-	-	-	1	2	-	-	1	1	4	-	3	1
W18	Jiný pád na rovině	12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	5	3	2
W19	Neurčený pád	680	-	-	-	-	-	-	-	1	2	-	-	-	-	2	3	11	10	27	72	88	178	286
																								
	Vystavení neživotným mechanickým silám        W20 - W49	12	-	-	-	-	-	-	-	1	-	-	-	-	4	2	1	1	-	1	1	1	-	-
W20	Udeření hozeným, vrženým nebo padajícím předmětem	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
W21	Udeření sportovním nářadím [vybavením] nabo náraz na ně	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W22	Udeření jinými předměty nebo náraz na ně	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W23	Zachycení, rozdrcení, zmáčknutí nebo uskřípnutí do předmětů nebo mezi ně	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W24	Kontakt se zařízeními na zvedání a přenos, nezařazenými jinde	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W25	Kontakt s ostrým sklem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W26	Kontakt s nožem, mečem nebo dýkou	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W27	Kontakt s ručním nástrojem bez pohonu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W28	Kontakt se sekačkou trávy s pohonem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W29	Kontakt s jinými ručními nástroji na pohon a stroji v domácnosti	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W30	Kontakt se zemědělskými stroji	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W31	Kontakt s jiným  a neurčeným strojem	1	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-
W32	Výstřel z krátké jednoruční střelné zbraně, pistole, revolveru	4	-	-	-	-	-	-	-	-	-	-	-	-	2	1	1	-	-	-	-	-	-	-
W33	Výstřel z pušky, brokovnice a větší ruční střelné zbraně	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W34	Výstřel z jiných a neurčených střelných zbraní	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W35	Výbuch a prasknutí kotle	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-
W36	Výbuch a prasknutí tlakové nádoby na plyn	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-
W37	Výbuch a prasknutí stlačené pneumatiky, potrubí nebo hadice	1	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-
W38	Výbuch a prasknutí jiných určených tlakových zařízení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W39	Výstřel ohňostroje	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W40	Výbuch jiných látek	2	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	-
W41	Vystavení proudu pod vysokým tlakem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W42	Vystavení hluku	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W43	Vystavení vibracím	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W44	Cizí těleso vniklé do oka nebo okem nebo přirozeným otvorem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W45	Cizí těleso nebo předmět proniklý kůží	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W49	Vystavení jiným a neurčeným neživotným mechanickým silám	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
	Vystavení životným mechanickým silám       W50 - W64	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
W50	Zasažení, úder, kopnutí, zkroucení, kousnutí nebo poškrábání jinou osobou	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W51	Uhození se o jinou osobu nebo náraz do jiné osoby	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W52	Rozdrcení, umačkání nebo ušlapání davem při lidské panice	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W53	Kousnutí krysou	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W54	Kousnutí nebo úder psem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W55	Kousnutí nebo úder jinými savci	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
W56	Kontakt s mořským živočichem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W57	Kousnutí nebo štípnutí [budnutí] nejedovatým hmyzem a jinými nejedovatými členovci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
