1935	Zemřelí muži podle podrobného seznamu příčin smrti a věku											
MKN (1929)	Název	Celkem	0	1-4	5-14	15-24	25-34	35-44	45-54	55-64	65 a více	Nezjiš- těno
23(4)	Tuberkulosa ústrojí dýchacího	6747	52	72	94	801	1327	1320	1301	1074	706	-
24	Tuberkulosa plen a ústřední soustavy čivové	350	58	97	99	29	31	22	7	6	1	-
25	Tuberkulosa střev a pobřišnice	113	4	8	12	11	17	9	20	15	17	-
26	Tuberkulosa páteře	96	2	6	15	14	12	6	12	17	12	-
27	Tuberkulosa kostí a kloubů	152	1	3	14	20	12	12	17	25	48	-
28	Tuberkulosa kůže a podkožního tuku	8	-	-	-	1	-	-	1	2	4	-
29	Tuberkulosa soustavy mízní	19	3	5	5	-	1	-	1	-	4	-
30	Tuberkulosa ústrojí pohlavního a močového	34	-	1	-	3	4	4	9	7	6	-
31	Tuberkulosa jiných míst	4	-	-	-	-	2	-	1	1	-	-
32	Tuberkulosa roztroušená	79	7	9	13	18	9	4	9	6	4	-
33	Malomocenství	-	-	-	-	-	-	-	-	-	-	-
34a	Příjice vrozená	66	59	1	4	2	-	-	-	-	-	-
34b	Příjice získaná	46	-	-	-	1	4	12	12	11	6	-
34c	Příjice nerozlišená	185	-	-	-	2	11	40	64	50	18	-
35	Kapavka a jiné nemoci pohlavní	5	2	1	-	-	-	1	-	1	-	-
												
36a	Hnisavá nákaza a otrava krve nikoli poporodní: otrava krve	232	77	13	16	10	17	22	25	23	29	-
36b	Hnisavá nákaza a otrava krve nikoli poporodní: rozklad krve	11	3	-	3	1	1	-	2	1	-	-
36c	Hnisavá nákaza a otrava krve nikoli poporodní: sněť plynová	-	-	-	-	-	-	-	-	-	-	-
38a	Zimnice malarická	5	-	-	-	-	-	1	2	1	1	-
38b	Kachexie malarická	1	-	-	-	-	-	-	-	1	-	-
39	Jiné nemoci, zaviněné cizopasnými prvoky	4	-	-	-	3	1	-	-	-	-	-
40	Ankylostomiasa	-	-	-	-	-	-	-	-	-	-	-
41a	Boubel měchožilová jater	1	-	-	-	-	-	1	-	-	-	-
41b	Boubel měchožilová jiných míst	-	-	-	-	-	-	-	-	-	-	-
42	Jiné nemoci zaviněné červy	1	-	1	-	-	-	-	-	-	-	-
43	Mykosy	5	-	-	-	-	1	-	-	3	1	-
44	Jiné nemoci nakažlivé nebo cizopasníky působené	7	1	2	1	2	-	-	-	1	-	-
												
II	Rakoviny a jiné nádory	7768	8	14	38	46	126	383	989	2213	3951	-
45	Rakovina a jiné zhoubné nádory dutiny ústní a hltanu	279	-	-	-	2	2	6	34	84	151	-
												
46a	Rakovina a jiné zhoubné nádory: požeráku	582	-	-	-	1	2	11	49	196	323	-
46b	Rakovina a jiné zhoubné nádory: žaludku a dvanáctníku	3586	-	-	-	2	32	147	456	1064	1885	-
46c	Rakovina a jiné zhoubné nádory: konečníku	494	-	-	-	-	6	14	52	135	287	-
46d	Rakovina a jiné zhoubné nádory: jater a žlučovodů	504	-	1	-	-	3	15	60	143	282	-
46	Rakovina a jiné zhoubné nádory: slinivky břišní	83	-	-	-	-	1	9	12	42	19	-
46f	Rakovina a jiné zhoubné nádory: pobřišnice	33	-	-	-	-	2	5	5	11	10	-
46g	Rakovina a jiné zhoubné nádory: jiné nádory roury zažívací a pobřišnice	413	-	-	-	2	8	22	48	110	223	-
47	Rakovina a jiné zhoubné nádory: ústrojí dýchacího	416	-	-	3	4	5	39	99	144	122	-
48	Rakovina a jiné zhoubné nádory: dělohy	x	x	x	x	x	x	x	x	x	x	x
49	Rakovina a jiné zhoubné nádory: jiných pohlavních ústrojů ženských	x	x	x	x	x	x	x	x	x	x	x
50	Rakovina a jiné zhoubné nádory: prsů	5	-	-	-	-	-	1	1	-	3	-
51	Rakovina a jiné zhoubné nádory: pohlavních a močových ústrojů mužských	445	-	-	3	3	5	21	29	92	292	-
52	Rakovina a jiné zhoubné nádory: kůže	142	-	-	-	-	1	6	13	26	96	-
53	Rakovina a jiné zhoubné nádory: jiných ústrojů neb ústrojů nerozlišených	422	2	8	10	15	27	30	68	96	166	-
												
54a	Nádory nezhoubné: pohlavních ústrojů ženských	x	x	x	x	x	x	x	x	x	x	x
54b	Nádory nezhoubné: jiných ústrojů	14	1	-	-	1	-	-	3	2	7	-
												
55a	Nádory, jichž zhoubný ráz není rozlišen: pohlavních ústrojů ženských	x	x	x	x	x	x	x	x	x	x	x
55b	Nádory, jichž zhoubný ráz není rozlišen: jiných ústrojů	350	5	5	22	16	32	57	60	68	85	-
												
III	Nemoci rheumatické, nemoci výživové, nemoci endokrinních žláz a jiné nemoci celkové	1059	128	30	58	32	51	48	78	213	421	-
56	Rheumatismus kloubní prudký, horečnatý	67	-	4	33	11	8	2	2	2	5	-
57	Rheumatismus vleklý, osteoarthritis	84	-	-	1	2	1	4	4	11	61	-
58	Dna	3	-	-	-	-	-	-	-	1	2	-
59	Úplavice cukrová	665	-	2	11	11	28	26	65	188	334	-
	Kurděje	-	-	-	-	-	-	-	-	-	-	-
60a	Dětské kurděje	2	1	-	1	-	-	-	-	-	-	-
60b	Kurděje	2	-	-	-	-	-	1	-	-	1	-
62	Pellagra	-	-	-	-	-	-	-	-	-	-	-
63	Křivice	82	59	14	1	1	3	3	1	-	-	-
64	Měknutí kostí	1	-	-	1	-	-	-	-	-	-	-
65	Nemoci podvěsku mozkového	2	-	-	-	-	-	1	-	-	1	-
												
66a	Nemoci žlázy štítné a přídavných žlázek štítných: vole prosté	20	1	-	-	3	2	1	3	3	7	-
66b	Nemoci žlázy štítné a přídavných žlázek štítných: vole exopthalmické	20	-	-	-	-	4	4	3	4	5	-
66c	Nemoci žlázy štítné a přídavných žlázek štítných: myxoedem a kretismus	18	-	3	5	2	1	1	-	3	3	-
66d	Nemoci žlázy štítné a přídavných žlázek štítných: tetanie	54	48	4	1	1	-	-	-	-	-	-
66	Nemoci žlázy štítné a přídavných žlázek štítných: jiné	1	-	-	1	-	-	-	-	-	-	-
67	Nemoci brzlíku	24	19	3	2	-	-	-	-	-	-	-
68	Nemoci nadledvinek (nemoc Addisonova), neoznačené za tuberkulosní 	8	-	-	-	-	3	4	-	-	1	-
69	Jiné nemoci rheumatické, výživové, endokrinních žláz	6	-	-	1	1	1	1	-	1	1	-
												
IV 	Nemoci krve a ústrojů krvetvorných	331	8	27	31	17	37	32	47	65	67	-
												
70a	Stavy krvácivé: purpury prvotní	18	4	3	3	1	-	-	-	3	4	-
70b	Stavy krvácivé: vrozená krvácivost	8	-	1	2	-	1	-	1	3	-	-
71a	Postupná zhoubná chudokrevnost	84	1	7	2	2	4	9	12	19	28	-
71b	Jiné chudokrevnosti	14	-	3	-	-	2	1	2	2	4	-
72a	Bělokrevnost pravá	141	2	12	19	9	13	14	22	27	23	-
72b	Bělokrevnost nepravá	55	1	-	3	5	13	8	10	9	6	-
73	Nemoci sleziny	8	-	-	2	-	2	-	-	2	2	-
74	Jiné nemoci krve a ústrojů krvetvorných	3	-	1	-	-	2	-	-	-	-	-
												
V	Otravy vleklé a prudké	92	-	-	-	1	4	11	9	33	34	-
75	Alkoholismus vleklý nebo prudký	86	-	-	-	1	3	10	8	31	33	-
												
76a	Vleklé otravy látkami anorganickými: živnostenské	-	-	-	-	-	-	-	-	-	-	-
76b	Vleklé otravy látkami anorganickými: jiné	1	-	-	-	-	-	-	-	-	1	-
												
77a	Vleklé otravy látkami organickými: živnostenské	5	-	-	-	-	1	1	1	2	-	-
77b	Vleklé otravy látkami organickými: jiné	-	-	-	-	-	-	-	-	-	-	-
												
DU		153	0	0	0	7	14	24	17	43	48	0
												
VI	Nemoci soustavy nervové a čidel	6769	924	165	159	126	218	365	610	1204	2998	-
												
78a	Zánět mozku: hlíza mozková	23	1	2	2	-	2	7	3	5	1	-
78b	Zánět mozku: jiné záněty mozku	70	10	7	9	7	12	10	6	6	3	-
79	Prostý zánět plen mozkových	374	91	75	79	38	35	10	23	10	13	-
80	Úbyt míchy	182	-	-	-	1	5	19	46	57	54	-
81	Jiné nemoci míchy	159	1	3	7	11	19	19	24	33	42	-
82a	Krvácení mozkové 	3694	1	3	5	5	26	83	280	831	2460	-
82b	Vmetek nebo záhať mozková	185	-	1	2	2	4	8	25	33	110	-
82c	Jednostranná obrna těla a příčiny nerozlišené	265	1	-	4	4	4	6	22	51	173	-
83	Postupná obrna povšechná	390	-	-	1	1	22	120	112	96	38	-
84a	Předčasná zblbělost	11	-	-	-	-	2	3	4	2	-	-
84b	Jiné psychosy	56	-	-	-	6	9	11	5	10	15	-
85	Padoucnice	166	2	3	14	28	36	29	18	18	18	-
86	Křeče u dětí mladších 6 let	823	776	47	-	-	-	-	-	-	-	-
												
87b	Jiné nemoci soustavy nervové: neuritis	9	-	-	-	-	-	1	2	2	4	-
87c	Jiné nemoci soustavy nervové: obrna třesavá	48	3	3	4	-	4	3	3	8	20	-
87d	Jiné nemoci soustavy nervové: sklerosa roztroušená	107	1	1	4	4	19	16	16	22	24	-
87a,e	Jiné nemoci soustavy nervové: chorea a jiné nemoci nervové	56	1	4	4	1	2	10	12	9	13	-
88	Nemoci oční	-	-	-	-	-	-	-	-	-	-	-
89a	Zánět ušní	142	34	16	24	18	16	8	7	10	9	-
89b	Jiné nemoci ucha a dutiny výčnělku soscovitého	9	2	-	-	-	1	2	2	1	1	-
												
VII	Nemoci ústrojí oběhu krevního	13021	26	24	143	164	284	598	1253	2663	7866	-
90	Zánět osrdečníku	32	1	1	6	1	-	5	7	5	6	-
91	Prudký zánět nitroblány srdeční	99	3	2	29	15	15	20	6	2	7	-
92	Vleklý zánět nitroblány srdeční, počítaje v to choroby chlopenní	1031	2	4	31	45	90	100	180	236	343	-
93a	Prudký zánět svalu srdečního	90	-	5	11	6	13	25	9	7	14	-
93b	Vleklý zánět svalu srdečního a zvrhlost svalu srdečního	4745	2	2	11	16	40	109	309	898	3358	-
93c	Nerozlišené nemoci svalu srdečního	826	-	-	-	-	-	-	81	207	538	-
94	Nemoci tepen věnčitých	817	-	-	-	-	5	55	144	239	374	-
95a	Funkcionální nemoci srdce	11	-	-	-	1	1	3	1	2	3	-
95b	Jiné a nerozlišené nemoci srdeční	3008	4	7	51	77	108	239	393	739	1390	-
96	Výduť, vyjma výduť srdeční	128	-	-	-	-	2	15	31	46	34	-
97	Zkornatění tepen, vyjma nemocí tepen věnčitých	1952	-	-	-	-	2	8	55	227	1660	-
98a	Sněť stařecká	70	-	-	-	-	-	-	-	2	68	-
98b	Jiné sněti	43	3	-	1	1	2	7	9	9	11	-
99	Jiné nemoci tepen	74	1	-	1	-	4	10	14	19	25	-
100	Nemoci žil: městky, městky konečníkové, zánět žil atd.	55	1	-	-	1	1	1	9	17	25	-
101	Nemoci soustavy mízní, zánět mízních cév atd.	23	9	2	2	1	1	-	1	4	3	-
102	Idiopathické anomalie tlaku krevního	6	-	-	-	-	-	-	3	2	1	-
103	Jiné nemoci ústrojí oběhu krevního	11	-	1	-	-	-	1	1	2	6	-
												
VIII	Nemoci ústrojí dýchacího	8830	2092	567	165	156	225	345	499	1049	3732	-
104	Nemoci dutin nosních a adnex	4	3	-	-	-	1	-	-	-	-	-
105	Nemoci hrtanu	21	4	8	1	-	1	3	2	2	-	-
106a	Zánět průdušek prudký	205	135	12	4	-	1	4	4	6	39	-
106b	Zánět průdušek vleklý	419	18	6	1	3	3	11	13	54	310	-
106c	Zánět průdušek nerozlišený	578	199	28	4	2	1	11	9	52	272	-
107	Lalůčkový zánět plic, počítaje v to zánět průdušinek	2376	1066	220	37	26	27	52	71	156	721	-
108	Lalokový zánět plic	1446	188	103	49	56	71	91	137	211	540	-
109	Zánět plic nerozlišený	1920	424	147	44	42	61	88	109	225	780	-
110	Zánět pohrudnice	465	24	38	17	19	35	40	51	91	150	-
111	Překrvení plic, zbubření, vmetek, červená záhať s krvácením a obyčejná záhať plic	233	25	2	3	1	2	8	16	25	151	-
112	Záducha	315	3	-	1	-	1	7	23	67	213	-
113	Rozedma plicní	697	1	-	1	2	4	13	31	123	522	-
114a	Vleklý, intersticiální zánět plic, počítaje v to živnostenské nemoci ústrojí dýchacího	10	1	-	-	-	1	-	4	3	1	-
114b	Jiné nemoci ústrojí dýchacího, vyjma tuberkulosu	141	1	3	3	5	16	17	29	34	33	-
												
IX	Nemoci ústrojí zažívacího	5133	2072	179	173	163	225	316	447	630	928	-
115	Nemoci dutiny ústní, jejich adnex, hltanu a mandlí, počítaje v to adenoidní choroby	154	21	13	36	22	15	12	10	8	17	-
116	Nemoci požeráku	11	-	-	1	2	1	1	1	1	4	-
117a	Vřed žaludeční	554	-	1	1	15	54	97	133	142	111	-
117b	Vřed dvanáctníkový	115	-	-	-	5	21	25	34	20	10	-
118	Jiné nemoci žaludeční (vyjma rakovinu)	66	4	2	-	2	3	8	8	5	34	-
119	Průjem a katar střevní - u dětí do 2 roků	2044	1973	71	-	-	-	-	-	-	-	-
120a	Průjem, katar střevní (ve věku 2 roků a výše)	132	-	26	9	4	5	4	8	10	66	-
120b	Vředy střevní (ve věku 2 roků a výše)	20	-	1	-	-	1	1	4	9	4	-
121	Zánět červíkovitého přívěsku	430	4	37	80	69	56	54	47	50	33	-
122a	Kýla	292	21	3	-	2	7	8	21	46	184	-
122b	Neprůchodnost střeva	257	22	3	12	9	15	16	26	42	112	-
123	Jiné nemoci střevní	38	4	1	-	1	3	2	7	11	9	-
124a	Svraštění jater alkoholické	40	-	-	-	-	-	5	8	15	12	-
124b	Svraštění jater neoznačené za alkoholické	448	-	-	1	3	9	34	70	159	172	-
125	Jiné nemoci jater (počítaje v to náhlý úbyt jater)	119	1	1	8	7	10	14	13	23	42	-
126	Kaménky žlučové	61	-	-	-	-	4	7	9	18	23	-
127	Jiné nemoci žlučníku a žlučovodů	86	-	-	-	1	2	4	10	22	47	-
128	Nemoci slinivky břišní	33	-	-	1	2	2	4	12	7	5	-
129	Zánět pobřišnice, bez označené příčiny	233	22	20	24	19	17	20	26	42	43	-
												
X	Nemoci ústrojí močového a ústrojí pohlavního	2366	22	23	33	59	90	147	260	461	1271	-
130	Prudký zánět ledvin	89	10	18	16	7	8	7	9	6	8	-
131	Vleklý zánět ledvin	1014	1	1	15	26	50	88	188	272	373	-
132	Nerozlišený zánět ledvin	239	-	-	-	15	22	32	27	49	94	-
133a	Zánět pánvice ledvinné	78	3	3	1	5	2	6	11	9	38	-
133b	Jiné nemoci ledvin a močovodů	26	-	1	-	1	3	5	3	8	5	-
134a	Kamének ledvin a horních cest močových	29	-	-	-	-	-	3	4	10	12	-
134b	Kamének měchýře močového	25	-	-	-	1	-	1	-	5	18	-
134c	Kamének bez jiného označení	4	-	-	-	-	-	-	-	-	4	-
135a	Zánět měchýře močového	87	-	-	-	-	1	-	3	6	77	-
135b	Jiné nemoci měchýře močového	17	1	-	-	-	-	-	2	1	13	-
136a	Zúžení roury močové	6	-	-	-	1	1	-	2	1	1	-
136b	Jiné nemoci roury močové, hlíza močová atd.	48	-	-	1	2	1	1	5	4	34	-
137	Nemoci žlázy předstojné (prostaty)	690	-	-	-	-	-	4	6	90	590	-
138	Nemoci pohlavních ústrojů mužských, neoznačené za venerické	14	7	-	-	1	2	-	-	-	4	-
												
139a	Nemoci pohlavních ústrojů ženských, neoznačené za venerické: vaječníku, vejcovodu a parametria	x	x	x	x	x	x	x	x	x	x	x
139b	Nemoci pohlavních ústrojů ženských, neoznačené za venerické: dělohy	x	x	x	x	x	x	x	x	x	x	x
139c	Nemoci pohlavních ústrojů ženských, neoznačené za venerické: bradavky prsní	-	-	-	-	-	-	-	-	-	-	-
139d	Nemoci pohlavních ústrojů ženských, neoznačené za venerické: jiné	-	-	-	-	-	-	-	-	-	-	-
												
XI	Nemoci těhotenství, porodu a stavu poporodního	x	x	x	x	x	x	x	x	x	x	x
140	Potrat s hnilobou	x	x	x	x	x	x	x	x	x	x	x
141	Potrat beze zmínky o hnilobě, ale počítaje v to krvácení	x	x	x	x	x	x	x	x	x	x	x
142	Těhotenství mimoděložní	x	x	x	x	x	x	x	x	x	x	x
143	Jiné chorobné zjevy těhotenství (nepočítaje v to krvácení)	x	x	x	x	x	x	x	x	x	x	x
144a	Lůžko vcestné	x	x	x	x	x	x	x	x	x	x	x
144b	Jiná krvácení poporodní	x	x	x	x	x	x	x	x	x	x	x
145a	Otrava krve a hniloba krve poporodní	x	x	x	x	x	x	x	x	x	x	x
145b	Ztrnutí poporodní	x	x	x	x	x	x	x	x	x	x	x
146	Močení bílkoviny a božec	x	x	x	x	x	x	x	x	x	x	x
147	Jiné toxaemie v těhotenství	x	x	x	x	x	x	x	x	x	x	x
148a	Bílý bolestný otok dolních končetin a záhať	x	x	x	x	x	x	x	x	x	x	x
148b	Vmetek nebo náhlá smrt poporodní	x	x	x	x	x	x	x	x	x	x	x
149	Jiné příhody při porodu	x	x	x	x	x	x	x	x	x	x	x
150	Jiné nerozlišené příhody stavu poporodního	x	x	x	x	x	x	x	x	x	x	x
												
XII	Nemoci kůže a vaziva podkožního	361	237	5	3	5	8	12	12	17	62	-
151	Nežitina	167	138	2	1	2	3	6	4	3	8	-
152	Zánět podkožního vaziva, teplá hlíza	48	19	2	2	-	2	3	2	6	12	-
153	Jiné nemoci kůže, jejich adnex a podkožního vaziva	146	80	1	-	3	3	3	6	8	42	-
												
XIII 	Nemoci kostí a ústrojí pohybu	148	4	6	37	15	14	11	10	7	44	-
154	Zánět dřeně kostní	79	2	5	33	9	8	6	6	2	8	-
155	Jiné nemoci kostí, vyjma tuberkulosu	45	-	1	3	2	6	1	2	3	27	-
												
156a	Nemoci kloubů, vyjma tuberkulosu a rheumatismus	17	2	-	1	3	-	2	2	1	6	-
156b	Nemoci jiných orgánů pohybu	7	-	-	-	1	-	2	-	1	3	-
												
XIV	Vrozené vady tvarové	199	185	12	2	-	-	-	-	-	-	-
157a	Vrozená vodnatelnost mozku	31	25	6	-	-	-	-	-	-	-	-
157b	Rozštěp páteře a kýla omozečnicová	30	28	2	-	-	-	-	-	-	-	-
157c	Vrozený nesprávný tvar srdce	76	71	3	2	-	-	-	-	-	-	-
157d	Zrůdnosti	5	5	-	-	-	-	-	-	-	-	-
157	Jiné vrozené vady tvarové 	57	56	1	-	-	-	-	-	-	-	-
												
XV	Zvláštní nemoci útlého věku	3241	3241	-	-	-	-	-	-	-	-	-
158	Vrozená slabost	1404	1404	-	-	-	-	-	-	-	-	-
159	Předčasné narození, nepočítaje v to mrtvě narozené	1185	1185	-	-	-	-	-	-	-	-	-
160a	Následky porodu s řezem císařským	4	4	-	-	-	-	-	-	-	-	-
160b	Následky porodu bez řezu císařského	246	246	-	-	-	-	-	-	-	-	-
												
161a	Bezevzduchost plicní	102	102	-	-	-	-	-	-	-	-	-
161b	Žloutenka novorozenců	61	61	-	-	-	-	-	-	-	-	-
161c	Skloerem a jiné	239	239	-	-	-	-	-	-	-	-	-
												
XVI 	Stařecká sešlost	5839	-	-	-	-	-	-	-	62	5777	-
162a	Stařecká sešlost se zblbělostí starobní	204	-	-	-	-	-	-	-	8	196	-
162b	Stařecká sešlost bez zblbělosti starobní	5635	-	-	-	-	-	-	-	54	5581	-
												
XVII	Smrti násilné a úrazové	5139	34	223	237	909	906	744	669	613	794	10
SE		2667	0	0	20	517	472	407	404	382	462	3
163	Sebevražda požitím jedů pevných a tekutých, nebo látek žíravých	117	-	-	1	28	29	19	14	14	11	1
164	Sebevražda jedovatými plyny	37	-	-	-	9	6	8	10	-	4	-
165	Sebevražda oběšením neb uškrcením	1474	-	-	11	148	204	235	256	276	344	-
166	Sebevražda utopením	128	-	-	-	24	24	17	20	26	17	-
167	Sebevražda střelnými zbraněmi	622	-	-	2	215	149	94	68	45	48	1
168	Sebevražda nástroji řeznými nebo bodnými	41	-	-	-	3	8	4	9	6	11	-
169	Sebevražda skokem s vyvýšeného místa	23	-	-	-	2	7	3	5	2	4	-
170	Sebevražda rozdrcením	182	-	-	6	70	33	23	20	12	18	-
171	Jiné sebevraždy	43	-	-	-	18	12	4	2	1	5	1
NA		104	14	4	9	13	23	19	14	7	1	0
172a	Vražda dítěte (dítě do 1 roku): přímo po narození	9	9	-	-	-	-	-	-	-	-	-
172b	Vražda dítěte (dítě do 1 roku): jiná do jednoho roku	5	5	-	-	-	-	-	-	-	-	-
173	Vražda nebo zabití střelnou zbraní (osoby starší 1 roku)	36	-	1	2	9	7	11	5	1	-	-
174	Vražda nebo zabití nástroji řeznými nebo bodnými (osoby starší 1 roku)	23	-	-	2	4	8	3	4	2	-	-
175	Jiné vraždy nebo zabití osob starších 1 roku	30	-	3	5	-	7	5	5	4	1	-
176	Napadení jedovatými zvířaty	2	-	-	-	-	1	-	1	-	-	-
177	Otrava potravinami	10	-	1	3	-	2	1	-	2	1	-
178	Vdechování jedovatých plynů	42	-	1	3	10	11	5	3	4	5	-
179	Jiné nahodilé prudké otravy, vyjma otravy plynem	35	-	6	1	4	4	6	6	3	5	-
180	Následky ohně při požáru	18	1	3	1	2	-	1	1	2	4	3
181	Popálení úrazové (jiné než při požáru)	167	4	86	11	13	6	9	7	6	25	-
182	Nahodilé mechanické zadušení	31	5	4	1	2	6	5	3	2	3	-
183	Nahodilé utopení	364	4	62	72	117	37	20	15	15	22	-
184	Poranění střelnými zbraněmi, vyjma poranění válečná	47	-	-	8	15	10	4	7	1	2	-
185	Poranění nástroji řeznými nebo bodnými, vyjma poranění válečná	17	-	-	-	5	4	5	2	-	1	-
186	Poranění pádem, rozdrcením, sřícením	680	-	20	51	99	140	120	95	64	91	-
187	Živelná pohroma (veškerá úmrtí jakéhokoli rázu, přičítaná živelní pohrom	-	-	-	-	-	-	-	-	-	-	-
188	Poranění způsobená zvířaty	32	1	1	2	4	5	3	5	4	7	-
189	Hlad a žízeň	2	-	-	-	-	-	-	1	-	-	1
190	Neobvyklá zima	46	1	-	-	1	2	7	4	14	17	-
191	Neobvyklé teplo	12	-	1	1	-	3	2	3	2	-	-
192	Blesk	11	-	-	-	1	3	2	1	3	1	-
193	Úrazy způsobené proudem elektrickým	46	-	-	6	14	16	8	-	2	-	-
194a	Jiné úrazy: cizí tělesa	7	1	3	-	-	-	-	1	-	2	-
194b	Jiné úrazy: jiné	797	3	31	48	92	161	120	96	100	145	1
195	Násilná smrt, jejíž příčina (úraz, vražda, sebevražda) je neznáma	2	-	-	-	-	-	-	-	-	-	2
	Z úmrtí pod č.181,185,186,194,195 nastala smrt následkem úrazů:											
A	v dolech a lomech	76	-	-	1	7	25	24	13	4	2	-
B	způsobených stroji	21	-	1	4	4	4	5	2	1	-	-
DN	prostředky dopravními	395	-	18	34	66	94	52	55	28	48	-
a	železnicemi a tramvajemi	102	-	4	6	15	23	18	23	5	8	-
b	automobily a motocykly	198	-	10	19	32	50	23	24	14	26	-
c	jinými pozemními prostředky dopravními	74	-	4	9	8	13	9	8	9	14	-
d	při dopravě po vodě	-	-	-	-	-	-	-	-	-	-	-
e	při dopravě vzduchem	21	-	-	-	11	8	2	-	-	-	-
198	Soudní poprava	1	-	-	-	-	1	-	-	-	-	-
												
XVIII	Neurčité příčiny úmrtí	256	25	8	7	8	11	28	29	64	76	-
199	Náhlá smrt	33	2	-	-	1	3	5	7	6	9	-
200	Nerozlišené nebo nedostatečně určené příčiny	223	23	8	7	7	8	23	22	58	67	-
