1945	Zemøelí mui podle podrobného seznamu pøíèin smrti a vìku												
MKN (1938)	Název	Celkem	0	1-4	5-14	15-24	25-34	35-44	45-54	55-64	65-74	75 a více	Nezjiš- tìno
37b	Zánìt mozku epidemickı (lethargickı): následky epidemického zánìtu mozku	21	-	-	-	-	2	10	3	2	4	-	-
37c	Zánìt mozku epidemickı (lethargickı): zánìt mozku epidemickı bez blišího oznaèení	2	-	-	-	-	1	-	1	-	-	-	-
38a	Jiné nemoci pøipisované virùm: lutá zimnice	-	-	-	-	-	-	-	-	-	-	-	-
38b	Jiné nemoci pøipisované virùm: vzteklina	1	-	-	-	-	-	-	-	1	-	-	-
38c	Jiné nemoci pøipisované virùm: plané neštovice (varicella)	-	-	-	-	-	-	-	-	-	-	-	-
38d	Jiné nemoci pøipisované virùm: ostatní nemoci pøipisované virùm	-	-	-	-	-	-	-	-	-	-	-	-
39a	Skvrnivka (tyf exanthem.)	311	-	-	-	34	35	84	94	52	12	-	-
39b	Jiné rickettsiosy	-	-	-	-	-	-	-	-	-	-	-	-
40	Ankylostomiasis	-	-	-	-	-	-	-	-	-	-	-	-
41	Boubel mìchoilová (echinococcus)	1	-	-	-	-	1	-	-	-	-	-	-
42	Jiné nemoci zpùsobené hlísty	-	-	-	-	-	-	-	-	-	-	-	-
43a	Actinomykosy	3	-	-	-	-	-	-	1	-	2	-	-
43b	Jiné mykosy	3	-	-	-	1	1	-	-	-	1	-	-
44a	nemoci pohlavní vyjma pøíjici a kapavku	-	-	-	-	-	-	-	-	-	-	-	-
44b	Lymphogranulomatosy	58	-	-	3	4	4	10	15	15	7	-	-
44c	Epidemickı zánìt pøíušnic	-	-	-	-	-	-	-	-	-	-	-	-
44d	Ostatní nemoci pøenosné	-	-	-	-	-	-	-	-	-	-	-	-
													
II	Rakovina a jiné nádory	5876	4	16	25	45	76	296	844	1626	2024	914	6
45a	Rakovina a jiné zhoubné nádory dutiny ústní a hltanu: rtù	17	-	-	-	-	-	1	2	2	6	6	-
45b	Rakovina a jiné zhoubné nádory dutiny ústní a hltanu: jazyka	59	-	-	-	-	-	3	4	17	19	16	-
45c	Rakovina a jiné zhoubné nádory dutiny ústní a hltanu: jinıch a blíe neoznaèenıch míst	85	-	-	-	-	2	7	9	22	30	15	-
46a	Rakovina a jiné zhoubné nádory: jícnu	283	-	-	-	-	-	3	18	66	136	59	1
46b	Rakovina a jiné zhoubné nádory: aludku a dvanáctníku	2373	-	-	1	1	14	92	313	693	895	362	2
46c	Rakovina a jiné zhoubné nádory: støev, vyjma dvanáctníku a koneèníku	362	-	1	1	3	7	26	44	86	131	63	-
46d	Rakovina a jiné zhoubné nádory: koneèníku	358	-	-	-	-	2	12	50	84	161	48	1
46	Rakovina a jiné zhoubné nádory: jater (pokud jsou oznaèeny jako pùvodní) a luèovodù	418	-	-	2	1	1	17	55	131	134	77	-
46f	Rakovina a jiné zhoubné nádory: jater, pokud nejsou oznaèeny  jako  pùvodní	140	1	2	1	5	5	8	23	38	39	18	-
46g	Rakovina a jiné zhoubné nádory: slinivky bøišní	63	-	-	-	-	-	4	23	20	12	4	-
46h	Rakovina a jiné zhoubné nádory: pobøišnice	34	1	-	1	1	1	3	6	9	10	2	-
46i	Rakovina a jiné zhoubné nádory: jinıch a blíe neoznaèenıch ústrojù zaívacích	18	-	2	-	1	-	-	1	4	9	1	-
47a	Rakovina a jiné zhoubné nádory: hrtanu a prùdušnice	132	-	-	-	1	-	5	19	43	45	19	-
47b	Rakovina a jiné zhoubné nádory: prùdušek, plic a pohrudnice	412	-	-	-	5	3	37	112	144	83	27	1
47c	Rakovina a jiné zhoubné nádory: dıchacích ústrojù blíe neoznaèenıch	-	-	-	-	-	-	-	-	-	-	-	-
48a	Rakovina a jiné zhoubné nádory: hrdla dìloního	x	x	x	x	x	x	x	x	x	x	x	x
48b	Rakovina a jiné zhoubné nádory: dìlohy	-	-	-	-	-	-	-	-	-	-	-	-
49	Rakovina a jiné zhoubné nádory: ostatních pohlavních ústrojù enskıch	x	x	x	x	x	x	x	x	x	x	x	x
50	Rakovina a jiné zhoubné nádory: prsù	-	-	-	-	-	-	-	-	-	-	-	-
51a	Rakovina a jiné zhoubné nádory: šourku	3	-	-	-	-	-	-	1	1	1	-	-
51b	Rakovina a jiné zhoubné nádory: pøedstojné lázy	199	-	-	-	-	-	-	8	45	86	60	-
51c	Rakovina a jiné zhoubné nádory: ostatních pohlavních ústrojù muskıch	21	-	-	-	1	5	5	1	6	1	2	-
52	Rakovina a jiné zhoubné nádory: ústrojí moèového	178	-	-	1	1	1	6	26	43	64	36	-
53	Rakovina a jiné zhoubné nádory: kùe	103	-	-	-	-	2	2	6	17	34	42	-
54	Rakovina a jiné zhoubné nádory: mozku a jinıch èástí ústrojí nervového	28	-	-	-	2	3	3	9	6	3	2	-
55a	Rakovina a jiné zhoubné nádory: nadledvinek	21	-	-	-	2	1	2	7	6	2	1	-
55b	Rakovina a jiné zhoubné nádory: kostí	87	-	1	3	3	7	8	16	25	20	4	-
55c	Rakovina a jiné zhoubné nádory: lázy štítné	18	-	-	-	-	1	-	3	6	6	1	1
55d	Rakovina a jiné zhoubné nádory: jinıch a blíe neoznaèenıch ústrojù	179	-	3	5	2	3	15	29	45	52	25	-
55	Carcinomatosy, sarkomatosy	7	-	-	-	-	-	2	1	2	1	1	-
55f	Metastasy bez udání prvotního místa	3	-	-	-	-	-	-	1	1	1	-	-
56a	Nádory nezhoubné: vajeèníku	x	x	x	x	x	x	x	x	x	x	x	x
56b	Nádory nezhoubné: dìlohy	x	x	x	x	x	x	x	x	x	x	x	x
56c	Nádory nezhoubné: jinıch pohlavních ústrojù enskıch	x	x	x	x	x	x	x	x	x	x	x	x
56d	Nádory nezhoubné: mozku a jinıch èástí ústrojí nervového	-	-	-	-	-	-	-	-	-	-	-	-
56	Nádory nezhoubné: jinıch a blíe neoznaèenıch ústrojù	11	1	-	-	-	-	1	3	2	-	4	-
57a	Nádory, jejich zhoubnı ráz není rozlišen: vajeèníku	x	x	x	x	x	x	x	x	x	x	x	x
57b	Nádory, jejich zhoubnı ráz není rozlišen: dìlohy	x	x	x	x	x	x	x	x	x	x	x	x
57c	Nádory, jejich zhoubnı ráz není rozlišen: jinıch pohlavních ústrojù enskıch	x	x	x	x	x	x	x	x	x	x	x	x
57d	Nádory, jejich zhoubnı ráz není rozlišen: mozku a jinıch èástí ústrojí nervového	117	-	3	8	11	13	26	34	16	5	1	-
57	Nádory, jejich zhoubnı ráz není rozlišen: jinıch a blíe neoznaèenıch ústrojù	147	1	4	2	5	5	8	20	46	38	18	-
													
III	Nemoci rheumatické, vıivové, láz s vnitøním vymìšováním, jiné nemoci celkové a avitaminos	587	69	15	30	35	26	37	66	128	114	65	2
58a	Horeènı rheumatismus kloubovı prudkı: prudké rheumatické choroby srdce	38	-	2	20	9	1	1	3	2	-	-	-
58b	Horeènı rheumatismus kloubovı prudkı: jiné formy	4	-	-	-	1	1	-	1	1	-	-	-
59	Rheumatismus vleklı a jiné formy nemoci rheumatické	53	-	-	-	-	5	1	4	11	13	18	1
60	Dna	1	-	-	-	-	-	-	1	-	-	-	-
61	Úplavice cukrová	362	-	3	8	21	15	32	45	97	97	43	1
62	Nemoci podvìsku mozkového	3	-	-	1	-	-	1	-	1	-	-	-
63a	Nemoci lázy štítné a lázek pøídatnıch: vole prosté	4	-	-	-	-	-	-	1	-	-	3	-
63b	Nemoci lázy štítné a lázek pøídatnıch: nemoc Basedowova	18	-	-	-	-	1	1	3	11	2	-	-
63c	Nemoci lázy štítné a lázek pøídatnıch: jiné nemoci lázy štítné	5	-	-	1	1	-	1	2	-	-	-	-
63d	Nemoci lázy štítné a lázek pøídatnıch: nemoci lázek pøíštítnıch	-	-	-	-	-	-	-	-	-	-	-	-
64	Nemoci brzlíku	46	39	5	-	2	-	-	-	-	-	-	-
65a	Nemoci nadledvinek, neoznaèené za tuberkulosní: nemoc Addisonova (neoznaèená za tuberkulosní)	12	-	-	-	1	3	-	4	2	2	-	-
65b	Nemoci nadledvinek, neoznaèené za tuberkulosní: jiné nemoci nadledvinek	1	-	1	-	-	-	-	-	-	-	-	-
66a	Jiné nemoci celkové: mìknutí kostí	-	-	-	-	-	-	-	-	-	-	-	-
66b	Jiné nemoci celkové: ostatní nemoci celkové	3	1	-	-	-	-	-	1	1	-	-	-
67	Kurdìje	1	-	-	-	-	-	-	1	-	-	-	-
68	Beri-beri	1	-	-	-	-	-	-	-	-	-	1	-
69	Pellagra	-	-	-	-	-	-	-	-	-	-	-	-
70	Køivice	34	29	4	-	-	-	-	-	1	-	-	-
71	Jiné avitaminosy	1	-	-	-	-	-	-	-	1	-	-	-
													
IV	Nemoci krve a ústrojù krvetvornıch	251	13	11	12	18	6	24	39	59	56	12	1
72a	Stavy krvácivé: purpury prvotní	8	1	2	2	-	-	1	-	1	1	-	-
72b	Stavy krvácivé: nemoci krve (haemophilie)	1	-	-	-	1	-	-	-	-	-	-	-
73a	Chudokrevnost: zhoubná chudokrevnost	63	-	-	-	1	-	2	9	15	27	9	-
73b	Chudokrevnost: jiná anaemie	27	7	-	1	1	2	3	3	4	3	3	-
74a	Leukaemie a aleukaemie: bìlokrevnost pravá	127	3	7	6	14	3	14	23	31	25	-	1
74b	Leukaemie a aleukaemie: aleukaemie	3	-	1	-	1	-	-	1	-	-	-	-
75	Nemoci sleziny	12	2	-	2	-	-	2	1	5	-	-	-
76a	Jiné nemoci krve a ústrojù krvetvornıch: agranulocytosy	6	-	1	-	-	1	2	1	1	-	-	-
76b	Jiné nemoci krve a ústrojù krvetvornıch: ostatní nemoci krve a ústrojù krvetvornıch	4	-	-	1	-	-	-	1	2	-	-	-
													
V	Otravy vleklé	49	-	-	-	-	6	11	12	10	7	3	-
77a	Alkoholismus prudkı	6	-	-	-	-	-	1	2	1	1	1	-
77b	Alkoholismus vleklı a bez blišího oznaèení	42	-	-	-	-	6	10	9	9	6	2	-
78a	Otrava olovem: oznaèená jako z povolání	-	-	-	-	-	-	-	-	-	-	-	-
78b	Otrava olovem: neoznaèená jako z povolání	-	-	-	-	-	-	-	-	-	-	-	-
79	Vleklé otravy jinımi látkami neústrojnımi a ústrojnımi	1	-	-	-	-	-	-	1	-	-	-	-
													
DU		145	1	0	4	8	19	36	30	28	14	5	0
													
VI	Nemoci soustavy nervové a smyslovıch ústrojù	4281	688	99	50	101	88	186	336	708	1079	937	9
80a	Zánìt mozku (nikoli epidemickı): hlíza mozková	20	-	-	1	2	2	5	5	3	1	1	-
80b	Zánìt mozku (nikoli epidemickı): jiné formy	56	12	13	3	5	5	7	1	7	2	1	-
81	Zánìt plen mozkovıch prostı	220	81	36	26	36	5	9	10	10	3	3	1
82	Nemoci míchy	92	3	3	3	6	3	11	13	26	21	3	-
83a	Krvácení mozkové a ostatní poruchy mozkové pùvodu cévního: krvácení mozkové	2547	-	1	1	8	18	52	213	529	903	815	7
83b	Krvácení mozkové a ostatní poruchy mozkové pùvodu cévního: vmetek a záha mozková	46	-	-	-	-	-	5	6	14	8	13	-
83c	Krvácení mozkové a ostatní poruchy mozkové pùvodu cévního: mìknutí mozku	74	-	-	-	-	1	-	4	13	35	21	-
83d	Krvácení mozkové a ostatní poruchy mozkové pùvodu cévního: jedostranná obrna tìla a jiné obrny blíe neoznaèené	142	-	1	1	2	5	3	12	27	46	45	-
84a	Duševní nemoci a vady: slabomyslnost	11	1	-	3	-	2	-	-	3	2	-	-
84b	Duševní nemoci a vady: schoizophrenie	23	-	-	-	2	5	7	5	3	1	-	-
84c	Duševní nemoci a vady: manio-depresivní psychosy	-	-	-	-	-	-	-	-	-	-	-	-
84d	Duševní nemoci a vady: jiné duševní poruchy	63	-	-	1	6	6	18	14	12	4	2	-
85	Padoucnice	72	3	3	2	16	11	15	7	5	4	6	-
86	Køeèe u dìtí do 5 let	534	501	33	-	-	-	-	-	-	-	-	-
87a	Jiné nemoci soustavy nervové: chorea	-	-	-	-	-	-	-	-	-	-	-	-
87b	Jiné nemoci soustavy nervové: neuritis pùvodu nikoli rheumatického	17	-	-	-	1	3	4	1	3	3	2	-
87c	Jiné nemoci soustavy nervové: obrna tøesavá	32	-	1	-	-	1	2	4	6	13	5	-
87d	Jiné nemoci soustavy nervové: sklerosa roztroušená	136	-	-	-	2	10	30	28	26	23	17	-
87	Jiné nemoci soustavy nervové: ostatní nemoci soustavy nervové	35	1	3	1	1	2	6	8	9	2	1	1
88	Nemoci ústrojí zrakového	-	-	-	-	-	-	-	-	-	-	-	-
89a	Nemoci ucha a dutiny vıènìlku soscovitého: zánìt ušní	152	81	4	7	14	9	11	5	12	7	2	-
89b	Nemoci ucha a dutiny vıènìlku soscovitého: jiné nemoci ucha	9	5	1	1	-	-	1	-	-	1	-	-
													
VII	Nemoci ústrojí obìhu krevního	11595	49	36	74	137	146	432	1035	2088	3693	3893	12
90a	Zánìt osrdeèníku: rheumatickı zánìt osrdeèníku vleklı	2	-	-	1	-	-	-	1	-	-	-	-
90b	Zánìt osrdeèníku: jiné nemoci osrdeèníku	14	1	3	-	2	1	2	3	-	1	1	-
91	Prudkı zánìt nitroblány srdeèní a chlopní (nikoli rheumatickı)	24	1	1	9	6	1	1	2	3	-	-	-
92a	Vleklé onemocnìní nitroblány srdeèní a chlopní: oznaèené jako rheumatické	694	-	2	15	36	41	76	106	164	153	100	1
92b	Vleklé onemocnìní nitroblány srdeèní a chlopní: neoznaèené jako rheumatické	63	-	-	3	10	8	14	7	13	6	2	-
93a	Nemoci svalu srdeèního: prudkı zánìt svalu srdeèního (nikoli rheumatickı)	58	4	3	-	2	4	5	4	9	18	9	-
93b	Nemoci svalu srdeèního: vleklı zánìt svalu srdeèního oznaèenı jako rheumatickı	103	-	-	-	3	1	8	9	22	38	22	-
93c	Nemoci svalu srdeèního: degenerace a infarkt srdeèní, sklerosa svalu srdeèního nebo jeho vleklı zánìt neoznaèenı jako rheumatickı	5741	10	7	8	21	30	138	423	1016	1950	2134	4
93d	Nemoci svalu srdeèního: zánìt svalu srdeèního nerozlišenı	1275	4	9	4	11	13	39	127	208	407	451	2
94a	Nemoci tepen vìnèitıch	85	-	-	-	-	-	6	15	28	22	14	-
94b	Angina srdeèní	354	-	-	-	1	1	20	67	127	100	38	-
95a	Jiné nemoci srdce: oznaèené jako rheumatické	49	-	-	1	5	1	7	7	7	13	8	-
95b	Jiné nemoci srdce: ostatní nemoci srdce	1639	12	10	28	34	38	99	206	332	538	337	5
96	Vıdu, vyjma vıdu srdeèní a aneurysma aorty	2	-	-	-	-	-	-	-	1	-	1	-
97	Zkornatìní tepen	1258	-	-	-	-	1	4	31	119	387	716	-
98	Snì	103	4	-	1	1	1	6	7	15	32	36	-
99	Jiné nemoci tepen	56	-	-	1	2	1	6	11	13	12	10	-
100a	Nemoci il: mìstky	23	-	-	-	-	-	-	4	6	4	9	-
100b	Nemoci il: jiné nemoci il	22	-	-	1	1	2	1	4	2	8	3	-
101	Nemoci soustavy mízní	23	13	1	2	1	2	-	-	-	3	1	-
102	Essentielní zvıšení tlaku krevního	5	-	-	-	-	-	-	-	3	1	1	-
103	Jiné nemoci ústrojí obìhu krevního	2	-	-	-	1	-	-	1	-	-	-	-
													
VIII	Nemoci ústrojù dıchacích	6384	2516	299	49	106	98	224	346	642	1064	1032	8
104	Nemoci dutiny nosní a pøídatnıch útvarù	5	4	1	-	-	-	-	-	-	-	-	-
105	Nemoci hrtanu	20	12	6	-	-	-	-	-	1	-	1	-
106a	Zánìt prùdušek: prudkı	107	80	7	-	-	-	-	2	3	7	8	-
106b	Zánìt prùdušek: vleklı	216	3	1	1	-	3	6	12	43	71	76	-
106c	Zánìt prùdušek: blíe neoznaèenı	228	128	10	-	-	1	-	2	13	32	42	-
107	Lalùèkovı zánìt plic (bronchopneumonie)	2862	1622	151	16	22	25	59	82	165	331	384	5
108	Lalokovı zánìt plic	740	167	26	9	22	19	52	79	111	153	102	-
109	Zánìt plic blíe neoznaèenı	1117	459	77	13	24	24	36	54	97	156	175	2
110a	Zánìt pohrudnice: empyema thoracis	132	19	9	4	19	9	12	18	19	18	5	-
110b	Zánìt pohrudnice: jiné formy zánìtu pohrudnice	188	18	8	2	11	5	21	19	39	36	29	-
111a	Infarkt s krvácením, embolie a trombosa plic	36	-	-	-	1	2	5	3	8	15	2	-
111b	Hypostatickı zánìt a oedem plic	43	-	-	-	1	-	4	4	7	10	16	1
112	Záducha (asthma)	218	1	2	2	-	1	1	19	52	85	55	-
113	Rozedma plic	343	1	-	-	-	1	6	21	50	131	133	-
114a	Jiné nemoci ústrojí dıchacího: prašnost plic a jiné onemocnìní ústrojí dıchacího z povolání	36	-	-	1	-	-	4	13	13	4	1	-
114b	Jiné nemoci ústrojí dıchacího: snì a hlíza plic	86	-	-	-	6	8	17	17	20	15	3	-
114c	Jiné nemoci ústrojí dıchacího: ostatní nemoci ústrojí dıchacího neoznaèené jako z povolání	7	2	1	1	-	-	1	1	1	-	-	-
													
IX	Nemoci ústrojí zaívacího	4943	2680	189	61	93	99	244	396	449	445	281	6
115a	Nemoci mandlí a hltanu	67	24	6	2	4	6	8	3	6	4	3	1
115b	Jiné nemoci dutiny ústní a jejích ústrojù	19	5	2	-	2	1	-	2	-	3	4	-
116	Nemoci jícnu	6	-	-	-	-	-	-	1	1	3	1	-
117a	Vøed aludeèní	517	-	-	-	7	24	79	154	118	109	25	1
117b	Vøed dvanáctníkovı	126	-	-	-	7	10	26	36	33	12	1	1
118	Jiné nemoci aludku	42	-	2	-	3	2	1	4	8	8	14	-
119	Prùjem a katar støevní u dìtí do 2 let	2727	2606	121	-	-	-	-	-	-	-	-	-
120a	Prùjem katar a vøedy støevní (ve vìku 2 let a vıše): prùjem a katar støevní	207	-	23	13	8	9	13	9	23	43	65	1
120b	Prùjem katar a vøedy støevní (ve vìku 2 let a vıše): vøedy støevní (vyjma vøedy dvanáctníku)	10	-	-	-	-	1	-	3	3	3	-	-
121	Zánìt èervíkovitého pøívìsku	177	2	19	27	27	15	27	28	19	7	5	1
122a	Kıla	160	8	4	-	1	3	5	8	33	48	49	1
122b	Neprùchodnost støevní	211	15	4	9	7	11	16	29	39	46	35	-
123	Ostatní nemoci støevní	13	-	-	-	2	1	1	4	3	1	1	-
124a	Svraštìní jater: alkoholické	7	-	-	-	1	-	-	1	2	2	1	-
124b	Svraštìní jater: neoznaèené za alkoholické	351	-	-	-	4	4	34	74	102	99	34	-
125a	Jiné nemoci jater: lutá atrofie jater prudká (kromì pøípadù z tìhotenství a stavu poporodního)	64	-	2	1	4	4	8	9	16	13	7	-
125b	Jiné nemoci jater: ostatní nemoci jater	41	-	-	-	2	2	4	4	11	8	10	-
126	Kaménky luèové	28	-	-	-	-	-	4	4	13	4	3	-
127	Jiné nemoci luèníku a luèovodù	34	-	1	-	-	-	2	7	4	12	8	-
128	Nemoci slinivky bøišní	14	-	-	-	-	1	4	3	2	2	2	-
129	Zánìt pobøišnice bez udání pøíèiny	122	20	5	9	14	5	12	13	13	18	13	-
													
X	Nemoci ústrojí moèového a pohlavního	1619	12	8	12	33	46	87	172	317	494	436	2
130	Prudkı zánìt ledvin	47	3	5	-	4	6	7	8	4	6	4	-
131	Vleklı zánìt ledvin	672	-	-	3	17	25	53	127	185	172	90	-
132	Zánìt ledvin nerozlišenı	111	2	1	6	3	10	12	16	21	28	12	-
133a	Jiné nemoci ledvin, pánvièky ledvinné a moèovodù: pyelitis, pyelonephritis, pyelocystitis	61	7	-	1	2	1	5	9	12	9	15	-
133b	Jiné nemoci ledvin, pánvièky ledvinné a moèovodù: ostatní onemocnìní tìchto ústrojí	17	-	2	-	3	-	2	2	4	3	1	-
134	Kaménky cest moèovıch	42	-	-	-	2	3	3	5	8	10	11	-
135a	Zánìt mìchıøe moèového	27	-	-	-	-	-	-	-	4	9	14	-
135b	Jiné nemoci moèového mìchıøe a poruchy moèení	11	-	-	-	1	-	1	1	-	1	7	-
136	Nemoci roury moèové	47	-	-	1	-	1	1	1	7	24	12	-
137a	Nezhoubné nádory lázy pøedstojné	13	-	-	-	-	-	-	2	1	8	2	-
137b	Zbytnìní lázy pøedstojné	558	-	-	-	1	-	1	-	70	221	263	2
137c	Ostatní nemoci lázy pøedstojné	8	-	-	-	-	-	1	-	1	1	5	-
138	Nemoci pohlavních ústrojù muskıch neoznaèené za venerické	5	-	-	1	-	-	1	1	-	2	-	-
139a	Nemoci pohlavních ústrojù enskıch neoznaèené za venerické (kromì pøípadù z tìhotenství a puerperia): nemoci vajeèníku, vejcovodu a parametria	x	x	x	x	x	x	x	x	x	x	x	x
139b	Nemoci pohlavních ústrojù enskıch neoznaèené za venerické (kromì pøípadù z tìhotenství a puerperia): dìlohy	x	x	x	x	x	x	x	x	x	x	x	x
139c	Nemoci pohlavních ústrojù enskıch neoznaèené za venerické (kromì pøípadù z tìhotenství a puerperia): prsù	x	x	x	x	x	x	x	x	x	x	x	x
139d	Nemoci pohlavních ústrojù enskıch neoznaèené za venerické (kromì pøípadù z tìhotenství a puerperia): jiné nemoci enskıch ústrojù pohlavních	x	x	x	x	x	x	x	x	x	x	x	x
													
XI	Nemoci tìhotenství, porodu a stavu poporodního	x	x	x	x	x	x	x	x	x	x	x	x
140	Potrat se sepsí	x	x	x	x	x	x	x	x	x	x	x	x
141	Potrat bez zmínky o sepsi	x	x	x	x	x	x	x	x	x	x	x	x
142	Tìhotenství mimodìloní	x	x	x	x	x	x	x	x	x	x	x	x
143a	Krvácení v tìhotenství: lùko vcestné	x	x	x	x	x	x	x	x	x	x	x	x
143b	Krvácení v tìhotenství: krvácení pøedèasnım odlouèením lùka a jiná krvácení krátce pøed porodem (nikoliv pøi potratu)	x	x	x	x	x	x	x	x	x	x	x	x
143c	Krvácení v tìhotenství: jiná a blíe neoznaèená krvácení v tìhotenství	x	x	x	x	x	x	x	x	x	x	x	x
144a	Otrava krve v tìhotenství: køeèe v tìhotenství	x	x	x	x	x	x	x	x	x	x	x	x
144b	Otrava krve v tìhotenství: albuminutrie a zánìt ledvin v tìhotenství	x	x	x	x	x	x	x	x	x	x	x	x
144c	Otrava krve v tìhotenství: jiné toxikosy	x	x	x	x	x	x	x	x	x	x	x	x
145	Jiné nemoci a pøíhody tìhotenství	x	x	x	x	x	x	x	x	x	x	x	x
146a	Krvácení pøi porodu a poporodní: lùko vcestné pøi porodu	x	x	x	x	x	x	x	x	x	x	x	x
146b	Krvácení pøi porodu a poporodní: krvácení pøedèasnım odlouèením lùka pøi porodu	x	x	x	x	x	x	x	x	x	x	x	x
146c	Krvácení pøi porodu a poporodní: jiné krvácení pøi porodu	x	x	x	x	x	x	x	x	x	x	x	x
146d	Krvácení pøi porodu a poporodní: krvácení po porodu	x	x	x	x	x	x	x	x	x	x	x	x
147a	Otrava krve pøi porodu a pøi stavu poporodním: horeèka omladnic a ztrnutí poporodní (všeobecná  a místní infekce)	x	x	x	x	x	x	x	x	x	x	x	x
147b	Otrava krve pøi porodu a pøi stavu poporodním: thrombophlebitis puerperalis	x	x	x	x	x	x	x	x	x	x	x	x
147c	Otrava krve pøi porodu a pøi stavu poporodním: embolie a náhlá smrt puerperální	x	x	x	x	x	x	x	x	x	x	x	x
148a	Toxikosy ve stavu poporodním: eclampsie	x	x	x	x	x	x	x	x	x	x	x	x
148b	Toxikosy ve stavu poporodním: albuminurie a zánìt ledvin	x	x	x	x	x	x	x	x	x	x	x	x
