1956	Zemřelé ženy podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny																
MKN (1948)	Název	Celkem	0	1	2	3	4	5-14	15-24	25-34	35-44	45-54	55-64	65-74	75-84	85+	Nezjiš- těno
E834	Nedopravní úraz motorovými vozidly  při nastupování a sestupování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E835	Nedopravní úraz motorovými vozidly  jiné nebo neurčené povahy	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E836	Úraz motorovými vozidly nedopravní způsobený	9	-	-	-	-	1	1	3	1	-	1	1	1	-	-	-
																	
D4	Úrazy jinými silničními vozidly	4	-	-	-	-	-	-	1	-	-	1	1	1	-	-	-
E840	Úraz způsobený chodcům vozy pouliční dopravy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E841	Ostatní druhy úrazu vozy pouliční dopravy , vyjma srážku s motorovým vozidlem 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E842	Úraz způsobený chodcům cyklisty	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-
E843	Úraz způsobený cyklistům, ne však při srážce  s motorovým  vozidlem 	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E844	Úraz způsobený chodcům jinými nemotorovými silničními vozidly 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E845	Jiný druh úrazu nemotorovými silničními vozidly 	2	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-
																	
D5	Úrazy při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E850	Úraz cestujících na malých člunech způsobený potopením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E851	Ostatní druhy úrazu při vodní dopravě způsobený potopením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E852	Pád se schodů nebo žebříku při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E853	Jiný pád do hloubky při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E854	Pád na rovině při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E855	Neoznačený pád při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E856	Úraz stroji při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E857	Jiný označený úraz při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E858	Úraz při vodní dopravě neurčené povahy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
D6	Letecké úrazy 	6	-	-	-	-	-	-	5	-	-	-	-	1	-	-	-
E860	Úraz způsobený posádce vojenské letadla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E861	Poranění způsobené cestujícím při nehodách dopravních letadel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E862	Jiné poranění v dopravních letadlech	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E863	Poranění způsobené cestujícím při nehodách jiných letadel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E864	Letecký úraz způsobený na letišti osobám mimo letadlo	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E865	Letecký úraz způsobený jinde než na letišti osobám mimo letadlo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E866	Jiný a blíže neoznačený letecký úraz 	4	-	-	-	-	-	-	3	-	-	-	-	1	-	-	-
																	
	Náhodné otravy látkami pevnými a tekutinami	29	1	-	-	1	-	2	2	2	3	2	8	6	2	-	-
E870	Náhodná otrava morfiem a jinými deriváty opia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E871	Náhodná otrava kyselinou barbiturovou a jejími deriváty	3	-	-	-	-	-	-	-	-	-	1	1	1	-	-	-
E872	Náhodná otrava aspirinem a salicyláty	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E873	Náhodná otrava bromidy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E874	Náhodná otrava jinými analgetiky a uspávacími prostředky	3	-	-	-	-	-	-	-	-	1	1	-	1	-	-	-
E875	Náhodná otrava sulfonamidy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E876	Náhodná otrava strychninem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E877	Náhodná otrava belladonou, skopolaminem a atropinem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E878	Náhodná otrava jinými a neurčenými léčivy	2	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-
E879	Náhodná otrava škodlivými potravinami	4	1	-	-	-	-	2	-	1	-	-	-	-	-	-	-
E880	Náhodná otrava alkoholem	5	-	-	-	-	-	-	-	-	1	-	-	4	-	-	-
E881	Náhodná otrava naftovými produkty	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E882	Náhodná otrava průmyslovými rozpustidly	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E883	Náhodná otrava leptavými aromatickými látkami, kyselinami a žíravinami	1	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-
E884	Náhodná otrava rtutí a jejími sloučeninami	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E885	Náhodná otrava olovem a jeho sloučeninami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E886	Náhodná otrava arsenem a antimonem a jejich sloučeninami	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E887	Náhodná otrava fluoridy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E888	Náhodná otrava jinými a neurčenými látkami pevnými a tekutými	8	-	-	-	-	-	-	1	-	1	-	4	-	2	-	-
																	
	Náhodné otravy plynem a parami	106	3	2	2	1	1	2	4	6	7	10	12	26	26	4	-
E890	Náhodná otrava svítiplynem	25	-	-	-	-	-	-	2	2	3	3	-	8	6	1	-
E891	Náhodná otrava výfukovým plynem motorových vozidel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E892	Náhodná otrava jiným kysličníkem uhelnatým	81	3	2	2	1	1	2	2	4	4	7	12	18	20	3	-
E893	Náhodná otrava kyanovodíkem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E894	Náhodná otrava jinými určenými plyny a parami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E895	Náhodná otrava neurčenými plyny a parami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Náhodné pády	621	1	2	-	-	2	4	2	4	7	18	41	114	300	126	-
E900	Pád na schodech 	29	-	-	-	-	-	-	-	1	-	1	2	7	15	3	-
E901	Pád se žebříku 	8	-	-	-	-	-	1	-	1	-	-	2	1	2	1	-
E902	Jiný pád do hloubky	62	1	1	-	-	2	1	2	1	6	9	12	10	15	2	-
E903	Pád na rovině	90	-	1	-	-	-	1	-	-	-	-	3	16	46	23	-
E904	Neurčený pád 	432	-	-	-	-	-	1	-	1	1	8	22	80	222	97	-
																	
	Jiné náhodné úrazy	475	130	25	24	16	6	26	19	17	19	31	40	49	59	14	-
E910	Náhodný úraz způsobený padajícími předměty	19	-	-	1	2	-	2	1	2	3	2	4	2	-	-	-
E911	Náhodný úraz způsobený vozidly	3	-	-	-	-	1	1	-	1	-	-	-	-	-	-	-
E912	Náhodný úraz způsobený stroji a nástroji	10	-	-	-	-	-	-	2	2	-	3	3	-	-	-	-
E913	Náhodný úraz způsobený řeznými a bodnými nástroji	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E914	Náhodný úraz způsobený elektrickým proudem	12	-	-	-	-	-	-	5	1	3	2	-	1	-	-	-
E915	Náhodný úraz způsobený výbuchem parního kotle	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E916	Náhodný úraz způsobený ohněm a výbuchem hořlavých látek	73	1	3	4	1	-	5	2	1	3	3	7	12	25	6	-
E917	Náhodný úraz způsobený vřelou substancí, leptavou tekutinou nebo parou	31	1	1	3	3	1	2	1	-	-	3	4	3	7	2	-
E918	Náhodný úraz způsobený zářením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E919	Náhodný úraz způsobený střelnou zbraní	4	-	1	-	1	-	1	1	-	-	-	-	-	-	-	-
E920	Cizí těleso vniklé do oka a jeho adnexů	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E921	Vdechnutí nebo vniknutí potravy do hrtanu a jiných cest dýchacích působící ucpání nebo udušení	131	117	4	1	-	1	-	-	1	2	1	2	-	2	-	-
E922	Vdechnutí nebo vniknutí jiných předmětů do hrtanu působící ucpání nebo udušení	6	-	-	2	-	-	2	-	1	1	-	-	-	-	-	-
E923	Cizí těleso vniklé do jiných otvorů těla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E924	Náhodné mechanické udušení v posteli a kočárku	5	4	1	-	-	-	-	-	-	-	-	-	-	-	-	-
E925	Náhodné mechanické udušení za jiných nebo neoznačených okolností	7	4	-	-	-	-	2	-	1	-	-	-	-	-	-	-
E926	Nedostatek péče o děti ve věku do jednoho roku	3	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E927	Náhodný úraz způsobený kousnutím nebo uštknutím  jedovatými  živočichy a hmyzem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E928	Jiný náhodný úraz způsobený zvířaty	7	-	-	-	-	-	1	-	-	-	-	1	4	1	-	-
E929	Náhodné tonutí	62	-	14	11	8	3	7	3	1	4	2	3	5	1	-	-
E930	Vysoký a  nízký tlak vzduchu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E931	Nadměrné horko, úžeh a úpal	1	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-
E932	Nadměrný chlad	12	-	-	-	-	-	-	-	1	1	1	3	1	5	-	-
E933	Hlad, žízeň a  jiné strádání 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E934	Přírodní katastrofa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E935	Blesk	7	-	-	-	-	-	1	-	3	1	2	-	-	-	-	-
E936	Jiný a neurčený náhodný úraz	78	-	1	1	1	-	1	3	2	1	11	13	20	18	6	-
E937	Úraz v dolech, v lomech	4	-	-	-	-	-	1	1	-	-	1	-	1	-	-	-
																	
	Komplikace způsobené neléčebnými lékařskými zákroky	2	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-
E940	Generalisovaná vakcína po vakcinaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E941	Zánět mozku (encephalitis) povakcinační	2	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-
E942	Jiné komplikace očkování po neštovicích	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E943	Žloutenka a hepatitis po profylaktické injekci sera a podobné imunisaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E944	Jiné komplikace profylaktického očkování 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E945	Komplikace při anestesii v případech neléčebných zákroků	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E946	Jiné komplikace způsobené neléčebnými lékařskými zákroky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Léčebné  nehody a pozdní komplikace léčebných zákroků	4	-	-	-	-	-	-	-	1	1	1	1	-	-	-	-
E950	Léčebná nehoda při chirurgickém ošetření	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-
E951	Léčebná nehoda při infusi nebo transfusi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E952	Léčebná nehoda při místní aplikaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E953	Léčebná nehoda při užívání léčiv a biologických látek	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E954	Léčebná nehoda při anestesii	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E955	Jiná nebo blíže neurčená léčebná nehoda 	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E956	Pozdní komplikace chirurgických operací	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E957	Pozdní komplikace amputačních pahýlů	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E958	Pozdní komplikace po ozařování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E959	Pozdní komplikace jiných druhů léčení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Pozdní následky otrav a úrazů	2	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-
E960	Pozdní následek náhodných úrazů motorovými vozidly	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E961	Pozdní následek náhodných otrav	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E962	Pozdní následek jiných náhodných úrazů	2	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-
E963	Pozdní následek sebepoškození	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E964	Pozdní následky úrazů způsobených úmyslně jinou osobou (ne ve válce)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E965	Pozdní následky úrazů vzniklých válečnými operacemi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
SE	Sebevraždy a sebepoškození	697	-	-	-	-	-	1	49	71	106	146	133	119	61	11	-
E970	Sebevražda a sebepoškození otravou analgetiky a uspávacími prostředky	9	-	-	-	-	-	-	1	4	1	2	1	-	-	-	-
E971	Sebevražda a sebepoškození otravou jinými pevnými látkami a tekutinami	39	-	-	-	-	-	-	6	8	1	12	6	4	1	1	-
E972	Sebevražda a sebepoškození otravou plyny v domácím používání	113	-	-	-	-	-	1	15	20	19	22	16	11	9	-	-
E973	Sebevražda a sebepoškození otravou jinými plyny	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E974	Sebevražda a sebepoškození věšením a škrcením	353	-	-	-	-	-	-	14	24	58	78	79	64	30	6	-
E975	Sebevražda a sebepoškození  tonutím (utonutím)	86	-	-	-	-	-	-	1	4	8	15	19	22	14	3	-
E976	Sebevražda a sebepoškození  zbraněmi a výbušninami	8	-	-	-	-	-	-	3	2	2	1	-	-	-	-	-
E977	Sebevražda a sebepoškození  nástroji řeznými a bodnými	17	-	-	-	-	-	-	3	1	2	2	2	6	1	-	-
E978	Sebevražda a sebepoškození  skokem s vysokého místa	47	-	-	-	-	-	-	1	4	10	9	10	7	5	1	-
E979	Sebevražda a sebepoškození  jinými a blíže neurčenými prostředky 	8	-	-	-	-	-	-	1	1	3	-	-	2	1	-	-
E97a	Sebevražda vlakem	17	-	-	-	-	-	-	4	3	2	5	-	3	-	-	-
																	
NA	Usmrcení nebo poranění způsobená úmyslně jinou osobou (ne ve válce)	40	7	1	1	3	-	7	7	3	2	3	5	1	-	-	-
E980	Úmyslné otrávení	3	1	-	-	-	-	1	-	-	-	1	-	-	-	-	-
E981	Napadení  střelnou zbraní a výbušninou	6	-	-	-	-	-	1	2	1	2	-	-	-	-	-	-
E982	Napadení  nástroji řeznými a bodnými	10	-	-	1	1	-	1	1	2	-	1	3	-	-	-	-
E983	Napadení  jinými prostředky	21	6	1	-	2	-	4	4	-	-	1	2	1	-	-	-
E984	Zranění způsobená zákrokem policie	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E985	Poprava	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
