1933	Zemřelí muži podle podrobného seznamu příčin smrti a věku											
MKN (1929)	Název	Celkem	0	1-4	5-14	15-24	25-34	35-44	45-54	55-64	65 a více	Nezjiš- těno
27	Tuberkulosa kostí a kloubů	179	1	5	17	33	11	8	14	37	53	-
28	Tuberkulosa kůže a podkožního tuku	12	-	-	-	2	3	3	2	1	1	-
29	Tuberkulosa soustavy mízní	17	2	4	3	3	-	1	1	2	1	-
30	Tuberkulosa ústrojí pohlavního a močového	30	-	1	2	7	3	5	2	7	3	-
31	Tuberkulosa jiných míst	2	-	-	-	-	-	-	1	1	-	-
32	Tuberkulosa roztroušená	97	4	14	13	10	19	17	9	7	4	-
33	Malomocenství	-	-	-	-	-	-	-	-	-	-	-
34a	Příjice vrozená	81	74	6	1	-	-	-	-	-	-	-
34b	Příjice získaná	65	-	-	-	-	4	18	21	15	7	-
34c	Příjice nerozlišená	125	-	-	1	2	7	35	42	27	11	-
35	Kapavka a jiné nemoci pohlavní	3	2	-	-	-	-	-	1	-	-	-
												
36a	Hnisavá nákaza a otrava krve nikoli poporodní: otrava krve	219	58	16	19	18	17	24	28	19	20	-
36b	Hnisavá nákaza a otrava krve nikoli poporodní: rozklad krve	14	4	-	2	1	1	1	1	3	1	-
36c	Hnisavá nákaza a otrava krve nikoli poporodní: sněť plynová	2	-	-	-	-	-	-	-	1	1	-
38a	Zimnice malarická	10	-	-	-	-	1	1	1	4	3	-
38b	Kachexie malarická	-	-	-	-	-	-	-	-	-	-	-
39	Jiné nemoci, zaviněné cizopasnými prvoky	6	-	-	-	2	1	2	1	-	-	-
40	Ankylostomiasa	-	-	-	-	-	-	-	-	-	-	-
41a	Boubel měchožilová jater	1	-	-	-	-	-	-	-	-	1	-
41b	Boubel měchožilová jiných míst	-	-	-	-	-	-	-	-	-	-	-
42	Jiné nemoci zaviněné červy	-	-	-	-	-	-	-	-	-	-	-
43	Mykosy	6	-	-	-	1	1	1	-	-	3	-
44	Jiné nemoci nakažlivé nebo cizopasníky působené	12	9	2	1	-	-	-	-	-	-	-
												
II	Rakoviny a jiné nádory	7343	10	18	34	50	145	377	968	2192	3549	-
45	Rakovina a jiné zhoubné nádory dutiny ústní a hltanu	230	-	-	-	3	2	6	27	65	127	-
												
46a	Rakovina a jiné zhoubné nádory: požeráku	559	-	-	-	-	3	11	75	169	301	-
46b	Rakovina a jiné zhoubné nádory: žaludku a dvanáctníku	3468	-	-	-	4	26	163	425	1125	1725	-
46c	Rakovina a jiné zhoubné nádory: konečníku	456	-	-	-	4	7	12	60	136	237	-
46d	Rakovina a jiné zhoubné nádory: jater a žlučovodů	488	1	-	1	1	5	18	75	148	239	-
46	Rakovina a jiné zhoubné nádory: slinivky břišní	55	-	-	1	-	1	5	11	25	12	-
46f	Rakovina a jiné zhoubné nádory: pobřišnice	44	-	-	-	-	2	5	6	12	19	-
46g	Rakovina a jiné zhoubné nádory: jiné nádory roury zažívací a pobřišnice	414	-	-	1	1	7	21	48	109	227	-
47	Rakovina a jiné zhoubné nádory: ústrojí dýchacího	350	-	-	1	3	15	35	78	120	98	-
48	Rakovina a jiné zhoubné nádory: dělohy	x	x	x	x	x	x	x	x	x	x	x
49	Rakovina a jiné zhoubné nádory: jiných pohlavních ústrojů ženských	x	x	x	x	x	x	x	x	x	x	x
50	Rakovina a jiné zhoubné nádory: prsů	5	-	-	-	-	-	3	1	-	1	-
51	Rakovina a jiné zhoubné nádory: pohlavních a močových ústrojů mužských	417	-	-	1	4	8	8	41	101	254	-
52	Rakovina a jiné zhoubné nádory: kůže	159	-	1	1	1	4	9	11	34	98	-
53	Rakovina a jiné zhoubné nádory: jiných ústrojů neb ústrojů nerozlišených	394	5	7	14	13	28	28	58	94	147	-
												
54a	Nádory nezhoubné: pohlavních ústrojů ženských	x	x	x	x	x	x	x	x	x	x	x
54b	Nádory nezhoubné: jiných ústrojů	7	-	-	-	-	-	2	1	-	4	-
												
55a	Nádory, jichž zhoubný ráz není rozlišen: pohlavních ústrojů ženských	x	x	x	x	x	x	x	x	x	x	x
55b	Nádory, jichž zhoubný ráz není rozlišen: jiných ústrojů	297	4	10	14	16	37	51	51	54	60	-
												
III	Nemoci rheumatické, nemoci výživové, nemoci endokrinních žláz a jiné nemoci celkové	941	97	37	48	33	36	42	94	210	344	-
56	Rheumatismus kloubní prudký, horečnatý	47	-	2	21	9	5	4	1	3	2	-
57	Rheumatismus vleklý, osteoarthritis	83	-	-	1	4	3	3	4	15	53	-
58	Dna	1	-	-	-	-	-	-	-	-	1	-
59	Úplavice cukrová	616	-	5	18	13	22	27	76	177	278	-
	Kurděje	3	1	1	1	-	-	-	-	-	-	-
60a	Dětské kurděje	-	-	-	-	-	-	-	-	-	-	-
60b	Kurděje	-	-	-	-	-	-	-	-	-	-	-
62	Pellagra	-	-	-	-	-	-	-	-	-	-	-
63	Křivice	76	51	22	-	-	1	-	1	1	-	-
64	Měknutí kostí	1	-	-	-	-	-	-	-	-	1	-
65	Nemoci podvěsku mozkového	1	1	-	-	-	-	-	-	-	-	-
												
66a	Nemoci žlázy štítné a přídavných žlázek štítných: vole prosté	10	-	-	-	2	-	-	2	4	2	-
66b	Nemoci žlázy štítné a přídavných žlázek štítných: vole exopthalmické	18	-	-	-	-	1	2	8	4	3	-
66c	Nemoci žlázy štítné a přídavných žlázek štítných: myxoedem a kretismus	11	2	1	2	1	1	2	-	1	1	-
66d	Nemoci žlázy štítné a přídavných žlázek štítných: tetanie	30	26	3	-	-	-	-	-	-	1	-
66	Nemoci žlázy štítné a přídavných žlázek štítných: jiné	3	-	-	-	1	-	1	1	-	-	-
67	Nemoci brzlíku	23	16	3	2	2	-	-	-	-	-	-
68	Nemoci nadledvinek (nemoc Addisonova), neoznačené za tuberkulosní 	9	-	-	-	-	2	2	1	3	1	-
69	Jiné nemoci rheumatické, výživové, endokrinních žláz	9	-	-	3	1	1	1	-	2	1	-
												
IV 	Nemoci krve a ústrojů krvetvorných	320	12	15	23	18	35	41	51	74	51	-
												
70a	Stavy krvácivé: purpury prvotní	13	1	3	1	1	1	2	1	1	2	-
70b	Stavy krvácivé: vrozená krvácivost	6	2	1	1	-	1	-	-	1	-	-
71a	Postupná zhoubná chudokrevnost	96	5	8	5	4	6	9	15	23	21	-
71b	Jiné chudokrevnosti	13	2	2	-	1	1	1	2	3	1	-
72a	Bělokrevnost pravá	113	-	1	11	9	10	18	19	26	19	-
72b	Bělokrevnost nepravá	73	2	-	5	2	15	10	13	19	7	-
73	Nemoci sleziny	6	-	-	-	1	1	1	1	1	1	-
74	Jiné nemoci krve a ústrojů krvetvorných	-	-	-	-	-	-	-	-	-	-	-
												
V	Otravy vleklé a prudké	119	-	-	-	6	8	11	27	26	41	-
75	Alkoholismus vleklý nebo prudký	111	-	-	-	5	7	10	25	23	41	-
												
76a	Vleklé otravy látkami anorganickými: živnostenské	-	-	-	-	-	-	-	-	-	-	-
76b	Vleklé otravy látkami anorganickými: jiné	4	-	-	-	-	1	1	1	1	-	-
												
77a	Vleklé otravy látkami organickými: živnostenské	3	-	-	-	1	-	-	1	1	-	-
77b	Vleklé otravy látkami organickými: jiné	1	-	-	-	-	-	-	-	1	-	-
												
DU		174	0	0	1	13	22	17	41	32	48	0
												
VI	Nemoci soustavy nervové a čidel	6756	1073	184	164	157	202	336	590	1200	2849	1
												
78a	Zánět mozku: hlíza mozková	24	1	1	4	3	6	1	4	4	-	-
78b	Zánět mozku: jiné záněty mozku	68	2	8	13	10	6	4	11	5	9	-
79	Prostý zánět plen mozkových	382	74	95	83	38	17	23	20	20	12	-
80	Úbyt míchy	167	-	-	2	1	5	12	44	58	45	-
81	Jiné nemoci míchy	164	-	1	1	13	15	23	21	46	44	-
82a	Krvácení mozkové 	3610	-	-	4	7	33	80	261	833	2391	1
82b	Vmetek nebo záhať mozková	175	-	-	-	3	5	9	17	44	97	-
82c	Jednostranná obrna těla a příčiny nerozlišené	188	6	3	-	2	4	4	13	39	117	-
83	Postupná obrna povšechná	368	-	-	-	7	25	102	122	75	37	-
84a	Předčasná zblbělost	13	-	-	1	2	5	3	1	-	1	-
84b	Jiné psychosy	50	-	-	-	6	10	4	15	9	6	-
85	Padoucnice	134	4	5	12	29	31	18	12	10	13	-
86	Křeče u dětí mladších 6 let	993	948	45	-	-	-	-	-	-	-	-
												
87b	Jiné nemoci soustavy nervové: neuritis	17	-	-	-	1	2	2	3	2	7	-
87c	Jiné nemoci soustavy nervové: obrna třesavá	42	-	-	1	3	4	3	2	8	21	-
87d	Jiné nemoci soustavy nervové: sklerosa roztroušená	73	-	1	-	1	9	9	20	14	19	-
87a,e	Jiné nemoci soustavy nervové: chorea a jiné nemoci nervové	101	3	6	7	5	11	22	13	14	20	-
88	Nemoci oční	-	-	-	-	-	-	-	-	-	-	-
89a	Zánět ušní	172	35	16	33	26	11	17	10	15	9	-
89b	Jiné nemoci ucha a dutiny výčnělku soscovitého	15	-	3	3	-	3	-	1	4	1	-
												
VII	Nemoci ústrojí oběhu krevního	11834	42	36	149	171	319	572	1154	2382	7009	-
90	Zánět osrdečníku	23	-	2	4	-	3	1	5	6	2	-
91	Prudký zánět nitroblány srdeční	98	3	3	34	12	18	16	3	6	3	-
92	Vleklý zánět nitroblány srdeční, počítaje v to choroby chlopenní	1016	-	3	20	51	90	125	180	225	322	-
93a	Prudký zánět svalu srdečního	95	10	2	13	6	11	28	4	7	14	-
93b	Vleklý zánět svalu srdečního a zvrhlost svalu srdečního	4091	4	6	10	15	44	106	302	802	2802	-
93c	Nerozlišené nemoci svalu srdečního	728	-	-	-	-	-	-	60	178	490	-
94	Nemoci tepen věnčitých	703	-	-	-	-	8	54	122	216	303	-
95a	Funkcionální nemoci srdce	39	3	-	-	2	1	6	4	9	14	-
95b	Jiné a nerozlišené nemoci srdeční	2749	15	19	62	82	121	197	360	638	1255	-
96	Výduť, vyjma výduť srdeční	122	-	-	-	1	2	10	33	34	42	-
97	Zkornatění tepen, vyjma nemocí tepen věnčitých	1917	-	-	-	-	-	11	50	217	1639	-
98a	Sněť stařecká	79	-	-	-	-	-	-	-	6	73	-
98b	Jiné sněti	35	3	-	2	1	6	1	4	5	13	-
99	Jiné nemoci tepen	55	-	-	3	-	7	6	13	10	16	-
100	Nemoci žil: městky, městky konečníkové, zánět žil atd.	61	1	-	-	1	4	8	12	20	15	-
101	Nemoci soustavy mízní, zánět mízních cév atd.	14	3	1	1	-	4	1	-	3	1	-
102	Idiopathické anomalie tlaku krevního	1	-	-	-	-	-	-	-	-	1	-
103	Jiné nemoci ústrojí oběhu krevního	8	-	-	-	-	-	2	2	-	4	-
												
VIII	Nemoci ústrojí dýchacího	9270	2432	693	164	135	230	304	528	1107	3677	-
104	Nemoci dutin nosních a adnex	4	4	-	-	-	-	-	-	-	-	-
105	Nemoci hrtanu	24	12	6	5	-	-	-	-	-	1	-
106a	Zánět průdušek prudký	267	164	29	4	3	1	5	4	6	51	-
106b	Zánět průdušek vleklý	415	26	9	-	1	-	2	18	70	289	-
106c	Zánět průdušek nerozlišený	609	222	44	6	2	-	1	12	46	276	-
107	Lalůčkový zánět plic, počítaje v to zánět průdušinek	2491	1161	282	39	17	38	59	72	159	664	-
108	Lalokový zánět plic	1375	230	96	41	38	69	89	129	214	469	-
109	Zánět plic nerozlišený	2148	565	169	44	36	74	81	138	258	783	-
110	Zánět pohrudnice	454	34	49	22	29	28	31	51	87	123	-
111	Překrvení plic, zbubření, vmetek, červená záhať s krvácením a obyčejná záhať plic	193	12	2	1	2	4	9	19	30	114	-
112	Záducha	351	1	1	-	-	2	8	32	67	240	-
113	Rozedma plicní	815	-	-	-	-	4	7	33	140	631	-
114a	Vleklý, intersticiální zánět plic, počítaje v to živnostenské nemoci ústrojí dýchacího	14	-	3	-	1	-	-	2	3	5	-
114b	Jiné nemoci ústrojí dýchacího, vyjma tuberkulosu	110	1	3	2	6	10	12	18	27	31	-
												
IX	Nemoci ústrojí zažívacího	5499	2613	213	156	168	263	309	416	546	814	1
115	Nemoci dutiny ústní, jejich adnex, hltanu a mandlí, počítaje v to adenoidní choroby	173	25	23	35	18	18	12	12	14	16	-
116	Nemoci požeráku	6	-	-	1	-	-	-	-	2	3	-
117a	Vřed žaludeční	460	-	-	-	14	74	100	107	97	68	-
117b	Vřed dvanáctníkový	102	-	-	-	3	21	26	29	14	9	-
118	Jiné nemoci žaludeční (vyjma rakovinu)	52	1	1	-	1	1	2	5	11	30	-
119	Průjem a katar střevní - u dětí do 2 roků	2631	2526	105	-	-	-	-	-	-	-	-
120a	Průjem, katar střevní (ve věku 2 roků a výše)	139	-	34	18	7	6	4	8	10	51	1
120b	Vředy střevní (ve věku 2 roků a výše)	14	-	-	1	-	-	3	2	5	3	-
121	Zánět červíkovitého přívěsku	371	2	27	61	63	63	37	36	46	36	-
122a	Kýla	255	12	3	2	7	2	2	23	49	155	-
122b	Neprůchodnost střeva	251	24	3	6	13	26	16	23	45	95	-
123	Jiné nemoci střevní	43	-	-	-	1	2	3	5	12	20	-
124a	Svraštění jater alkoholické	31	-	-	-	-	-	1	10	14	6	-
124b	Svraštění jater neoznačené za alkoholické	466	2	2	5	2	7	47	85	139	177	-
125	Jiné nemoci jater (počítaje v to náhlý úbyt jater)	137	4	2	3	9	18	12	21	25	43	-
126	Kaménky žlučové	73	-	-	-	-	2	8	17	23	23	-
127	Jiné nemoci žlučníku a žlučovodů	72	-	-	-	6	4	5	14	15	28	-
128	Nemoci slinivky břišní	19	-	-	-	1	1	4	3	5	5	-
129	Zánět pobřišnice, bez označené příčiny	204	17	13	24	23	18	27	16	20	46	-
												
X	Nemoci ústrojí močového a ústrojí pohlavního	2199	13	21	45	55	99	150	247	454	1115	-
130	Prudký zánět ledvin	97	8	13	24	10	10	13	3	7	9	-
131	Vleklý zánět ledvin	989	-	2	14	24	59	94	179	286	331	-
132	Nerozlišený zánět ledvin	252	-	-	4	13	23	29	32	53	98	-
133a	Zánět pánvice ledvinné	64	3	3	-	2	2	4	7	10	33	-
133b	Jiné nemoci ledvin a močovodů	26	-	1	1	2	1	4	4	6	7	-
134a	Kamének ledvin a horních cest močových	34	-	-	1	1	2	4	7	11	8	-
134b	Kamének měchýře močového	25	-	-	1	-	-	-	1	3	20	-
134c	Kamének bez jiného označení	3	-	-	-	-	-	-	-	1	2	-
135a	Zánět měchýře močového	84	-	-	-	-	1	1	1	5	76	-
135b	Jiné nemoci měchýře močového	20	-	-	-	-	-	-	3	-	17	-
136a	Zúžení roury močové	8	-	-	-	-	-	-	1	2	5	-
136b	Jiné nemoci roury močové, hlíza močová atd.	48	-	-	-	2	-	-	2	8	36	-
137	Nemoci žlázy předstojné (prostaty)	538	-	-	-	-	1	-	7	61	469	-
138	Nemoci pohlavních ústrojů mužských, neoznačené za venerické	11	2	2	-	1	-	1	-	1	4	-
												
139a	Nemoci pohlavních ústrojů ženských, neoznačené za venerické: vaječníku, vejcovodu a parametria	x	x	x	x	x	x	x	x	x	x	x
139b	Nemoci pohlavních ústrojů ženských, neoznačené za venerické: dělohy	x	x	x	x	x	x	x	x	x	x	x
139c	Nemoci pohlavních ústrojů ženských, neoznačené za venerické: bradavky prsní	-	-	-	-	-	-	-	-	-	-	-
139d	Nemoci pohlavních ústrojů ženských, neoznačené za venerické: jiné	-	-	-	-	-	-	-	-	-	-	-
												
XI	Nemoci těhotenství, porodu a stavu poporodního	x	x	x	x	x	x	x	x	x	x	x
140	Potrat s hnilobou	x	x	x	x	x	x	x	x	x	x	x
141	Potrat beze zmínky o hnilobě, ale počítaje v to krvácení	x	x	x	x	x	x	x	x	x	x	x
142	Těhotenství mimoděložní	x	x	x	x	x	x	x	x	x	x	x
143	Jiné chorobné zjevy těhotenství (nepočítaje v to krvácení)	x	x	x	x	x	x	x	x	x	x	x
144a	Lůžko vcestné	x	x	x	x	x	x	x	x	x	x	x
144b	Jiná krvácení poporodní	x	x	x	x	x	x	x	x	x	x	x
145a	Otrava krve a hniloba krve poporodní	x	x	x	x	x	x	x	x	x	x	x
145b	Ztrnutí poporodní	x	x	x	x	x	x	x	x	x	x	x
146	Močení bílkoviny a božec	x	x	x	x	x	x	x	x	x	x	x
147	Jiné toxaemie v těhotenství	x	x	x	x	x	x	x	x	x	x	x
148a	Bílý bolestný otok dolních končetin a záhať	x	x	x	x	x	x	x	x	x	x	x
148b	Vmetek nebo náhlá smrt poporodní	x	x	x	x	x	x	x	x	x	x	x
149	Jiné příhody při porodu	x	x	x	x	x	x	x	x	x	x	x
150	Jiné nerozlišené příhody stavu poporodního	x	x	x	x	x	x	x	x	x	x	x
												
XII	Nemoci kůže a vaziva podkožního	389	269	6	4	4	9	11	20	13	53	-
151	Nežitina	177	142	3	2	2	3	2	11	6	6	-
152	Zánět podkožního vaziva, teplá hlíza	57	29	2	-	2	4	7	4	4	5	-
153	Jiné nemoci kůže, jejich adnex a podkožního vaziva	155	98	1	2	-	2	2	5	3	42	-
												
XIII 	Nemoci kostí a ústrojí pohybu	154	3	8	37	9	15	11	12	13	46	-
154	Zánět dřeně kostní	81	1	6	31	5	10	9	7	7	5	-
155	Jiné nemoci kostí, vyjma tuberkulosu	49	-	2	2	2	2	1	1	5	34	-
												
156a	Nemoci kloubů, vyjma tuberkulosu a rheumatismus	21	2	-	4	2	2	1	3	1	6	-
156b	Nemoci jiných orgánů pohybu	3	-	-	-	-	1	-	1	-	1	-
												
XIV	Vrozené vady tvarové	220	201	19	-	-	-	-	-	-	-	-
157a	Vrozená vodnatelnost mozku	49	39	10	-	-	-	-	-	-	-	-
157b	Rozštěp páteře a kýla omozečnicová	37	37	-	-	-	-	-	-	-	-	-
157c	Vrozený nesprávný tvar srdce	74	70	4	-	-	-	-	-	-	-	-
157d	Zrůdnosti	17	17	-	-	-	-	-	-	-	-	-
157	Jiné vrozené vady tvarové 	43	38	5	-	-	-	-	-	-	-	-
												
XV	Zvláštní nemoci útlého věku	3450	3450	-	-	-	-	-	-	-	-	-
158	Vrozená slabost	1553	1553	-	-	-	-	-	-	-	-	-
159	Předčasné narození, nepočítaje v to mrtvě narozené	1212	1212	-	-	-	-	-	-	-	-	-
160a	Následky porodu s řezem císařským	1	1	-	-	-	-	-	-	-	-	-
160b	Následky porodu bez řezu císařského	260	260	-	-	-	-	-	-	-	-	-
												
161a	Bezevzduchost plicní	112	112	-	-	-	-	-	-	-	-	-
161b	Žloutenka novorozenců	56	56	-	-	-	-	-	-	-	-	-
161c	Skloerem a jiné	256	256	-	-	-	-	-	-	-	-	-
												
XVI 	Stařecká sešlost	5475	-	-	-	-	-	-	-	58	5417	-
162a	Stařecká sešlost se zblbělostí starobní	193	-	-	-	-	-	-	-	8	185	-
162b	Stařecká sešlost bez zblbělosti starobní	5282	-	-	-	-	-	-	-	50	5232	-
												
XVII	Smrti násilné a úrazové	5358	68	214	211	1055	963	657	723	667	795	5
SE		2910	0	0	17	655	535	373	438	407	482	3
163	Sebevražda požitím jedů pevných a tekutých, nebo látek žíravých	173	-	-	10	40	37	22	24	23	17	-
164	Sebevražda jedovatými plyny	39	-	-	-	10	9	8	4	5	3	-
165	Sebevražda oběšením neb uškrcením	1513	-	-	-	198	220	202	270	263	359	1
166	Sebevražda utopením	141	-	-	1	23	21	15	18	25	36	2
167	Sebevražda střelnými zbraněmi	706	-	-	2	273	172	85	76	57	41	-
168	Sebevražda nástroji řeznými nebo bodnými	52	-	-	1	4	7	3	12	15	10	-
169	Sebevražda skokem s vyvýšeného místa	16	-	-	-	2	4	4	4	1	1	-
170	Sebevražda rozdrcením	210	-	-	3	93	48	25	18	15	8	-
171	Jiné sebevraždy	60	-	-	-	12	17	9	12	3	7	-
NA		132	30	8	7	14	33	12	11	8	9	0
172a	Vražda dítěte (dítě do 1 roku): přímo po narození	16	16	-	-	-	-	-	-	-	-	-
172b	Vražda dítěte (dítě do 1 roku): jiná do jednoho roku	14	14	-	-	-	-	-	-	-	-	-
173	Vražda nebo zabití střelnou zbraní (osoby starší 1 roku)	43	-	1	1	9	18	6	4	3	1	-
174	Vražda nebo zabití nástroji řeznými nebo bodnými (osoby starší 1 roku)	22	-	1	1	5	7	2	3	-	3	-
175	Jiné vraždy nebo zabití osob starších 1 roku	35	-	6	5	-	7	3	4	5	5	-
176	Napadení jedovatými zvířaty	1	-	-	-	-	-	-	-	1	-	-
177	Otrava potravinami	12	-	-	1	2	1	1	2	3	2	-
178	Vdechování jedovatých plynů	47	-	3	-	9	12	5	5	4	9	-
179	Jiné nahodilé prudké otravy, vyjma otravy plynem	22	1	4	1	3	3	2	3	2	3	-
180	Následky ohně při požáru	12	1	1	-	1	2	-	-	2	4	1
181	Popálení úrazové (jiné než při požáru)	142	13	81	9	4	7	2	8	5	13	-
182	Nahodilé mechanické zadušení	44	8	5	7	1	9	7	4	2	1	-
183	Nahodilé utopení	278	6	60	38	85	28	16	11	15	19	-
184	Poranění střelnými zbraněmi, vyjma poranění válečná	55	-	1	7	21	8	5	5	4	4	-
185	Poranění nástroji řeznými nebo bodnými, vyjma poranění válečná	9	-	1	-	1	1	4	-	1	1	-
186	Poranění pádem, rozdrcením, sřícením	628	3	23	47	116	121	94	84	75	65	-
187	Živelná pohroma (veškerá úmrtí jakéhokoli rázu, přičítaná živelní pohrom	-	-	-	-	-	-	-	-	-	-	-
188	Poranění způsobená zvířaty	29	-	2	2	1	5	1	7	3	8	-
189	Hlad a žízeň	-	-	-	-	-	-	-	-	-	-	-
190	Neobvyklá zima	43	-	-	-	3	2	3	9	12	14	-
191	Neobvyklé teplo	1	-	-	-	-	-	-	-	-	1	-
192	Blesk	21	-	-	-	6	5	5	4	1	-	-
193	Úrazy způsobené proudem elektrickým	48	-	-	4	18	14	6	6	-	-	-
194a	Jiné úrazy: cizí tělesa	7	2	3	-	-	-	-	1	-	1	-
194b	Jiné úrazy: jiné	910	4	22	71	113	176	121	123	122	158	-
195	Násilná smrt, jejíž příčina (úraz, vražda, sebevražda) je neznáma	7	-	-	-	2	1	-	2	-	1	1
	Z úmrtí pod č.181,185,186,194,195 nastala smrt následkem úrazů:											
A	v dolech a lomech	93	-	-	2	8	27	29	19	7	1	-
B	způsobených stroji	26	-	1	3	7	5	3	2	4	1	-
DN	prostředky dopravními	405	1	15	39	86	93	50	49	35	37	-
a	železnicemi a tramvajemi	93	-	2	8	11	23	13	17	9	10	-
b	automobily a motocykly	243	-	9	26	54	61	31	20	20	22	-
c	jinými pozemními prostředky dopravními	53	1	4	5	10	6	6	12	4	5	-
d	při dopravě po vodě	1	-	-	-	-	-	-	-	1	-	-
e	při dopravě vzduchem	15	-	-	-	11	3	-	-	1	-	-
198	Soudní poprava	2	-	-	-	-	1	1	-	-	-	-
												
XVIII	Neurčité příčiny úmrtí	337	24	11	7	7	9	37	51	80	111	-
199	Náhlá smrt	43	4	-	-	1	-	8	8	11	11	-
200	Nerozlišené nebo nedostatečně určené příčiny	294	20	11	7	6	9	29	43	69	100	-
