1952	Zemøelé ženy podle podrobného seznamu pøíèin smrti a vìku - úrazy a otravy podle vnìjší pøíèiny																
MKN (1948)	Název	Celkem	0	1	2	3	4	5-14	15-24	25-34	35-44	45-54	55-64	65-74	75-84	85+	Nezjiš- tìno
E875	Náhodná otrava sulfonamidy	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E876	Náhodná otrava strychninem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E877	Náhodná otrava belladonou, skopolaminem a atropinem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E878	Náhodná otrava jinými a neurèenými léèivy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E879	Náhodná otrava škodlivými potravinami	10	1	-	1	-	-	2	-	-	2	1	1	2	-	-	-
E880	Náhodná otrava alkoholem	2	-	-	-	-	-	-	-	-	1	-	-	1	-	-	-
E881	Náhodná otrava naftovými produkty	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E882	Náhodná otrava prùmyslovými rozpustidly	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E883	Náhodná otrava leptavými aromatickými látkami, kyselinami a žíravinami	2	-	1	-	-	-	-	1	-	-	-	-	-	-	-	-
E884	Náhodná otrava rtutí a jejími slouèeninami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E885	Náhodná otrava olovem a jeho slouèeninami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E886	Náhodná otrava arsenem a antimonem a jejich slouèeninami	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E887	Náhodná otrava fluoridy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E888	Náhodná otrava jinými a neurèenými látkami pevnými a tekutými	13	-	1	1	1	-	-	4	2	1	1	1	-	1	-	-
																	
	Náhodné otravy plynem a parami	108	3	4	2	4	1	4	9	9	10	15	15	17	14	1	-
E890	Náhodná otrava svítiplynem	35	1	1	-	1	-	2	7	2	6	3	4	6	2	-	-
E891	Náhodná otrava výfukovým plynem motorových vozidel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E892	Náhodná otrava jiným kyslièníkem uhelnatým	71	1	3	2	3	1	2	2	7	4	12	10	11	12	1	-
E893	Náhodná otrava kyanovodíkem	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E894	Náhodná otrava jinými urèenými plyny a parami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E895	Náhodná otrava neurèenými plyny a parami	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
																	
	Náhodné pády	355	-	1	2	2	-	6	-	1	2	14	24	73	154	76	-
E900	Pád na schodech 	16	-	1	-	-	-	-	-	-	-	1	3	2	5	4	-
E901	Pád se žebøíku 	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E902	Jiný pád do hloubky	34	-	-	1	2	-	3	-	1	2	7	4	9	2	3	-
E903	Pád na rovinì	29	-	-	-	-	-	1	-	-	-	3	2	7	13	3	-
E904	Neurèený pád 	275	-	-	1	-	-	2	-	-	-	2	15	55	134	66	-
																	
	Jiné náhodné úrazy	711	44	42	30	19	8	41	31	26	34	55	61	88	169	63	-
E910	Náhodný úraz zpùsobený padajícími pøedmìty	11	-	-	1	1	-	5	1	2	1	-	-	-	-	-	-
E911	Náhodný úraz zpùsobený vozidly	4	-	-	-	1	-	1	-	-	1	-	1	-	-	-	-
E912	Náhodný úraz zpùsobený stroji a nástroji	7	-	-	-	-	-	1	1	-	1	3	1	-	-	-	-
E913	Náhodný úraz zpùsobený øeznými a bodnými nástroji	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E914	Náhodný úraz zpùsobený elektrickým proudem	13	-	-	-	-	-	-	4	4	-	2	2	-	1	-	-
E915	Náhodný úraz zpùsobený výbuchem parního kotle	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E916	Náhodný úraz zpùsobený ohnìm a výbuchem hoølavých látek	43	1	2	2	2	1	1	3	1	-	5	1	4	16	4	-
E917	Náhodný úraz zpùsobený vøelou substancí, leptavou tekutinou nebo parou	50	-	7	8	7	3	4	-	2	1	2	4	3	9	-	-
E918	Náhodný úraz zpùsobený záøením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E919	Náhodný úraz zpùsobený støelnou zbraní	4	-	-	-	-	-	3	-	-	-	1	-	-	-	-	-
E920	Cizí tìleso vniklé do oka a jeho adnexù	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E921	Vdechnutí nebo vniknutí potravy do hrtanu a jiných cest dýchacích pùsobící ucpání nebo udušení	31	24	3	2	-	-	-	-	-	-	1	-	1	-	-	-
E922	Vdechnutí nebo vniknutí jiných pøedmìtù do hrtanu pùsobící ucpání nebo udušení	3	-	1	1	-	-	-	-	-	-	-	1	-	-	-	-
E923	Cizí tìleso vniklé do jiných otvorù tìla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E924	Náhodné mechanické udušení v posteli a koèárku	4	2	1	-	-	-	-	-	-	1	-	-	-	-	-	-
E925	Náhodné mechanické udušení za jiných nebo neoznaèených okolností	6	2	2	-	-	-	-	-	-	-	2	-	-	-	-	-
E926	Nedostatek péèe o dìti ve vìku do jednoho roku	13	13	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E927	Náhodný úraz zpùsobený kousnutím nebo uštknutím  jedovatými  živoèichy a hmyzem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E928	Jiný náhodný úraz zpùsobený zvíøaty	3	-	-	-	-	-	1	-	-	-	1	1	-	-	-	-
E929	Náhodné tonutí	90	2	20	12	7	2	17	5	3	3	4	6	4	4	1	-
E930	Vysoký a  nízký tlak vzduchu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E931	Nadmìrné horko, úžeh a úpal	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-
E932	Nadmìrný chlad	3	-	-	-	-	-	-	-	-	1	-	1	-	1	-	-
E933	Hlad, žízeò a  jiné strádání 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E934	Pøírodní katastrofa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E935	Blesk	4	-	-	-	-	-	-	2	1	1	-	-	-	-	-	-
E936	Jiný a neurèený náhodný úraz	417	-	6	4	1	2	7	15	12	22	33	43	76	138	58	-
E937	Úraz v dolech, v lomech	4	-	-	-	-	-	-	-	1	2	1	-	-	-	-	-
																	
	Komplikace zpùsobené neléèebnými lékaøskými zákroky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E940	Generalisovaná vakcína po vakcinaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E941	Zánìt mozku (encephalitis) povakcinaèní	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E942	Jiné komplikace oèkování po neštovicích	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E943	Žloutenka a hepatitis po profylaktické injekci sera a podobné imunisaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E944	Jiné komplikace profylaktického oèkování 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E945	Komplikace pøi anestesii v pøípadech neléèebných zákrokù	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E946	Jiné komplikace zpùsobené neléèebnými lékaøskými zákroky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Léèebné  nehody a pozdní komplikace léèebných zákrokù	7	1	-	-	-	-	-	1	1	1	-	1	2	-	-	-
E950	Léèebná nehoda pøi chirurgickém ošetøení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E951	Léèebná nehoda pøi infusi nebo transfusi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E952	Léèebná nehoda pøi místní aplikaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E953	Léèebná nehoda pøi užívání léèiv a biologických látek	2	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-
E954	Léèebná nehoda pøi anestesii	2	-	-	-	-	-	-	1	-	-	-	-	1	-	-	-
E955	Jiná nebo blíže neurèená léèebná nehoda 	2	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-
E956	Pozdní komplikace chirurgických operací	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-
E957	Pozdní komplikace amputaèních pahýlù	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E958	Pozdní komplikace po ozaøování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E959	Pozdní komplikace jiných druhù léèení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Pozdní následky otrav a úrazù	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E960	Pozdní následek náhodných úrazù motorovými vozidly	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E961	Pozdní následek náhodných otrav	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E962	Pozdní následek jiných náhodných úrazù	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E963	Pozdní následek sebepoškození	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E964	Pozdní následky úrazù zpùsobených úmyslnì jinou osobou (ne ve válce)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E965	Pozdní následky úrazù vzniklých váleènými operacemi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
SE	Sebevraždy a sebepoškození	662	-	-	-	-	-	4	59	83	110	154	119	85	38	10	-
E970	Sebevražda a sebepoškození otravou analgetiky a uspávacími prostøedky	28	-	-	-	-	-	-	7	3	5	3	6	4	-	-	-
E971	Sebevražda a sebepoškození otravou jinými pevnými látkami a tekutinami	48	-	-	-	-	-	1	11	8	8	9	4	3	4	-	-
E972	Sebevražda a sebepoškození otravou plyny v domácím používání	88	-	-	-	-	-	-	7	13	16	19	17	11	3	2	-
E973	Sebevražda a sebepoškození otravou jinými plyny	4	-	-	-	-	-	-	1	1	-	-	1	1	-	-	-
E974	Sebevražda a sebepoškození vìšením a škrcením	316	-	-	-	-	-	1	15	30	52	79	66	45	22	6	-
E975	Sebevražda a sebepoškození  tonutím (utonutím)	79	-	-	-	-	-	1	4	6	9	23	14	17	4	1	-
E976	Sebevražda a sebepoškození  zbranìmi a výbušninami	28	-	-	-	-	-	-	9	11	5	2	-	1	-	-	-
E977	Sebevražda a sebepoškození  nástroji øeznými a bodnými	12	-	-	-	-	-	-	-	1	4	2	3	1	1	-	-
E978	Sebevražda a sebepoškození  skokem s vysokého místa	25	-	-	-	-	-	-	2	4	6	7	3	1	2	-	-
E979	Sebevražda a sebepoškození  jinými a blíže neurèenými prostøedky 	34	-	-	-	-	-	1	3	6	5	10	5	1	2	1	-
E97a	Sebevražda vlakem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
NA	Usmrcení nebo poranìní zpùsobená úmyslnì jinou osobou (ne ve válce)	65	10	-	-	3	1	8	14	6	6	9	5	-	3	-	-
E980	Úmyslné otrávení	4	1	-	-	-	-	1	2	-	-	-	-	-	-	-	-
E981	Napadení  støelnou zbraní a výbušninou	22	-	-	-	1	1	2	9	2	2	2	2	-	1	-	-
E982	Napadení  nástroji øeznými a bodnými	11	-	-	-	-	-	1	1	1	1	4	2	-	1	-	-
E983	Napadení  jinými prostøedky	28	9	-	-	2	-	4	2	3	3	3	1	-	1	-	-
E984	Zranìní zpùsobená zákrokem policie	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E985	Poprava	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
