1953	Zemøelí muži podle podrobného seznamu pøíèin smrti a vìku - úrazy a otravy podle vnìjší pøíèiny																
MKN (1948)	Název	Celkem	0	1	2	3	4	5-14	15-24	25-34	35-44	45-54	55-64	65-74	75-84	85+	Nezjiš- tìno
E841	Ostatní druhy úrazu vozy poulièní dopravy , vyjma srážku s motorovým vozidlem 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E842	Úraz zpùsobený chodcùm cyklisty	3	-	-	-	-	-	-	-	-	-	-	-	2	1	-	-
E843	Úraz zpùsobený cyklistùm, ne však pøi srážce  s motorovým  vozidlem 	12	-	-	-	-	-	2	2	2	3	1	1	1	-	-	-
E844	Úraz zpùsobený chodcùm jinými nemotorovými silnièními vozidly 	3	-	-	1	-	-	-	-	-	1	-	1	-	-	-	-
E845	Jiný druh úrazu nemotorovými silnièními vozidly 	10	-	-	-	-	-	1	-	1	2	2	2	2	-	-	-
																	
D5	Úrazy pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E850	Úraz cestujících na malých èlunech zpùsobený potopením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E851	Ostatní druhy úrazu pøi vodní dopravì zpùsobený potopením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E852	Pád se schodù nebo žebøíku pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E853	Jiný pád do hloubky pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E854	Pád na rovinì pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E855	Neoznaèený pád pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E856	Úraz stroji pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E857	Jiný oznaèený úraz pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E858	Úraz pøi vodní dopravì neurèené povahy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
D6	Letecké úrazy 	29	-	-	-	-	-	-	18	5	3	3	-	-	-	-	-
E860	Úraz zpùsobený posádce vojenské letadla	20	-	-	-	-	-	-	13	3	2	2	-	-	-	-	-
E861	Poranìní zpùsobené cestujícím pøi nehodách dopravních letadel	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E862	Jiné poranìní v dopravních letadlech	2	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-
E863	Poranìní zpùsobené cestujícím pøi nehodách jiných letadel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E864	Letecký úraz zpùsobený na letišti osobám mimo letadlo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E865	Letecký úraz zpùsobený jinde než na letišti osobám mimo letadlo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E866	Jiný a blíže neoznaèený letecký úraz 	6	-	-	-	-	-	-	5	1	-	-	-	-	-	-	-
																	
	Náhodné otravy látkami pevnými a tekutinami	73	1	3	1	3	6	3	4	4	11	16	14	5	2	-	-
E870	Náhodná otrava morfiem a jinými deriváty opia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E871	Náhodná otrava kyselinou barbiturovou a jejími deriváty	6	-	-	-	-	-	-	-	-	-	3	2	1	-	-	-
E872	Náhodná otrava aspirinem a salicyláty	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E873	Náhodná otrava bromidy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E874	Náhodná otrava jinými analgetiky a uspávacími prostøedky	3	-	-	-	1	1	-	1	-	-	-	-	-	-	-	-
E875	Náhodná otrava sulfonamidy	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E876	Náhodná otrava strychninem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E877	Náhodná otrava belladonou, skopolaminem a atropinem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E878	Náhodná otrava jinými a neurèenými léèivy	1	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-
E879	Náhodná otrava škodlivými potravinami	15	1	-	-	1	1	3	-	1	1	2	2	3	-	-	-
E880	Náhodná otrava alkoholem	26	-	-	-	-	-	-	2	1	7	7	6	1	2	-	-
E881	Náhodná otrava naftovými produkty	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E882	Náhodná otrava prùmyslovými rozpustidly	3	-	1	-	-	-	-	1	-	-	-	1	-	-	-	-
E883	Náhodná otrava leptavými aromatickými látkami, kyselinami a žíravinami	5	-	1	1	-	1	-	-	1	-	1	-	-	-	-	-
E884	Náhodná otrava rtutí a jejími slouèeninami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E885	Náhodná otrava olovem a jeho slouèeninami	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E886	Náhodná otrava arsenem a antimonem a jejich slouèeninami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E887	Náhodná otrava fluoridy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E888	Náhodná otrava jinými a neurèenými látkami pevnými a tekutými	11	-	1	-	1	2	-	-	1	3	1	2	-	-	-	-
																	
	Náhodné otravy plynem a parami	97	4	-	2	3	3	4	10	16	9	14	10	11	11	-	-
E890	Náhodná otrava svítiplynem	33	3	-	-	-	1	1	2	5	2	6	5	5	3	-	-
E891	Náhodná otrava výfukovým plynem motorových vozidel	3	-	-	-	-	-	-	2	1	-	-	-	-	-	-	-
E892	Náhodná otrava jiným kyslièníkem uhelnatým	57	1	-	2	3	2	3	6	7	7	7	5	6	8	-	-
E893	Náhodná otrava kyanovodíkem	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E894	Náhodná otrava jinými urèenými plyny a parami	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E895	Náhodná otrava neurèenými plyny a parami	2	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-
																	
	Náhodné pády	384	-	2	1	1	2	10	19	21	17	31	37	80	114	49	-
E900	Pád na schodech 	11	-	1	-	-	-	-	-	-	-	2	-	2	5	1	-
E901	Pád se žebøíku 	13	-	-	-	-	-	-	-	2	3	-	3	1	3	1	-
E902	Jiný pád do hloubky	110	-	1	1	1	1	9	18	16	11	17	12	19	3	1	-
E903	Pád na rovinì	14	-	-	-	-	-	-	-	-	-	-	3	5	5	1	-
E904	Neurèený pád 	236	-	-	-	-	1	1	1	3	3	12	19	53	98	45	-
																	
	Jiné náhodné úrazy	1735	81	40	48	27	31	153	305	239	207	233	153	130	71	17	-
E910	Náhodný úraz zpùsobený padajícími pøedmìty	46	-	-	1	-	-	2	3	5	8	13	7	7	-	-	-
E911	Náhodný úraz zpùsobený vozidly	26	-	-	2	1	-	1	1	3	2	7	4	3	2	-	-
E912	Náhodný úraz zpùsobený stroji a nástroji	17	-	-	-	-	-	-	5	2	4	3	1	2	-	-	-
E913	Náhodný úraz zpùsobený øeznými a bodnými nástroji	4	-	-	-	-	-	1	3	-	-	-	-	-	-	-	-
E914	Náhodný úraz zpùsobený elektrickým proudem	81	-	1	-	2	2	8	23	22	5	11	7	-	-	-	-
E915	Náhodný úraz zpùsobený výbuchem parního kotle	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E916	Náhodný úraz zpùsobený ohnìm a výbuchem hoølavých látek	51	-	2	1	4	3	4	2	6	5	6	5	4	7	2	-
E917	Náhodný úraz zpùsobený vøelou substancí, leptavou tekutinou nebo parou	42	1	4	5	2	1	-	4	6	5	4	2	1	6	1	-
E918	Náhodný úraz zpùsobený záøením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E919	Náhodný úraz zpùsobený støelnou zbraní	72	-	-	-	-	-	15	41	8	3	1	4	-	-	-	-
E920	Cizí tìleso vniklé do oka a jeho adnexù	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E921	Vdechnutí nebo vniknutí potravy do hrtanu a jiných cest dýchacích pùsobící ucpání nebo udušení	71	54	2	1	-	-	1	1	1	2	3	4	2	-	-	-
E922	Vdechnutí nebo vniknutí jiných pøedmìtù do hrtanu pùsobící ucpání nebo udušení	11	3	2	-	-	-	-	-	2	1	1	-	1	-	1	-
E923	Cizí tìleso vniklé do jiných otvorù tìla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E924	Náhodné mechanické udušení v posteli a koèárku	5	2	1	1	1	-	-	-	-	-	-	-	-	-	-	-
E925	Náhodné mechanické udušení za jiných nebo neoznaèených okolností	26	7	6	-	1	-	4	-	2	3	-	3	-	-	-	-
E926	Nedostatek péèe o dìti ve vìku do jednoho roku	14	14	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E927	Náhodný úraz zpùsobený kousnutím nebo uštknutím  jedovatými  živoèichy a hmyzem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E928	Jiný náhodný úraz zpùsobený zvíøaty	19	-	-	-	-	1	2	-	1	-	3	4	8	-	-	-
E929	Náhodné tonutí	329	-	18	32	12	17	79	78	19	18	20	11	18	7	-	-
E930	Vysoký a  nízký tlak vzduchu	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E931	Nadmìrné horko, úžeh a úpal	4	-	-	1	-	-	-	1	1	-	-	-	-	1	-	-
E932	Nadmìrný chlad	6	-	-	-	-	-	-	-	1	1	-	1	3	-	-	-
E933	Hlad, žízeò a  jiné strádání 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E934	Pøírodní katastrofa	2	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-
E935	Blesk	17	-	-	-	-	-	3	2	2	3	5	1	-	1	-	-
E936	Jiný a neurèený náhodný úraz	682	-	4	4	4	7	30	90	106	97	119	82	80	46	13	-
E937	Úraz v dolech, v lomech	209	-	-	-	-	-	2	51	52	49	37	16	1	1	-	-
																	
	Komplikace zpùsobené neléèebnými lékaøskými zákroky	6	3	1	-	-	-	-	-	-	-	1	1	-	-	-	-
E940	Generalisovaná vakcína po vakcinaci	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
E941	Zánìt mozku (encephalitis) povakcinaèní	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E942	Jiné komplikace oèkování po neštovicích	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E943	Žloutenka a hepatitis po profylaktické injekci sera a podobné imunisaci	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E944	Jiné komplikace profylaktického oèkování 	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E945	Komplikace pøi anestesii v pøípadech neléèebných zákrokù	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E946	Jiné komplikace zpùsobené neléèebnými lékaøskými zákroky	2	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Léèebné  nehody a pozdní komplikace léèebných zákrokù	7	2	-	-	1	-	-	1	-	2	-	-	-	1	-	-
E950	Léèebná nehoda pøi chirurgickém ošetøení	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E951	Léèebná nehoda pøi infusi nebo transfusi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E952	Léèebná nehoda pøi místní aplikaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E953	Léèebná nehoda pøi užívání léèiv a biologických látek	2	-	-	-	1	-	-	-	-	-	-	-	-	1	-	-
E954	Léèebná nehoda pøi anestesii	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E955	Jiná nebo blíže neurèená léèebná nehoda 	3	1	-	-	-	-	-	-	-	2	-	-	-	-	-	-
E956	Pozdní komplikace chirurgických operací	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E957	Pozdní komplikace amputaèních pahýlù	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E958	Pozdní komplikace po ozaøování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E959	Pozdní komplikace jiných druhù léèení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Pozdní následky otrav a úrazù	3	-	-	-	-	-	1	-	-	-	1	-	1	-	-	-
E960	Pozdní následek náhodných úrazù motorovými vozidly	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E961	Pozdní následek náhodných otrav	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E962	Pozdní následek jiných náhodných úrazù	2	-	-	-	-	-	1	-	-	-	1	-	-	-	-	-
E963	Pozdní následek sebepoškození	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E964	Pozdní následky úrazù zpùsobených úmyslnì jinou osobou (ne ve válce)	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-
E965	Pozdní následky úrazù vzniklých váleènými operacemi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
SE	Sebevraždy a sebepoškození	1492	-	-	-	-	-	5	123	173	241	368	256	167	141	18	-
E970	Sebevražda a sebepoškození otravou analgetiky a uspávacími prostøedky	8	-	-	-	-	-	-	2	2	1	3	-	-	-	-	-
E971	Sebevražda a sebepoškození otravou jinými pevnými látkami a tekutinami	42	-	-	-	-	-	-	5	13	8	6	5	1	4	-	-
E972	Sebevražda a sebepoškození otravou plyny v domácím používání	76	-	-	-	-	-	-	4	12	12	18	11	12	7	-	-
E973	Sebevražda a sebepoškození otravou jinými plyny	3	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-
E974	Sebevražda a sebepoškození vìšením a škrcením	949	-	-	-	-	-	5	37	70	146	258	185	129	106	13	-
E975	Sebevražda a sebepoškození  tonutím (utonutím)	50	-	-	-	-	-	-	2	6	7	14	9	6	6	-	-
E976	Sebevražda a sebepoškození  zbranìmi a výbušninami	187	-	-	-	-	-	-	60	37	37	29	20	4	-	-	-
E977	Sebevražda a sebepoškození  nástroji øeznými a bodnými	40	-	-	-	-	-	-	1	7	4	7	8	6	4	3	-
E978	Sebevražda a sebepoškození  skokem s vysokého místa	50	-	-	-	-	-	-	2	5	8	17	6	2	8	2	-
E979	Sebevražda a sebepoškození  jinými a blíže neurèenými prostøedky 	87	-	-	-	-	-	-	10	21	15	16	12	7	6	-	-
E97a	Sebevražda vlakem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
NA	Usmrcení nebo poranìní zpùsobená úmyslnì jinou osobou (ne ve válce)	83	7	-	1	1	1	3	12	23	10	13	5	7	-	-	-
E980	Úmyslné otrávení	3	1	-	-	-	-	1	-	-	-	-	-	1	-	-	-
E981	Napadení  støelnou zbraní a výbušninou	21	-	-	-	1	-	-	3	11	1	4	1	-	-	-	-
E982	Napadení  nástroji øeznými a bodnými	7	-	-	-	-	-	-	1	-	2	-	1	3	-	-	-
E983	Napadení  jinými prostøedky	27	6	-	1	-	1	2	2	1	3	7	2	2	-	-	-
E984	Zranìní zpùsobená zákrokem policie	7	-	-	-	-	-	-	3	3	1	-	-	-	-	-	-
E985	Poprava	18	-	-	-	-	-	-	3	8	3	2	1	1	-	-	-
