1994	Zemřelí muži podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny																							
MKN (1993)	Název	Celkem	0	1	2	3	4	5-9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85 +
V14	Cyklista zraněný při srážce s těžkým nákladním vozidlem nebo autobusem	17	-	-	-	-	-	-	-	-	2	-	1	-	1	4	2	-	-	2	2	-	2	1
V15	Cyklista zraněný při srážce s železničním vlakem nebo železničním vozidlem	3	-	-	-	-	-	-	1	-	-	-	-	-	1	-	-	-	-	1	-	-	-	-
V16	Cyklista zraněný při srážce s jiným nemotorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V17	Cyklista zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem]	2	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-	-	-	-	-	-
V18	Cyklista zraněný při dopravní nehodě bez srážky	18	-	-	-	-	-	-	-	-	1	2	-	1	4	2	4	1	-	1	1	-	-	1
V19	Cyklista zraněný při jiným a neurčených dopravních nehodách	10	-	-	-	-	-	-	1	-	1	-	-	-	2	-	2	-	3	-	1	-	-	-
																								
	Jezdec na motocyklu zraněný při dopravní nehodě    V20-V29	48	-	-	-	-	-	-	1	16	10	1	-	6	2	1	1	-	2	1	4	2	1	-
V20	Jezdec na motocyklu zraněný při srážce s chodcem nebo zvířetem	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-
V21	Jezdec na motocyklu zraněný při srážce s jízdním kolem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V22	Jezdec na motocyklu zraněný při srážce s 2 nebo 3 kolovým motorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V23	Jezdec na motocyklu zraněný při srážce s automobilem osobním, dodávkovým nebo lehkým nákladním	15	-	-	-	-	-	-	-	4	2	-	-	2	-	1	-	-	1	1	3	1	-	-
V24	Jezdec na motocyklu zraněný při srážce s těžkým nákladním vozidlem nebo autobusem	4	-	-	-	-	-	-	-	2	1	-	-	-	-	-	-	-	-	-	-	-	1	-
V25	Jezdec na motocyklu zraněný při srážce s železničním vlakem nebo  železničním vozidlem	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-
V26	Jezdec na motocyklu zraněný při srážce s jiným nemotorovým vozidlem	2	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V27	Jezdec na motocyklu zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem]	4	-	-	-	-	-	-	1	2	1	-	-	-	-	-	-	-	-	-	-	-	-	-
V28	Jezdec na motocyklu zraněný při dopravní nehodě bez srážky	2	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-
V29	Jezdec na motocyklu zraněný při jiných a neurčených dopravních nehodách	19	-	-	-	-	-	-	-	5	6	1	-	3	2	-	1	-	1	-	-	-	-	-
																								
	Člen osádky tříkolového motorového vozidla zraněný při dopravní nehodě     V30-V39	5	-	-	-	-	-	-	-	-	2	-	-	1	1	-	-	1	-	-	-	-	-	-
V30	Člen osádky tříkolového motorového vozidla zraněný při srážce s chodcem nebo zvířetem	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
V31	Člen osádky tříkolového motorového vozidla zraněný při srážce s jízdním kolem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V32	Člen osádky tříkolového motorového vozidla zraněný při srážce s jiným 2 nebo 3 kolovým motorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V33	Člen osádky tříkolového motorového vozidla zraněný při srážce s automobilem osobním, dodávkovým  nebo lehkým nákladním	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V34	Člen osádky tříkolového motorového vozidla zraněný při srážce s těžkým nákladním vozidlem nebo autobusem	3	-	-	-	-	-	-	-	-	1	-	-	-	1	-	-	1	-	-	-	-	-	-
V35	Člen osádky tříkolového motorového vozidla zraněný při srážce s železničním vlakem nebo železničním vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V36	Člen osádky tříkolového motorového vozidla zraněný při srážce s jiným nemotorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V37	Člen osádky tříkolového motorového vozidla zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem]	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V38	Člen osádky tříkolového motorového vozidla zraněný při dopravní nehodě bez srážky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V39	Člen osádky tříkolového motorového vozidla zraněný při jiných a neurčených dopravních nehodách	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-
																								
	Člen osádky osobního automobilu zraněný při dopravní nehodě     V40-V49	229	1	1	1	-	-	4	1	21	39	26	23	22	20	25	10	6	10	10	3	1	3	2
V40	Člen osádky osobního automobilu zraněný při srážce chodcem nebo zvířetem	14	-	-	-	-	-	-	-	1	1	-	1	2	-	4	4	-	-	-	-	-	-	1
V41	Člen osádky osobního automobilu zraněný při srážce s jízdním kolem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V42	Člen osádky osobního automobilu zraněný při srážce s dvou nebo tříkolovým motorovým vozidlem	4	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	2	-	-	-	-	-
V43	Člen osádky osobního automobilu zraněný při srážce s automobilem osobním, dodávkovým nebo lehkým nákladním	50	1	1	-	-	-	2	-	2	7	5	5	4	7	7	2	2	1	4	-	-	-	-
V44	Člen osádky osobního automobilu zraněný při srážce s těžkým nákladním vozidlem nebo autobusem	26	-	-	1	-	-	1	1	2	3	3	3	1	2	2	1	1	3	1	1	-	-	-
V45	Člen osádky osobního automobilu zraněný při srážce s železničním vlakem nebo železničním vozidlem	8	-	-	-	-	-	-	-	-	1	-	-	2	-	1	-	-	2	1	-	1	-	-
V46	Člen osádky osobního automobilu zraněný při srážce s jiným nemotorovým vozidlem	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-
V47	Člen osádky osobního automobilu zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem]	43	-	-	-	-	-	-	-	4	13	8	5	5	1	3	2	1	-	-	-	-	-	1
V48	Člen osádky osobního automobilu zraněný při dopravní nehodě bez srážky	17	-	-	-	-	-	-	-	1	2	3	2	2	2	2	-	2	-	1	-	-	-	-
V49	Člen osádky osobního automobilu zraněný při jiných a neurčených dopravních nehodách	66	-	-	-	-	-	1	-	11	12	5	7	5	8	6	1	-	2	3	2	-	3	-
																								
	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při dopravní nehodě     V50-V59	7	-	-	-	-	-	-	-	-	1	2	-	2	1	-	1	-	-	-	-	-	-	-
V50	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s chodcem nebo zvířetem	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
V51	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V52	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s dvou nebo tříkolovým motorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V53	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s automobilem osobním, dodávkovým či lehkým nákladním	1	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-
V54	Člen osádky dodávkového či lehkého nákladního automobilu zraněný při srážce s těžkým nákladním vozidlem nebo autobusem	2	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	-	-	-	-	-
V55	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s železničním vlakem nebo železničním vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V56	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jiným nemotorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V57	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s pevnou překážkou	2	-	-	-	-	-	-	-	-	-	1	-	-	-	-	1	-	-	-	-	-	-	-
V58	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při dopravní nehodě bez srážky	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-
V59	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při jiných a neurčených dopravních nehodách	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
	Člen osádky těžkého nákladního vozidla zraněný při dopravní nehodě     V60-V69	6	-	-	-	-	-	-	-	-	1	2	-	1	1	-	1	-	-	-	-	-	-	-
V60	Člen osádky těžkého nákladního vozidla zraněný při srážce s chodcem nebo zvířetem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V61	Člen osádky těžkého nákladního vozidla zraněný při srážce s jizdním kolem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V62	Člen osádky těžkého nákladního vozidla zraněný při srážce s dvou nebo tříkolovým motorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V63	Člen osádky těžkého nákladního vozidla zraněný při srážce s automobilem osobním, dodávkovým nebo lehkým nákladním	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-
V64	Člen osádky těžkého nákladního vozidla zraněný při srážce s těžkým nákladní vozidlem nebo autobusem	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
V65	Člen osádky těžkého nákladního vozidla zraněný při srážce s železničním vlakem nebo železničním vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V66	Člen osádky těžkého nákladního vozidla zraněný při srážce s jiným nemotorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V67	Člen osádky těžkého nákladního vozidla zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem]	3	-	-	-	-	-	-	-	-	-	1	-	1	1	-	-	-	-	-	-	-	-	-
V68	Člen osádky těžkého nákladního vozidla zraněný při dopravní nehodě bez srážky	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
V69	Člen osádky těžkého nákladního vozidla zraněný při jiných a neurčených dopravních nehodách	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
	Člen osádky autobusu zraněný při dopravní nehodě     V70-V79	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-
V70	Člen osádky autobusu zraněný při srážce s chodcem nebo zvířetem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V71	Člen osádky autobusu zraněný při srážce s jízdním kolem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V72	Člen osádky autobusu zraněný při srážce s dvou nebo tříkolovým motorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V73	Člen osádky autobusu zraněný při srážce s automobilem osobním, dodávkovým nebo lehkým nákladním	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V74	Člen osádky autobusu zraněný při srážce s těžkým nákladním vozidlem nabo autobusem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V75	Člen osádky autobusu zraněný při srážce s železničním vlakem nebo železničním vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V76	Člen osádky autobusu zraněný při srážce s jiným nemotorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V77	Člen osádky autobusu zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem]	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V78	Člen osádky autobusu zraněný při dopravní nehodě bez srážky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V79	Člen osádky autobusu zraněný při jiných a neurčených dopravních nehodách	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-
																								
	Jiné nehody při pozemní dopravě     V80 - V89	26	-	-	-	-	-	3	-	3	1	2	-	-	1	8	1	1	1	3	1	-	1	-
V80	Jezdec na zvířeti nebo člen osádky vozidla taženého zvířetem zraněný při dopravní nehodě	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
V81	Člen osádky železničního vlaku nebo železničního vozidla zraněný při dopravní nehodě	5	-	-	-	-	-	-	-	1	-	1	-	-	-	1	-	-	-	1	1	-	-	-
V82	Člen osádky vozu pouliční dráhy zraněný při dopravní nehodě	2	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	1	-
V83	Člen osádky zvláštního vozidla určeného zejména pro průmyslové prostory zraněný při dopravní nehodě	3	-	-	-	-	-	1	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-
V84	Člen osádky zvláštního vozidla určeného především pro zemědělství zraněný při dopravní nehodě	7	-	-	-	-	-	-	-	1	-	1	-	-	1	3	-	-	-	1	-	-	-	-
V85	Člen osádky zvláštního stavebního vozidla zraněný při dopravní nehodě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V86	Člen osádky terénního či jiného motorového vozidla určeného hlavně pro mimosilniční provoz, zraněný při dopravní nehodě	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
V87	Provozní [silniční] nehoda určeného typu, ale s neznámým způsobem dopravy oběti	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V88	Neprovozní [mimosilniční] nehoda určeného typu, ale s neznámým způsobem dopravy oběti	2	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	-
V89	Nehoda motorového nebo nemotorového vozidla, typ vozidla neurčen	4	-	-	-	-	-	1	-	-	1	-	-	-	-	2	-	-	-	-	-	-	-	-
																								
	Nehody při vodní dopravě     V90 - V94	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V90	Nehoda plavidla jako příčina [u]tonutí a potopení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V91	Nehoda plavidla jako příčina jiného poranění	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V92	(U)tonutí a potopení v souvislosti s vodní dopravou, bez nehody plavidla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V93	Nehoda na palubě plavidla bez nehody plavidla, která není příčinou [u]tonutí a potopení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V94	Jiné a neurčené nehody při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
	Nehody při dopravě vzduchem a vesmírným prostorem      V95 - V97	7	-	-	-	-	-	-	-	1	-	-	2	1	1	1	1	-	-	-	-	-	-	-
V95	Nehoda letounu s pohonem jako příčina zranění člena osádky	5	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	-	-	-
V96	Nehoda letounu bez pohonu jako příčina zranění člena osádky	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V97	Jiné určené nehody při dopravě vzduchem	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-
																								
	Jiné a neurčené dopravní nehody     V98 - V99	571	-	-	-	3	3	10	11	49	82	64	51	46	49	46	27	35	22	28	18	9	14	4
V98	Jiné určené dopravní nehody	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V99	Neurčená dopravní nehoda	571	-	-	-	3	3	10	11	49	82	64	51	46	49	46	27	35	22	28	18	9	14	4
																								
	Jiné vnější příčiny náhodných poranění     W00 - X59	1800	31	7	7	5	6	16	26	62	69	69	79	105	134	138	126	80	91	118	154	82	200	195
																								
	Pády       W00 - W19	834	3	2	-	-	-	-	5	13	15	14	12	20	38	47	44	26	40	70	95	53	166	171
W00	Pád na rovině na ledu a sněhu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W01	Pád na rovině následkem uklouznutí, zakopnutí nebo klopýtnutí	438	1	-	-	-	-	-	-	2	1	1	1	3	5	12	11	3	12	33	56	37	125	135
W02	Pád na ledních bruslích, lyžích, kolečkových bruslích nebo skateboardech	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W03	Jiné pády na rovině ze srážky s nebo strčení jinou osobou	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W04	Pád při nesení nebo podpírání jinými osobami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W05	Pád s invalidního vozíku	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
W06	Pád s postele	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W07	Pád se židle	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W08	Pád s [týkající se] jiného nábytku	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W09	Pád s [týkající se] vybavení hřiště	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W10	Pád na schodech a stupních nebo s nich	29	-	-	-	-	-	-	-	-	-	-	1	2	1	4	3	1	2	4	3	3	2	3
W11	Pád na nebo se žebříku	13	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	2	3	3	1	1	1	-
W12	Pád na nebo s lešení	14	-	-	-	-	-	-	-	2	1	1	-	3	2	2	2	1	-	-	-	-	-	-
W13	Pád s(z)budovy nebo konstrukce nebo propadnutí	33	-	-	-	-	-	-	-	1	4	3	1	2	4	5	4	1	3	2	1	-	1	1
W14	Pád se stromu	10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	3	3	2	-	-	-
W15	Pád se skály	8	-	-	-	-	-	-	-	4	-	1	1	-	1	-	-	-	-	-	1	-	-	-
W16	Potopení se nebo skok do vody jako příčina jiného poranění, než je [u]tonutí nebo potopení	4	-	-	-	-	-	-	-	-	2	2	-	-	-	-	-	-	-	-	-	-	-	-
W17	Jiný pád z jedné úrovně na druhou	26	-	-	-	-	-	-	1	1	3	1	1	1	5	3	3	-	-	4	2	-	1	-
W18	Jiný pád na rovině	9	1	-	-	-	-	-	-	-	-	-	-	1	-	-	3	1	1	2	-	-	-	-
W19	Neurčený pád	247	1	2	-	-	-	-	3	2	4	5	7	8	20	19	16	16	16	19	29	12	36	32
																								
	Vystavení neživotným mechanickým silám        W20 - W49	73	-	-	1	-	-	1	2	7	5	2	4	8	12	7	8	3	4	4	4	1	-	-
W20	Udeření hozeným, vrženým nebo padajícím předmětem	18	-	-	-	-	-	-	-	-	-	1	2	3	5	1	2	1	-	2	-	1	-	-
W21	Udeření sportovním nářadím [vybavením] nabo náraz na ně	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W22	Udeření jinými předměty nebo náraz na ně	4	-	-	1	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	1	-	-	-
W23	Zachycení, rozdrcení, zmáčknutí nebo uskřípnutí do předmětů nebo mezi ně	11	-	-	-	-	-	-	-	2	-	-	1	1	2	2	2	-	-	1	-	-	-	-
W24	Kontakt se zařízeními na zvedání a přenos, nezařazenými jinde	2	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-
W25	Kontakt s ostrým sklem	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
W26	Kontakt s nožem, mečem nebo dýkou	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W27	Kontakt s ručním nástrojem bez pohonu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W28	Kontakt se sekačkou trávy s pohonem	2	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-
W29	Kontakt s jinými ručními nástroji na pohon a stroji v domácnosti	2	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	1	-	-	-	-	-
W30	Kontakt se zemědělskými stroji	3	-	-	-	-	-	-	-	-	1	-	-	-	-	1	1	-	-	-	-	-	-	-
W31	Kontakt s jiným  a neurčeným strojem	7	-	-	-	-	-	1	-	-	1	1	-	-	-	1	1	1	-	-	1	-	-	-
W32	Výstřel z krátké jednoruční střelné zbraně, pistole, revolveru	3	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	2	-	-	-	-	-
W33	Výstřel z pušky, brokovnice a větší ruční střelné zbraně	4	-	-	-	-	-	-	-	2	-	-	-	-	1	-	-	-	1	-	-	-	-	-
W34	Výstřel z jiných a neurčených střelných zbraní	5	-	-	-	-	-	-	-	1	2	-	1	1	-	-	-	-	-	-	-	-	-	-
W35	Výbuch a prasknutí kotle	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W36	Výbuch a prasknutí tlakové nádoby na plyn	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W37	Výbuch a prasknutí stlačené pneumatiky, potrubí nebo hadice	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-
W38	Výbuch a prasknutí jiných určených tlakových zařízení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W39	Výstřel ohňostroje	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W40	Výbuch jiných látek	7	-	-	-	-	-	-	1	-	1	-	-	1	2	-	1	-	-	-	1	-	-	-
W41	Vystavení proudu pod vysokým tlakem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W42	Vystavení hluku	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W43	Vystavení vibracím	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W44	Cizí těleso vniklé do oka nebo okem nebo přirozeným otvorem	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-
W45	Cizí těleso nebo předmět proniklý kůží	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W49	Vystavení jiným a neurčeným neživotným mechanickým silám	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
																								
	Vystavení životným mechanickým silám       W50 - W64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W50	Zasažení, úder, kopnutí, zkroucení, kousnutí nebo poškrábání jinou osobou	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W51	Uhození se o jinou osobu nebo náraz do jiné osoby	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W52	Rozdrcení, umačkání nebo ušlapání davem při lidské panice	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W53	Kousnutí krysou	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W54	Kousnutí nebo úder psem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W55	Kousnutí nebo úder jinými savci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W56	Kontakt s mořským živočichem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W57	Kousnutí nebo štípnutí [budnutí] nejedovatým hmyzem a jinými nejedovatými členovci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
