1955	Zemøelí muži podle podrobného seznamu pøíèin smrti a vìku - úrazy a otravy podle vnìjší pøíèiny																
MKN (1948)	Název	Celkem	0	1	2	3	4	5-14	15-24	25-34	35-44	45-54	55-64	65-74	75-84	85+	Nezjiš- tìno
E835	Nedopravní úraz motorovými vozidly  jiné nebo neurèené povahy	18	-	-	-	-	2	2	4	2	3	3	1	-	-	-	1
E836	Úraz motorovými vozidly nedopravní zpùsobený	77	-	1	-	1	1	8	19	19	7	12	5	2	2	-	-
																	
D4	Úrazy jinými silnièními vozidly	37	-	-	-	1	-	3	6	-	3	7	7	7	3	-	-
E840	Úraz zpùsobený chodcùm vozy poulièní dopravy	4	-	-	-	-	-	-	2	-	-	2	-	-	-	-	-
E841	Ostatní druhy úrazu vozy poulièní dopravy , vyjma srážku s motorovým vozidlem 	2	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-
E842	Úraz zpùsobený chodcùm cyklisty	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E843	Úraz zpùsobený cyklistùm, ne však pøi srážce  s motorovým  vozidlem 	14	-	-	-	-	-	1	3	-	1	3	4	2	-	-	-
E844	Úraz zpùsobený chodcùm jinými nemotorovými silnièními vozidly 	4	-	-	-	1	-	2	-	-	-	1	-	-	-	-	-
E845	Jiný druh úrazu nemotorovými silnièními vozidly 	12	-	-	-	-	-	-	1	-	2	-	2	4	3	-	-
																	
D5	Úrazy pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E850	Úraz cestujících na malých èlunech zpùsobený potopením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E851	Ostatní druhy úrazu pøi vodní dopravì zpùsobený potopením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E852	Pád se schodù nebo žebøíku pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E853	Jiný pád do hloubky pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E854	Pád na rovinì pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E855	Neoznaèený pád pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E856	Úraz stroji pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E857	Jiný oznaèený úraz pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E858	Úraz pøi vodní dopravì neurèené povahy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
D6	Letecké úrazy 	26	-	-	-	-	-	-	12	11	2	1	-	-	-	-	-
E860	Úraz zpùsobený posádce vojenské letadla	18	-	-	-	-	-	-	10	7	1	-	-	-	-	-	-
E861	Poranìní zpùsobené cestujícím pøi nehodách dopravních letadel	2	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-
E862	Jiné poranìní v dopravních letadlech	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E863	Poranìní zpùsobené cestujícím pøi nehodách jiných letadel	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-
E864	Letecký úraz zpùsobený na letišti osobám mimo letadlo	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E865	Letecký úraz zpùsobený jinde než na letišti osobám mimo letadlo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E866	Jiný a blíže neoznaèený letecký úraz 	4	-	-	-	-	-	-	1	3	-	-	-	-	-	-	-
																	
	Náhodné otravy látkami pevnými a tekutinami	75	1	-	-	1	-	1	4	12	12	21	17	4	1	1	-
E870	Náhodná otrava morfiem a jinými deriváty opia	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E871	Náhodná otrava kyselinou barbiturovou a jejími deriváty	6	-	-	-	-	-	-	1	2	-	2	-	1	-	-	-
E872	Náhodná otrava aspirinem a salicyláty	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E873	Náhodná otrava bromidy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E874	Náhodná otrava jinými analgetiky a uspávacími prostøedky	5	-	-	-	1	-	-	-	1	2	1	-	-	-	-	-
E875	Náhodná otrava sulfonamidy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E876	Náhodná otrava strychninem	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E877	Náhodná otrava belladonou, skopolaminem a atropinem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E878	Náhodná otrava jinými a neurèenými léèivy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E879	Náhodná otrava škodlivými potravinami	4	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-
E880	Náhodná otrava alkoholem	46	-	-	-	-	-	-	1	5	9	15	11	3	1	1	-
E881	Náhodná otrava naftovými produkty	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E882	Náhodná otrava prùmyslovými rozpustidly	3	-	-	-	-	-	1	1	-	1	-	-	-	-	-	-
E883	Náhodná otrava leptavými aromatickými látkami, kyselinami a žíravinami	2	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-
E884	Náhodná otrava rtutí a jejími slouèeninami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E885	Náhodná otrava olovem a jeho slouèeninami	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E886	Náhodná otrava arsenem a antimonem a jejich slouèeninami	2	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-
E887	Náhodná otrava fluoridy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E888	Náhodná otrava jinými a neurèenými látkami pevnými a tekutými	3	-	-	-	-	-	-	1	1	-	-	1	-	-	-	-
																	
	Náhodné otravy plynem a parami	97	-	2	1	-	2	5	7	23	10	10	12	13	10	2	-
E890	Náhodná otrava svítiplynem	30	-	1	1	-	1	2	1	7	4	4	6	1	2	-	-
E891	Náhodná otrava výfukovým plynem motorových vozidel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E892	Náhodná otrava jiným kyslièníkem uhelnatým	63	-	1	-	-	1	3	3	16	6	6	6	11	8	2	-
E893	Náhodná otrava kyanovodíkem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E894	Náhodná otrava jinými urèenými plyny a parami	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E895	Náhodná otrava neurèenými plyny a parami	3	-	-	-	-	-	-	2	-	-	-	-	1	-	-	-
																	
	Náhodné pády	489	2	2	-	5	1	12	25	28	23	53	64	71	139	64	-
E900	Pád na schodech 	22	-	-	-	1	-	1	1	2	-	3	3	7	4	-	-
E901	Pád se žebøíku 	14	-	-	-	-	-	-	-	1	1	3	7	-	1	1	-
E902	Jiný pád do hloubky	177	2	2	-	4	-	10	22	19	16	32	28	21	19	2	-
E903	Pád na rovinì	46	-	-	-	-	-	-	-	2	1	2	8	5	19	9	-
E904	Neurèený pád 	230	-	-	-	-	1	1	2	4	5	13	18	38	96	52	-
																	
	Jiné náhodné úrazy	1358	116	30	34	25	17	156	194	180	113	191	133	92	62	15	-
E910	Náhodný úraz zpùsobený padajícími pøedmìty	78	1	-	-	2	-	11	8	14	5	17	14	4	2	-	-
E911	Náhodný úraz zpùsobený vozidly	39	-	-	-	1	1	4	1	-	4	9	9	8	2	-	-
E912	Náhodný úraz zpùsobený stroji a nástroji	37	-	-	-	-	-	6	4	8	5	11	1	2	-	-	-
E913	Náhodný úraz zpùsobený øeznými a bodnými nástroji	9	-	-	1	-	-	1	-	1	-	3	-	2	1	-	-
E914	Náhodný úraz zpùsobený elektrickým proudem	77	-	-	1	1	1	4	23	19	10	10	5	2	-	1	-
E915	Náhodný úraz zpùsobený výbuchem parního kotle	3	-	-	-	-	-	-	-	-	-	2	1	-	-	-	-
E916	Náhodný úraz zpùsobený ohnìm a výbuchem hoølavých látek	50	-	-	1	2	2	3	9	9	3	5	4	6	4	2	-
E917	Náhodný úraz zpùsobený vøelou substancí, leptavou tekutinou nebo parou	33	2	3	4	2	4	2	1	1	1	3	3	3	3	1	-
E918	Náhodný úraz zpùsobený záøením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E919	Náhodný úraz zpùsobený støelnou zbraní	70	-	-	-	-	-	16	22	12	3	7	4	3	3	-	-
E920	Cizí tìleso vniklé do oka a jeho adnexù	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
E921	Vdechnutí nebo vniknutí potravy do hrtanu a jiných cest dýchacích pùsobící ucpání nebo udušení	128	100	7	3	1	1	2	1	1	3	4	2	1	2	-	-
E922	Vdechnutí nebo vniknutí jiných pøedmìtù do hrtanu pùsobící ucpání nebo udušení	12	-	1	2	1	-	1	-	1	-	-	3	2	1	-	-
E923	Cizí tìleso vniklé do jiných otvorù tìla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E924	Náhodné mechanické udušení v posteli a koèárku	9	7	1	-	1	-	-	-	-	-	-	-	-	-	-	-
E925	Náhodné mechanické udušení za jiných nebo neoznaèených okolností	16	2	1	1	-	-	3	2	2	2	2	-	1	-	-	-
E926	Nedostatek péèe o dìti ve vìku do jednoho roku	3	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E927	Náhodný úraz zpùsobený kousnutím nebo uštknutím  jedovatými  živoèichy a hmyzem	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-
E928	Jiný náhodný úraz zpùsobený zvíøaty	25	-	-	-	-	-	1	3	1	3	2	10	4	1	-	-
E929	Náhodné tonutí	279	-	15	21	13	5	87	45	24	14	14	15	11	12	3	-
E930	Vysoký a  nízký tlak vzduchu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E931	Nadmìrné horko, úžeh a úpal	2	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-
E932	Nadmìrný chlad	9	-	-	-	-	-	-	1	-	2	2	-	1	2	1	-
E933	Hlad, žízeò a  jiné strádání 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E934	Pøírodní katastrofa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E935	Blesk	27	-	-	-	-	-	-	7	3	5	4	5	2	1	-	-
E936	Jiný a neurèený náhodný úraz	244	1	-	-	1	3	14	30	27	18	41	36	39	27	7	-
E937	Úraz v dolech, v lomech	206	-	1	-	-	-	1	36	56	35	55	21	-	1	-	-
																	
	Komplikace zpùsobené neléèebnými lékaøskými zákroky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E940	Generalisovaná vakcína po vakcinaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E941	Zánìt mozku (encephalitis) povakcinaèní	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E942	Jiné komplikace oèkování po neštovicích	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E943	Žloutenka a hepatitis po profylaktické injekci sera a podobné imunisaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E944	Jiné komplikace profylaktického oèkování 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E945	Komplikace pøi anestesii v pøípadech neléèebných zákrokù	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E946	Jiné komplikace zpùsobené neléèebnými lékaøskými zákroky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Léèebné  nehody a pozdní komplikace léèebných zákrokù	7	-	-	-	-	1	-	2	1	2	-	1	-	-	-	-
E950	Léèebná nehoda pøi chirurgickém ošetøení	3	-	-	-	-	1	-	1	-	-	-	1	-	-	-	-
E951	Léèebná nehoda pøi infusi nebo transfusi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E952	Léèebná nehoda pøi místní aplikaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E953	Léèebná nehoda pøi užívání léèiv a biologických látek	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E954	Léèebná nehoda pøi anestesii	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-
E955	Jiná nebo blíže neurèená léèebná nehoda 	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E956	Pozdní komplikace chirurgických operací	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E957	Pozdní komplikace amputaèních pahýlù	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-
E958	Pozdní komplikace po ozaøování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E959	Pozdní komplikace jiných druhù léèení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Pozdní následky otrav a úrazù	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E960	Pozdní následek náhodných úrazù motorovými vozidly	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E961	Pozdní následek náhodných otrav	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E962	Pozdní následek jiných náhodných úrazù	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E963	Pozdní následek sebepoškození	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E964	Pozdní následky úrazù zpùsobených úmyslnì jinou osobou (ne ve válce)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E965	Pozdní následky úrazù vzniklých váleènými operacemi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
SE	Sebevraždy a sebepoškození	1547	-	-	-	-	-	1	114	214	241	380	273	178	133	12	1
E970	Sebevražda a sebepoškození otravou analgetiky a uspávacími prostøedky	16	-	-	-	-	-	-	2	4	3	5	1	1	-	-	-
E971	Sebevražda a sebepoškození otravou jinými pevnými látkami a tekutinami	43	-	-	-	-	-	-	2	7	12	16	3	2	1	-	-
E972	Sebevražda a sebepoškození otravou plyny v domácím používání	104	-	-	-	-	-	-	8	20	19	23	13	10	11	-	-
E973	Sebevražda a sebepoškození otravou jinými plyny	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E974	Sebevražda a sebepoškození vìšením a škrcením	996	-	-	-	-	-	-	36	106	160	253	201	127	102	11	-
E975	Sebevražda a sebepoškození  tonutím (utonutím)	59	-	-	-	-	-	1	1	7	5	17	11	9	6	1	1
E976	Sebevražda a sebepoškození  zbranìmi a výbušninami	173	-	-	-	-	-	-	51	41	25	29	18	8	1	-	-
E977	Sebevražda a sebepoškození  nástroji øeznými a bodnými	30	-	-	-	-	-	-	2	2	2	3	11	7	3	-	-
E978	Sebevražda a sebepoškození  skokem s vysokého místa	48	-	-	-	-	-	-	2	7	8	11	7	10	3	-	-
E979	Sebevražda a sebepoškození  jinými a blíže neurèenými prostøedky 	77	-	-	-	-	-	-	10	20	7	22	8	4	6	-	-
E97a	Sebevražda vlakem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
NA	Usmrcení nebo poranìní zpùsobená úmyslnì jinou osobou (ne ve válce)	69	6	1	1	2	-	7	13	10	10	9	7	1	2	-	-
E980	Úmyslné otrávení	2	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-
E981	Napadení  støelnou zbraní a výbušninou	14	-	1	-	1	-	-	5	4	1	-	2	-	-	-	-
E982	Napadení  nástroji øeznými a bodnými	17	1	-	1	-	-	1	2	3	2	4	1	1	1	-	-
E983	Napadení  jinými prostøedky	33	5	-	-	1	-	5	4	2	6	5	4	-	1	-	-
E984	Zranìní zpùsobená zákrokem policie	3	-	-	-	-	-	-	1	1	1	-	-	-	-	-	-
E985	Poprava	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
