1952	Zemøelí muži podle podrobného seznamu pøíèin smrti a vìku - úrazy a otravy podle vnìjší pøíèiny																
MKN (1948)	Název	Celkem	0	1	2	3	4	5-14	15-24	25-34	35-44	45-54	55-64	65-74	75-84	85+	Nezjiš- tìno
E856	Úraz stroji pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E857	Jiný oznaèený úraz pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E858	Úraz pøi vodní dopravì neurèené povahy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
D6	Letecké úrazy 	26	-	-	-	-	-	-	15	6	4	1	-	-	-	-	-
E860	Úraz zpùsobený posádce vojenské letadla	22	-	-	-	-	-	-	14	5	3	-	-	-	-	-	-
E861	Poranìní zpùsobené cestujícím pøi nehodách dopravních letadel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E862	Jiné poranìní v dopravních letadlech	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-
E863	Poranìní zpùsobené cestujícím pøi nehodách jiných letadel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E864	Letecký úraz zpùsobený na letišti osobám mimo letadlo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E865	Letecký úraz zpùsobený jinde než na letišti osobám mimo letadlo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E866	Jiný a blíže neoznaèený letecký úraz 	3	-	-	-	-	-	-	1	1	-	1	-	-	-	-	-
																	
	Náhodné otravy látkami pevnými a tekutinami	62	1	6	1	1	-	4	-	7	9	16	9	7	1	-	-
E870	Náhodná otrava morfiem a jinými deriváty opia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E871	Náhodná otrava kyselinou barbiturovou a jejími deriváty	7	-	-	-	-	-	-	-	-	2	3	1	-	1	-	-
E872	Náhodná otrava aspirinem a salicyláty	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E873	Náhodná otrava bromidy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E874	Náhodná otrava jinými analgetiky a uspávacími prostøedky	3	-	1	-	1	-	-	-	-	-	1	-	-	-	-	-
E875	Náhodná otrava sulfonamidy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E876	Náhodná otrava strychninem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E877	Náhodná otrava belladonou, skopolaminem a atropinem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E878	Náhodná otrava jinými a neurèenými léèivy	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-
E879	Náhodná otrava škodlivými potravinami	3	1	-	-	-	-	1	-	-	1	-	-	-	-	-	-
E880	Náhodná otrava alkoholem	32	-	1	-	-	-	-	-	3	3	11	7	7	-	-	-
E881	Náhodná otrava naftovými produkty	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E882	Náhodná otrava prùmyslovými rozpustidly	2	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-
E883	Náhodná otrava leptavými aromatickými látkami, kyselinami a žíravinami	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
E884	Náhodná otrava rtutí a jejími slouèeninami	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E885	Náhodná otrava olovem a jeho slouèeninami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E886	Náhodná otrava arsenem a antimonem a jejich slouèeninami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E887	Náhodná otrava fluoridy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E888	Náhodná otrava jinými a neurèenými látkami pevnými a tekutými	12	-	3	1	-	-	3	-	3	1	-	1	-	-	-	-
																	
	Náhodné otravy plynem a parami	100	2	1	2	2	2	4	4	16	15	17	8	18	8	1	-
E890	Náhodná otrava svítiplynem	35	1	-	-	-	-	1	-	2	4	9	6	8	4	-	-
E891	Náhodná otrava výfukovým plynem motorových vozidel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E892	Náhodná otrava jiným kyslièníkem uhelnatým	58	1	1	2	2	2	2	3	13	10	7	2	8	4	1	-
E893	Náhodná otrava kyanovodíkem	4	-	-	-	-	-	1	1	-	1	1	-	-	-	-	-
E894	Náhodná otrava jinými urèenými plyny a parami	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E895	Náhodná otrava neurèenými plyny a parami	2	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-
																	
	Náhodné pády	287	1	3	2	2	1	13	14	11	24	30	30	49	77	30	-
E900	Pád na schodech 	8	-	-	-	-	-	-	1	-	1	-	1	1	2	2	-
E901	Pád se žebøíku 	11	-	-	-	-	-	-	1	-	3	1	2	2	2	-	-
E902	Jiný pád do hloubky	114	-	3	2	2	1	8	11	8	14	19	20	12	12	2	-
E903	Pád na rovinì	12	-	-	-	-	-	1	-	-	1	2	1	3	2	2	-
E904	Neurèený pád 	142	1	-	-	-	-	4	1	3	5	8	6	31	59	24	-
																	
	Jiné náhodné úrazy	1721	76	42	40	29	24	137	264	259	208	253	154	104	104	27	-
E910	Náhodný úraz zpùsobený padajícími pøedmìty	63	-	-	1	1	-	4	5	16	9	12	11	3	1	-	-
E911	Náhodný úraz zpùsobený vozidly	19	-	-	-	1	-	2	2	1	5	4	2	1	1	-	-
E912	Náhodný úraz zpùsobený stroji a nástroji	19	-	-	-	-	-	3	4	3	-	5	2	1	1	-	-
E913	Náhodný úraz zpùsobený øeznými a bodnými nástroji	9	-	-	-	-	-	1	3	2	1	-	1	-	1	-	-
E914	Náhodný úraz zpùsobený elektrickým proudem	75	-	-	1	-	-	8	15	15	13	20	3	-	-	-	-
E915	Náhodný úraz zpùsobený výbuchem parního kotle	2	-	-	-	-	-	-	-	-	1	-	-	1	-	-	-
E916	Náhodný úraz zpùsobený ohnìm a výbuchem hoølavých látek	50	1	2	2	2	3	2	4	13	4	6	2	3	6	-	-
E917	Náhodný úraz zpùsobený vøelou substancí, leptavou tekutinou nebo parou	43	-	10	6	2	-	3	-	6	5	4	2	3	1	1	-
E918	Náhodný úraz zpùsobený záøením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E919	Náhodný úraz zpùsobený støelnou zbraní	84	-	1	-	-	1	16	39	15	4	6	2	-	-	-	-
E920	Cizí tìleso vniklé do oka a jeho adnexù	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E921	Vdechnutí nebo vniknutí potravy do hrtanu a jiných cest dýchacích pùsobící ucpání nebo udušení	48	41	3	-	-	-	-	1	-	2	-	1	-	-	-	-
E922	Vdechnutí nebo vniknutí jiných pøedmìtù do hrtanu pùsobící ucpání nebo udušení	15	5	-	1	-	-	1	-	2	1	1	1	1	1	1	-
E923	Cizí tìleso vniklé do jiných otvorù tìla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E924	Náhodné mechanické udušení v posteli a koèárku	4	2	1	-	-	-	-	-	1	-	-	-	-	-	-	-
E925	Náhodné mechanické udušení za jiných nebo neoznaèených okolností	16	1	5	1	1	-	3	-	1	1	3	-	-	-	-	-
E926	Nedostatek péèe o dìti ve vìku do jednoho roku	21	21	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E927	Náhodný úraz zpùsobený kousnutím nebo uštknutím  jedovatými  živoèichy a hmyzem	5	-	-	-	-	1	-	-	-	2	1	1	-	-	-	-
E928	Jiný náhodný úraz zpùsobený zvíøaty	17	-	-	-	-	1	-	-	1	2	5	6	2	-	-	-
E929	Náhodné tonutí	246	-	19	22	15	14	57	49	25	7	10	15	9	4	-	-
E930	Vysoký a  nízký tlak vzduchu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E931	Nadmìrné horko, úžeh a úpal	2	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E932	Nadmìrný chlad	13	-	-	-	1	-	1	1	2	1	2	4	-	1	-	-
E933	Hlad, žízeò a  jiné strádání 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E934	Pøírodní katastrofa	3	-	-	-	-	-	-	1	1	1	-	-	-	-	-	-
E935	Blesk	11	-	-	-	-	-	1	1	3	3	-	3	-	-	-	-
E936	Jiný a neurèený náhodný úraz	734	3	1	6	6	4	35	91	94	91	123	90	78	87	25	-
E937	Úraz v dolech, v lomech	222	-	-	-	-	-	-	48	58	55	51	8	2	-	-	-
																	
	Komplikace zpùsobené neléèebnými lékaøskými zákroky	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E940	Generalisovaná vakcína po vakcinaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E941	Zánìt mozku (encephalitis) povakcinaèní	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E942	Jiné komplikace oèkování po neštovicích	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E943	Žloutenka a hepatitis po profylaktické injekci sera a podobné imunisaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E944	Jiné komplikace profylaktického oèkování 	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E945	Komplikace pøi anestesii v pøípadech neléèebných zákrokù	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E946	Jiné komplikace zpùsobené neléèebnými lékaøskými zákroky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Léèebné  nehody a pozdní komplikace léèebných zákrokù	8	2	-	-	1	-	-	2	1	1	1	-	-	-	-	-
E950	Léèebná nehoda pøi chirurgickém ošetøení	3	-	-	-	1	-	-	-	1	1	-	-	-	-	-	-
E951	Léèebná nehoda pøi infusi nebo transfusi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E952	Léèebná nehoda pøi místní aplikaci	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E953	Léèebná nehoda pøi užívání léèiv a biologických látek	3	-	-	-	-	-	-	2	-	-	1	-	-	-	-	-
E954	Léèebná nehoda pøi anestesii	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E955	Jiná nebo blíže neurèená léèebná nehoda 	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E956	Pozdní komplikace chirurgických operací	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E957	Pozdní komplikace amputaèních pahýlù	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E958	Pozdní komplikace po ozaøování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E959	Pozdní komplikace jiných druhù léèení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Pozdní následky otrav a úrazù	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E960	Pozdní následek náhodných úrazù motorovými vozidly	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E961	Pozdní následek náhodných otrav	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E962	Pozdní následek jiných náhodných úrazù	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E963	Pozdní následek sebepoškození	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E964	Pozdní následky úrazù zpùsobených úmyslnì jinou osobou (ne ve válce)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E965	Pozdní následky úrazù vzniklých váleènými operacemi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
SE	Sebevraždy a sebepoškození	1412	-	-	-	-	-	10	136	177	252	312	230	164	111	20	-
E970	Sebevražda a sebepoškození otravou analgetiky a uspávacími prostøedky	20	-	-	-	-	-	-	-	3	6	5	4	2	-	-	-
E971	Sebevražda a sebepoškození otravou jinými pevnými látkami a tekutinami	32	-	-	-	-	-	-	3	8	11	4	3	1	2	-	-
E972	Sebevražda a sebepoškození otravou plyny v domácím používání	79	-	-	-	-	-	1	7	14	18	17	10	8	4	-	-
E973	Sebevražda a sebepoškození otravou jinými plyny	3	-	-	-	-	-	-	-	-	1	1	1	-	-	-	-
E974	Sebevražda a sebepoškození vìšením a škrcením	925	-	-	-	-	-	8	60	81	163	217	163	124	89	20	-
E975	Sebevražda a sebepoškození  tonutím (utonutím)	42	-	-	-	-	-	-	-	9	5	6	10	8	4	-	-
E976	Sebevražda a sebepoškození  zbranìmi a výbušninami	179	-	-	-	-	-	1	53	42	33	29	15	4	2	-	-
E977	Sebevražda a sebepoškození  nástroji øeznými a bodnými	30	-	-	-	-	-	-	2	2	4	3	10	6	3	-	-
E978	Sebevražda a sebepoškození  skokem s vysokého místa	24	-	-	-	-	-	-	-	7	1	7	3	4	2	-	-
E979	Sebevražda a sebepoškození  jinými a blíže neurèenými prostøedky 	78	-	-	-	-	-	-	11	11	10	23	11	7	5	-	-
E97a	Sebevražda vlakem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
NA	Usmrcení nebo poranìní zpùsobená úmyslnì jinou osobou (ne ve válce)	156	10	2	1	1	1	11	18	42	28	23	12	2	4	1	-
E980	Úmyslné otrávení	5	-	-	-	-	-	2	1	2	-	-	-	-	-	-	-
E981	Napadení  støelnou zbraní a výbušninou	31	-	2	-	-	-	5	4	7	7	5	1	-	-	-	-
E982	Napadení  nástroji øeznými a bodnými	13	-	-	-	-	-	-	3	3	2	-	3	-	1	1	-
E983	Napadení  jinými prostøedky	40	10	-	1	1	1	4	1	5	2	5	5	2	3	-	-
E984	Zranìní zpùsobená zákrokem policie	11	-	-	-	-	-	-	2	8	1	-	-	-	-	-	-
E985	Poprava	56	-	-	-	-	-	-	7	17	16	13	3	-	-	-	-
