1954	Zemøelé ženy podle podrobného seznamu pøíèin smrti a vìku - úrazy a otravy podle vnìjší pøíèiny																
MKN (1948)	Název	Celkem	0	1	2	3	4	5-14	15-24	25-34	35-44	45-54	55-64	65-74	75-84	85+	Nezjiš- tìno
E845	Jiný druh úrazu nemotorovými silnièními vozidly 	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-
																	
D5	Úrazy pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E850	Úraz cestujících na malých èlunech zpùsobený potopením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E851	Ostatní druhy úrazu pøi vodní dopravì zpùsobený potopením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E852	Pád se schodù nebo žebøíku pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E853	Jiný pád do hloubky pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E854	Pád na rovinì pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E855	Neoznaèený pád pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E856	Úraz stroji pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E857	Jiný oznaèený úraz pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E858	Úraz pøi vodní dopravì neurèené povahy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
D6	Letecké úrazy 	4	-	-	-	-	-	-	2	2	-	-	-	-	-	-	-
E860	Úraz zpùsobený posádce vojenské letadla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E861	Poranìní zpùsobené cestujícím pøi nehodách dopravních letadel	3	-	-	-	-	-	-	1	2	-	-	-	-	-	-	-
E862	Jiné poranìní v dopravních letadlech	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E863	Poranìní zpùsobené cestujícím pøi nehodách jiných letadel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E864	Letecký úraz zpùsobený na letišti osobám mimo letadlo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E865	Letecký úraz zpùsobený jinde než na letišti osobám mimo letadlo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E866	Jiný a blíže neoznaèený letecký úraz 	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
																	
	Náhodné otravy látkami pevnými a tekutinami	31	-	2	2	-	-	3	2	3	4	7	4	2	1	1	-
E870	Náhodná otrava morfiem a jinými deriváty opia	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-
E871	Náhodná otrava kyselinou barbiturovou a jejími deriváty	3	-	-	1	-	-	-	-	-	1	1	-	-	-	-	-
E872	Náhodná otrava aspirinem a salicyláty	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E873	Náhodná otrava bromidy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E874	Náhodná otrava jinými analgetiky a uspávacími prostøedky	8	-	2	-	-	-	-	1	1	-	2	1	-	1	-	-
E875	Náhodná otrava sulfonamidy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E876	Náhodná otrava strychninem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E877	Náhodná otrava belladonou, skopolaminem a atropinem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E878	Náhodná otrava jinými a neurèenými léèivy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E879	Náhodná otrava škodlivými potravinami	3	-	-	-	-	-	1	-	-	-	-	2	-	-	-	-
E880	Náhodná otrava alkoholem	7	-	-	-	-	-	-	-	1	-	3	1	2	-	-	-
E881	Náhodná otrava naftovými produkty	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E882	Náhodná otrava prùmyslovými rozpustidly	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E883	Náhodná otrava leptavými aromatickými látkami, kyselinami a žíravinami	2	-	-	1	-	-	1	-	-	-	-	-	-	-	-	-
E884	Náhodná otrava rtutí a jejími slouèeninami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E885	Náhodná otrava olovem a jeho slouèeninami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E886	Náhodná otrava arsenem a antimonem a jejich slouèeninami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E887	Náhodná otrava fluoridy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E888	Náhodná otrava jinými a neurèenými látkami pevnými a tekutými	7	-	-	-	-	-	-	1	1	3	1	-	-	-	1	-
																	
	Náhodné otravy plynem a parami	80	-	5	2	1	1	4	6	1	4	11	8	17	16	4	-
E890	Náhodná otrava svítiplynem	26	-	1	-	-	1	2	3	1	1	1	4	4	6	2	-
E891	Náhodná otrava výfukovým plynem motorových vozidel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E892	Náhodná otrava jiným kyslièníkem uhelnatým	54	-	4	2	1	-	2	3	-	3	10	4	13	10	2	-
E893	Náhodná otrava kyanovodíkem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E894	Náhodná otrava jinými urèenými plyny a parami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E895	Náhodná otrava neurèenými plyny a parami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Náhodné pády	558	-	1	2	-	-	2	5	5	5	14	36	106	259	123	-
E900	Pád na schodech 	12	-	-	-	-	-	-	1	-	-	1	2	3	3	2	-
E901	Pád se žebøíku 	3	-	-	-	-	-	-	-	-	-	-	1	2	-	-	-
E902	Jiný pád do hloubky	57	-	1	2	-	-	2	3	3	3	8	8	9	14	4	-
E903	Pád na rovinì	34	-	-	-	-	-	-	-	-	1	1	5	7	15	5	-
E904	Neurèený pád 	452	-	-	-	-	-	-	1	2	1	4	20	85	227	112	-
																	
	Jiné náhodné úrazy	540	107	29	23	14	11	47	16	14	22	39	49	83	73	13	-
E910	Náhodný úraz zpùsobený padajícími pøedmìty	6	1	-	-	-	-	2	-	-	2	-	-	1	-	-	-
E911	Náhodný úraz zpùsobený vozidly	8	-	1	-	1	-	1	-	-	-	4	-	1	-	-	-
E912	Náhodný úraz zpùsobený stroji a nástroji	5	-	-	-	-	-	1	1	1	-	2	-	-	-	-	-
E913	Náhodný úraz zpùsobený øeznými a bodnými nástroji	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E914	Náhodný úraz zpùsobený elektrickým proudem	12	-	-	-	-	-	3	1	-	2	2	3	-	-	1	-
E915	Náhodný úraz zpùsobený výbuchem parního kotle	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E916	Náhodný úraz zpùsobený ohnìm a výbuchem hoølavých látek	51	2	2	2	1	2	-	2	2	2	3	6	10	14	3	-
E917	Náhodný úraz zpùsobený vøelou substancí, leptavou tekutinou nebo parou	45	-	6	4	2	-	1	-	-	1	3	7	6	13	2	-
E918	Náhodný úraz zpùsobený záøením	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-
E919	Náhodný úraz zpùsobený støelnou zbraní	9	-	-	-	-	1	3	-	2	2	-	-	-	1	-	-
E920	Cizí tìleso vniklé do oka a jeho adnexù	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E921	Vdechnutí nebo vniknutí potravy do hrtanu a jiných cest dýchacích pùsobící ucpání nebo udušení	101	87	4	1	-	-	-	2	-	-	3	-	2	2	-	-
E922	Vdechnutí nebo vniknutí jiných pøedmìtù do hrtanu pùsobící ucpání nebo udušení	5	1	2	-	-	1	-	-	-	-	-	1	-	-	-	-
E923	Cizí tìleso vniklé do jiných otvorù tìla	2	-	-	-	1	-	-	-	-	-	-	1	-	-	-	-
E924	Náhodné mechanické udušení v posteli a koèárku	4	3	1	-	-	-	-	-	-	-	-	-	-	-	-	-
E925	Náhodné mechanické udušení za jiných nebo neoznaèených okolností	7	3	1	-	-	-	2	1	-	-	-	-	-	-	-	-
E926	Nedostatek péèe o dìti ve vìku do jednoho roku	8	8	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E927	Náhodný úraz zpùsobený kousnutím nebo uštknutím  jedovatými  živoèichy a hmyzem	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E928	Jiný náhodný úraz zpùsobený zvíøaty	9	-	-	-	-	-	1	-	-	-	1	-	3	4	-	-
E929	Náhodné tonutí	96	-	12	14	6	6	21	7	6	3	2	1	6	11	1	-
E930	Vysoký a  nízký tlak vzduchu	2	1	-	-	-	-	-	-	-	-	-	-	-	-	1	-
E931	Nadmìrné horko, úžeh a úpal	1	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-
E932	Nadmìrný chlad	8	-	-	-	-	-	-	1	-	-	2	-	5	-	-	-
E933	Hlad, žízeò a  jiné strádání 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E934	Pøírodní katastrofa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E935	Blesk	11	-	-	-	-	-	2	-	-	1	4	4	-	-	-	-
E936	Jiný a neurèený náhodný úraz	138	-	-	2	2	1	9	1	2	7	11	23	47	28	5	-
E937	Úraz v dolech, v lomech	9	-	-	-	-	-	1	-	1	2	1	3	1	-	-	-
																	
	Komplikace zpùsobené neléèebnými lékaøskými zákroky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E940	Generalisovaná vakcína po vakcinaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E941	Zánìt mozku (encephalitis) povakcinaèní	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E942	Jiné komplikace oèkování po neštovicích	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E943	Žloutenka a hepatitis po profylaktické injekci sera a podobné imunisaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E944	Jiné komplikace profylaktického oèkování 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E945	Komplikace pøi anestesii v pøípadech neléèebných zákrokù	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E946	Jiné komplikace zpùsobené neléèebnými lékaøskými zákroky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Léèebné  nehody a pozdní komplikace léèebných zákrokù	3	-	-	-	-	-	-	-	2	-	-	-	-	1	-	-
E950	Léèebná nehoda pøi chirurgickém ošetøení	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E951	Léèebná nehoda pøi infusi nebo transfusi	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E952	Léèebná nehoda pøi místní aplikaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E953	Léèebná nehoda pøi užívání léèiv a biologických látek	1	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-
E954	Léèebná nehoda pøi anestesii	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E955	Jiná nebo blíže neurèená léèebná nehoda 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E956	Pozdní komplikace chirurgických operací	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E957	Pozdní komplikace amputaèních pahýlù	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E958	Pozdní komplikace po ozaøování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E959	Pozdní komplikace jiných druhù léèení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Pozdní následky otrav a úrazù	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E960	Pozdní následek náhodných úrazù motorovými vozidly	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E961	Pozdní následek náhodných otrav	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E962	Pozdní následek jiných náhodných úrazù	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E963	Pozdní následek sebepoškození	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E964	Pozdní následky úrazù zpùsobených úmyslnì jinou osobou (ne ve válce)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E965	Pozdní následky úrazù vzniklých váleènými operacemi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
SE	Sebevraždy a sebepoškození	657	-	-	-	-	-	1	40	85	99	138	136	101	49	8	-
E970	Sebevražda a sebepoškození otravou analgetiky a uspávacími prostøedky	18	-	-	-	-	-	-	3	2	3	5	2	2	1	-	-
E971	Sebevražda a sebepoškození otravou jinými pevnými látkami a tekutinami	44	-	-	-	-	-	-	5	8	8	12	5	3	3	-	-
E972	Sebevražda a sebepoškození otravou plyny v domácím používání	94	-	-	-	-	-	-	7	17	14	16	22	14	2	2	-
E973	Sebevražda a sebepoškození otravou jinými plyny	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E974	Sebevražda a sebepoškození vìšením a škrcením	337	-	-	-	-	-	-	9	33	41	80	81	55	33	5	-
E975	Sebevražda a sebepoškození  tonutím (utonutím)	62	-	-	-	-	-	1	3	8	9	9	11	15	6	-	-
E976	Sebevražda a sebepoškození  zbranìmi a výbušninami	8	-	-	-	-	-	-	3	4	1	-	-	-	-	-	-
E977	Sebevražda a sebepoškození  nástroji øeznými a bodnými	16	-	-	-	-	-	-	1	2	3	2	4	3	1	-	-
E978	Sebevražda a sebepoškození  skokem s vysokého místa	37	-	-	-	-	-	-	5	5	8	8	7	2	2	-	-
E979	Sebevražda a sebepoškození  jinými a blíže neurèenými prostøedky 	41	-	-	-	-	-	-	4	6	12	6	4	7	1	1	-
E97a	Sebevražda vlakem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
NA	Usmrcení nebo poranìní zpùsobená úmyslnì jinou osobou (ne ve válce)	47	7	-	-	-	1	5	12	9	6	3	3	-	-	-	1
E980	Úmyslné otrávení	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-
E981	Napadení  støelnou zbraní a výbušninou	16	-	-	-	-	-	1	6	5	2	-	1	-	-	-	1
E982	Napadení  nástroji øeznými a bodnými	6	-	-	-	-	-	-	2	-	2	2	-	-	-	-	-
E983	Napadení  jinými prostøedky	24	7	-	-	-	1	3	4	4	2	1	2	-	-	-	-
E984	Zranìní zpùsobená zákrokem policie	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E985	Poprava	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
