1995	Zemřelí muži podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny																							
MKN (1993)	Název	Celkem	0	1	2	3	4	5-9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85 +
V40	Člen osádky osobního automobilu zraněný při srážce chodcem nebo zvířetem	13	-	-	-	-	-	1	-	-	2	4	1	2	-	2	1	-	-	-	-	-	-	-
V41	Člen osádky osobního automobilu zraněný při srážce s jízdním kolem	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
V42	Člen osádky osobního automobilu zraněný při srážce s dvou nebo tříkolovým motorovým vozidlem	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V43	Člen osádky osobního automobilu zraněný při srážce s automobilem osobním, dodávkovým nebo lehkým nákladním	48	-	-	-	-	-	-	-	8	7	7	5	3	2	3	5	2	1	2	3	-	-	-
V44	Člen osádky osobního automobilu zraněný při srážce s těžkým nákladním vozidlem nebo autobusem	41	-	-	-	-	-	-	-	3	12	4	5	5	2	1	2	2	2	2	1	-	-	-
V45	Člen osádky osobního automobilu zraněný při srážce s železničním vlakem nebo železničním vozidlem	5	-	-	-	-	-	-	-	-	-	1	1	-	-	2	-	-	1	-	-	-	-	-
V46	Člen osádky osobního automobilu zraněný při srážce s jiným nemotorovým vozidlem	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
V47	Člen osádky osobního automobilu zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem]	57	-	-	-	-	-	-	-	16	9	8	6	6	4	4	2	-	-	-	1	1	-	-
V48	Člen osádky osobního automobilu zraněný při dopravní nehodě bez srážky	12	-	-	-	-	-	-	-	-	2	1	1	3	1	1	1	-	1	-	-	1	-	-
V49	Člen osádky osobního automobilu zraněný při jiných a neurčených dopravních nehodách	116	2	-	-	-	-	1	-	17	12	16	11	5	15	10	9	6	3	5	-	3	1	-
																								
	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při dopravní nehodě     V50-V59	13	-	-	-	-	-	-	-	-	2	2	-	1	4	1	2	1	-	-	-	-	-	-
V50	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s chodcem nebo zvířetem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V51	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
V52	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s dvou nebo tříkolovým motorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V53	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s automobilem osobním, dodávkovým či lehkým nákladním	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V54	Člen osádky dodávkového či lehkého nákladního automobilu zraněný při srážce s těžkým nákladním vozidlem nebo autobusem	4	-	-	-	-	-	-	-	-	1	1	-	-	1	1	-	-	-	-	-	-	-	-
V55	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s železničním vlakem nebo železničním vozidlem	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
V56	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jiným nemotorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V57	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s pevnou překážkou	2	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	-	-	-	-	-
V58	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při dopravní nehodě bez srážky	3	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-
V59	Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při jiných a neurčených dopravních nehodách	2	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	1	-	-	-	-	-	-
		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	Člen osádky těžkého nákladního vozidla zraněný při dopravní nehodě     V60-V69	3	-	-	-	-	-	-	-	-	-	-	1	1	-	1	-	-	-	-	-	-	-	-
V60	Člen osádky těžkého nákladního vozidla zraněný při srážce s chodcem nebo zvířetem	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
V61	Člen osádky těžkého nákladního vozidla zraněný při srážce s jizdním kolem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V62	Člen osádky těžkého nákladního vozidla zraněný při srážce s dvou nebo tříkolovým motorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V63	Člen osádky těžkého nákladního vozidla zraněný při srážce s automobilem osobním, dodávkovým nebo lehkým nákladním	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V64	Člen osádky těžkého nákladního vozidla zraněný při srážce s těžkým nákladní vozidlem nebo autobusem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V65	Člen osádky těžkého nákladního vozidla zraněný při srážce s železničním vlakem nebo železničním vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V66	Člen osádky těžkého nákladního vozidla zraněný při srážce s jiným nemotorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V67	Člen osádky těžkého nákladního vozidla zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem]	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-
V68	Člen osádky těžkého nákladního vozidla zraněný při dopravní nehodě bez srážky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V69	Člen osádky těžkého nákladního vozidla zraněný při jiných a neurčených dopravních nehodách	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-
																								
	Člen osádky autobusu zraněný při dopravní nehodě     V70-V79	2	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	1	-	-
V70	Člen osádky autobusu zraněný při srážce s chodcem nebo zvířetem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V71	Člen osádky autobusu zraněný při srážce s jízdním kolem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V72	Člen osádky autobusu zraněný při srážce s dvou nebo tříkolovým motorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V73	Člen osádky autobusu zraněný při srážce s automobilem osobním, dodávkovým nebo lehkým nákladním	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V74	Člen osádky autobusu zraněný při srážce s těžkým nákladním vozidlem nabo autobusem	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-
V75	Člen osádky autobusu zraněný při srážce s železničním vlakem nebo železničním vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V76	Člen osádky autobusu zraněný při srážce s jiným nemotorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V77	Člen osádky autobusu zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem]	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V78	Člen osádky autobusu zraněný při dopravní nehodě bez srážky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V79	Člen osádky autobusu zraněný při jiných a neurčených dopravních nehodách	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-
																								
	Jiné nehody při pozemní dopravě     V80 - V89	43	-	-	2	-	-	-	1	4	7	4	4	3	5	3	3	2	2	1	-	-	1	1
V80	Jezdec na zvířeti nebo člen osádky vozidla taženého zvířetem zraněný při dopravní nehodě	4	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	1	-	-	-	-	1	-
V81	Člen osádky železničního vlaku nebo železničního vozidla zraněný při dopravní nehodě	26	-	-	-	-	-	-	1	3	7	2	1	2	4	2	1	1	1	1	-	-	-	-
V82	Člen osádky vozu pouliční dráhy zraněný při dopravní nehodě	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
V83	Člen osádky zvláštního vozidla určeného zejména pro průmyslové prostory zraněný při dopravní nehodě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V84	Člen osádky zvláštního vozidla určeného především pro zemědělství zraněný při dopravní nehodě	3	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	1	-	-	-	-	1
V85	Člen osádky zvláštního stavebního vozidla zraněný při dopravní nehodě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V86	Člen osádky terénního či jiného motorového vozidla určeného hlavně pro mimosilniční provoz, zraněný při dopravní nehodě	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V87	Provozní [silniční] nehoda určeného typu, ale s neznámým způsobem dopravy oběti	1	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V88	Neprovozní [mimosilniční] nehoda určeného typu, ale s neznámým způsobem dopravy oběti	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-
V89	Nehoda motorového nebo nemotorového vozidla, typ vozidla neurčen	6	-	-	1	-	-	-	-	-	-	1	1	-	1	-	2	-	-	-	-	-	-	-
																								
	Nehody při vodní dopravě     V90 - V94	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-
V90	Nehoda plavidla jako příčina [u]tonutí a potopení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V91	Nehoda plavidla jako příčina jiného poranění	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-
V92	(U)tonutí a potopení v souvislosti s vodní dopravou, bez nehody plavidla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V93	Nehoda na palubě plavidla bez nehody plavidla, která není příčinou [u]tonutí a potopení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V94	Jiné a neurčené nehody při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
	Nehody při dopravě vzduchem a vesmírným prostorem      V95 - V97	7	-	-	-	-	-	-	-	2	1	1	2	-	-	-	-	1	-	-	-	-	-	-
V95	Nehoda letounu s pohonem jako příčina zranění člena osádky	3	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	1	-	-	-	-	-	-
V96	Nehoda letounu bez pohonu jako příčina zranění člena osádky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V97	Jiné určené nehody při dopravě vzduchem	4	-	-	-	-	-	-	-	2	1	-	1	-	-	-	-	-	-	-	-	-	-	-
																								
	Jiné a neurčené dopravní nehody     V98 - V99	461	-	-	1	2	-	7	4	47	65	41	35	30	37	42	39	32	24	20	11	8	10	6
V98	Jiné určené dopravní nehody	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
V99	Neurčená dopravní nehoda	461	-	-	1	2	-	7	4	47	65	41	35	30	37	42	39	32	24	20	11	8	10	6
																								
	Jiné vnější příčiny náhodných poranění     W00 - X59	2258	17	6	6	9	3	20	14	75	108	93	107	146	169	182	137	119	135	148	204	125	210	225
																								
	Pády       W00 - W19	969	-	2	-	-	-	1	-	11	19	11	19	27	42	49	35	42	49	71	129	88	175	199
W00	Pád na rovině na ledu a sněhu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W01	Pád na rovině následkem uklouznutí, zakopnutí nebo klopýtnutí	429	-	-	-	-	-	1	-	3	2	1	2	4	9	12	8	10	15	24	61	45	96	136
W02	Pád na ledních bruslích, lyžích, kolečkových bruslích nebo skateboardech	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W03	Jiné pády na rovině ze srážky s nebo strčení jinou osobou	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W04	Pád při nesení nebo podpírání jinými osobami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W05	Pád s invalidního vozíku	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W06	Pád s postele	2	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
W07	Pád se židle	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
W08	Pád s [týkající se] jiného nábytku	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W09	Pád s [týkající se] vybavení hřiště	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-
W10	Pád na schodech a stupních nebo s nich	28	-	-	-	-	-	-	-	-	-	1	1	3	2	6	1	2	2	1	3	3	3	-
W11	Pád na nebo se žebříku	5	-	-	-	-	-	-	-	-	-	-	1	-	-	-	1	-	-	2	1	-	-	-
W12	Pád na nebo s lešení	3	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	1	-	-	-	-
W13	Pád s(z)budovy nebo konstrukce nebo propadnutí	31	-	1	-	-	-	-	-	1	4	3	3	4	3	2	3	1	2	-	1	1	2	-
W14	Pád se stromu	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	2	-	1	-	-
W15	Pád se skály	3	-	-	-	-	-	-	-	-	2	-	-	1	-	-	-	-	-	-	-	-	-	-
W16	Potopení se nebo skok do vody jako příčina jiného poranění, než je [u]tonutí nebo potopení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W17	Jiný pád z jedné úrovně na druhou	29	-	-	-	-	-	-	-	1	5	1	2	3	7	3	-	-	2	1	3	1	-	-
W18	Jiný pád na rovině	15	-	-	-	-	-	-	-	-	-	-	1	-	2	-	1	-	-	-	2	1	3	5
W19	Neurčený pád	416	-	-	-	-	-	-	-	5	6	3	9	11	19	25	21	27	28	40	58	36	71	57
																								
	Vystavení neživotným mechanickým silám        W20 - W49	68	-	-	-	1	-	-	1	4	5	3	6	10	6	13	9	3	3	2	2	-	-	-
W20	Udeření hozeným, vrženým nebo padajícím předmětem	22	-	-	-	-	-	-	-	1	1	1	4	4	3	2	5	-	-	1	-	-	-	-
W21	Udeření sportovním nářadím [vybavením] nabo náraz na ně	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W22	Udeření jinými předměty nebo náraz na ně	2	-	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	-	-	-
W23	Zachycení, rozdrcení, zmáčknutí nebo uskřípnutí do předmětů nebo mezi ně	6	-	-	-	1	-	-	-	-	-	-	-	2	1	-	-	-	1	1	-	-	-	-
W24	Kontakt se zařízeními na zvedání a přenos, nezařazenými jinde	3	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	1	-	-	-	-	-
W25	Kontakt s ostrým sklem	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
W26	Kontakt s nožem, mečem nebo dýkou	6	-	-	-	-	-	-	-	-	-	1	1	-	-	1	2	1	-	-	-	-	-	-
W27	Kontakt s ručním nástrojem bez pohonu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W28	Kontakt se sekačkou trávy s pohonem	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
W29	Kontakt s jinými ručními nástroji na pohon a stroji v domácnosti	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W30	Kontakt se zemědělskými stroji	2	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	1	-	-	-	-	-
W31	Kontakt s jiným  a neurčeným strojem	6	-	-	-	-	-	-	-	1	1	-	1	1	-	1	-	1	-	-	-	-	-	-
W32	Výstřel z krátké jednoruční střelné zbraně, pistole, revolveru	8	-	-	-	-	-	-	-	-	2	-	-	1	-	3	-	-	-	-	2	-	-	-
W33	Výstřel z pušky, brokovnice a větší ruční střelné zbraně	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W34	Výstřel z jiných a neurčených střelných zbraní	2	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	-	-
W35	Výbuch a prasknutí kotle	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W36	Výbuch a prasknutí tlakové nádoby na plyn	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W37	Výbuch a prasknutí stlačené pneumatiky, potrubí nebo hadice	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
W38	Výbuch a prasknutí jiných určených tlakových zařízení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W39	Výstřel ohňostroje	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-
W40	Výbuch jiných látek	3	-	-	-	-	-	-	1	-	1	-	-	-	-	-	1	-	-	-	-	-	-	-
W41	Vystavení proudu pod vysokým tlakem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W42	Vystavení hluku	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W43	Vystavení vibracím	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W44	Cizí těleso vniklé do oka nebo okem nebo přirozeným otvorem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W45	Cizí těleso nebo předmět proniklý kůží	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W49	Vystavení jiným a neurčeným neživotným mechanickým silám	2	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	1	-	-	-	-	-	-
																								
	Vystavení životným mechanickým silám       W50 - W64	3	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	1	1	-	-	-
W50	Zasažení, úder, kopnutí, zkroucení, kousnutí nebo poškrábání jinou osobou	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W51	Uhození se o jinou osobu nebo náraz do jiné osoby	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W52	Rozdrcení, umačkání nebo ušlapání davem při lidské panice	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W53	Kousnutí krysou	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W54	Kousnutí nebo úder psem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
W55	Kousnutí nebo úder jinými savci	2	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	1	-	-	-	-
W56	Kontakt s mořským živočichem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
