1932	Zemřelé ženy podle podrobného seznamu příčin smrti a věku											
MKN (1929)	Název	Celkem	0	1-4	5-14	15-24	25-34	35-44	45-54	55-64	65 a více	Nezjiš- těno
												
77a	Vleklé otravy látkami organickými: živnostenské	1	-	-	-	-	1	-	-	-	-	-
77b	Vleklé otravy látkami organickými: jiné	-	-	-	-	-	-	-	-	-	-	-
												
DU		92	0	1	2	3	8	19	24	19	16	0
												
VI	Nemoci soustavy nervové a čidel	6504	843	164	120	104	176	262	500	1082	3253	-
												
78a	Zánět mozku: hlíza mozková	17	-	1	3	3	1	6	1	1	1	-
78b	Zánět mozku: jiné záněty mozku	69	6	3	12	13	7	7	4	7	10	-
79	Prostý zánět plen mozkových	299	67	81	56	16	25	17	14	14	9	-
80	Úbyt míchy	117	-	1	-	4	6	6	22	38	40	-
81	Jiné nemoci míchy	153	1	-	3	8	12	14	35	41	39	-
82a	Krvácení mozkové 	3910	4	2	2	7	20	65	293	795	2722	-
82b	Vmetek nebo záhať mozková	210	1	-	2	3	7	9	16	39	133	-
82c	Jednostranná obrna těla a příčiny nerozlišené	243	1	-	3	-	2	9	16	40	172	-
83	Postupná obrna povšechná	177	-	-	1	1	22	50	31	31	41	-
84a	Předčasná zblbělost	6	-	-	-	1	3	-	1	-	1	-
84b	Jiné psychosy	71	-	1	2	2	5	17	20	14	10	-
85	Padoucnice	165	1	1	8	31	36	29	21	17	21	-
86	Křeče u dětí mladších 6 let	799	742	57	-	-	-	-	-	-	-	-
												
87b	Jiné nemoci soustavy nervové: neuritis	16	-	1	-	-	1	1	3	3	7	-
87c	Jiné nemoci soustavy nervové: obrna třesavá	46	-	1	1	2	7	5	3	8	19	-
87d	Jiné nemoci soustavy nervové: sklerosa roztroušená	83	-	1	-	4	11	18	17	14	18	-
87a,e	Jiné nemoci soustavy nervové: chorea a jiné nemoci nervové	36	2	2	6	3	5	3	-	9	6	-
88	Nemoci oční	-	-	-	-	-	-	-	-	-	-	-
89a	Zánět ušní	80	18	11	18	4	5	6	3	11	4	-
89b	Jiné nemoci ucha a dutiny výčnělku soscovitého	7	-	1	3	2	1	-	-	-	-	-
												
VII	Nemoci ústrojí oběhu krevního	14079	44	31	138	199	352	619	1198	2518	8979	1
90	Zánět osrdečníku	19	-	-	2	-	3	2	3	2	7	-
91	Prudký zánět nitroblány srdeční	131	2	5	30	25	27	26	6	4	6	-
92	Vleklý zánět nitroblány srdeční, počítaje v to choroby chlopenní	1514	-	2	23	50	80	140	235	349	635	-
93a	Prudký zánět svalu srdečního	85	5	8	10	8	12	17	6	5	14	-
93b	Vleklý zánět svalu srdečního a zvrhlost svalu srdečního	4787	7	2	6	9	31	88	272	774	3597	1
93c	Nerozlišené nemoci svalu srdečního	868	-	-	-	-	-	-	63	169	636	-
94	Nemoci tepen věnčitých	307	-	-	2	1	4	11	15	68	206	-
95a	Funkcionální nemoci srdce	56	2	-	1	2	4	7	6	6	28	-
95b	Jiné a nerozlišené nemoci srdeční	3990	19	13	61	97	178	292	514	880	1936	-
96	Výduť, vyjma výduť srdeční	55	-	-	-	-	1	3	7	23	21	-
97	Zkornatění tepen, vyjma nemocí tepen věnčitých	1938	-	-	-	-	1	4	39	168	1726	-
98a	Sněť stařecká	87	-	-	-	-	-	-	-	7	80	-
98b	Jiné sněti	17	4	-	-	1	-	1	3	5	3	-
99	Jiné nemoci tepen	75	-	1	1	3	4	10	10	22	24	-
100	Nemoci žil: městky, městky konečníkové, zánět žil atd.	125	-	-	1	2	5	17	16	35	49	-
101	Nemoci soustavy mízní, zánět mízních cév atd.	13	5	-	1	-	1	-	1	-	5	-
102	Idiopathické anomalie tlaku krevního	4	-	-	-	-	-	-	1	1	2	-
103	Jiné nemoci ústrojí oběhu krevního	8	-	-	-	1	1	1	1	-	4	-
												
VIII	Nemoci ústrojí dýchacího	8173	1879	598	142	137	204	268	410	860	3675	-
104	Nemoci dutin nosních a adnex	3	2	-	1	-	-	-	-	-	-	-
105	Nemoci hrtanu	16	8	4	2	1	-	-	1	-	-	-
106a	Zánět průdušek prudký	183	101	15	1	1	3	1	3	5	53	-
106b	Zánět průdušek vleklý	323	37	8	1	-	4	3	19	46	205	-
106c	Zánět průdušek nerozlišený	542	190	34	2	1	1	4	3	25	282	-
107	Lalůčkový zánět plic, počítaje v to zánět průdušinek	2370	937	241	27	24	44	56	77	160	804	-
108	Lalokový zánět plic	1298	170	112	34	47	59	82	93	197	504	-
109	Zánět plic nerozlišený	1918	389	154	55	36	58	66	122	213	825	-
110	Zánět pohrudnice	343	22	27	14	17	23	24	43	56	117	-
111	Překrvení plic, zbubření, vmetek, červená záhať s krvácením a obyčejná záhať plic	237	20	-	1	3	6	16	14	32	145	-
112	Záducha	230	-	3	-	1	-	4	14	39	169	-
113	Rozedma plicní	661	-	-	1	1	2	5	15	79	558	-
114a	Vleklý, intersticiální zánět plic, počítaje v to živnostenské nemoci ústrojí dýchacího	6	1	-	-	1	-	1	1	-	2	-
114b	Jiné nemoci ústrojí dýchacího, vyjma tuberkulosu	43	2	-	3	4	4	6	5	8	11	-
												
IX	Nemoci ústrojí zažívacího	4890	2411	241	209	122	207	228	250	432	790	-
115	Nemoci dutiny ústní, jejich adnex, hltanu a mandlí, počítaje v to adenoidní choroby	178	27	20	38	18	29	12	8	11	15	-
116	Nemoci požeráku	8	2	-	-	1	-	-	1	2	2	-
117a	Vřed žaludeční	165	3	-	1	4	11	24	30	52	40	-
117b	Vřed dvanáctníkový	24	-	-	1	4	2	2	6	5	4	-
118	Jiné nemoci žaludeční (vyjma rakovinu)	69	-	-	2	1	4	1	5	13	43	-
119	Průjem a katar střevní - u dětí do 2 roků	2476	2344	132	-	-	-	-	-	-	-	-
120a	Průjem, katar střevní (ve věku 2 roků a výše)	156	-	39	16	3	4	8	6	12	68	-
120b	Vředy střevní (ve věku 2 roků a výše)	11	-	-	2	2	3	1	-	2	1	-
121	Zánět červíkovitého přívěsku	343	1	21	80	42	51	40	40	40	28	-
122a	Kýla	222	5	-	-	1	2	12	17	47	138	-
122b	Neprůchodnost střeva	233	12	4	6	5	15	19	14	37	121	-
123	Jiné nemoci střevní	27	1	-	-	1	1	2	5	6	11	-
124a	Svraštění jater alkoholické	4	-	-	-	-	-	2	-	1	1	-
124b	Svraštění jater neoznačené za alkoholické	202	2	1	2	1	9	5	31	52	99	-
125	Jiné nemoci jater (počítaje v to náhlý úbyt jater)	115	4	5	4	5	6	9	18	20	44	-
126	Kaménky žlučové	161	-	-	-	-	7	17	19	53	65	-
127	Jiné nemoci žlučníku a žlučovodů	124	-	1	1	-	3	18	16	29	56	-
128	Nemoci slinivky břišní	22	-	-	-	1	2	3	6	7	3	-
129	Zánět pobřišnice, bez označené příčiny	350	10	18	56	33	58	53	28	43	51	-
												
X	Nemoci ústrojí močového a ústrojí pohlavního	1649	30	30	43	84	125	200	259	359	519	-
130	Prudký zánět ledvin	98	8	20	22	6	8	6	7	10	11	-
131	Vleklý zánět ledvin	982	-	4	12	32	55	103	169	253	354	-
132	Nerozlišený zánět ledvin	235	-	-	5	16	20	28	44	52	70	-
133a	Zánět pánvice ledvinné	66	17	2	-	3	4	5	8	8	19	-
133b	Jiné nemoci ledvin a močovodů	28	-	-	2	5	3	3	6	7	2	-
134a	Kamének ledvin a horních cest močových	16	-	-	-	-	-	1	3	4	8	-
134b	Kamének měchýře močového	1	-	-	-	-	-	1	-	-	-	-
134c	Kamének bez jiného označení	-	-	-	-	-	-	-	-	-	-	-
135a	Zánět měchýře močového	28	4	3	-	-	-	-	1	3	17	-
135b	Jiné nemoci měchýře močového	7	-	-	-	-	-	-	1	-	6	-
136a	Zúžení roury močové	-	-	-	-	-	-	-	-	-	-	-
136b	Jiné nemoci roury močové, hlíza močová atd.	17	-	1	-	1	-	1	2	5	7	-
137	Nemoci žlázy předstojné (prostaty)	x	x	x	x	x	x	x	x	x	x	x
138	Nemoci pohlavních ústrojů mužských, neoznačené za venerické	x	x	x	x	x	x	x	x	x	x	x
												
139a	Nemoci pohlavních ústrojů ženských, neoznačené za venerické: vaječníku, vejcovodu a parametria	117	-	-	1	18	27	37	13	14	7	-
139b	Nemoci pohlavních ústrojů ženských, neoznačené za venerické: dělohy	48	-	-	1	1	7	13	5	3	18	-
139c	Nemoci pohlavních ústrojů ženských, neoznačené za venerické: bradavky prsní	3	1	-	-	1	1	-	-	-	-	-
139d	Nemoci pohlavních ústrojů ženských, neoznačené za venerické: jiné	3	-	-	-	1	-	2	-	-	-	-
												
XI	Nemoci těhotenství, porodu a stavu poporodního	978	-	-	-	245	465	260	8	-	-	-
140	Potrat s hnilobou	294	-	-	-	75	134	82	3	-	-	-
141	Potrat beze zmínky o hnilobě, ale počítaje v to krvácení	44	-	-	-	10	18	16	-	-	-	-
142	Těhotenství mimoděložní	56	-	-	-	6	31	18	1	-	-	-
143	Jiné chorobné zjevy těhotenství (nepočítaje v to krvácení)	3	-	-	-	-	1	2	-	-	-	-
144a	Lůžko vcestné	40	-	-	-	3	19	18	-	-	-	-
144b	Jiná krvácení poporodní	56	-	-	-	6	33	17	-	-	-	-
145a	Otrava krve a hniloba krve poporodní	308	-	-	-	111	140	54	3	-	-	-
145b	Ztrnutí poporodní	4	-	-	-	-	3	1	-	-	-	-
146	Močení bílkoviny a božec	71	-	-	-	15	32	23	1	-	-	-
147	Jiné toxaemie v těhotenství	1	-	-	-	1	-	-	-	-	-	-
148a	Bílý bolestný otok dolních končetin a záhať	-	-	-	-	-	-	-	-	-	-	-
148b	Vmetek nebo náhlá smrt poporodní	34	-	-	-	6	18	10	-	-	-	-
149	Jiné příhody při porodu	56	-	-	-	8	34	14	-	-	-	-
150	Jiné nerozlišené příhody stavu poporodního	11	-	-	-	4	2	5	-	-	-	-
												
XII	Nemoci kůže a vaziva podkožního	475	313	5	1	3	3	10	12	14	114	-
151	Nežitina	225	201	2	-	1	2	3	4	2	10	-
152	Zánět podkožního vaziva, teplá hlíza	52	28	-	-	-	1	2	3	5	13	-
153	Jiné nemoci kůže, jejich adnex a podkožního vaziva	198	84	3	1	2	-	5	5	7	91	-
												
XIII 	Nemoci kostí a ústrojí pohybu	212	6	10	22	5	5	8	14	25	117	-
154	Zánět dřeně kostní	64	5	9	18	2	2	4	7	9	8	-
155	Jiné nemoci kostí, vyjma tuberkulosu	107	-	-	-	1	1	2	5	8	90	-
												
156a	Nemoci kloubů, vyjma tuberkulosu a rheumatismus	38	1	1	3	2	2	2	2	8	17	-
156b	Nemoci jiných orgánů pohybu	3	-	-	1	-	-	-	-	-	2	-
												
XIV	Vrozené vady tvarové	203	187	16	-	-	-	-	-	-	-	-
157a	Vrozená vodnatelnost mozku	39	32	7	-	-	-	-	-	-	-	-
157b	Rozštěp páteře a kýla omozečnicová	43	42	1	-	-	-	-	-	-	-	-
157c	Vrozený nesprávný tvar srdce	49	45	4	-	-	-	-	-	-	-	-
157d	Zrůdnosti	34	31	3	-	-	-	-	-	-	-	-
157	Jiné vrozené vady tvarové 	38	37	1	-	-	-	-	-	-	-	-
												
XV	Zvláštní nemoci útlého věku	2854	2854	-	-	-	-	-	-	-	-	-
158	Vrozená slabost	1354	1354	-	-	-	-	-	-	-	-	-
159	Předčasné narození, nepočítaje v to mrtvě narozené	1038	1038	-	-	-	-	-	-	-	-	-
160a	Následky porodu s řezem císařským	2	2	-	-	-	-	-	-	-	-	-
160b	Následky porodu bez řezu císařského	146	146	-	-	-	-	-	-	-	-	-
												
161a	Bezevzduchost plicní	82	82	-	-	-	-	-	-	-	-	-
161b	Žloutenka novorozenců	48	48	-	-	-	-	-	-	-	-	-
161c	Skloerem a jiné	184	184	-	-	-	-	-	-	-	-	-
												
XVI 	Stařecká sešlost	8278	-	-	-	-	-	-	-	96	8181	1
162a	Stařecká sešlost se zblbělostí starobní	291	-	-	-	-	-	-	-	8	283	-
162b	Stařecká sešlost bez zblbělosti starobní	7987	-	-	-	-	-	-	-	88	7898	1
												
XVII	Smrti násilné a úrazové	2104	43	145	126	409	298	238	243	205	396	1
SE		998	0	0	2	278	186	158	138	103	133	0
163	Sebevražda požitím jedů pevných a tekutých, nebo látek žíravých	191	-	-	-	67	52	31	19	14	8	-
164	Sebevražda jedovatými plyny	59	-	-	-	21	14	5	8	6	5	-
165	Sebevražda oběšením neb uškrcením	356	-	-	-	48	53	65	68	50	72	-
166	Sebevražda utopením	187	-	-	-	57	28	27	23	20	32	-
167	Sebevražda střelnými zbraněmi	50	-	-	-	24	14	7	3	2	-	-
168	Sebevražda nástroji řeznými nebo bodnými	20	-	-	-	4	2	4	5	1	4	-
169	Sebevražda skokem s vyvýšeného místa	20	-	-	1	2	5	3	3	3	3	-
170	Sebevražda rozdrcením	76	-	-	-	45	11	9	3	1	7	-
171	Jiné sebevraždy	39	-	-	1	10	7	7	6	6	2	-
NA		108	24	3	7	31	19	7	4	3	10	0
172a	Vražda dítěte (dítě do 1 roku): přímo po narození	16	16	-	-	-	-	-	-	-	-	-
172b	Vražda dítěte (dítě do 1 roku): jiná do jednoho roku	8	8	-	-	-	-	-	-	-	-	-
173	Vražda nebo zabití střelnou zbraní (osoby starší 1 roku)	34	-	-	1	18	9	3	1	1	1	-
174	Vražda nebo zabití nástroji řeznými nebo bodnými (osoby starší 1 roku)	16	-	-	-	4	7	1	3	-	1	-
175	Jiné vraždy nebo zabití osob starších 1 roku	34	-	3	6	9	3	3	-	2	8	-
176	Napadení jedovatými zvířaty	2	-	-	-	1	-	-	-	-	1	-
177	Otrava potravinami	19	-	1	3	2	1	4	3	3	2	-
178	Vdechování jedovatých plynů	27	-	-	1	6	6	1	4	1	8	-
179	Jiné nahodilé prudké otravy, vyjma otravy plynem	20	1	4	1	6	2	2	2	-	2	-
180	Následky ohně při požáru	2	-	-	-	1	-	-	-	1	-	-
181	Popálení úrazové (jiné než při požáru)	172	8	63	18	16	12	9	10	7	29	-
182	Nahodilé mechanické zadušení	19	2	2	2	-	5	2	3	1	2	-
183	Nahodilé utopení	145	1	47	28	20	14	6	11	3	14	1
184	Poranění střelnými zbraněmi, vyjma poranění válečná	9	1	1	4	1	1	1	-	-	-	-
185	Poranění nástroji řeznými nebo bodnými, vyjma poranění válečná	3	-	-	1	-	-	-	-	-	2	-
186	Poranění pádem, rozdrcením, sřícením	236	3	9	33	23	22	17	34	39	56	-
187	Živelná pohroma (veškerá úmrtí jakéhokoli rázu, přičítaná živelní pohrom	-	-	-	-	-	-	-	-	-	-	-
188	Poranění způsobená zvířaty	6	-	1	-	-	-	-	-	1	4	-
189	Hlad a žízeň	-	-	-	-	-	-	-	-	-	-	-
190	Neobvyklá zima	9	-	-	-	-	-	1	1	2	5	-
191	Neobvyklé teplo	3	-	-	-	1	-	-	1	-	1	-
192	Blesk	19	-	-	1	3	5	5	3	-	2	-
193	Úrazy způsobené proudem elektrickým	14	-	-	1	6	1	4	1	-	1	-
194a	Jiné úrazy: cizí tělesa	6	2	2	-	1	-	1	-	-	-	-
194b	Jiné úrazy: jiné	287	1	12	24	13	24	20	28	41	124	-
195	Násilná smrt, jejíž příčina (úraz, vražda, sebevražda) je neznáma	-	-	-	-	-	-	-	-	-	-	-
	Z úmrtí pod č.181,185,186,194,195 nastala smrt následkem úrazů:											
A	v dolech a lomech	2	-	-	-	-	1	-	1	-	-	-
B	způsobených stroji	4	1	-	1	1	-	-	-	-	1	-
DN	prostředky dopravními	138	1	9	31	11	11	13	14	21	27	-
a	železnicemi a tramvajemi	30	-	-	2	5	4	4	4	6	5	-
b	automobily a motocykly	98	-	7	29	6	6	7	9	13	21	-
c	jinými pozemními prostředky dopravními	9	1	2	-	-	1	2	-	2	1	-
d	při dopravě po vodě	-	-	-	-	-	-	-	-	-	-	-
e	při dopravě vzduchem	1	-	-	-	-	-	-	1	-	-	-
198	Soudní poprava	-	-	-	-	-	-	-	-	-	-	-
												
XVIII	Neurčité příčiny úmrtí	355	25	12	7	17	19	22	47	63	143	-
199	Náhlá smrt	36	3	1	-	3	2	2	6	6	13	-
200	Nerozlišené nebo nedostatečně určené příčiny	319	22	11	7	14	17	20	41	57	130	-
