1954	Zemřelí muži podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny																
MKN (1948)	Název	Celkem	0	1	2	3	4	5-14	15-24	25-34	35-44	45-54	55-64	65-74	75-84	85+	Nezjiš- těno
E819	Dopravní úraz motorovými vozidly při srážce s předměty pevnými nebo blíže neurčenými	13	-	-	-	-	-	-	3	6	2	1	-	1	-	-	-
E820	Dopravní úraz motorovými vozidly během sestupování a nastupování	2	-	-	-	-	-	-	-	1	-	-	-	-	1	-	-
E821	Dopravní úraz motorovými vozidly způsobený řidiči motocyklu, nejde-li o srážku	45	-	-	-	-	-	-	18	16	8	3	-	-	-	-	-
E822	Dopravní úraz motorovými vozidly při převrhnutí na silnici	20	-	-	-	-	-	-	10	4	4	1	1	-	-	-	-
E823	Dopravní úraz motorovými vozidly při vybočení ze silnice	7	-	-	-	-	-	-	3	2	1	1	-	-	-	-	-
E824	Jiný dopravní úraz motorovými vozidly bez srážky	16	-	-	-	-	-	-	4	4	2	3	3	-	-	-	-
E825	Dopravní úraz motorovými vozidly neurčené povahy	198	-	1	1	3	-	3	65	52	31	26	9	3	3	1	-
																	
D3	Úrazy motorovými vozidly nedopravní	102	-	1	1	-	-	8	29	21	14	13	10	4	1	-	-
E830	Nedopravní úraz motorovými vozidly  způsobený chodcům	6	-	-	-	-	-	1	-	1	-	1	2	-	1	-	-
E831	Nedopravní úraz motorovými vozidly  způsobený cyklistům	2	-	-	-	-	-	1	-	-	-	1	-	-	-	-	-
E832	Nedopravní úraz motorovými vozidly  způsobený řidičům nebo spolujezdcům na motocyklech	16	-	-	-	-	-	-	6	6	2	2	-	-	-	-	-
E833	Jiný nedopravní úraz motorovými vozidly, jde-li o dvě motorová vozidla nebo několik vozidel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E834	Nedopravní úraz motorovými vozidly  při nastupování a sestupování	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-
E835	Nedopravní úraz motorovými vozidly  jiné nebo neurčené povahy	10	-	1	-	-	-	-	2	1	2	1	2	1	-	-	-
E836	Úraz motorovými vozidly nedopravní způsobený	67	-	-	1	-	-	6	21	13	9	8	6	3	-	-	-
																	
D4	Úrazy jinými silničními vozidly	43	-	-	-	-	-	4	1	3	1	11	8	10	5	-	-
E840	Úraz způsobený chodcům vozy pouliční dopravy	11	-	-	-	-	-	-	-	-	-	4	1	6	-	-	-
E841	Ostatní druhy úrazu vozy pouliční dopravy , vyjma srážku s motorovým vozidlem 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E842	Úraz způsobený chodcům cyklisty	4	-	-	-	-	-	-	-	-	-	-	2	1	1	-	-
E843	Úraz způsobený cyklistům, ne však při srážce  s motorovým  vozidlem 	9	-	-	-	-	-	2	1	2	-	2	1	1	-	-	-
E844	Úraz způsobený chodcům jinými nemotorovými silničními vozidly 	3	-	-	-	-	-	-	-	-	-	-	2	1	-	-	-
E845	Jiný druh úrazu nemotorovými silničními vozidly 	16	-	-	-	-	-	2	-	1	1	5	2	1	4	-	-
																	
D5	Úrazy při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E850	Úraz cestujících na malých člunech způsobený potopením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E851	Ostatní druhy úrazu při vodní dopravě způsobený potopením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E852	Pád se schodů nebo žebříku při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E853	Jiný pád do hloubky při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E854	Pád na rovině při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E855	Neoznačený pád při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E856	Úraz stroji při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E857	Jiný označený úraz při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E858	Úraz při vodní dopravě neurčené povahy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
D6	Letecké úrazy 	31	-	-	-	-	-	-	13	10	4	2	2	-	-	-	-
E860	Úraz způsobený posádce vojenské letadla	10	-	-	-	-	-	-	9	1	-	-	-	-	-	-	-
E861	Poranění způsobené cestujícím při nehodách dopravních letadel	7	-	-	-	-	-	-	-	3	1	1	2	-	-	-	-
E862	Jiné poranění v dopravních letadlech	9	-	-	-	-	-	-	1	5	3	-	-	-	-	-	-
E863	Poranění způsobené cestujícím při nehodách jiných letadel	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E864	Letecký úraz způsobený na letišti osobám mimo letadlo	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E865	Letecký úraz způsobený jinde než na letišti osobám mimo letadlo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E866	Jiný a blíže neoznačený letecký úraz 	3	-	-	-	-	-	-	2	1	-	-	-	-	-	-	-
																	
	Náhodné otravy látkami pevnými a tekutinami	69	-	1	2	2	-	1	7	9	14	11	10	7	5	-	-
E870	Náhodná otrava morfiem a jinými deriváty opia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E871	Náhodná otrava kyselinou barbiturovou a jejími deriváty	3	-	-	-	1	-	-	-	-	1	-	-	-	1	-	-
E872	Náhodná otrava aspirinem a salicyláty	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-
E873	Náhodná otrava bromidy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E874	Náhodná otrava jinými analgetiky a uspávacími prostředky	4	-	-	1	-	-	-	-	-	2	1	-	-	-	-	-
E875	Náhodná otrava sulfonamidy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E876	Náhodná otrava strychninem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E877	Náhodná otrava belladonou, skopolaminem a atropinem	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
E878	Náhodná otrava jinými a neurčenými léčivy	2	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-
E879	Náhodná otrava škodlivými potravinami	5	-	-	-	-	-	1	1	-	1	-	2	-	-	-	-
E880	Náhodná otrava alkoholem	21	-	-	-	-	-	-	2	5	4	5	3	1	1	-	-
E881	Náhodná otrava naftovými produkty	2	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-
E882	Náhodná otrava průmyslovými rozpustidly	3	-	-	-	-	-	-	1	1	-	-	-	1	-	-	-
E883	Náhodná otrava leptavými aromatickými látkami, kyselinami a žíravinami	5	-	-	-	-	-	-	1	-	1	-	-	1	2	-	-
E884	Náhodná otrava rtutí a jejími sloučeninami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E885	Náhodná otrava olovem a jeho sloučeninami	2	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-
E886	Náhodná otrava arsenem a antimonem a jejich sloučeninami	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E887	Náhodná otrava fluoridy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E888	Náhodná otrava jinými a neurčenými látkami pevnými a tekutými	19	-	-	1	1	-	-	2	3	4	4	2	1	1	-	-
																	
	Náhodné otravy plynem a parami	124	5	3	3	2	-	3	23	16	19	9	10	13	13	5	-
E890	Náhodná otrava svítiplynem	36	1	1	2	1	-	1	4	4	5	5	2	6	4	-	-
E891	Náhodná otrava výfukovým plynem motorových vozidel	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E892	Náhodná otrava jiným kysličníkem uhelnatým	81	4	2	1	1	-	2	17	8	13	4	8	7	9	5	-
E893	Náhodná otrava kyanovodíkem	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E894	Náhodná otrava jinými určenými plyny a parami	5	-	-	-	-	-	-	1	3	1	-	-	-	-	-	-
E895	Náhodná otrava neurčenými plyny a parami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Náhodné pády	446	-	6	1	5	3	7	19	28	26	39	45	82	141	44	-
E900	Pád na schodech 	22	-	-	-	-	-	-	-	1	2	3	2	6	6	2	-
E901	Pád se žebříku 	11	-	-	-	-	-	-	-	2	-	2	1	5	1	-	-
E902	Jiný pád do hloubky	166	-	5	-	4	3	6	17	23	19	23	31	23	10	2	-
E903	Pád na rovině	31	-	1	-	-	-	-	-	-	1	3	1	5	14	6	-
E904	Neurčený pád 	216	-	-	1	1	-	1	2	2	4	8	10	43	110	34	-
																	
	Jiné náhodné úrazy	1610	136	40	38	30	18	139	243	209	155	236	147	131	81	7	-
E910	Náhodný úraz způsobený padajícími předměty	62	-	1	-	-	2	4	3	11	8	12	10	8	3	-	-
E911	Náhodný úraz způsobený vozidly	42	-	-	1	5	1	2	2	5	4	11	4	6	1	-	-
E912	Náhodný úraz způsobený stroji a nástroji	50	-	-	1	-	-	5	4	11	6	14	5	3	1	-	-
E913	Náhodný úraz způsobený řeznými a bodnými nástroji	6	-	-	-	-	-	2	-	1	-	2	1	-	-	-	-
E914	Náhodný úraz způsobený elektrickým proudem	78	-	-	1	-	2	7	28	21	12	5	2	-	-	-	-
E915	Náhodný úraz způsobený výbuchem parního kotle	3	-	-	-	-	-	-	-	1	-	2	-	-	-	-	-
E916	Náhodný úraz způsobený ohněm a výbuchem hořlavých látek	66	-	2	4	4	2	7	5	10	5	5	4	10	8	-	-
E917	Náhodný úraz způsobený vřelou substancí, leptavou tekutinou nebo parou	31	2	3	7	1	-	-	1	2	6	5	1	-	3	-	-
E918	Náhodný úraz způsobený zářením	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E919	Náhodný úraz způsobený střelnou zbraní	54	-	-	-	-	1	4	31	9	2	2	3	2	-	-	-
E920	Cizí těleso vniklé do oka a jeho adnexů	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E921	Vdechnutí nebo vniknutí potravy do hrtanu a jiných cest dýchacích působící ucpání nebo udušení	139	109	6	1	-	-	1	2	2	4	5	2	4	3	-	-
E922	Vdechnutí nebo vniknutí jiných předmětů do hrtanu působící ucpání nebo udušení	10	5	3	1	1	-	-	-	-	-	-	-	-	-	-	-
E923	Cizí těleso vniklé do jiných otvorů těla	2	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-
E924	Náhodné mechanické udušení v posteli a kočárku	6	4	2	-	-	-	-	-	-	-	-	-	-	-	-	-
E925	Náhodné mechanické udušení za jiných nebo neoznačených okolností	19	4	1	1	-	1	3	-	2	4	2	-	-	1	-	-
E926	Nedostatek péče o děti ve věku do jednoho roku	10	10	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E927	Náhodný úraz způsobený kousnutím nebo uštknutím  jedovatými  živočichy a hmyzem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E928	Jiný náhodný úraz způsobený zvířaty	22	-	-	-	1	-	4	-	1	2	5	6	2	1	-	-
E929	Náhodné tonutí	272	1	20	18	17	7	74	55	12	10	21	11	15	11	-	-
E930	Vysoký a  nízký tlak vzduchu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E931	Nadměrné horko, úžeh a úpal	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E932	Nadměrný chlad	24	-	-	-	-	-	-	1	1	3	4	3	5	7	-	-
E933	Hlad, žízeň a  jiné strádání 	4	1	1	-	-	-	-	-	-	-	-	1	1	-	-	-
E934	Přírodní katastrofa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E935	Blesk	17	-	-	-	-	-	2	1	2	2	7	3	-	-	-	-
E936	Jiný a neurčený náhodný úraz	497	-	1	3	1	2	23	72	65	44	88	76	73	42	7	-
E937	Úraz v dolech, v lomech	195	-	-	-	-	-	1	37	53	43	45	14	2	-	-	-
																	
	Komplikace způsobené neléčebnými lékařskými zákroky	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E940	Generalisovaná vakcína po vakcinaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E941	Zánět mozku (encephalitis) povakcinační	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E942	Jiné komplikace očkování po neštovicích	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E943	Žloutenka a hepatitis po profylaktické injekci sera a podobné imunisaci	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E944	Jiné komplikace profylaktického očkování 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E945	Komplikace při anestesii v případech neléčebných zákroků	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E946	Jiné komplikace způsobené neléčebnými lékařskými zákroky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Léčebné  nehody a pozdní komplikace léčebných zákroků	12	2	-	-	-	1	-	2	2	1	3	1	-	-	-	-
E950	Léčebná nehoda při chirurgickém ošetření	3	1	-	-	-	1	-	-	-	-	1	-	-	-	-	-
E951	Léčebná nehoda při infusi nebo transfusi	2	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E952	Léčebná nehoda při místní aplikaci	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E953	Léčebná nehoda při užívání léčiv a biologických látek	2	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-
E954	Léčebná nehoda při anestesii	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E955	Jiná nebo blíže neurčená léčebná nehoda 	3	-	-	-	-	-	-	1	1	1	-	-	-	-	-	-
E956	Pozdní komplikace chirurgických operací	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E957	Pozdní komplikace amputačních pahýlů	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E958	Pozdní komplikace po ozařování	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E959	Pozdní komplikace jiných druhů léčení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
	Pozdní následky otrav a úrazů	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E960	Pozdní následek náhodných úrazů motorovými vozidly	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E961	Pozdní následek náhodných otrav	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E962	Pozdní následek jiných náhodných úrazů	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E963	Pozdní následek sebepoškození	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E964	Pozdní následky úrazů způsobených úmyslně jinou osobou (ne ve válce)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E965	Pozdní následky úrazů vzniklých válečnými operacemi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
SE	Sebevraždy a sebepoškození	1583	-	-	-	-	-	6	127	229	238	352	281	209	117	24	-
E970	Sebevražda a sebepoškození otravou analgetiky a uspávacími prostředky	14	-	-	-	-	-	-	3	2	4	2	1	2	-	-	-
E971	Sebevražda a sebepoškození otravou jinými pevnými látkami a tekutinami	33	-	-	-	-	-	-	3	4	9	6	7	4	-	-	-
E972	Sebevražda a sebepoškození otravou plyny v domácím používání	91	-	-	-	-	-	-	8	15	19	33	13	2	1	-	-
E973	Sebevražda a sebepoškození otravou jinými plyny	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E974	Sebevražda a sebepoškození věšením a škrcením	1023	-	-	-	-	-	4	41	124	149	236	199	155	97	18	-
E975	Sebevražda a sebepoškození  tonutím (utonutím)	58	-	-	-	-	-	-	2	5	2	12	12	15	8	2	-
E976	Sebevražda a sebepoškození  zbraněmi a výbušninami	198	-	-	-	-	-	1	60	52	28	29	17	8	3	-	-
E977	Sebevražda a sebepoškození  nástroji řeznými a bodnými	30	-	-	-	-	-	-	-	1	3	11	8	7	-	-	-
E978	Sebevražda a sebepoškození  skokem s vysokého místa	45	-	-	-	-	-	-	1	8	4	6	11	8	4	3	-
E979	Sebevražda a sebepoškození  jinými a blíže neurčenými prostředky 	91	-	-	-	-	-	1	9	18	20	17	13	8	4	1	-
E97a	Sebevražda vlakem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																	
NA	Usmrcení nebo poranění způsobená úmyslně jinou osobou (ne ve válce)	61	11	1	1	1	-	2	7	14	6	11	2	4	1	-	-
E980	Úmyslné otrávení	3	-	1	-	-	-	-	-	-	-	-	1	1	-	-	-
E981	Napadení  střelnou zbraní a výbušninou	16	-	-	1	-	-	1	3	5	2	3	-	-	1	-	-
E982	Napadení  nástroji řeznými a bodnými	14	-	-	-	-	-	1	2	3	3	4	1	-	-	-	-
E983	Napadení  jinými prostředky	24	11	-	-	1	-	-	-	5	1	3	-	3	-	-	-
E984	Zranění způsobená zákrokem policie	4	-	-	-	-	-	-	2	1	-	1	-	-	-	-	-
E985	Poprava	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
