1975,Zemřelé ženy podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,,
MKN (1966),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,
78,Jiná virová onemocnění spojivek,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
79,Jiné virové nemoci,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
80,Epidemická skvrnivka - přenášená vešmi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
81,Jiná skvrnivka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
82,Rickettsiózy přenášené klíšťaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
83,Jiné rickettsiózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
84,Malárie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
85,Leishmanióza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
86,Americká trypanosomiáza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
87,Jiná trypanosomiáza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
88,Návratná horečka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
89,Jiné nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
90,Vrozená syfilis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,
91,"Čerstvá  syfilis, s příznaky",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
92,"Čerstvá syfilis, latentní",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
93,Kardiovaskulární syfilis,13,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,2,-,5,3,-,
94,Syfilis centrálního nervstva,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,2,1,2,-,
95,"Jiné formy pozdní syfilidy, s příznaky",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
96,"Pozdní syfilis, latentní (trvání 2 roky a více)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
97,Jiná syfilis a NS,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,
98,Gonokoková onemocnění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
99,Jiné pohlavní nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
100,Leptospirosis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,
101,Vincentova angína,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
102,Frambézie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
103,Pinta,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,
104,Jiná spirochétová onemocnění,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,
110,Dermatophytosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
111,"Dermatomycosis, jiná nebo NS",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
112,Candidosis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,
113,Actinomycosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
114,Coccidiomycosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
115,Histoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
116,Blastomycosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
117,Jiné generalizované mykózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
120,Schistosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
121,Jiné nemoci způsobené trematody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
122,Hydatidosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
123,Jiné nemoci způsobené cestody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
124,Trichinosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
125,Filariasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
126,Ankylostomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
127,Jiné střevní helmintózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
128,Helmintózy jiné a NS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
129,Střevní parazitismus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
130,Toxoplasmosis,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
131,Trichomoniasis urogenitalis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
132,Zavšivení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
133,Acariasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
134,Jiná  napadení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
135,Sarcoidosis,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,2,-,1,
136,Jiné infekční a parazitární nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,,,,,,,,,,,,,,
II,Novotvary,11 106,14,8,5,7,3,22,20,22,32,56,98,115,210,437,814,593,1 340,1 757,1 908,1 852,1 172,621,
140,Zhoubný novotvar rtu,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,-,
141,Zhoubný novotvar jazyka,12,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,2,2,2,1,2,
142,Zhoubný novotvar slinné žlázy,14,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,4,2,2,2,
143,Zhoubný novotvar dásně,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,
144,Zhoubný novotvar ústní spodiny,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,
145,Zhoubný novotvar jiné nebo NS části úst,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,
146,Zhoubný novotvar ústní částí hltanu,7,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,1,2,-,-,
147,Zhoubný novotvar nosohltanu,4,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,1,-,-,1,
148,Zhoubný novotvar hrtanové části hltanu,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,1,
149,Zhoubný novotvar NS části hltanu,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,1,1,1,1,
150,Zhoubný novotvar jícnu,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,8,12,15,10,5,6,
151,Zhoubný novotvar žaludku,1 528,-,-,-,-,-,-,-,-,1,1,8,10,18,34,43,52,123,224,288,331,266,129,
152,Zhoubný novotvar tenkého střeva včetně dvanácterníku,24,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,2,1,4,3,6,3,2,
153,Zhoubný novotvar tlustého střeva vyjma konečník,805,-,-,-,-,-,-,-,-,-,1,6,4,9,21,51,42,72,117,167,163,92,60,
154,Zhoubný novotvar konečníku a rektosigmoidálního spojení,663,-,-,-,-,-,-,-,-,-,2,2,1,10,21,46,34,87,107,131,123,71,28,
155,Zhoubný novotvar jater a intrahepatálních žlučových cest určený jako prim,306,-,-,-,-,-,-,-,-,-,-,1,1,2,7,17,12,30,61,60,60,40,15,
156,Zhoubný novotvar žlučníku a žlučových cest,581,-,-,-,-,-,-,-,-,-,1,1,-,2,9,42,20,75,99,114,103,81,34,
157,Zhoubný novotvar slinivky břišní,538,-,-,-,-,-,-,-,-,-,2,1,4,6,8,19,28,62,103,127,101,54,23,
158,Zhoubný novotvar pobřišnice,86,-,-,-,-,-,1,-,-,-,3,-,1,2,1,5,6,12,19,12,14,5,5,
159,Zhoubný novotvar NS části trávicího ústrojí,314,-,-,-,-,-,-,-,-,-,-,-,-,-,3,5,4,22,37,61,83,62,37,
160,"Zhoubný novotvar nosu, nosních dutin, středního ucha a vedlejších dutin",10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,2,-,2,2,
161,Zhoubný novotvar hrtanu,18,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,3,1,3,3,2,1,2,
162,"Zhoubný novotvar průdušnice, průdušek a plic",532,-,-,-,-,-,-,-,-,1,-,1,6,5,19,36,37,63,84,96,114,43,27,
163,Zhoubný novotvar jiných a blíže neurčených částí ústrojí dýchacího,40,-,-,-,-,-,-,-,-,-,1,3,1,2,2,2,4,6,7,7,4,1,-,
170,Zhoubný novotvar kosti,72,1,-,-,-,-,-,3,-,1,1,1,1,-,9,7,2,1,13,10,10,8,4,
171,Zhoubný novotvar pojiva a jiných měkkých tkání,32,-,-,1,-,-,-,-,1,-,-,-,1,1,-,1,2,2,4,12,-,3,4,
172,Zhoubný melanom kůže,92,-,-,-,-,-,-,-,2,-,2,2,3,4,10,10,4,9,11,6,14,10,5,
173,Jiné zhoubné novotvary kůže,45,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,5,11,10,17,
174,Zhoubný novotvar prsu,1 492,-,-,-,-,-,-,-,-,1,8,15,25,51,103,170,117,227,223,204,174,117,57,
180,Zhoubný novotvar čípku děložního,441,-,-,-,-,-,-,-,-,3,5,8,14,23,39,69,30,51,72,50,50,21,6,
181,Chorionepithelioma,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,
182,Jiný zhoubný novotvar dělohy,500,-,-,-,-,-,-,-,-,-,2,2,4,8,17,45,37,81,90,86,72,37,19,
183,"Zhoubný novotvar vaječníku, vejcovodu a širokého vazu",685,-,-,-,-,-,-,-,1,7,7,5,5,21,48,100,50,112,119,91,71,37,11,
184,Zhoubný novotvar jiných nebo blíže neurčených ženských pohlavních orgánů,200,-,2,-,1,-,-,-,1,-,-,4,3,-,2,8,7,30,32,36,44,16,14,
185,Zhoubný novotvar předstojné žlázy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
186,Zhoubný novotvar varlete,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
187,Zhoubný novotvar jiných a NS částí mužského pohlavního ústrojí,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
188,Zhoubný novotvar močového měchýře,144,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,1,12,25,29,36,19,16,
189,Zhoubný novotvar jiného a NS močového ústrojí,239,-,-,1,2,-,1,-,-,-,-,-,1,6,13,14,12,34,49,35,34,25,12,
190,Zhoubný novotvar oka,12,-,-,-,-,1,-,-,-,-,-,-,1,1,-,1,2,1,2,-,2,1,-,
191,Zhoubný novotvar mozku,157,-,2,-,1,1,4,2,3,5,6,8,5,13,13,16,17,28,12,11,6,2,2,
192,Zhoubný novotvar jiných částí nervové soustavy,23,1,1,-,-,-,1,-,-,1,1,4,2,2,2,-,2,3,1,2,-,-,-,
193,Zhoubný novotvar štítné žlázy,104,-,-,-,-,-,-,-,-,1,-,-,-,-,3,4,3,11,23,24,17,10,8,
194,Zhoubný novotvar jiných žláz s vnitřní sekrecí,21,1,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,2,4,5,2,2,-,
195,Zhoubný novotvar nepřesně určeného umístění,102,-,-,-,-,-,-,-,1,-,1,-,1,2,2,4,2,11,14,24,15,14,11,
196,Sekundární nebo neurčený zhoubný novotvar mízních uzlin,9,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,2,1,1,-,1,2,
197,Sekundární zhoubný novotvar dýchacího a trávicího ústrojí,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,
198,Sekundární zhoubný novotvar jiné lokalizace,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,-,-,
199,Zhoubný novotvar NS lokalizace,292,-,-,-,-,-,-,2,-,1,2,4,1,1,6,22,15,38,43,55,52,28,22,
200,Lymfosarkom a retikulosarkom,112,-,-,1,-,-,1,2,2,1,1,2,1,2,2,12,9,14,14,15,14,13,6,
201,Hodgkinova nemoc,108,-,-,-,-,-,1,2,4,2,3,7,8,1,9,5,2,13,20,12,12,5,2,
202,Jiné novotvary mízní tkáně,28,2,1,-,-,-,1,-,-,1,1,-,1,2,1,1,1,2,3,5,4,2,-,
203,Mnohočetný myelom,102,-,-,-,-,-,-,-,-,-,-,-,-,1,6,10,2,24,15,18,17,4,5,
204,Lymfatická leukémie,164,4,1,1,2,1,10,3,2,-,2,-,3,4,5,6,3,14,26,26,25,17,9,
205,Monocytární leukémie,124,-,-,-,-,-,-,4,2,1,-,4,1,4,7,6,11,21,20,16,15,10,2,
206,Monovytární leukémie,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,
207,Jiné leukémie a erytroleukémie,57,-,-,-,1,-,1,1,2,1,1,4,1,3,-,3,4,10,6,3,8,7,1,
208,Polycythaemia vera,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,1,-,-,-,
209,Myelofibrosis,18,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,3,4,6,2,1,-,
210,Nezhoubný novotvar dutiny ústní a hltanu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
211,Nezhoubný novotvar jiných částí trávicího ústrojí,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,1,-,1,
212,Nezhoubný novotvar dýchacího ústrojí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
213,Nezhoubný novotvar kosti a chrupavek,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
214,Lipom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
215,Jiné nezhoubné novotvary svalů a pojiva,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,
216,Nezhoubný novotvar kůže,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
217,Nezhoubný novotvar prsu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
218,Fibromyom dělohy,4,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,1,-,
219,Jiné nezhoubné novotvary dělohy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
220,Nezhoubný novotvar vaječníku,4,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,1,1,-,-,
221,Nezhoubný novotvar jiných ženských pohlavních orgánů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
222,Nezhoubný novotvar mužských pohlavních orgánů,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
223,Nezhoubný novotvar ledviny a jiných orgánů,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,-,
224,Nezhoubný novotvar oka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
225,Nezhoubný novotvar mozku nebo jiné části nervového ústrojí,41,-,-,-,-,-,-,-,-,-,1,-,-,1,1,9,4,5,9,8,2,-,1,
226,Nezhoubný novotvar žláz s vnitřní sekrecí,6,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2,-,2,-,1,-,
227,Hemangiom a lymfangiom,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,
228,Nezhoubné nov otvary ostatních orgánů a tkání,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,
230,Novotvar neurčené povahy trávicího ústrojí,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,6,6,8,4,
231,Novotvar neurčené povahy dýchacího ústrojí,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-,-,
232,"Novotvar kůže, soustavy svalové a kosterní neurčené povahy",3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,-,
233,Novotvar prsu neurčené povahy,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,
234,Novotvar dělohy neurčené povahy,8,-,-,-,-,-,-,-,-,-,-,1,1,-,-,2,-,-,1,-,1,1,1,
235,Novotvar vaječníku neurčené povahy,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,1,
236,Novotvar neurčené povahy jiných ženských pohlavních orgánů,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,2,-,
