1954,Zemřelé ženy podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny,,,,,,,,,,,,,,,,
MKN (1948),Název,Celkem,0,1,2,3,4,5-14,15-24,25-34,35-44,45-54,55-64,65-74,75-84,85+,Nezjiš- těno
E936,Jiný a neurčený náhodný úraz,138,-,-,2,2,1,9,1,2,7,11,23,47,28,5,-
E937,"Úraz v dolech, v lomech",9,-,-,-,-,-,1,-,1,2,1,3,1,-,-,-
,,,,,,,,,,,,,,,,,
,Komplikace způsobené neléčebnými lékařskými zákroky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E940,Generalisovaná vakcína po vakcinaci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E941,Zánět mozku (encephalitis) povakcinační,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E942,Jiné komplikace očkování po neštovicích,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E943,Žloutenka a hepatitis po profylaktické injekci sera a podobné imunisaci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E944,Jiné komplikace profylaktického očkování ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E945,Komplikace při anestesii v případech neléčebných zákroků,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E946,Jiné komplikace způsobené neléčebnými lékařskými zákroky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,
,Léčebné  nehody a pozdní komplikace léčebných zákroků,3,-,-,-,-,-,-,-,2,-,-,-,-,1,-,-
E950,Léčebná nehoda při chirurgickém ošetření,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
E951,Léčebná nehoda při infusi nebo transfusi,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
E952,Léčebná nehoda při místní aplikaci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E953,Léčebná nehoda při užívání léčiv a biologických látek,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
E954,Léčebná nehoda při anestesii,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E955,Jiná nebo blíže neurčená léčebná nehoda ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E956,Pozdní komplikace chirurgických operací,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E957,Pozdní komplikace amputačních pahýlů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E958,Pozdní komplikace po ozařování,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E959,Pozdní komplikace jiných druhů léčení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,
,Pozdní následky otrav a úrazů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E960,Pozdní následek náhodných úrazů motorovými vozidly,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E961,Pozdní následek náhodných otrav,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E962,Pozdní následek jiných náhodných úrazů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E963,Pozdní následek sebepoškození,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E964,Pozdní následky úrazů způsobených úmyslně jinou osobou (ne ve válce),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E965,Pozdní následky úrazů vzniklých válečnými operacemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,
SE,Sebevraždy a sebepoškození,657,-,-,-,-,-,1,40,85,99,138,136,101,49,8,-
E970,Sebevražda a sebepoškození otravou analgetiky a uspávacími prostředky,18,-,-,-,-,-,-,3,2,3,5,2,2,1,-,-
E971,Sebevražda a sebepoškození otravou jinými pevnými látkami a tekutinami,44,-,-,-,-,-,-,5,8,8,12,5,3,3,-,-
E972,Sebevražda a sebepoškození otravou plyny v domácím používání,94,-,-,-,-,-,-,7,17,14,16,22,14,2,2,-
E973,Sebevražda a sebepoškození otravou jinými plyny,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E974,Sebevražda a sebepoškození věšením a škrcením,337,-,-,-,-,-,-,9,33,41,80,81,55,33,5,-
E975,Sebevražda a sebepoškození  tonutím (utonutím),62,-,-,-,-,-,1,3,8,9,9,11,15,6,-,-
E976,Sebevražda a sebepoškození  zbraněmi a výbušninami,8,-,-,-,-,-,-,3,4,1,-,-,-,-,-,-
E977,Sebevražda a sebepoškození  nástroji řeznými a bodnými,16,-,-,-,-,-,-,1,2,3,2,4,3,1,-,-
E978,Sebevražda a sebepoškození  skokem s vysokého místa,37,-,-,-,-,-,-,5,5,8,8,7,2,2,-,-
E979,Sebevražda a sebepoškození  jinými a blíže neurčenými prostředky ,41,-,-,-,-,-,-,4,6,12,6,4,7,1,1,-
E97a,Sebevražda vlakem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,
NA,Usmrcení nebo poranění způsobená úmyslně jinou osobou (ne ve válce),47,7,-,-,-,1,5,12,9,6,3,3,-,-,-,1
E980,Úmyslné otrávení,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
E981,Napadení  střelnou zbraní a výbušninou,16,-,-,-,-,-,1,6,5,2,-,1,-,-,-,1
E982,Napadení  nástroji řeznými a bodnými,6,-,-,-,-,-,-,2,-,2,2,-,-,-,-,-
E983,Napadení  jinými prostředky,24,7,-,-,-,1,3,4,4,2,1,2,-,-,-,-
E984,Zranění způsobená zákrokem policie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E985,Poprava,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
