1972,Zemřelí muži podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,,
MKN (1966),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,
66,Pozdní následky virového zánětu mozku,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,
67,Hemoragická horečka přenášená členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
68,Jiné virové nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
70,Infekční zánět jater,46,1,-,1,-,-,-,2,1,2,-,1,2,2,4,3,1,12,7,1,5,1,-,
71,Vzteklina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
72,Epidemický zánět příušnic,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
73,Psittacosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
74,Specifická onemocnění způsobená virem Coxsackie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
75,Infekční mononukleóza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
76,Trachom aktivní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
77,Pozdní následky trachomu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
78,Jiná virová onemocnění spojivek,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
79,Jiné virové nemoci,9,6,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,
80,Epidemická skvrnivka - přenášená vešmi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
81,Jiná skvrnivka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
82,Rickettsiózy přenášené klíšťaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
83,Jiné rickettsiózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
84,Malárie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
85,Leishmanióza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
86,Americká trypanosomiáza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
87,Jiná trypanosomiáza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
88,Návratná horečka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
89,Jiné nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
90,Vrozená syfilis,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,
91,"Čerstvá  syfilis, s příznaky",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
92,"Čerstvá syfilis,latentní",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
93,Kardiovaskulární syfilis,14,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,2,2,4,-,1,
94,Syfilis centrálního nervstva,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,4,8,3,1,1,
95,"Jiné formy pozdní syfilidy, s příznaky",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
96,"Pozdní syfilis, latentní (trvání 2 roky a více)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
97,Jiná syfilis a NS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
98,Gonokoková onemocnění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
99,Jiné pohlavní nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
100,Leptospirosis,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-,
101,Vincentova angína,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,
102,Frambézie,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,
103,Pinta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
104,Jiná spirochétová onemocnění,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,
110,Dermatophytosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
111,"Dermatomycosis, jiná nebo NS",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
112,Candidosis,9,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,2,2,1,1,
113,Actinomycosis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,
114,Coccidiomycosis,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
115,Histoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
116,Blastomycosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
117,Jiné generalizované mykózy,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,
120,Schistosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
121,Jiné nemoci způsobené trematody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
122,Hydatidosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
123,Jiné nemoci způsobené cestody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
124,Trichinosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
125,Filariasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
126,Ankylostomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
127,Jiné střevní helmintózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
128,Helmintózy jiné a NS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
129,Střevní parazitismus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
130,Toxoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
131,Trichomoniasis urogenitalis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
132,Zavšivení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
133,Acariasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
134,Jiná  napadení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
135,Sarcoidosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
136,Jiné infekční a parazitární nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,,,,,,,,,,,,,,
II,Novotvary,14 290,6,5,12,9,5,27,28,45,62,61,81,121,272,511,742,1 240,2 336,3 129,2 714,1 736,780,368,
140,Zhoubný novotvar rtu,24,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,8,7,4,1,
141,Zhoubný novotvar jazyka,30,-,-,-,-,-,-,-,-,-,-,-,-,1,-,5,6,4,5,4,3,1,1,
142,Zhoubný novotvar slinné žlázy,19,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,1,4,3,2,1,2,1,
143,Zhoubný novotvar dásně,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,
144,Zhoubný novotvar ústní spodiny,19,-,-,-,-,-,-,-,-,1,-,-,-,-,-,3,3,1,3,4,3,-,1,
145,Zhoubný novotvar jiné nebo NS části úst,14,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,4,2,1,1,1,-,
146,Zhoubný novotvar ústní částí hltanu,34,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,5,8,3,8,2,2,2,
147,Zhoubný novotvar nosohltanu,10,-,-,-,1,-,-,-,-,-,-,-,1,-,1,1,1,1,2,1,1,-,-,
148,Zhoubný novotvar hrtanové části hltanu,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,2,4,2,-,-,
149,Zhoubný novotvar NS části hltanu,9,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,4,2,-,-,-,
150,Zhoubný novotvar jícnu,190,-,-,-,-,-,-,-,-,-,-,2,-,3,9,6,11,34,38,39,27,9,12,
151,Zhoubný novotvar žaludku,2 185,-,-,-,-,-,-,-,-,1,4,7,8,25,67,101,168,360,473,423,332,149,67,
152,Zhoubný novotvar tenkého střeva včetně dvanácterníku,25,-,-,-,-,-,-,-,-,-,-,-,1,-,-,3,3,5,7,2,3,1,-,
153,Zhoubný novotvar tlustého střeva vyjma konečník,646,-,-,-,-,-,-,-,-,-,5,4,8,14,19,33,53,103,157,113,78,40,19,
154,Zhoubný novotvar konečníku a rektosigmoidálního spojení,871,-,-,-,-,-,-,-,-,-,2,2,4,15,30,34,72,149,189,187,100,59,28,
155,Zhoubný novotvar jater a intrahepatálních žlučových cest určený jako prim,418,1,-,1,-,-,-,-,-,-,-,1,1,5,13,23,41,62,113,76,43,24,14,
156,Zhoubný novotvar žlučníku a žlučových cest,202,-,-,-,-,-,-,-,-,-,-,-,-,2,2,9,12,38,43,43,37,11,5,
157,Zhoubný novotvar slinivky břišní,563,-,-,-,-,-,-,-,-,-,1,2,5,13,22,36,68,104,115,109,58,22,8,
158,Zhoubný novotvar pobřišnice,44,-,-,1,-,-,1,-,-,3,2,1,1,1,2,1,3,5,10,10,3,-,-,
159,Zhoubný novotvar NS části trávicího ústrojí,243,-,-,-,-,-,-,-,1,-,1,-,4,4,1,7,12,32,38,55,50,24,14,
160,"Zhoubný novotvar nosu, nosních dutin, středního ucha a vedlejších dutin",13,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,1,4,2,2,1,1,-,
161,Zhoubný novotvar hrtanu,235,-,-,-,-,-,-,-,-,-,-,2,5,6,15,8,21,38,42,47,32,14,5,
162,"Zhoubný novotvar průdušnice, průdušek a plic",4 845,-,-,-,-,-,-,-,1,-,1,8,21,72,177,282,474,862,1 239,940,527,181,60,
163,Zhoubný novotvar jiných a blíže neurčených částí ústrojí dýchacího,93,-,-,-,-,-,-,-,-,1,1,2,-,7,5,4,7,12,20,27,5,1,1,
170,Zhoubný novotvar kosti,104,-,-,-,-,-,1,5,7,3,1,1,4,4,3,5,10,11,13,21,7,6,2,
171,Zhoubný novotvar pojiva a jiných měkkých tkání,25,-,-,-,-,-,-,1,-,1,2,1,1,1,-,1,3,2,2,2,4,2,2,
172,Zhoubný melanom kůže,101,-,-,-,-,-,-,-,-,-,3,7,4,12,8,9,8,14,14,9,7,2,4,
173,Jiné zhoubné novotvary kůže,55,-,-,-,-,-,-,-,-,-,1,-,-,-,3,1,2,3,8,8,7,6,16,
174,Zhoubný novotvar prsu,17,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,5,5,1,2,-,
180,Zhoubný novotvar čípku děložního,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
181,Chorionepithelioma,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
182,Jiný zhoubný novotvar dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
183,"Zhoubný novotvar vaječníku, vejcovodu a širokého vazu",x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
184,Zhoubný novotvar jiných nebo blíže neurčených ženských pohlavních orgánů,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
185,Zhoubný novotvar předstojné žlázy,702,-,-,-,-,-,-,-,-,-,-,-,-,-,5,10,33,73,132,152,152,101,44,
186,Zhoubný novotvar varlete,62,-,-,-,-,-,-,-,5,12,9,7,4,5,2,5,2,2,4,2,2,1,-,
187,Zhoubný novotvar jiných a NS částí mužského pohlavního ústrojí,23,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,2,2,6,2,3,2,
188,Zhoubný novotvar močového měchýře,473,-,-,-,-,-,-,-,-,-,-,-,1,4,7,19,33,68,107,100,86,29,19,
189,Zhoubný novotvar jiného a NS močového ústrojí,408,-,-,1,-,1,3,1,1,-,1,1,5,11,32,21,44,73,80,79,34,15,5,
190,Zhoubný novotvar oka,8,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,2,1,1,-,-,-,
191,Zhoubný novotvar mozku,178,-,-,2,1,-,5,2,4,4,4,6,7,13,20,15,27,38,17,8,4,1,-,
192,Zhoubný novotvar jiných částí nervové soustavy,31,1,2,1,-,-,-,-,2,2,-,-,-,1,-,2,1,8,6,3,2,-,-,
193,Zhoubný novotvar štítné žlázy,24,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,5,5,6,2,2,1,
194,Zhoubný novotvar jiných žláz s vnitřní sekrecí,23,-,-,-,1,1,-,2,-,1,1,-,1,1,2,-,1,4,1,4,2,-,1,
195,Zhoubný novotvar nepřesně určeného umístění,67,-,-,-,1,-,-,1,-,-,2,1,-,4,2,3,8,10,9,9,7,7,3,
196,Sekundární nebo neurčený zhoubný novotvar mízních uzlin,5,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,1,1,-,-,-,
197,Sekundární zhoubný novotvar dýchacího a trávicího ústrojí,15,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,4,2,5,2,-,1,
198,Sekundární zhoubný novotvar jiné lokalizace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
199,Zhoubný novotvar NS lokalizace,236,-,-,-,-,1,1,2,1,3,-,3,3,5,6,19,13,37,52,46,19,19,6,
200,Lymfosarkom a retikulosarkom,141,-,-,-,1,-,2,3,2,5,2,6,3,5,6,7,15,16,20,25,11,8,4,
201,Hodgkinova nemoc,145,1,-,1,-,-,2,3,5,10,11,6,10,8,9,5,10,20,17,14,8,2,3,
202,Jiné novotvary mízní tkáně,49,-,-,-,-,-,2,-,-,1,1,-,3,3,3,6,6,9,6,5,1,2,1,
203,Mnohočetný myelom,81,-,-,-,-,-,-,-,-,-,-,-,-,2,4,6,9,13,15,16,10,5,1,
204,Lymfatická leukémie,210,-,-,2,3,1,3,6,5,3,2,-,3,5,6,10,15,34,43,34,21,10,4,
205,Monocytární leukémie,130,-,1,1,-,1,4,1,8,6,2,5,6,7,8,18,12,15,16,11,7,1,-,
206,Monovytární leukémie,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,
207,Jiné leukémie a erytroleukémie,48,1,-,2,-,-,2,-,-,-,-,-,1,5,-,5,4,6,6,9,3,2,2,
208,Polycythaemia vera,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,-,-,
209,Myelofibrosis,18,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,1,4,2,5,3,-,-,
210,Nezhoubný novotvar dutiny ústní a hltanu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
211,Nezhoubný novotvar jiných částí trávicího ústrojí,6,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,1,-,1,-,1,1,
212,Nezhoubný novotvar dýchacího ústrojí,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,
213,Nezhoubný novotvar kosti a chrupavek,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,
214,Lipom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
215,Jiné nezhoubné novotvary svalů a pojiva,2,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,
216,Nezhoubný novotvar kůže,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
217,Nezhoubný novotvar prsu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
218,Fibromyom dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
219,Jiné nezhoubné novotvary dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
220,Nezhoubný novotvar vaječníku,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
221,Nezhoubný novotvar jiných ženských pohlavních orgánů,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
222,Nezhoubný novotvar mužských pohlavních orgánů,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,
223,Nezhoubný novotvar ledviny a jiných orgánů,10,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,4,2,1,
224,Nezhoubný novotvar oka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
225,Nezhoubný novotvar mozku nebo jiné části nervového ústrojí,17,-,-,-,-,-,-,-,1,-,2,-,1,1,-,-,3,4,3,1,1,-,-,
226,Nezhoubný novotvar žláz s vnitřní sekrecí,14,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,3,3,3,1,-,-,-,
227,Hemangiom a lymfangiom,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,
228,Nezhoubné nov otvary ostatních orgánů a tkání,3,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-,-,-,-,-,
230,Novotvar neurčené povahy trávicího ústrojí,27,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,3,2,9,4,2,2,3,
231,Novotvar neurčené povahy dýchacího ústrojí,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,3,-,-,
232,"Novotvar kůže, soustavy svalové a kosterní neurčené povahy",2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,
233,Novotvar prsu neurčené povahy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
234,Novotvar dělohy neurčené povahy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
235,Novotvar vaječníku neurčené povahy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
236,Novotvar neurčené povahy jiných ženských pohlavních orgánů,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
