1968,Zemřelí muži podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,,
MKN (1966),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,
39,Jiné bakteriální nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
40,Akutní paralytická poliomyelitis určená jako bulbární,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
41,Akutní poliomyelitis s jinými obrnami,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
42,Akutní neparalytická poliomyelitis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
43,Akutní poliomyelitis blíže neurčená,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
44,Pozdní následky akutní poliomyelitidy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
45,Aseptická meningitis způsobená enterovirem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
46,Jiné enterovirové nemoci centrální nervové soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
50,Neštovice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
51,Kravské neštovice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
52,Plané neštovice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
53,Pásový opar,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,
54,Prostý opar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
55,Spalničky,9,1,3,2,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
56,Zarděnky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
57,Jiné virové nemoci s vyrážkou,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
60,Žlutá zimnice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
61,Dengue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
62,Virový zánět mozku-přenášený komáry,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,
63,Virový zánět mozku-přenášený klíšťaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
64,Virový zánět mozku -přenášený jinými členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
65,Virový zánět mozku bez bližšího označení,5,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,
66,Pozdní následky virového zánětu mozku,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,1,-,-,
67,Hemoragická horečka přenášená členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
68,Jiné virové nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
70,Infekční zánět jater,45,-,-,-,-,-,-,-,1,1,1,-,1,1,1,3,2,10,7,3,10,3,1,
71,Vzteklina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
72,Epidemický zánět příušnic,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
73,Psittacosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
74,Specifická onemocnění způsobená virem Coxsackie,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
75,Infekční mononukleóza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
76,Trachom aktivní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
77,Pozdní následky trachomu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
78,Jiná virová onemocnění spojivek,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
79,Jiné virové nemoci,4,1,-,-,-,-,1,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,
80,Epidemická skvrnivka - přenášená vešmi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
81,Jiná skvrnivka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
82,Rickettsiózy přenášené klíšťaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
83,Jiné rickettsiózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
84,Malárie ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
85,Leishmanióza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
86,Americká trypanosomiáza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
87,Jiná trypanosomiáza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
88,Návratná horečka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
89,Jiné nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
90,Vrozená syfilis,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,1,-,1,-,-,
91,"Čerstvá  syfilis, s příznaky",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
92,"Čerstvá syfilis,latentní",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
93,Kardiovaskulární syfilis,24,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,4,4,8,3,3,-,1,
94,Syfilis centrálního nervstva,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,8,4,4,6,-,-,-,
95,"Jiné formy pozdní syfilidy, s příznaky",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,
96,"Pozdní syfilis, latentní (trvání 2 roky a více)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
97,Jiná syfilis a NS,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,1,1,-,
98,Gonokoková onemocnění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
99,Jiné pohlavní nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
100,Leptospirosis,3,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,
101,Vincentova angína,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
102,Frambézie,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,
103,Pinta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
104,Jiná spirochétová onemocnění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
110,Dermatophytosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
111,"Dermatomycosis, jiná nebo NS",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
112,Candidosis,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
113,Actinomycosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
114,Coccidiomycosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
115,Histoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
116,Blastomycosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
117,Jiné generalizované mykózy,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,
120,Schistosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
121,Jiné nemoci způsobené trematody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
122,Hydatidosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
123,Jiné nemoci způsobené cestody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
124,Trichinosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
125,Filariasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
126,Ankylostomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
127,Jiné střevní helmintózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
128,Helmintózy jiné a NS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
129,Střevní parazitismus,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,
130,Toxoplasmosis,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
131,Trichomoniasis urogenitalis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
132,Zavšivení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
133,Acariasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
134,Jiná  napadení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
135,Sarcoidosis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,
136,Jiné infekční a parazitární nemoci,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,,,,,,,,,,,,,,
II,Novotvary,13 974,4,12,10,10,3,37,26,41,50,57,91,159,273,446,634,1 646,2 472,2 952,2 351,1 547,815,338,
140,Zhoubný novotvar rtu,24,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,2,2,3,4,6,4,1,
141,Zhoubný novotvar jazyka,29,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,5,8,5,3,3,3,-,
142,Zhoubný novotvar slinné žlázy,13,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,2,3,1,1,2,
143,Zhoubný novotvar dásně,4,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,1,1,-,-,-,
144,Zhoubný novotvar ústní spodiny ,20,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,3,3,3,2,4,-,
145,Zhoubný novotvar jiné nebo NS části úst ,20,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,6,3,3,3,3,1,-,
146,Zhoubný novotvar ústní částí hltanu,25,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,4,6,5,5,2,-,-,
147,Zhoubný novotvar nosohltanu,11,-,-,-,-,-,-,1,-,-,-,-,1,1,1,1,3,1,1,-,1,-,-,
148,Zhoubný novotvar hrtanové části hltanu,23,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,2,2,3,7,5,-,-,
149,Zhoubný novotvar NS části hltanu,13,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,1,4,3,1,1,-,
150,Zhoubný novotvar jícnu,185,-,-,-,-,-,-,-,-,-,-,-,-,1,4,6,19,27,30,41,27,18,12,
151,Zhoubný novotvar žaludku,2 608,-,-,-,-,-,-,-,3,2,3,9,23,47,77,103,322,438,542,443,316,205,75,
152,Zhoubný novotvar tenkého střeva včetně dvanácterníku,27,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,3,5,6,4,2,2,2,
153,Zhoubný novotvar tlustého střeva vyjma konečník,680,-,-,-,-,-,-,-,-,2,1,3,11,21,20,28,66,118,135,121,93,41,20,
154,Zhoubný novotvar konečníku a rektosigmoidálního spojení,785,-,-,-,-,-,-,-,-,-,4,7,8,19,17,24,86,137,159,133,94,66,31,
155,Zhoubný novotvar jater a intrahepatálních žlučových cest určený jako primární,470,-,2,1,-,-,-,-,1,1,1,-,-,9,14,22,67,79,100,81,55,26,11,
156,Zhoubný novotvar žlučníku a žlučových cest,212,-,-,-,-,-,-,-,-,-,-,-,-,-,5,10,18,29,45,52,28,14,11,
157,Zhoubný novotvar slinivky břišní,488,-,-,-,-,-,-,-,-,-,1,-,2,4,20,34,70,86,112,73,55,21,10,
158,Zhoubný novotvar pobřišnice,38,-,1,-,-,-,-,1,-,-,1,-,3,2,3,5,3,5,5,6,3,-,-,
159,Zhoubný novotvar NS části trávicího ústrojí,183,-,-,-,-,-,-,-,-,-,-,-,3,2,2,5,17,26,39,31,32,18,8,
160,"Zhoubný novotvar nosu, nosních dutin, středního ucha a vedlejších dutin",19,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,1,9,1,1,1,2,
161,Zhoubný novotvar hrtanu,216,-,-,-,-,-,-,-,-,-,1,-,-,7,5,12,26,35,49,45,26,8,2,
162,"Zhoubný novotvar průdušnice, průdušek a plic",4 498,-,-,-,-,-,-,-,2,-,-,5,19,53,133,230,580,971,1 111,811,400,138,45,
163,Zhoubný novotvar jiných a blíže neurčených částí ústrojí dýchacího,82,-,-,-,-,-,-,-,-,-,-,2,-,2,5,-,15,15,22,14,6,1,-,
170,Zhoubný novotvar kosti,82,-,-,1,-,-,1,2,3,3,3,2,1,5,4,6,8,10,14,6,8,2,3,
171,Zhoubný novotvar pojiva a jiných měkkých tkání,44,-,-,-,-,1,-,-,2,3,-,2,2,2,5,-,6,7,5,4,1,3,1,
172,Zhoubný melanom kůže,68,-,-,-,-,-,-,-,1,3,2,2,7,5,6,4,6,12,4,6,5,4,1,
173,Jiné zhoubné novotvary kůže ,50,-,-,-,-,-,-,-,-,-,2,1,1,2,-,1,3,6,5,3,7,9,10,
174,Zhoubný novotvar prsu,10,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,3,2,3,-,-,-,
180,Zhoubný novotvar čípku děložního,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
181,Chorionepithelioma,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
182,Jiný zhoubný novotvar dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
183,"Zhoubný novotvar vaječníku, vejcovodu a širokého vazu",x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
184,Zhoubný novotvar jiných nebo blíže neurčených ženských pohlavních orgánů,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
185,Zhoubný novotvar předstojné žlázy ,661,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,24,58,140,146,135,108,43,
186,Zhoubný novotvar varlete,41,-,-,-,-,-,-,1,-,5,13,4,3,4,2,1,2,4,-,-,1,1,-,
187,Zhoubný novotvar jiných a NS částí mužského pohlavního ústrojí,37,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,2,9,3,5,7,4,2,
188,Zhoubný novotvar močového měchýře,367,-,-,-,-,-,-,-,1,-,-,-,1,3,9,7,40,64,84,75,50,26,7,
189,Zhoubný novotvar jiného a NS močového ústrojí,396,1,-,1,1,-,2,-,-,-,-,5,6,7,20,18,59,69,78,60,38,22,9,
190,Zhoubný novotvar oka,16,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,5,2,3,2,-,2,-,
191,Zhoubný novotvar mozku,208,-,1,3,1,1,9,4,5,4,6,6,15,14,18,22,31,22,23,14,8,1,-,
192,Zhoubný novotvar jiných částí nervové soustavy,30,-,1,-,1,-,2,-,1,-,-,2,-,1,4,1,4,6,4,1,-,-,2,
193,Zhoubný novotvar štítné žlázy,39,-,-,-,-,-,-,-,-,-,-,-,1,3,1,1,5,9,7,3,5,2,2,
194,Zhoubný novotvar jiných žláz s vnitřní sekrecí,24,-,-,1,-,-,-,-,-,-,-,-,-,6,1,1,2,4,3,1,3,2,-,
195,Zhoubný novotvar nepřesně určeného umístění,38,-,-,-,-,-,-,-,1,-,-,2,-,-,1,1,4,4,7,6,6,5,1,
196,Sekundární nebo neurčený zhoubný novotvar mízních uzlin,10,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,2,2,2,1,-,1,-,
197,Sekundární zhoubný novotvar dýchacího a trávicího ústrojí,6,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,1,1,-,-,-,1,
198,Sekundární zhoubný novotvar jiné lokalizace,4,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,1,1,-,-,-,
199,Zhoubný novotvar NS lokalizace,197,-,-,-,-,-,2,-,-,3,1,3,4,3,5,13,17,35,36,28,23,15,9,
200,Lymfosarkom a retikulosarkom,172,1,-,1,-,1,2,3,4,3,2,6,7,11,14,10,23,26,30,8,11,6,3,
201,Hodgkinova nemoc,151,-,-,-,1,-,2,3,7,6,6,14,15,10,12,9,13,11,17,14,4,4,3,
202,Jiné novotvary mízní tkáně,41,-,2,-,1,-,-,-,-,1,1,2,2,1,2,3,3,12,3,3,3,2,-,
203,Mnohočetný myelom,71,-,-,-,-,-,-,-,-,-,1,-,1,-,6,4,3,15,12,12,14,3,-,
204,Lymfatická leukémie,232,-,1,1,-,-,8,3,3,6,3,3,8,8,7,11,27,38,32,28,30,12,3,
205,Monocytární leukémie,121,-,-,1,2,-,4,3,4,2,1,5,9,7,5,9,20,16,12,10,8,2,1,
206,Monovytární leukémie,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,-,-,
207,Jiné leukémie a erytroleukémie,65,1,3,-,3,-,2,2,3,3,2,1,1,2,2,4,6,8,11,9,2,-,-,
208,Polycythaemia vera,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,
209,Myelofibrosis,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,6,1,-,-,-,
210,Nezhoubný novotvar dutiny ústní a hltanu,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,
211,Nezhoubný novotvar jiných částí trávicího ústrojí,7,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,3,-,-,-,
212,Nezhoubný novotvar dýchacího ústrojí,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,1,1,-,-,
213,Nezhoubný novotvar kosti a chrupavek,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
214,Lipom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
215,Jiné nezhoubné novotvary svalů a pojiva,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,
216,Nezhoubný novotvar kůže,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
217,Nezhoubný novotvar prsu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
218,Fibromyom dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
219,Jiné nezhoubné novotvary dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
220,Nezhoubný novotvar vaječníku,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
221,Nezhoubný novotvar jiných ženských pohlavních orgánů,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
222,Nezhoubný novotvar mužských pohlavních orgánů,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,
223,Nezhoubný novotvar ledviny a jiných orgánů,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,1,
224,Nezhoubný novotvar oka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
225,Nezhoubný novotvar mozku nebo jiné části nervového ústrojí,19,-,-,-,-,-,-,-,-,-,1,-,1,2,-,2,2,4,4,1,1,1,-,
226,Nezhoubný novotvar žláz s vnitřní sekrecí,4,-,-,-,-,-,-,-,-,1,-,-,-,-,1,2,-,-,-,-,-,-,-,
227,Hemangiom a lymfangiom,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,
228,Nezhoubné nov otvary ostatních orgánů a tkání,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,
230,Novotvar neurčené povahy trávicího ústrojí,15,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,3,3,3,3,
231,Novotvar neurčené povahy dýchacího ústrojí,8,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,2,1,3,-,-,
232,"Novotvar kůže, soustavy svalové a kosterní neurčené povahy",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
233,Novotvar prsu neurčené povahy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
234,Novotvar dělohy neurčené povahy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
235,Novotvar vaječníku neurčené povahy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
236,Novotvar neurčené povahy jiných ženských pohlavních orgánů,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
