2005,Zemřelí muži podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny,,,,,,,,,,,,,,,,,,,,,,,
MKN (1993),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85 +
V11,"Cyklista zraněný při srážce s jiným 
jízdním kolem", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V12,"Cyklista zraněný při srážce s dvou 
nebo tříkolovým motorovým vozidlem",3, -, -, -, -, -, -,1, -, -, -, -, -, -, -,1,1, -, -, -, -, -, -
V13,"Cyklista zraněný při srážce s automobilem osobním, dodávkovým  nebo lehkým nákladním",20, -, -, -, -, -,1, -, -, -, -,2,1, -,7,3,1,1,1,2, -,1, -
V14,Cyklista zraněný při srážce s těžkým nákladním vozidlem nebo autobusem,8, -, -, -, -, -, -, -, -, -, -,1, -,1, -,1, -,2,1,2, -, -, -
V15,Cyklista zraněný při srážce s železničním vlakem nebo železničním vozidlem,3, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -,1,1, -, -, -, -, -
V16,Cyklista zraněný při srážce s jiným nemotorovým vozidlem, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V17,Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem),2, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -,1, -, -, -, -, -
V18,"Cyklista zraněný při dopravní nehodě 
bez srážky",7, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -,1,1, -,1,2,1, -
V19,Cyklista zraněný při jiných a neurčených dopravních nehodách,19, -, -, -, -, -, -, -, -, -,1,2,2,1,1,3,2, -,2,3,1,1, -
,,,,,,,,,,,,,,,,,,,,,,,,
,Jezdec na motocyklu zraněný při dopravní nehodě    V20-V29,63, -, -, -, -, -, -, -,6,13,13,11,3,3,5,3, -,2, -,2,1,1, -
V20,"Jezdec na motocyklu zraněný při srážce 
s chodcem nebo zvířetem", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V21,"Jezdec na motocyklu zraněný při srážce 
s jízdním kolem",1, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -
V22,"Jezdec na motocyklu zraněný při srážce 
s dvou nebo tříkolovým motorovým vozidlem", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V23,"Jezdec na motocyklu zraněný při srážce 
s automobilem osobním, dodávkovým 
nebo lehkým nákladním",22, -, -, -, -, -, -, -,3,4,3,3,1,1,2,1, -,1, -,2, -,1, -
V24,"Jezdec na motocyklu zraněný při srážce 
s těžkým nákladním vozidlem 
nebo autobusem",3, -, -, -, -, -, -, -, -, -,1,1, -, -, -,1, -, -, -, -, -, -, -
V25,"Jezdec na motocyklu zraněný při srážce 
s železničním vlakem nebo  železničním vozidlem",1, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V26,"Jezdec na motocyklu zraněný při srážce 
s jiným nemotorovým vozidlem", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V27,"Jezdec na motocyklu zraněný při srážce 
s pevnou překážkou (s připevněným nebo stojícím předmětem)",11, -, -, -, -, -, -, -,1,4,3,1, -, -,1, -, -,1, -, -, -, -, -
V28,Jezdec na motocyklu zraněný při dopravní nehodě bez srážky,6, -, -, -, -, -, -, -, -,1,1,2,1, -, -, -, -, -, -, -,1, -, -
V29,"Jezdec na motocyklu zraněný při jiných 
a neurčených dopravních nehodách",19, -, -, -, -, -, -, -,1,4,5,4,1,2,2, -, -, -, -, -, -, -, -
,,,,,,,,,,,,,,,,,,,,,,,,
,Člen osádky tříkolového motorového vozidla zraněný při dopravní nehodě     V30-V39,4, -, -, -, -, -, -, -, -, -, -, -, -,1, -,1, -,1,1, -, -, -, -
V30,"Člen osádky tříkolového motorového vozidla zraněný při srážce s chodcem 
nebo zvířetem", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V31,Člen osádky tříkolového motorového vozidla zraněný při srážce s jízdním kolem,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -
V32,"Člen osádky tříkolového motorového vozidla zraněný při srážce s jiným 
dvou nebo  tříkolovým motorovým vozidlem", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V33,"Člen osádky tříkolového motorového vozidla zraněný při srážce s automobilem osobním, dodávkovým  nebo lehkým nákladním", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V34,Člen osádky tříkolového motorového vozidla zraněný při srážce s těžkým nákladním vozidlem nebo autobusem,2, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -,1, -, -, -, -, -
V35,"Člen osádky tříkolového motorového vozidla zraněný při srážce s železničním vlakem 
nebo železničním vozidlem", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V36,Člen osádky tříkolového motorového vozidla zraněný při srážce s jiným nemotorovým vozidlem, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V37,"Člen osádky tříkolového motorového vozidla zraněný při srážce s pevnou překážkou 
(s připevněným nebo stojícím předmětem)", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V38,Člen osádky tříkolového motorového vozidla zraněný při dopravní nehodě bez srážky, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V39,Člen osádky tříkolového motorového vozidla zraněný při jiných a neurčených dopravních nehodách,1, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -, -
,,,,,,,,,,,,,,,,,,,,,,,,
,"Člen osádky osobního automobilu zraněný při dopravní nehodě     
V40-V49",224,1,1,1, -, -,2,2,16,47,34,26,15,12,12,22,10,8,4,1,5,3,2
V40,"Člen osádky osobního automobilu zraněný 
při srážce chodcem nebo zvířetem",19, -, -, -, -, -, -,1, -,3,2,4,2,2,1,1,2, -,1, -, -, -, -
V41,"Člen osádky osobního automobilu zraněný 
při srážce s jízdním kolem", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V42,"Člen osádky osobního automobilu zraněný 
při srážce s dvou nebo tříkolovým motorovým vozidlem",1, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -, -, -
V43,"Člen osádky osobního automobilu zraněný 
při srážce s automobilem osobním, dodávkovým nebo lehkým nákladním",57,1, -, -, -, -,1, -,1,10,7,9,3,3,4,6,3,5,1,1,2, -, -
V44,"Člen osádky osobního automobilu zraněný 
při srážce s těžkým nákladním vozidlem 
nebo autobusem",30, -, -, -, -, -, -,1,1,3,7,3,3,1,2,5,1, -,2, -, -,1, -
V45,"Člen osádky osobního automobilu zraněný 
při srážce s železničním vlakem 
nebo železničním vozidlem",13, -, -, -, -, -, -, -,3,2,1,1, -, -,1,4, -, -, -, -, -,1, -
V46,"Člen osádky osobního automobilu zraněný 
při srážce s jiným nemotorovým vozidlem", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V47,"Člen osádky osobního automobilu zraněný 
při srážce s pevnou překážkou 
(s připevněným nebo stojícím předmětem)",70, -,1,1, -, -,1, -,8,21,10,8,5,5,3,2,2,1, -, -, -, -,2
V48,"Člen osádky osobního automobilu zraněný 
při dopravní nehodě bez srážky",7, -, -, -, -, -, -, -, -,2,2, -, -, -, -,1, -,1, -, -,1, -, -
V49,"Člen osádky osobního automobilu zraněný 
při jiných a neurčených dopravních nehodách",27, -, -, -, -, -, -, -,3,6,5,1,1,1,1,3,2,1, -, -,2,1, -
,,,,,,,,,,,,,,,,,,,,,,,,
,"Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při dopravní nehodě     
V50-V59",8, -, -, -, -, -, -, -, -,2,1,1, -,2, -,1,1, -, -, -, -, -, -
V50,"Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce 
s chodcem nebo zvířetem",1, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -, -
V51,"Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce 
s jízdním kolem", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V52,"Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce 
s dvou nebo tříkolovým motorovým vozidlem", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V53,"Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce 
s automobilem osobním, dodávkovým 
či lehkým nákladním",1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -
V54,"Člen osádky dodávkového či lehkého nákladního automobilu zraněný při srážce 
s těžkým nákladním vozidlem 
nebo autobusem",4, -, -, -, -, -, -, -, -,1, -,1, -,1, -,1, -, -, -, -, -, -, -
V55,"Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce 
s železničním vlakem nebo železničním vozidlem", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V56,"Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce 
s jiným nemotorovým vozidlem", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V57,"Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce 
s pevnou překážkou", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V58,Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při dopravní nehodě bez srážky, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V59,"Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při jiných 
a neurčených dopravních nehodách",2, -, -, -, -, -, -, -, -,1,1, -, -, -, -, -, -, -, -, -, -, -, -
,,,,,,,,,,,,,,,,,,,,,,,,
,Člen osádky těžkého nákladního vozidla zraněný při dopravní nehodě    V60-V69,8, -, -, -, -, -, -, -, -,2, -,2, -, -,1,2,1, -, -, -, -, -, -
V60,Člen osádky těžkého nákladního vozidla zraněný při srážce s chodcem nebo zvířetem, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V61,Člen osádky těžkého nákladního vozidla zraněný při srážce s jízdním kolem, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V62,Člen osádky těžkého nákladního vozidla zraněný při srážce s dvou nebo tříkolovým motorovým vozidlem, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V63,"Člen osádky těžkého nákladního vozidla zraněný při srážce s automobilem osobním, dodávkovým nebo lehkým nákladním",1, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -, -, -, -
V64,Člen osádky těžkého nákladního vozidla zraněný při srážce s těžkým nákladní vozidlem nebo autobusem, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V65,"Člen osádky těžkého nákladního vozidla zraněný při srážce s železničním vlakem 
nebo železničním vozidlem", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V66,Člen osádky těžkého nákladního vozidla zraněný při srážce s jiným nemotorovým vozidlem, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V67,"Člen osádky těžkého nákladního vozidla zraněný při srážce s pevnou překážkou 
(s připevněným nebo stojícím předmětem)",6, -, -, -, -, -, -, -, -,2, -,1, -, -,1,2, -, -, -, -, -, -, -
V68,Člen osádky těžkého nákladního vozidla zraněný při dopravní nehodě bez srážky, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V69,Člen osádky těžkého nákladního vozidla zraněný při jiných a neurčených dopravních nehodách,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -
,,,,,,,,,,,,,,,,,,,,,,,,
,"Člen osádky autobusu zraněný 
při dopravní nehodě     V70-V79",1, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -, -, -, -
V70,"Člen osádky autobusu zraněný při srážce 
s chodcem nebo zvířetem", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V71,"Člen osádky autobusu zraněný při srážce 
s jízdním kolem", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V72,"Člen osádky autobusu zraněný při srážce 
s dvou nebo tříkolovým motorovým vozidlem", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V73,"Člen osádky autobusu zraněný při srážce 
s automobilem osobním, dodávkovým 
nebo lehkým nákladním", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V74,"Člen osádky autobusu zraněný při srážce 
s těžkým nákladním vozidlem 
nebo autobusem", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V75,"Člen osádky autobusu zraněný při srážce 
s železničním vlakem nebo železničním vozidlem", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V76,"Člen osádky autobusu zraněný při srážce 
s jiným nemotorovým vozidlem", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V77,"Člen osádky autobusu zraněný při srážce 
s pevnou překážkou 
(s připevněným nebo stojícím předmětem)",1, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -, -, -, -
V78,Člen osádky autobusu zraněný při dopravní nehodě bez srážky, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V79,"Člen osádky autobusu zraněný při jiných 
a neurčených dopravních nehodách", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
,,,,,,,,,,,,,,,,,,,,,,,,
,"Jiné nehody při pozemní dopravě    
V80 - V89",336,1, -,1, -, -,6,2,37,49,42,28,33,15,26,27,22,17,7,8,9,3,3
V80,Jezdec na zvířeti nebo člen osádky vozidla taženého zvířetem zraněný při dopravní nehodě,1, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -
V81,"Člen osádky železničního vlaku 
nebo železničního vozidla zraněný 
při dopravní nehodě", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V82,"Člen osádky vozu pouliční dráhy zraněný 
při dopravní nehodě", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V83,"Člen osádky zvláštního vozidla určeného zejména pro průmyslové prostory zraněný 
při dopravní nehodě", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V84,"Člen osádky zvláštního vozidla určeného především pro zemědělství zraněný 
při dopravní nehodě",7, -, -, -, -, -, -, -,1,1,1, -, -, -, -,1, -, -,1,2, -, -, -
V85,Člen osádky zvláštního stavebního vozidla zraněný při dopravní nehodě, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V86,"Člen osádky terénního či jiného motorového vozidla určeného hlavně pro mimosilniční provoz, zraněný při dopravní nehodě",1, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -
V87,"Provozní (silniční) nehoda určeného typu, ale s neznámým způsobem dopravy oběti",1, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -, -
V88,"Neprovozní (mimosilniční) nehoda určeného typu, ale s neznámým způsobem dopravy oběti",1, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -, -, -, -, -
V89,"Nehoda motorového nebo nemotorového vozidla, typ vozidla neurčen",325,1, -,1, -, -,6,2,36,48,40,28,33,14,25,25,22,17,6,6,9,3,3
,,,,,,,,,,,,,,,,,,,,,,,,
,Nehody při vodní dopravě     V90 - V94, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V90,"Nehoda plavidla jako příčina (u)tonutí 
a potopení", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V91,Nehoda plavidla jako příčina jiného poranění, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V92,"(U)tonutí a potopení v souvislosti s vodní dopravou, bez nehody plavidla", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V93,"Nehoda na palubě plavidla bez nehody plavidla, která není příčinou (u)tonutí 
a potopení", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V94,Jiné a neurčené nehody při vodní dopravě, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
,,,,,,,,,,,,,,,,,,,,,,,,
,"Nehody při dopravě vzduchem 
a vesmírným prostorem      V95 - V97",9, -, -, -, -, -, -, -,1,1, -, -,2,1,2, -, -,1,1, -, -, -, -
V95,Nehoda letounu s pohonem jako příčina zranění člena osádky,5, -, -, -, -, -, -, -, -,1, -, -,1,1,1, -, -,1, -, -, -, -, -
V96,Nehoda letounu bez pohonu jako příčina zranění člena osádky,1, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V97,Jiné určené nehody při dopravě vzduchem,3, -, -, -, -, -, -, -, -, -, -, -,1, -,1, -, -, -,1, -, -, -, -
,,,,,,,,,,,,,,,,,,,,,,,,
,"Jiné a neurčené dopravní nehody     
V98 - V99",1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -
V98,Jiné určené dopravní nehody, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
V99,Neurčená dopravní nehoda,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -
,,,,,,,,,,,,,,,,,,,,,,,,
,Jiné vnější příčiny náhodných poranění     W00 - X59,1742,6,1,3,1, -,6,7,23,53,73,79,72,106,128,198,179,130,103,115,137,185,137
,,,,,,,,,,,,,,,,,,,,,,,,
,Pády       W00 - W19,644, -,1, -, -, -, -, -,3,3,12,9,18,18,22,34,47,40,43,56,84,143,111
W00,Pád na rovině na ledu a sněhu, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
W01,"Pád na rovině následkem uklouznutí, zakopnutí nebo klopýtnutí",114, -, -, -, -, -, -, -, -, -, -, -,1,1,1,1,5,3,11,11,17,28,35
W02,"Pád na ledních bruslích, lyžích, kolečkových bruslích nebo skateboardech",2, -, -, -, -, -, -, -,1, -, -, -,1, -, -, -, -, -, -, -, -, -, -
W03,"Jiné pády na rovině ze srážky 
s nebo strčení jinou osobou", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
W04,Pád při nesení nebo podpírání jinými osobami, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
W05,Pád s invalidního vozíku, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
W06,Pád s postele,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -
W07,Pád se židle,2, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -,1, -, -, -, -, -, -
W08,Pád s (týkající se) jiného nábytku, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
W09,Pád s (týkající se) vybavení hřiště, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
W10,Pád na schodech a stupních nebo s nich,33, -,1, -, -, -, -, -, -, -, -,1,1,1,1,1,5,6,3,2,6,5, -
W11,Pád na nebo se žebříku,6, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -,1, -,2,1,1
W12,Pád na nebo s lešení,8, -, -, -, -, -, -, -, -, -, -, -, -, -, -,2,4,1, -, -, -,1, -
W13,Pád s (z) budovy nebo konstrukce nebo propadnutí,30, -, -, -, -, -, -, -,2,2,4,4,5,1,4,3,2,1, -,1, -,1, -
W14,Pád se stromu,3, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -,1, -,1, -, -, -
W15,Pád se skály,2, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -,1, -, -, -, -, -, -
W16,"Potopení se nebo skok do vody jako příčina jiného poranění, než je (u)tonutí
nebo potopení",1, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -
W17,Jiný pád z jedné úrovně na druhou,31, -, -, -, -, -, -, -, -, -,3,2,6,4,3,3,2,1,2,2,1,1,1
W18,Jiný pád na rovině,16, -, -, -, -, -, -, -, -, -, -, -, -, -,3,1,2,2,1,2,1,2,2
W19,Neurčený pád,395, -, -, -, -, -, -, -, -,1,4,1,4,11,9,22,24,25,25,36,57,104,72
,,,,,,,,,,,,,,,,,,,,,,,,
,Vystavení neživotným mechanickým silám        W20 - W49,44, -, -, -, -, -, -, -,2,4,6,5,4,3,5,3,2,1,6,2,1, -, -
W20,"Udeření hozeným, vrženým nebo padajícím předmětem",19, -, -, -, -, -, -, -,1,2,4,2,2,1,3,2,1,1, -, -, -, -, -
W21,Udeření sportovním nářadím (vybavením) nebo náraz na ně, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
W22,Udeření jinými předměty nebo náraz na ně,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -
W23,"Zachycení, rozdrcení, zmáčknutí 
nebo uskřípnutí do předmětů nebo mezi ně",6, -, -, -, -, -, -, -, -,2,1,1, -, -,1, -, -, -, -, -,1, -, -
W24,"Kontakt se zařízeními na zvedání a přenos, nezařazenými jinde",1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -
W25,Kontakt s ostrým sklem,1, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -, -, -
W26,"Kontakt s nožem, mečem nebo dýkou", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
W27,Kontakt s ručním nástrojem bez pohonu, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
W28,Kontakt se sekačkou trávy s pohonem, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
W29,"Kontakt s jinými ručními nástroji na pohon 
a stroji v domácnosti",1, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -
W30,Kontakt se zemědělskými stroji,2, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1,1, -, -, -
W31,Kontakt s jiným a neurčeným strojem,2, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,2, -, -, -, -
W32,"Výstřel z krátké jednoruční střelné zbraně, pistole, revolveru",4, -, -, -, -, -, -, -, -, -, -,1, -,2,1, -, -, -, -, -, -, -, -
W33,"Výstřel z pušky, brokovnice a větší ruční střelné zbraně",2, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1,1, -, -, -
W34,Výstřel z jiných a neurčených střelných zbraní,3, -, -, -, -, -, -, -, -, -,1,1, -, -, -, -, -, -,1, -, -, -, -
W35,Výbuch a prasknutí kotle, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
W36,Výbuch a prasknutí tlakové nádoby na plyn,1, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -, -, -
W37,"Výbuch a prasknutí stlačené pneumatiky, potrubí nebo hadice", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
W38,Výbuch a prasknutí jiných určených tlakových zařízení, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
W39,Výstřel ohňostroje,1, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -
W40,Výbuch jiných látek, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
W41,Vystavení proudu pod vysokým tlakem, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
W42,Vystavení hluku, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
W43,Vystavení vibracím, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
W44,"Cizí těleso vniklé do oka nebo okem 
nebo přirozeným otvorem", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
W45,Cizí těleso nebo předmět proniklý kůží, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
W49,Vystavení jiným a neurčeným neživotným mechanickým silám, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
,,,,,,,,,,,,,,,,,,,,,,,,
