1957,Zemřelé ženy podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny,,,,,,,,,,,,,,,,
MKN (1948),Název,Celkem,0,1,2,3,4,5-14,15-24,25-34,35-44,45-54,55-64,65-74,75-84,85+,Nezjiš- těno
E830,Nedopravní úraz motorovými vozidly  způsobený chodcům,4,-,-,-,-,-,-,1,-,1,-,-,-,2,-,-
E831,Nedopravní úraz motorovými vozidly  způsobený cyklistům,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E832,Nedopravní úraz motorovými vozidly  způsobený řidičům nebo spolujezdcům na motocyklech,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
E833,"Jiný nedopravní úraz motorovými vozidly, jde-li o dvě motorová vozidla nebo několik vozidel",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E834,Nedopravní úraz motorovými vozidly  při nastupování a sestupování,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E835,Nedopravní úraz motorovými vozidly  jiné nebo neurčené povahy,5,-,-,-,2,-,-,1,-,-,-,1,-,1,-,-
E836,Úraz motorovými vozidly nedopravní způsobený,12,-,-,-,-,2,2,-,-,2,2,1,1,2,-,-
,,,,,,,,,,,,,,,,,
D4,Úrazy jinými silničními vozidly,10,1,-,-,-,-,2,-,-,2,1,-,4,-,-,-
E840,Úraz způsobený chodcům vozy pouliční dopravy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E841,"Ostatní druhy úrazu vozy pouliční dopravy , vyjma srážku s motorovým vozidlem ",2,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-
E842,Úraz způsobený chodcům cyklisty,2,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
E843,"Úraz způsobený cyklistům, ne však při srážce  s motorovým  vozidlem ",2,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-
E844,Úraz způsobený chodcům jinými nemotorovými silničními vozidly ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E845,Jiný druh úrazu nemotorovými silničními vozidly ,4,-,-,-,-,-,1,-,-,1,1,-,1,-,-,-
,,,,,,,,,,,,,,,,,
D5,Úrazy při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E850,Úraz cestujících na malých člunech způsobený potopením,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E851,Ostatní druhy úrazu při vodní dopravě způsobený potopením,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E852,Pád se schodů nebo žebříku při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E853,Jiný pád do hloubky při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E854,Pád na rovině při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E855,Neoznačený pád při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E856,Úraz stroji při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E857,Jiný označený úraz při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E858,Úraz při vodní dopravě neurčené povahy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,
D6,Letecké úrazy ,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
E860,Úraz způsobený posádce vojenské letadla,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E861,Poranění způsobené cestujícím při nehodách dopravních letadel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E862,Jiné poranění v dopravních letadlech,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E863,Poranění způsobené cestujícím při nehodách jiných letadel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E864,Letecký úraz způsobený na letišti osobám mimo letadlo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E865,Letecký úraz způsobený jinde než na letišti osobám mimo letadlo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E866,Jiný a blíže neoznačený letecký úraz ,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,
,Náhodné otravy látkami pevnými a tekutinami,34,1,6,2,-,-,2,2,4,2,3,5,5,2,-,-
E870,Náhodná otrava morfiem a jinými deriváty opia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E871,Náhodná otrava kyselinou barbiturovou a jejími deriváty,3,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-
E872,Náhodná otrava aspirinem a salicyláty,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E873,Náhodná otrava bromidy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E874,Náhodná otrava jinými analgetiky a uspávacími prostředky,3,-,-,1,-,-,-,-,-,-,1,-,1,-,-,-
E875,Náhodná otrava sulfonamidy,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
E876,Náhodná otrava strychninem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E877,"Náhodná otrava belladonou, skopolaminem a atropinem",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E878,Náhodná otrava jinými a neurčenými léčivy,3,-,1,1,-,-,-,-,-,-,-,-,1,-,-,-
E879,Náhodná otrava škodlivými potravinami,13,-,2,-,-,-,2,1,2,-,1,3,1,1,-,-
E880,Náhodná otrava alkoholem,6,-,-,-,-,-,-,1,1,1,-,2,-,1,-,-
E881,Náhodná otrava naftovými produkty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E882,Náhodná otrava průmyslovými rozpustidly,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E883,"Náhodná otrava leptavými aromatickými látkami, kyselinami a žíravinami",1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
E884,Náhodná otrava rtutí a jejími sloučeninami,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E885,Náhodná otrava olovem a jeho sloučeninami,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E886,Náhodná otrava arsenem a antimonem a jejich sloučeninami,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
E887,Náhodná otrava fluoridy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E888,Náhodná otrava jinými a neurčenými látkami pevnými a tekutými,2,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-
,,,,,,,,,,,,,,,,,
,Náhodné otravy plynem a parami,91,-,-,-,-,1,8,7,5,2,9,17,13,24,5,-
E890,Náhodná otrava svítiplynem,35,-,-,-,-,-,3,3,1,1,2,8,4,11,2,-
E891,Náhodná otrava výfukovým plynem motorových vozidel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E892,Náhodná otrava jiným kysličníkem uhelnatým,56,-,-,-,-,1,5,4,4,1,7,9,9,13,3,-
E893,Náhodná otrava kyanovodíkem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E894,Náhodná otrava jinými určenými plyny a parami,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E895,Náhodná otrava neurčenými plyny a parami,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,
,Náhodné pády,681,-,3,2,2,1,6,2,4,5,18,39,137,326,136,-
E900,Pád na schodech ,25,-,-,-,-,-,3,-,-,-,2,2,5,7,6,-
E901,Pád se žebříku ,9,-,-,-,-,-,-,-,-,1,2,2,2,2,-,-
E902,Jiný pád do hloubky,72,-,3,1,2,1,3,-,2,1,8,15,8,19,9,-
E903,Pád na rovině,136,-,-,-,-,-,-,1,2,2,2,5,30,62,32,-
E904,Neurčený pád ,439,-,-,1,-,-,-,1,-,1,4,15,92,236,89,-
,,,,,,,,,,,,,,,,,
,Jiné náhodné úrazy,402,109,20,25,11,6,37,19,14,11,21,33,38,49,9,-
E910,Náhodný úraz způsobený padajícími předměty,13,1,1,-,-,-,4,1,-,-,2,3,1,-,-,-
E911,Náhodný úraz způsobený vozidly,6,-,-,-,1,-,1,1,1,-,1,-,1,-,-,-
E912,Náhodný úraz způsobený stroji a nástroji,2,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-
E913,Náhodný úraz způsobený řeznými a bodnými nástroji,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E914,Náhodný úraz způsobený elektrickým proudem,11,-,-,-,-,-,3,2,1,1,1,3,-,-,-,-
E915,Náhodný úraz způsobený výbuchem parního kotle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E916,Náhodný úraz způsobený ohněm a výbuchem hořlavých látek,48,-,1,2,3,-,2,3,5,-,-,4,8,16,4,-
E917,"Náhodný úraz způsobený vřelou substancí, leptavou tekutinou nebo parou",24,3,4,4,3,-,1,-,-,1,-,3,2,2,1,-
E918,Náhodný úraz způsobený zářením,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E919,Náhodný úraz způsobený střelnou zbraní,5,-,-,-,-,-,2,-,-,-,2,1,-,-,-,-
E920,Cizí těleso vniklé do oka a jeho adnexů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E921,Vdechnutí nebo vniknutí potravy do hrtanu a jiných cest dýchacích působící ucpání nebo udušení,103,92,3,2,-,-,1,-,-,3,1,-,1,-,-,-
E922,Vdechnutí nebo vniknutí jiných předmětů do hrtanu působící ucpání nebo udušení,4,1,-,-,-,-,-,-,-,-,-,-,1,2,-,-
E923,Cizí těleso vniklé do jiných otvorů těla,2,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-
E924,Náhodné mechanické udušení v posteli a kočárku,8,5,-,-,2,-,-,-,-,-,-,-,-,-,1,-
E925,Náhodné mechanické udušení za jiných nebo neoznačených okolností,4,1,-,-,-,-,2,-,-,-,-,-,1,-,-,-
E926,Nedostatek péče o děti ve věku do jednoho roku,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E927,Náhodný úraz způsobený kousnutím nebo uštknutím  jedovatými  živočichy a hmyzem,4,-,-,-,-,-,-,-,1,1,-,1,-,-,1,-
E928,Jiný náhodný úraz způsobený zvířaty,8,-,-,-,-,-,-,-,-,1,2,1,1,3,-,-
E929,Náhodné tonutí,82,1,9,16,2,5,17,7,2,2,6,3,4,7,1,-
E930,Vysoký a  nízký tlak vzduchu,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
E931,"Nadměrné horko, úžeh a úpal",5,-,-,-,-,-,-,1,-,1,-,-,2,1,-,-
E932,Nadměrný chlad,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E933,"Hlad, žízeň a  jiné strádání ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E934,Přírodní katastrofa,6,-,-,-,-,-,2,1,1,-,-,1,1,-,-,-
E935,Blesk,59,2,2,-,-,1,2,1,2,1,4,11,14,18,1,-
E936,Jiný a neurčený náhodný úraz,4,-,-,-,-,-,-,2,-,-,1,-,1,-,-,-
E937,"Úraz v dolech, v lomech",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,
,Komplikace způsobené neléčebnými lékařskými zákroky,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
E940,Generalisovaná vakcína po vakcinaci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E941,Zánět mozku (encephalitis) povakcinační,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E942,Jiné komplikace očkování po neštovicích,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E943,Žloutenka a hepatitis po profylaktické injekci sera a podobné imunisaci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E944,Jiné komplikace profylaktického očkování ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E945,Komplikace při anestesii v případech neléčebných zákroků,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
E946,Jiné komplikace způsobené neléčebnými lékařskými zákroky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,
,Léčebné  nehody a pozdní komplikace léčebných zákroků,4,-,-,-,-,-,-,-,-,-,3,1,-,-,-,-
E950,Léčebná nehoda při chirurgickém ošetření,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
E951,Léčebná nehoda při infusi nebo transfusi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E952,Léčebná nehoda při místní aplikaci,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
E953,Léčebná nehoda při užívání léčiv a biologických látek,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
E954,Léčebná nehoda při anestesii,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E955,Jiná nebo blíže neurčená léčebná nehoda ,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
E956,Pozdní komplikace chirurgických operací,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E957,Pozdní komplikace amputačních pahýlů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E958,Pozdní komplikace po ozařování,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E959,Pozdní komplikace jiných druhů léčení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,
,Pozdní následky otrav a úrazů,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
E960,Pozdní následek náhodných úrazů motorovými vozidly,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E961,Pozdní následek náhodných otrav,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E962,Pozdní následek jiných náhodných úrazů,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
E963,Pozdní následek sebepoškození,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E964,Pozdní následky úrazů způsobených úmyslně jinou osobou (ne ve válce),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E965,Pozdní následky úrazů vzniklých válečnými operacemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,
SE,Sebevraždy a sebepoškození,711,-,-,-,-,-,7,48,74,84,174,146,115,56,7,-
E970,Sebevražda a sebepoškození otravou analgetiky a uspávacími prostředky,23,-,-,-,-,-,-,2,4,3,6,2,5,1,-,-
E971,Sebevražda a sebepoškození otravou jinými pevnými látkami a tekutinami,43,-,-,-,-,-,-,6,7,10,8,8,4,-,-,-
E972,Sebevražda a sebepoškození otravou plyny v domácím používání,126,-,-,-,-,-,2,19,25,18,25,12,17,7,1,-
E973,Sebevražda a sebepoškození otravou jinými plyny,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E974,Sebevražda a sebepoškození věšením a škrcením,343,-,-,-,-,-,2,8,25,36,89,87,60,31,5,-
E975,Sebevražda a sebepoškození  tonutím (utonutím),69,-,-,-,-,-,1,2,6,5,17,16,12,10,-,-
E976,Sebevražda a sebepoškození  zbraněmi a výbušninami,8,-,-,-,-,-,-,2,3,1,1,1,-,-,-,-
E977,Sebevražda a sebepoškození  nástroji řeznými a bodnými,16,-,-,-,-,-,-,1,1,3,7,2,2,-,-,-
E978,Sebevražda a sebepoškození  skokem s vysokého místa,46,-,-,-,-,-,-,1,-,6,13,11,8,6,1,-
E979,Sebevražda a sebepoškození  jinými a blíže neurčenými prostředky ,7,-,-,-,-,-,-,1,1,-,1,3,1,-,-,-
E97a,Sebevražda vlakem,30,-,-,-,-,-,2,6,2,2,7,4,6,1,-,-
,,,,,,,,,,,,,,,,,
NA,Usmrcení nebo poranění způsobená úmyslně jinou osobou (ne ve válce),43,8,3,1,-,-,4,8,8,4,2,3,-,1,1,-
E980,Úmyslné otrávení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E981,Napadení  střelnou zbraní a výbušninou,9,-,-,-,-,-,-,4,4,1,-,-,-,-,-,-
E982,Napadení  nástroji řeznými a bodnými,6,-,-,-,-,-,-,3,-,1,1,1,-,-,-,-
E983,Napadení  jinými prostředky,28,8,3,1,-,-,4,1,4,2,1,2,-,1,1,-
E984,Zranění způsobená zákrokem policie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E985,Poprava,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
