1937,Zemřelé ženy podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,
MKN (1929),Název,Celkem,0,1-4,5-14,15-24,25-34,35-44,45-54,55-64,65 a více,Nezjiš- těno
36a,Hnisavá nákaza a otrava krve nikoli poporodní: otrava krve,175,53,8,14,7,17,17,15,23,21,-
36b,Hnisavá nákaza a otrava krve nikoli poporodní: rozklad krve,7,4,-,-,1,2,-,-,-,-,-
36c,Hnisavá nákaza a otrava krve nikoli poporodní: sněť plynová,-,-,-,-,-,-,-,-,-,-,-
38a,Zimnice malarická,-,-,-,-,-,-,-,-,-,-,-
38b,Kachexie malarická,-,-,-,-,-,-,-,-,-,-,-
39,"Jiné nemoci, zaviněné cizopasnými prvoky",-,-,-,-,-,-,-,-,-,-,-
40,Ankylostomiasa,-,-,-,-,-,-,-,-,-,-,-
41a,Boubel měchožilová jater,1,-,-,-,-,-,-,1,-,-,-
41b,Boubel měchožilová jiných míst,-,-,-,-,-,-,-,-,-,-,-
42,Jiné nemoci zaviněné červy,1,-,-,-,-,-,-,1,-,-,-
43,Mykosy,5,-,-,1,-,-,2,2,-,-,-
44,Jiné nemoci nakažlivé nebo cizopasníky působené,5,3,2,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
II,Rakoviny a jiné nádory,8607,6,16,35,45,210,694,1374,2256,3971,-
45,Rakovina a jiné zhoubné nádory dutiny ústní a hltanu,79,-,-,-,-,-,9,14,12,44,-
,,,,,,,,,,,,
46a,Rakovina a jiné zhoubné nádory: požeráku,135,-,-,-,-,-,4,17,35,79,-
46b,Rakovina a jiné zhoubné nádory: žaludku a dvanáctníku,2756,-,-,-,1,27,81,305,709,1633,-
46c,Rakovina a jiné zhoubné nádory: konečníku,335,-,-,-,2,11,29,44,97,152,-
46d,Rakovina a jiné zhoubné nádory: jater a žlučovodů,793,-,-,-,1,3,22,86,243,438,-
46,Rakovina a jiné zhoubné nádory: slinivky břišní,84,-,-,-,-,2,4,16,27,35,-
46f,Rakovina a jiné zhoubné nádory: pobřišnice,101,-,-,-,-,4,9,23,29,36,-
46g,Rakovina a jiné zhoubné nádory: jiné nádory roury zažívací a pobřišnice,499,-,-,-,4,10,26,58,110,291,-
47,Rakovina a jiné zhoubné nádory: ústrojí dýchacího,162,-,-,3,1,7,23,23,44,61,-
48,Rakovina a jiné zhoubné nádory: dělohy,1424,-,-,-,4,53,230,361,411,365,-
49,Rakovina a jiné zhoubné nádory: jiných pohlavních ústrojů ženských,342,-,-,1,1,15,50,93,93,89,-
50,Rakovina a jiné zhoubné nádory: prsů,620,-,-,1,-,15,70,149,174,211,-
51,Rakovina a jiné zhoubné nádory: pohlavních a močových ústrojů mužských,x,x,x,x,x,x,x,x,x,x,x
52,Rakovina a jiné zhoubné nádory: kůže,168,-,-,1,1,-,2,8,19,137,-
53,Rakovina a jiné zhoubné nádory: jiných ústrojů neb ústrojů nerozlišených,645,3,10,17,15,24,56,85,155,280,-
,,,,,,,,,,,,
54a,Nádory nezhoubné: pohlavních ústrojů ženských,63,-,-,-,-,3,20,23,6,11,-
54b,Nádory nezhoubné: jiných ústrojů,14,-,1,-,1,-,3,3,5,1,-
,,,,,,,,,,,,
55a,"Nádory, jichž zhoubný ráz není rozlišen: pohlavních ústrojů ženských",38,-,-,-,2,3,5,10,9,9,-
55b,"Nádory, jichž zhoubný ráz není rozlišen: jiných ústrojů",349,3,5,12,12,33,51,56,78,99,-
,,,,,,,,,,,,
III,"Nemoci rheumatické, nemoci výživové, nemoci endokrinních žláz a jiné nemoci celkové",1522,73,19,44,38,59,72,146,342,729,-
56,"Rheumatismus kloubní prudký, horečnatý",71,-,3,28,14,8,1,3,4,10,-
57,"Rheumatismus vleklý, osteoarthritis",182,-,-,1,-,-,5,14,30,132,-
58,Dna,22,-,-,-,-,-,-,2,5,15,-
59,Úplavice cukrová,945,-,1,13,12,22,25,83,260,529,-
,Kurděje,-,-,-,-,-,-,-,-,-,-,-
60a,Dětské kurděje,1,1,-,-,-,-,-,-,-,-,-
60b,Kurděje,-,-,-,-,-,-,-,-,-,-,-
62,Pellagra,6,-,-,-,1,1,1,1,-,2,-
63,Křivice,51,33,9,1,1,2,1,2,-,2,-
64,Měknutí kostí,2,-,-,-,-,-,1,-,-,1,-
65,Nemoci podvěsku mozkového,1,-,-,-,-,-,-,-,1,-,-
,,,,,,,,,,,,
66a,Nemoci žlázy štítné a přídavných žlázek štítných: vole prosté,40,-,-,1,-,5,5,8,9,12,-
66b,Nemoci žlázy štítné a přídavných žlázek štítných: vole exopthalmické,122,-,-,-,8,16,23,28,27,20,-
66c,Nemoci žlázy štítné a přídavných žlázek štítných: myxoedem a kretismus,14,1,-,-,1,3,6,1,1,1,-
66d,Nemoci žlázy štítné a přídavných žlázek štítných: tetanie,37,30,5,-,-,1,-,-,1,-,-
66,Nemoci žlázy štítné a přídavných žlázek štítných: jiné,1,1,-,-,-,-,-,-,-,-,-
67,Nemoci brzlíku,8,6,1,-,1,-,-,-,-,-,-
68,"Nemoci nadledvinek (nemoc Addisonova), neoznačené za tuberkulosní ",11,-,-,-,-,1,3,3,2,2,-
69,"Jiné nemoci rheumatické, výživové, endokrinních žláz",8,1,-,-,-,-,1,1,2,3,-
,,,,,,,,,,,,
IV ,Nemoci krve a ústrojů krvetvorných,393,12,12,14,18,31,54,70,94,88,-
,,,,,,,,,,,,
70a,Stavy krvácivé: purpury prvotní,11,1,1,2,2,1,1,1,2,-,-
70b,Stavy krvácivé: vrozená krvácivost,3,1,-,-,-,-,-,-,1,1,-
71a,Postupná zhoubná chudokrevnost,156,1,-,2,4,10,22,25,41,51,-
71b,Jiné chudokrevnosti,19,5,3,1,-,1,2,-,4,3,-
72a,Bělokrevnost pravá,145,3,3,8,8,14,22,32,33,22,-
72b,Bělokrevnost nepravá,45,1,5,1,3,5,6,9,8,7,-
73,Nemoci sleziny,9,-,-,-,1,-,-,1,3,4,-
74,Jiné nemoci krve a ústrojů krvetvorných,5,-,-,-,-,-,1,2,2,-,-
,,,,,,,,,,,,
V,Otravy vleklé a prudké,14,-,-,-,-,2,1,5,2,4,-
75,Alkoholismus vleklý nebo prudký,13,-,-,-,-,1,1,5,2,4,-
,,,,,,,,,,,,
76a,Vleklé otravy látkami anorganickými: živnostenské,-,-,-,-,-,-,-,-,-,-,-
76b,Vleklé otravy látkami anorganickými: jiné,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
77a,Vleklé otravy látkami organickými: živnostenské,1,-,-,-,-,1,-,-,-,-,-
77b,Vleklé otravy látkami organickými: jiné,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
DU,,107,0,0,0,2,19,18,25,26,17,0
,,,,,,,,,,,,
VI,Nemoci soustavy nervové a čidel,6750,581,101,102,87,164,314,515,1156,3730,-
,,,,,,,,,,,,
78a,Zánět mozku: hlíza mozková,4,-,-,1,2,1,-,-,-,-,-
78b,Zánět mozku: jiné záněty mozku,79,11,7,7,5,8,11,11,10,9,-
79,Prostý zánět plen mozkových,248,57,47,46,22,22,18,13,12,11,-
80,Úbyt míchy,89,-,-,-,-,4,10,18,34,23,-
81,Jiné nemoci míchy,173,1,2,4,7,10,34,33,42,40,-
82a,Krvácení mozkové ,4305,-,-,3,4,19,71,274,849,3085,-
82b,Vmetek nebo záhať mozková,244,-,-,-,2,6,12,20,37,167,-
82c,Jednostranná obrna těla a příčiny nerozlišené,339,1,3,4,4,1,9,23,60,234,-
83,Postupná obrna povšechná,185,-,-,-,4,12,55,49,32,33,-
84a,Předčasná zblbělost,11,-,-,-,1,1,2,1,4,2,-
84b,Jiné psychosy,83,-,-,-,1,17,15,19,20,11,-
85,Padoucnice,137,1,-,17,26,32,19,15,12,15,-
86,Křeče u dětí mladších 6 let,503,479,24,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
87b,Jiné nemoci soustavy nervové: neuritis,12,-,-,-,-,1,-,1,2,8,-
87c,Jiné nemoci soustavy nervové: obrna třesavá,61,2,5,-,1,5,6,3,9,30,-
87d,Jiné nemoci soustavy nervové: sklerosa roztroušená,130,-,-,5,3,12,31,21,19,39,-
"87a,e",Jiné nemoci soustavy nervové: chorea a jiné nemoci nervové,49,3,-,2,-,5,7,7,8,17,-
88,Nemoci oční,-,-,-,-,-,-,-,-,-,-,-
89a,Zánět ušní,97,26,13,13,5,7,14,7,6,6,-
89b,Jiné nemoci ucha a dutiny výčnělku soscovitého,1,-,-,-,-,1,-,-,-,-,-
,,,,,,,,,,,,
VII,Nemoci ústrojí oběhu krevního,16375,46,37,145,162,325,590,1201,2677,11192,-
90,Zánět osrdečníku,17,-,-,1,4,1,2,2,2,5,-
91,Prudký zánět nitroblány srdeční,102,2,4,25,18,21,18,9,2,3,-
92,"Vleklý zánět nitroblány srdeční, počítaje v to choroby chlopenní",1824,1,6,44,57,101,170,247,432,766,-
93a,Prudký zánět svalu srdečního,106,4,4,10,7,14,24,6,15,22,-
93b,Vleklý zánět svalu srdečního a zvrhlost svalu srdečního,6609,12,1,12,17,44,105,293,931,5194,-
93c,Nerozlišené nemoci svalu srdečního,1094,-,-,-,-,-,4,67,185,838,-
94,Nemoci tepen věnčitých,445,-,-,-,-,1,11,45,107,281,-
95a,Funkcionální nemoci srdce,5,-,-,-,-,1,-,-,-,4,-
95b,Jiné a nerozlišené nemoci srdeční,3731,17,19,53,55,128,221,459,774,2005,-
96,"Výduť, vyjma výduť srdeční",77,-,-,-,-,2,4,15,18,38,-
97,"Zkornatění tepen, vyjma nemocí tepen věnčitých",2030,-,-,-,-,-,5,27,143,1855,-
98a,Sněť stařecká,81,-,-,-,-,-,-,-,1,80,-
98b,Jiné sněti,13,-,-,-,-,-,2,2,3,6,-
99,Jiné nemoci tepen,59,-,-,-,-,3,9,1,18,28,-
100,"Nemoci žil: městky, městky konečníkové, zánět žil atd.",143,2,-,-,1,7,12,27,40,54,-
101,"Nemoci soustavy mízní, zánět mízních cév atd.",29,8,3,-,3,1,2,1,2,9,-
102,Idiopathické anomalie tlaku krevního,6,-,-,-,-,-,1,-,3,2,-
103,Jiné nemoci ústrojí oběhu krevního,4,-,-,-,-,1,-,-,1,2,-
,,,,,,,,,,,,
VIII,Nemoci ústrojí dýchacího,7500,1638,393,132,95,180,252,363,848,3599,-
104,Nemoci dutin nosních a adnex,5,4,-,-,1,-,-,-,-,-,-
105,Nemoci hrtanu,18,8,3,2,-,1,2,1,-,1,-
106a,Zánět průdušek prudký,159,83,10,3,-,1,1,6,5,50,-
106b,Zánět průdušek vleklý,263,6,3,-,3,4,1,3,32,211,-
106c,Zánět průdušek nerozlišený,408,118,9,5,3,-,1,7,23,242,-
107,"Lalůčkový zánět plic, počítaje v to zánět průdušinek",2371,897,177,21,16,42,49,72,187,910,-
108,Lalokový zánět plic,1248,138,81,38,21,36,85,94,206,549,-
109,Zánět plic nerozlišený,1769,356,83,40,29,57,73,102,202,827,-
110,Zánět pohrudnice,309,22,25,17,11,19,15,25,49,126,-
111,"Překrvení plic, zbubření, vmetek, červená záhať s krvácením a obyčejná záhať plic",244,5,2,1,2,8,6,21,27,172,-
112,Záducha,231,1,-,1,1,1,7,7,42,171,-
113,Rozedma plicní,403,-,-,-,1,1,5,15,59,322,-
114a,"Vleklý, intersticiální zánět plic, počítaje v to živnostenské nemoci ústrojí dýchacího",3,-,-,-,-,-,-,-,2,1,-
114b,"Jiné nemoci ústrojí dýchacího, vyjma tuberkulosu",69,-,-,4,7,10,7,10,14,17,-
,,,,,,,,,,,,
IX,Nemoci ústrojí zažívacího,3686,1269,130,141,113,163,219,320,418,913,-
115,"Nemoci dutiny ústní, jejich adnex, hltanu a mandlí, počítaje v to adenoidní choroby",121,18,9,19,9,21,9,8,11,17,-
116,Nemoci požeráku,9,-,-,-,2,-,2,1,1,3,-
117a,Vřed žaludeční,149,-,-,-,3,4,27,33,41,41,-
117b,Vřed dvanáctníkový,21,-,-,-,1,-,4,5,4,7,-
118,Jiné nemoci žaludeční (vyjma rakovinu),61,-,-,1,-,-,2,4,9,45,-
119,Průjem a katar střevní - u dětí do 2 roků,1270,1213,57,-,-,-,-,-,-,-,-
120a,"Průjem, katar střevní (ve věku 2 roků a výše)",134,-,15,12,3,3,-,9,14,78,-
120b,Vředy střevní (ve věku 2 roků a výše),17,-,1,-,-,3,7,2,3,1,-
121,Zánět červíkovitého přívěsku,349,2,23,68,54,45,39,39,36,43,-
122a,Kýla,224,-,1,-,-,1,2,31,40,149,-
122b,Neprůchodnost střeva,287,18,4,2,5,10,23,36,47,142,-
123,Jiné nemoci střevní,28,-,-,-,1,2,5,1,2,17,-
124a,Svraštění jater alkoholické,3,-,-,-,-,1,-,1,-,1,-
124b,Svraštění jater neoznačené za alkoholické,259,-,-,-,2,8,20,44,60,125,-
125,Jiné nemoci jater (počítaje v to náhlý úbyt jater),141,3,4,2,6,10,14,23,31,48,-
126,Kaménky žlučové,171,-,-,-,1,9,15,34,44,68,-
127,Jiné nemoci žlučníku a žlučovodů,155,-,-,-,1,3,17,20,40,74,-
128,Nemoci slinivky břišní,31,-,-,1,-,5,1,10,5,9,-
129,"Zánět pobřišnice, bez označené příčiny",256,15,16,36,25,38,32,19,30,45,-
,,,,,,,,,,,,
X,Nemoci ústrojí močového a ústrojí pohlavního,1662,15,8,50,44,133,184,242,372,614,-
130,Prudký zánět ledvin,74,7,6,17,5,5,11,3,10,10,-
131,Vleklý zánět ledvin,1042,1,-,13,15,50,95,164,277,427,-
132,Nerozlišený zánět ledvin,182,-,-,13,9,11,22,28,34,65,-
133a,Zánět pánvice ledvinné,94,6,-,4,1,4,5,13,21,40,-
133b,Jiné nemoci ledvin a močovodů,22,-,1,2,-,1,4,-,6,8,-
134a,Kamének ledvin a horních cest močových,37,-,-,-,-,6,4,4,11,12,-
134b,Kamének měchýře močového,4,-,-,-,-,-,-,1,2,1,-
134c,Kamének bez jiného označení,-,-,-,-,-,-,-,-,-,-,-
135a,Zánět měchýře močového,24,1,-,-,3,1,1,1,2,15,-
135b,Jiné nemoci měchýře močového,2,-,-,-,-,-,-,-,-,2,-
136a,Zúžení roury močové,-,-,-,-,-,-,-,-,-,-,-
136b,"Jiné nemoci roury močové, hlíza močová atd.",16,-,-,-,-,-,2,-,4,10,-
137,Nemoci žlázy předstojné (prostaty),x,x,x,x,x,x,x,x,x,x,x
138,"Nemoci pohlavních ústrojů mužských, neoznačené za venerické",x,x,x,x,x,x,x,x,x,x,x
,,,,,,,,,,,,
139a,"Nemoci pohlavních ústrojů ženských, neoznačené za venerické: vaječníku, vejcovodu a parametria",105,-,-,1,10,36,32,17,2,7,-
139b,"Nemoci pohlavních ústrojů ženských, neoznačené za venerické: dělohy",56,-,-,-,1,19,6,11,3,16,-
139c,"Nemoci pohlavních ústrojů ženských, neoznačené za venerické: bradavky prsní",1,-,-,-,-,-,-,-,-,1,-
139d,"Nemoci pohlavních ústrojů ženských, neoznačené za venerické: jiné",3,-,1,-,-,-,2,-,-,-,-
,,,,,,,,,,,,
XI,"Nemoci těhotenství, porodu a stavu poporodního",785,-,-,-,144,428,205,8,-,-,-
140,Potrat s hnilobou,224,-,-,-,41,123,60,-,-,-,-
141,"Potrat beze zmínky o hnilobě, ale počítaje v to krvácení",30,-,-,-,3,17,9,1,-,-,-
142,Těhotenství mimoděložní,54,-,-,-,4,30,19,1,-,-,-
143,Jiné chorobné zjevy těhotenství (nepočítaje v to krvácení),7,-,-,-,1,4,1,1,-,-,-
144a,Lůžko vcestné,45,-,-,-,1,18,23,3,-,-,-
144b,Jiná krvácení poporodní,43,-,-,-,8,23,12,-,-,-,-
145a,Otrava krve a hniloba krve poporodní,225,-,-,-,57,127,39,2,-,-,-
145b,Ztrnutí poporodní,4,-,-,-,-,3,1,-,-,-,-
146,Močení bílkoviny a božec,70,-,-,-,16,37,17,-,-,-,-
147,Jiné toxaemie v těhotenství,3,-,-,-,1,1,1,-,-,-,-
148a,Bílý bolestný otok dolních končetin a záhať,2,-,-,-,1,-,1,-,-,-,-
148b,Vmetek nebo náhlá smrt poporodní,26,-,-,-,2,16,8,-,-,-,-
149,Jiné příhody při porodu,48,-,-,-,9,27,12,-,-,-,-
150,Jiné nerozlišené příhody stavu poporodního,4,-,-,-,-,2,2,-,-,-,-
,,,,,,,,,,,,
XII,Nemoci kůže a vaziva podkožního,349,161,6,1,2,7,10,7,25,130,-
151,Nežitina,89,77,2,-,1,-,3,-,3,3,-
152,"Zánět podkožního vaziva, teplá hlíza",40,7,2,-,-,3,4,2,7,15,-
153,"Jiné nemoci kůže, jejich adnex a podkožního vaziva",220,77,2,1,1,4,3,5,15,112,-
,,,,,,,,,,,,
XIII ,Nemoci kostí a ústrojí pohybu,241,6,7,11,3,7,8,7,19,173,-
154,Zánět dřeně kostní,51,6,6,9,1,2,7,1,8,11,-
155,"Jiné nemoci kostí, vyjma tuberkulosu",165,-,1,1,2,1,1,3,7,149,-
,,,,,,,,,,,,
156a,"Nemoci kloubů, vyjma tuberkulosu a rheumatismus",20,-,-,1,-,3,-,3,3,10,-
156b,Nemoci jiných orgánů pohybu,5,-,-,-,-,1,-,-,1,3,-
,,,,,,,,,,,,
XIV,Vrozené vady tvarové,214,197,12,5,-,-,-,-,-,-,-
157a,Vrozená vodnatelnost mozku,25,22,3,-,-,-,-,-,-,-,-
157b,Rozštěp páteře a kýla omozečnicová,46,46,-,-,-,-,-,-,-,-,-
157c,Vrozený nesprávný tvar srdce,78,68,5,5,-,-,-,-,-,-,-
157d,Zrůdnosti,7,6,1,-,-,-,-,-,-,-,-
157,Jiné vrozené vady tvarové ,58,55,3,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
XV,Zvláštní nemoci útlého věku,2291,2291,-,-,-,-,-,-,-,-,-
158,Vrozená slabost,908,908,-,-,-,-,-,-,-,-,-
159,"Předčasné narození, nepočítaje v to mrtvě narozené",945,945,-,-,-,-,-,-,-,-,-
160a,Následky porodu s řezem císařským,1,1,-,-,-,-,-,-,-,-,-
160b,Následky porodu bez řezu císařského,165,165,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
161a,Bezevzduchost plicní,67,67,-,-,-,-,-,-,-,-,-
161b,Žloutenka novorozenců,39,39,-,-,-,-,-,-,-,-,-
161c,Skloerem a jiné,166,166,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
XVI ,Stařecká sešlost,7644,-,-,-,-,-,-,-,67,7577,-
162a,Stařecká sešlost se zblbělostí starobní,287,-,-,-,-,-,-,-,14,273,-
162b,Stařecká sešlost bez zblbělosti starobní,7357,-,-,-,-,-,-,-,53,7304,-
,,,,,,,,,,,,
XVII,Smrti násilné a úrazové,2108,26,128,115,267,279,284,262,249,497,1
SE,,1054,0,0,4,162,191,188,182,148,178,1
163,"Sebevražda požitím jedů pevných a tekutých, nebo látek žíravých",133,-,-,-,35,34,26,18,12,8,-
164,Sebevražda jedovatými plyny,58,-,-,-,15,12,16,7,2,6,-
165,Sebevražda oběšením neb uškrcením,472,-,-,-,30,67,83,88,95,109,-
166,Sebevražda utopením,168,-,-,1,22,26,21,36,27,35,-
167,Sebevražda střelnými zbraněmi,36,-,-,1,11,9,10,3,1,1,-
168,Sebevražda nástroji řeznými nebo bodnými,22,-,-,-,2,5,6,5,2,2,-
169,Sebevražda skokem s vyvýšeného místa,22,-,-,-,4,8,4,3,1,2,-
170,Sebevražda rozdrcením,91,-,-,2,39,22,8,12,4,4,-
171,Jiné sebevraždy,52,-,-,-,4,8,14,10,4,11,1
NA,,79,13,2,8,24,7,6,11,3,5,0
172a,Vražda dítěte (dítě do 1 roku): přímo po narození,11,11,-,-,-,-,-,-,-,-,-
172b,Vražda dítěte (dítě do 1 roku): jiná do jednoho roku,2,2,-,-,-,-,-,-,-,-,-
173,Vražda nebo zabití střelnou zbraní (osoby starší 1 roku),22,-,-,1,13,1,3,3,-,1,-
174,Vražda nebo zabití nástroji řeznými nebo bodnými (osoby starší 1 roku),12,-,-,1,3,2,2,2,2,-,-
175,Jiné vraždy nebo zabití osob starších 1 roku,32,-,2,6,8,4,1,6,1,4,-
176,Napadení jedovatými zvířaty,1,-,-,-,-,-,1,-,-,-,-
177,Otrava potravinami,10,-,1,3,-,1,2,1,-,2,-
178,Vdechování jedovatých plynů,21,-,1,1,7,1,3,2,1,5,-
179,"Jiné nahodilé prudké otravy, vyjma otravy plynem",18,1,-,1,3,2,2,1,3,5,-
180,Následky ohně při požáru,5,-,-,-,-,1,-,-,-,4,-
181,Popálení úrazové (jiné než při požáru),151,5,46,13,13,8,11,6,9,40,-
182,Nahodilé mechanické zadušení,19,6,3,1,-,6,2,-,-,1,-
183,Nahodilé utopení,117,-,41,16,11,10,8,5,4,22,-
184,"Poranění střelnými zbraněmi, vyjma poranění válečná",8,-,2,2,2,1,1,-,-,-,-
185,"Poranění nástroji řeznými nebo bodnými, vyjma poranění válečná",6,-,1,2,1,-,1,-,-,1,-
186,"Poranění pádem, rozdrcením, sřícením",180,-,8,28,19,14,15,15,23,58,-
187,"Živelná pohroma (veškerá úmrtí jakéhokoli rázu, přičítaná živelní pohrom",-,-,-,-,-,-,-,-,-,-,-
188,Poranění způsobená zvířaty,4,-,-,-,-,1,1,-,-,2,-
189,Hlad a žízeň,2,-,-,-,-,-,1,-,-,1,-
190,Neobvyklá zima,8,-,-,-,-,1,3,-,1,3,-
191,Neobvyklé teplo,5,-,-,-,1,-,2,-,1,1,-
192,Blesk,23,-,-,3,3,5,6,3,2,1,-
193,Úrazy způsobené proudem elektrickým,13,-,1,4,2,2,1,1,1,1,-
194a,Jiné úrazy: cizí tělesa,4,-,3,-,-,-,-,-,-,1,-
194b,Jiné úrazy: jiné,380,1,19,29,19,28,30,35,53,166,-
195,"Násilná smrt, jejíž příčina (úraz, vražda, sebevražda) je neznáma",-,-,-,-,-,-,-,-,-,-,-
,"Z úmrtí pod č.181,185,186,194,195 nastala smrt následkem úrazů:",,,,,,,,,,,
A,v dolech a lomech,1,-,-,-,-,-,-,-,-,1,-
B,způsobených stroji,3,-,-,-,1,-,-,-,1,1,-
DN,prostředky dopravními,717,6,77,72,51,50,57,56,83,265,-
a,železnicemi a tramvajemi,22,-,-,2,2,3,2,5,4,4,-
b,automobily a motocykly,92,-,3,20,15,8,12,5,10,19,-
c,jinými pozemními prostředky dopravními,23,-,3,7,2,1,3,3,1,3,-
d,při dopravě po vodě,-,-,-,-,-,-,-,-,-,-,-
e,při dopravě vzduchem,1,-,-,-,-,-,-,-,1,-,-
198,Soudní poprava,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
XVIII,Neurčité příčiny úmrtí,232,14,7,5,4,9,17,35,60,81,-
199,Náhlá smrt,20,1,-,2,-,-,4,2,5,6,-
200,Nerozlišené nebo nedostatečně určené příčiny,212,13,7,3,4,9,13,33,55,75,-
