1939,Zemřelí muži podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,
MKN (1929),Název,Celkem,0,1-4,5-14,15-24,25-34,35-44,45-54,55-64,65 a více,Nezjiš- těno
41a,Boubel měchožilová jater,1,-,-,-,-,-,-,1,-,-,-
41b,Boubel měchožilová jiných míst,-,-,-,-,-,-,-,-,-,-,-
42,Jiné nemoci zaviněné červy,-,-,-,-,-,-,-,-,-,-,-
43,Mykosy,6,-,-,2,1,1,-,1,1,-,-
44,Jiné nemoci nakažlivé nebo cizopasníky působené,4,3,-,1,-,-,-,-,-,-,-
,,,,,,,,,,,,
II,Rakoviny a jiné nádory,5206,7,13,17,38,103,293,701,1468,2566,-
45,Rakovina a jiné zhoubné nádory dutiny ústní a hltanu,177,-,-,-,1,-,5,20,40,111,-
,,,,,,,,,,,,
46a,Rakovina a jiné zhoubné nádory: požeráku,299,-,-,-,-,-,8,38,79,174,-
46b,Rakovina a jiné zhoubné nádory: žaludku a dvanáctníku,2254,-,-,-,1,31,105,284,669,1164,-
46c,Rakovina a jiné zhoubné nádory: konečníku,362,-,-,-,1,4,17,37,95,208,-
46d,Rakovina a jiné zhoubné nádory: jater a žlučovodů,327,-,-,-,1,5,12,42,86,181,-
46,Rakovina a jiné zhoubné nádory: slinivky břišní,70,-,-,-,-,-,2,12,36,20,-
46f,Rakovina a jiné zhoubné nádory: pobřišnice,35,-,-,-,-,1,4,5,10,15,-
46g,Rakovina a jiné zhoubné nádory: jiné nádory roury zažívací a pobřišnice,279,-,-,-,3,6,11,43,66,150,-
47,Rakovina a jiné zhoubné nádory: ústrojí dýchacího,405,-,-,3,2,6,46,87,161,100,-
48,Rakovina a jiné zhoubné nádory: dělohy,x,x,x,x,x,x,x,x,x,x,x
49,Rakovina a jiné zhoubné nádory: jiných pohlavních ústrojů ženských,x,x,x,x,x,x,x,x,x,x,x
50,Rakovina a jiné zhoubné nádory: prsů,6,-,-,-,-,-,-,3,3,-,-
51,Rakovina a jiné zhoubné nádory: pohlavních a močových ústrojů mužských,345,-,-,1,3,7,16,29,84,205,-
52,Rakovina a jiné zhoubné nádory: kůže,86,-,-,-,-,2,2,8,8,66,-
53,Rakovina a jiné zhoubné nádory: jiných ústrojů neb ústrojů nerozlišených,305,1,5,5,16,20,27,42,71,118,-
,,,,,,,,,,,,
54a,Nádory nezhoubné: pohlavních ústrojů ženských,x,x,x,x,x,x,x,x,x,x,x
54b,Nádory nezhoubné: jiných ústrojů,3,-,-,-,-,-,-,1,2,-,-
,,,,,,,,,,,,
55a,"Nádory, jichž zhoubný ráz není rozlišen: pohlavních ústrojů ženských",x,x,x,x,x,x,x,x,x,x,x
55b,"Nádory, jichž zhoubný ráz není rozlišen: jiných ústrojů",253,6,8,8,10,21,38,50,58,54,-
,,,,,,,,,,,,
III,"Nemoci rheumatické, nemoci výživové, nemoci endokrinních žláz a jiné nemoci celkové",869,73,24,33,26,31,42,79,186,375,-
56,"Rheumatismus kloubní prudký, horečnatý",43,-,5,15,10,6,2,-,2,3,-
57,"Rheumatismus vleklý, osteoarthritis",68,-,-,1,1,1,4,6,10,45,-
58,Dna,1,-,-,-,-,-,-,-,1,-,-
59,Úplavice cukrová,611,1,1,13,9,15,28,59,163,322,-
,Kurděje,-,-,-,-,-,-,-,-,-,-,-
60a,Dětské kurděje,-,-,-,-,-,-,-,-,-,-,-
60b,Kurděje,-,-,-,-,-,-,-,-,-,-,-
62,Pellagra,-,-,-,-,-,-,-,-,-,-,-
63,Křivice,46,27,14,1,1,1,1,1,-,-,-
64,Měknutí kostí,1,1,-,-,-,-,-,-,-,-,-
65,Nemoci podvěsku mozkového,1,1,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
66a,Nemoci žlázy štítné a přídavných žlázek štítných: vole prosté,4,-,-,-,-,-,-,1,2,1,-
66b,Nemoci žlázy štítné a přídavných žlázek štítných: vole exopthalmické,20,-,-,-,-,4,3,6,5,2,-
66c,Nemoci žlázy štítné a přídavných žlázek štítných: myxoedem a kretismus,9,1,-,2,3,1,-,2,-,-,-
66d,Nemoci žlázy štítné a přídavných žlázek štítných: tetanie,28,28,-,-,-,-,-,-,-,-,-
66,Nemoci žlázy štítné a přídavných žlázek štítných: jiné,2,-,1,-,-,-,-,-,-,1,-
67,Nemoci brzlíku,18,13,2,1,-,2,-,-,-,-,-
68,"Nemoci nadledvinek (nemoc Addisonova), neoznačené za tuberkulosní ",12,-,-,-,2,1,4,3,2,-,-
69,"Jiné nemoci rheumatické, výživové, endokrinních žláz",5,1,1,-,-,-,-,1,1,1,-
,,,,,,,,,,,,
IV ,Nemoci krve a ústrojů krvetvorných,294,12,17,18,22,26,42,38,53,66,-
,,,,,,,,,,,,
70a,Stavy krvácivé: purpury prvotní,7,1,1,1,-,1,-,1,-,2,-
70b,Stavy krvácivé: vrozená krvácivost,7,4,1,1,-,-,-,-,-,1,-
71a,Postupná zhoubná chudokrevnost,66,2,1,1,3,-,6,10,8,35,-
71b,Jiné chudokrevnosti,20,3,5,1,1,1,2,1,3,3,-
72a,Bělokrevnost pravá,136,1,8,9,8,19,18,19,31,23,-
72b,Bělokrevnost nepravá,52,1,1,5,8,5,14,7,10,1,-
73,Nemoci sleziny,6,-,-,-,2,-,2,-,1,1,-
74,Jiné nemoci krve a ústrojů krvetvorných,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
V,Otravy vleklé a prudké,67,-,-,-,1,4,12,17,16,17,-
75,Alkoholismus vleklý nebo prudký,63,-,-,-,1,4,10,16,16,16,-
,,,,,,,,,,,,
76a,Vleklé otravy látkami anorganickými: živnostenské,-,-,-,-,-,-,-,-,-,-,-
76b,Vleklé otravy látkami anorganickými: jiné,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
77a,Vleklé otravy látkami organickými: živnostenské,3,-,-,-,-,-,2,1,-,-,-
77b,Vleklé otravy látkami organickými: jiné,1,-,-,-,-,-,-,-,-,1,-
,,,,,,,,,,,,
DU,,111,0,0,0,5,9,25,21,25,26,0
,,,,,,,,,,,,
VI,Nemoci soustavy nervové a čidel,4232,450,75,82,81,117,229,400,834,1964,-
,,,,,,,,,,,,
78a,Zánět mozku: hlíza mozková,11,-,-,-,1,4,2,2,2,-,-
78b,Zánět mozku: jiné záněty mozku,45,2,6,6,4,9,-,6,6,6,-
79,Prostý zánět plen mozkových,225,52,39,40,25,17,24,13,7,8,-
80,Úbyt míchy,118,-,-,-,1,1,13,23,47,33,-
81,Jiné nemoci míchy,74,-,1,-,5,5,12,8,18,25,-
82a,Krvácení mozkové ,2432,3,3,2,8,10,52,201,579,1574,-
82b,Vmetek nebo záhať mozková,180,-,-,-,1,1,4,13,40,121,-
82c,Jednostranná obrna těla a příčiny nerozlišené,155,-,-,2,4,2,4,13,29,101,-
83,Postupná obrna povšechná,224,-,-,-,-,16,53,78,51,26,-
84a,Předčasná zblbělost,18,-,-,-,3,4,8,-,2,1,-
84b,Jiné psychosy,30,-,-,-,1,1,7,5,7,9,-
85,Padoucnice,98,1,3,9,18,23,13,11,8,12,-
86,Křeče u dětí mladších 6 let,362,348,14,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
87b,Jiné nemoci soustavy nervové: neuritis,7,-,1,1,-,1,1,-,1,2,-
87c,Jiné nemoci soustavy nervové: obrna třesavá,31,-,-,2,-,3,5,5,5,11,-
87d,Jiné nemoci soustavy nervové: sklerosa roztroušená,94,-,-,4,1,8,23,14,20,24,-
"87a,e",Jiné nemoci soustavy nervové: chorea a jiné nemoci nervové,18,1,-,2,2,3,2,3,3,2,-
88,Nemoci oční,-,-,-,-,-,-,-,-,-,-,-
89a,Zánět ušní,108,43,8,13,7,9,5,5,9,9,-
89b,Jiné nemoci ucha a dutiny výčnělku soscovitého,2,-,-,1,-,-,1,-,-,-,-
,,,,,,,,,,,,
VII,Nemoci ústrojí oběhu krevního,10051,19,16,68,102,204,484,888,2005,6264,1
90,Zánět osrdečníku,18,-,-,1,-,2,3,4,4,4,-
91,Prudký zánět nitroblány srdeční,48,-,2,10,16,11,4,4,1,-,-
92,"Vleklý zánět nitroblány srdeční, počítaje v to choroby chlopenní",1213,1,2,22,28,83,137,158,276,506,-
93a,Prudký zánět svalu srdečního,98,3,4,5,3,15,39,6,8,15,-
93b,Vleklý zánět svalu srdečního a zvrhlost svalu srdečního,3842,2,5,9,29,32,114,282,725,2644,-
93c,Nerozlišené nemoci svalu srdečního,852,-,-,-,-,-,-,63,214,575,-
94,Nemoci tepen věnčitých,511,-,-,-,-,-,34,96,172,209,-
95a,Funkcionální nemoci srdce,2,-,-,-,-,-,-,1,-,1,-
95b,Jiné a nerozlišené nemoci srdeční,1737,3,3,18,23,50,123,204,414,899,-
96,"Výduť, vyjma výduť srdeční",100,-,-,-,1,4,8,21,22,43,1
97,"Zkornatění tepen, vyjma nemocí tepen věnčitých",1460,-,-,-,-,2,8,30,136,1284,-
98a,Sněť stařecká,43,-,-,-,-,-,-,-,2,41,-
98b,Jiné sněti,25,1,-,1,-,2,1,7,7,6,-
99,Jiné nemoci tepen,36,-,-,1,1,-,5,5,10,14,-
100,"Nemoci žil: městky, městky konečníkové, zánět žil atd.",46,1,-,-,1,2,6,7,13,16,-
101,"Nemoci soustavy mízní, zánět mízních cév atd.",10,7,-,1,-,-,-,-,-,2,-
102,Idiopathické anomalie tlaku krevního,3,-,-,-,-,1,-,-,-,2,-
103,Jiné nemoci ústrojí oběhu krevního,7,1,-,-,-,-,2,-,1,3,-
,,,,,,,,,,,,
VIII,Nemoci ústrojí dýchacího,6249,1401,354,100,121,160,244,419,786,2664,-
104,Nemoci dutin nosních a adnex,4,2,-,-,2,-,-,-,-,-,-
105,Nemoci hrtanu,18,7,5,3,-,-,-,1,-,2,-
106a,Zánět průdušek prudký,122,64,12,1,-,-,-,2,2,41,-
106b,Zánět průdušek vleklý,312,7,-,-,-,3,7,28,46,221,-
106c,Zánět průdušek nerozlišený,307,91,13,2,2,3,7,13,28,148,-
107,"Lalůčkový zánět plic, počítaje v to zánět průdušinek",2149,870,161,20,24,33,47,90,178,726,-
108,Lalokový zánět plic,1123,121,68,36,46,72,91,125,166,398,-
109,Zánět plic nerozlišený,973,215,66,18,19,26,37,65,122,405,-
110,Zánět pohrudnice,320,18,28,18,22,12,29,32,56,105,-
111,"Překrvení plic, zbubření, vmetek, červená záhať s krvácením a obyčejná záhať plic",81,3,-,-,1,2,4,4,18,49,-
112,Záducha,220,-,-,-,-,-,4,11,56,149,-
113,Rozedma plicní,513,-,-,-,1,1,2,23,89,397,-
114a,"Vleklý, intersticiální zánět plic, počítaje v to živnostenské nemoci ústrojí dýchacího",12,2,-,-,-,-,2,1,3,4,-
114b,"Jiné nemoci ústrojí dýchacího, vyjma tuberkulosu",95,1,1,2,4,8,14,24,22,19,-
,,,,,,,,,,,,
IX,Nemoci ústrojí zažívacího,3121,1059,94,102,88,134,246,326,412,660,-
115,"Nemoci dutiny ústní, jejich adnex, hltanu a mandlí, počítaje v to adenoidní choroby",97,12,11,17,13,9,7,11,9,8,-
116,Nemoci požeráku,8,-,-,-,-,-,2,1,1,4,-
117a,Vřed žaludeční,397,-,-,-,6,36,74,98,100,83,-
117b,Vřed dvanáctníkový,92,-,-,1,1,13,22,26,18,11,-
118,Jiné nemoci žaludeční (vyjma rakovinu),47,-,-,-,-,1,4,5,11,26,-
119,Průjem a katar střevní - u dětí do 2 roků,1040,1010,30,-,-,-,-,-,-,-,-
120a,"Průjem, katar střevní (ve věku 2 roků a výše)",69,-,3,7,3,6,2,4,8,36,-
120b,Vředy střevní (ve věku 2 roků a výše),8,-,-,-,1,-,1,2,2,2,-
121,Zánět červíkovitého přívěsku,293,2,30,48,42,40,41,28,31,31,-
122a,Kýla,157,10,3,3,2,2,2,10,14,111,-
122b,Neprůchodnost střeva,175,14,4,13,7,4,9,15,33,76,-
123,Jiné nemoci střevní,24,-,2,1,-,-,2,3,3,13,-
124a,Svraštění jater alkoholické,25,-,-,-,-,-,3,4,13,5,-
124b,Svraštění jater neoznačené za alkoholické,381,-,-,1,1,7,42,68,114,148,-
125,Jiné nemoci jater (počítaje v to náhlý úbyt jater),71,-,1,2,3,6,11,15,13,20,-
126,Kaménky žlučové,50,-,-,-,-,-,2,12,12,24,-
127,Jiné nemoci žlučníku a žlučovodů,53,-,-,-,-,2,4,10,9,28,-
128,Nemoci slinivky břišní,17,-,-,-,-,1,4,3,5,4,-
129,"Zánět pobřišnice, bez označené příčiny",117,11,10,9,9,7,14,11,16,30,-
,,,,,,,,,,,,
X,Nemoci ústrojí močového a ústrojí pohlavního,1774,9,11,21,27,57,111,203,364,971,-
130,Prudký zánět ledvin,41,6,7,9,3,3,6,2,2,3,-
131,Vleklý zánět ledvin,844,-,3,7,13,35,78,151,235,322,-
132,Nerozlišený zánět ledvin,137,-,-,2,6,11,15,13,31,59,-
133a,Zánět pánvice ledvinné,70,3,-,1,4,2,6,10,15,29,-
133b,Jiné nemoci ledvin a močovodů,2,-,-,-,-,-,1,-,-,1,-
134a,Kamének ledvin a horních cest močových,30,-,-,-,1,4,3,6,8,8,-
134b,Kamének měchýře močového,16,-,-,-,-,-,-,2,3,11,-
134c,Kamének bez jiného označení,-,-,-,-,-,-,-,-,-,-,-
135a,Zánět měchýře močového,40,-,1,-,-,-,1,1,4,33,-
135b,Jiné nemoci měchýře močového,8,-,-,1,-,1,-,-,-,6,-
136a,Zúžení roury močové,3,-,-,-,-,-,1,1,-,1,-
136b,"Jiné nemoci roury močové, hlíza močová atd.",38,-,-,1,-,1,-,4,7,25,-
137,Nemoci žlázy předstojné (prostaty),542,-,-,-,-,-,-,12,58,472,-
138,"Nemoci pohlavních ústrojů mužských, neoznačené za venerické",3,-,-,-,-,-,-,1,1,1,-
,,,,,,,,,,,,
139a,"Nemoci pohlavních ústrojů ženských, neoznačené za venerické: vaječníku, vejcovodu a parametria",x,x,x,x,x,x,x,x,x,x,x
139b,"Nemoci pohlavních ústrojů ženských, neoznačené za venerické: dělohy",x,x,x,x,x,x,x,x,x,x,x
139c,"Nemoci pohlavních ústrojů ženských, neoznačené za venerické: bradavky prsní",-,-,-,-,-,-,-,-,-,-,-
139d,"Nemoci pohlavních ústrojů ženských, neoznačené za venerické: jiné",-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
XI,"Nemoci těhotenství, porodu a stavu poporodního",x,x,x,x,x,x,x,x,x,x,x
140,Potrat s hnilobou,x,x,x,x,x,x,x,x,x,x,x
141,"Potrat beze zmínky o hnilobě, ale počítaje v to krvácení",x,x,x,x,x,x,x,x,x,x,x
142,Těhotenství mimoděložní,x,x,x,x,x,x,x,x,x,x,x
143,Jiné chorobné zjevy těhotenství (nepočítaje v to krvácení),x,x,x,x,x,x,x,x,x,x,x
144a,Lůžko vcestné,x,x,x,x,x,x,x,x,x,x,x
144b,Jiná krvácení poporodní,x,x,x,x,x,x,x,x,x,x,x
145a,Otrava krve a hniloba krve poporodní,x,x,x,x,x,x,x,x,x,x,x
145b,Ztrnutí poporodní,x,x,x,x,x,x,x,x,x,x,x
146,Močení bílkoviny a božec,x,x,x,x,x,x,x,x,x,x,x
147,Jiné toxaemie v těhotenství,x,x,x,x,x,x,x,x,x,x,x
148a,Bílý bolestný otok dolních končetin a záhať,x,x,x,x,x,x,x,x,x,x,x
148b,Vmetek nebo náhlá smrt poporodní,x,x,x,x,x,x,x,x,x,x,x
149,Jiné příhody při porodu,x,x,x,x,x,x,x,x,x,x,x
150,Jiné nerozlišené příhody stavu poporodního,x,x,x,x,x,x,x,x,x,x,x
,,,,,,,,,,,,
XII,Nemoci kůže a vaziva podkožního,247,153,-,-,4,4,8,11,10,57,-
151,Nežitina,93,66,-,-,1,3,3,7,3,10,-
152,"Zánět podkožního vaziva, teplá hlíza",18,10,-,-,-,-,1,1,1,5,-
153,"Jiné nemoci kůže, jejich adnex a podkožního vaziva",136,77,-,-,3,1,4,3,6,42,-
,,,,,,,,,,,,
XIII ,Nemoci kostí a ústrojí pohybu,124,9,5,19,11,9,8,7,11,45,-
154,Zánět dřeně kostní,70,7,2,16,8,7,8,5,9,8,-
155,"Jiné nemoci kostí, vyjma tuberkulosu",38,1,2,2,-,1,-,-,2,30,-
,,,,,,,,,,,,
156a,"Nemoci kloubů, vyjma tuberkulosu a rheumatismus",11,1,1,-,3,1,-,2,-,3,-
156b,Nemoci jiných orgánů pohybu,5,-,-,1,-,-,-,-,-,4,-
,,,,,,,,,,,,
XIV,Vrozené vady tvarové,174,165,4,5,-,-,-,-,-,-,-
157a,Vrozená vodnatelnost mozku,18,18,-,-,-,-,-,-,-,-,-
157b,Rozštěp páteře a kýla omozečnicová,21,21,-,-,-,-,-,-,-,-,-
157c,Vrozený nesprávný tvar srdce,87,79,3,5,-,-,-,-,-,-,-
157d,Zrůdnosti,3,3,-,-,-,-,-,-,-,-,-
157,Jiné vrozené vady tvarové ,45,44,1,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
XV,Zvláštní nemoci útlého věku,1952,1952,-,-,-,-,-,-,-,-,-
158,Vrozená slabost,630,630,-,-,-,-,-,-,-,-,-
159,"Předčasné narození, nepočítaje v to mrtvě narozené",871,871,-,-,-,-,-,-,-,-,-
160a,Následky porodu s řezem císařským,1,1,-,-,-,-,-,-,-,-,-
160b,Následky porodu bez řezu císařského,185,185,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
161a,Bezevzduchost plicní,79,79,-,-,-,-,-,-,-,-,-
161b,Žloutenka novorozenců,41,41,-,-,-,-,-,-,-,-,-
161c,Skloerem a jiné,145,145,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
XVI ,Stařecká sešlost,3153,-,-,-,-,-,-,-,40,3113,-
162a,Stařecká sešlost se zblbělostí starobní,96,-,-,-,-,-,-,-,5,91,-
162b,Stařecká sešlost bez zblbělosti starobní,3057,-,-,-,-,-,-,-,35,3022,-
,,,,,,,,,,,,
XVII,Smrti násilné a úrazové,3251,17,107,180,427,575,510,446,415,571,3
SE,,1396,0,0,12,136,231,246,245,230,295,1
163,"Sebevražda požitím jedů pevných a tekutých, nebo látek žíravých",93,-,-,-,6,18,17,19,21,11,1
164,Sebevražda jedovatými plyny,33,-,-,-,3,11,5,4,8,2,-
165,Sebevražda oběšením neb uškrcením,865,-,-,7,59,111,157,147,156,228,-
166,Sebevražda utopením,71,-,-,-,6,12,9,8,19,17,-
167,Sebevražda střelnými zbraněmi,180,-,-,2,36,45,34,33,11,19,-
168,Sebevražda nástroji řeznými nebo bodnými,29,-,-,-,-,5,4,14,3,3,-
169,Sebevražda skokem s vyvýšeného místa,17,-,-,1,2,5,3,3,1,2,-
170,Sebevražda rozdrcením,74,-,-,2,21,17,7,9,8,10,-
171,Jiné sebevraždy,34,-,-,-,3,7,10,8,3,3,-
NA,,57,6,3,5,10,13,9,4,2,5,0
172a,Vražda dítěte (dítě do 1 roku): přímo po narození,6,6,-,-,-,-,-,-,-,-,-
172b,Vražda dítěte (dítě do 1 roku): jiná do jednoho roku,-,-,-,-,-,-,-,-,-,-,-
173,Vražda nebo zabití střelnou zbraní (osoby starší 1 roku),10,-,1,1,2,3,1,1,-,1,-
174,Vražda nebo zabití nástroji řeznými nebo bodnými (osoby starší 1 roku),8,-,1,1,3,1,1,1,-,-,-
175,Jiné vraždy nebo zabití osob starších 1 roku,21,-,1,3,3,2,4,2,2,4,-
176,Napadení jedovatými zvířaty,1,-,-,-,-,-,-,-,-,1,-
177,Otrava potravinami,9,-,1,-,1,1,2,2,1,1,-
178,Vdechování jedovatých plynů,20,-,3,1,4,1,-,3,2,6,-
179,"Jiné nahodilé prudké otravy, vyjma otravy plynem",13,-,2,4,1,-,1,1,1,3,-
180,Následky ohně při požáru,10,-,-,-,1,-,2,1,1,5,-
181,Popálení úrazové (jiné než při požáru),83,3,35,4,3,10,11,6,2,9,-
182,Nahodilé mechanické zadušení,18,3,2,2,3,-,3,4,-,1,-
183,Nahodilé utopení,261,2,36,49,72,30,18,13,18,23,-
184,"Poranění střelnými zbraněmi, vyjma poranění válečná",37,-,-,6,16,7,3,3,1,1,-
185,"Poranění nástroji řeznými nebo bodnými, vyjma poranění válečná",16,1,-,1,5,3,4,-,1,1,-
186,"Poranění pádem, rozdrcením, sřícením",605,1,10,56,80,115,103,79,79,82,-
187,"Živelná pohroma (veškerá úmrtí jakéhokoli rázu, přičítaná živelní pohrom",-,-,-,-,-,-,-,-,-,-,-
188,Poranění způsobená zvířaty,22,-,-,-,5,6,3,2,5,1,-
189,Hlad a žízeň,1,-,-,-,-,-,1,-,-,-,-
190,Neobvyklá zima,27,-,-,-,-,2,5,2,5,13,-
191,Neobvyklé teplo,3,-,-,1,-,1,-,-,-,1,-
192,Blesk,19,-,-,1,5,6,2,1,1,3,-
193,Úrazy způsobené proudem elektrickým,49,-,2,4,16,9,9,3,5,1,-
194a,Jiné úrazy: cizí tělesa,6,1,2,-,-,1,-,-,2,-,-
194b,Jiné úrazy: jiné,598,-,11,34,69,139,88,77,59,119,2
195,"Násilná smrt, jejíž příčina (úraz, vražda, sebevražda) je neznáma",-,-,-,-,-,-,-,-,-,-,-
,"Z úmrtí pod č.181,185,186,194,195 nastala smrt následkem úrazů:",,,,,,,,,,,
A,v dolech a lomech,51,-,-,-,3,19,16,8,3,2,-
B,způsobených stroji,12,-,-,3,1,1,2,5,-,-,-
DN,prostředky dopravními,473,-,8,43,64,113,81,57,58,49,-
a,železnicemi a tramvajemi,83,-,1,2,7,14,19,16,13,11,-
b,automobily a motocykly,331,-,6,36,47,92,51,35,37,27,-
c,jinými pozemními prostředky dopravními,56,-,1,5,8,7,10,6,8,11,-
d,při dopravě po vodě,-,-,-,-,-,-,-,-,-,-,-
e,při dopravě vzduchem,3,-,-,-,2,-,1,-,-,-,-
198,Soudní poprava,12,-,-,-,2,7,3,-,-,-,-
,,,,,,,,,,,,
XVIII,Neurčité příčiny úmrtí,121,11,6,2,8,4,18,18,24,29,1
199,Náhlá smrt,35,1,-,-,1,2,6,4,9,12,-
200,Nerozlišené nebo nedostatečně určené příčiny,86,10,6,2,7,2,12,14,15,17,1
