1991,Zemřelé ženy podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,,
MKN (1976),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,
54,Prostý opar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
55,Spalničky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
56,Zarděnky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
57,Jiné virové nemoci s vyrážkou,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
60,Žlutá zimnice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
61,Dengue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
62,Virový zánět mozku přenášený komáry,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
63,Virový zánět mozku přenášený klíšťaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
64,Virový zánět mozku přenášený jinými nebo blíže neurčenými členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
65,Hemoragická horečka přenášená členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
66,Jiné virové nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
70,Virový zánět jater,18,-,-,-,-,-,-,-,2,-,-,-,1,1,1,3,-,2,3,-,2,3,-,
71,Vzteklina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
72,Epidemický zánět příušnic,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,
73,"Ornithosis, psittacosis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
74,Specifické nemoci působené virem Coxsackie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
75,Infekční mononukleóza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
76,Trachom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
77,Jiné nemoci spojivky působené viry a chlamydiemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
78,Jiné nemoci působené viry a chlamydiemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
79,Virové infekce při onemocněních zařazených jinde nebo s blíže neurčenou lokalizací,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,
80,Epidemická skvrnivka - přenášená vešmi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
81,Jiná skvrnivka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
82,Rickettsiózy přenášené klíšťaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
83,Jiné rickettsiózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
84,Malárie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
85,Leishmaniosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
86,Trypanosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
87,Návratná horečka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
88,Jiné nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
90,Vrozená syfilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
91,Čerstvá syfilis s příznaky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
92,Čerstvá syfilis latentní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
93,Kardiovaskulární syfilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
94,Neurosyfilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
95,Jiné formy pozdní syfilidy s příznaky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
96,Pozdní syfilid latentní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
97,Jiná nebo blíže neurčená syfilis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,
98,Gonokoková onemocnění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
99,Jiné pohlavní nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
100,Leptospirosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
101,Vincentova angína,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
102,Frambézie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
103,Pinta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
104,Jiné spirochétové infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
110,Dermatophytosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
111,"Dermatomycosis, jiná nebo blíže neurčená",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
112,"Candidosis, moniliasis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
114,Coccidioidomycosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
115,Histoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
116,Blastomykotické infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
117,Jiné mykózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
118,Dermatomykózy působené potenciálně parazitárními houbami,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
120,Schistosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
121,Jiné infekce trematody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
122,"Echinococcosis, hydatidosis - měchožil",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
123,Jiné infekce cestody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
124,Trichinosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
125,Filariasis a dracontiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
126,Ankylostomiasis a necatoriasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
127,Jiné střevní helmintiázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
128,Jiné a blíže neurčené helmintiázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
129,Střevní parazitismus blíže neurčený,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
130,Toxoplasmosis,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
131,Trichomoniasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
132,Zavšivení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
133,Acariasis (svrab),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
134,Jiná napadení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
135,Sarcoidosis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,
136,Jiné a blíže neoznačené infekční a parazitární nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
137,Pozdní následky tuberkulózy,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,
138,Pozdní následky akutní poliomyelitidy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
139,Pozdní následky jiných infekčních a parazitárních nemocí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,,,,,,,,,,,,,,
II,Novotvary,12 504,5,4,2,3,3,9,10,29,27,31,74,164,353,532,630,906,1 390,1 919,1 464,1 995,1 841,1 113,
140,Zhoubný novotvar rtu,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,3,
141,Zhoubný novotvar jazyka,15,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,3,3,-,3,1,1,
142,Zhoubný novotvar slinné žlázy,17,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,1,1,7,3,3,
143,Zhoubný novotvar dásně,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-,
144,Zhoubný novotvar ústní spodiny,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,
145,Zhoubný novotvar jiné nebo blíže neurčené části úst,10,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,2,2,-,2,
146,Zhoubný novotvar ústní částí hltanu,14,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,2,3,-,-,2,4,-,
147,Zhoubný novotvar nosohltanu,11,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,1,2,1,2,1,1,1,
148,Zhoubný novotvar hypofaryngu,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,1,1,-,
149,"Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti rtu, ústní dutiny nebo hltanu",5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,2,1,-,
150,Zhoubný novotvar jícnu,69,-,-,-,-,-,-,-,-,-,-,-,-,-,4,3,5,3,11,8,14,12,9,
151,Zhoubný novotvar žaludku,901,-,-,-,-,-,-,-,-,-,-,3,18,23,19,28,33,69,118,115,175,184,116,
152,Zhoubný novotvar tenkého střeva včetně dvanáctníku,31,-,-,-,-,-,-,-,-,-,-,1,-,1,2,1,5,2,1,6,5,4,3,
153,Zhoubný novotvar tlustého střeva,1 199,-,-,-,-,-,-,-,-,-,1,3,2,20,33,44,58,115,177,147,253,212,134,
154,"Zhoubný novotvar konečníku, rektosigmoidálního spojení nebo řiti",752,-,-,-,-,-,-,-,1,1,1,1,8,13,13,21,45,97,122,85,121,142,81,
155,Zhoubný novotvar jater a intrahepatálních žlučových cest,349,2,-,-,-,-,-,-,-,-,-,1,2,1,12,15,30,44,67,50,53,51,21,
156,Zhoubný novotvar žlučníku a extrahepatálních žlučových cest,645,-,-,-,-,-,-,-,-,-,-,-,2,4,7,16,33,70,110,82,117,133,71,
157,Zhoubný novotvar slinivky břišní,709,-,-,-,-,-,-,-,1,1,1,-,2,14,27,33,44,71,125,104,116,116,54,
158,Zhoubný novotvar retroperitonea nebo pobřišnice,48,1,-,-,-,-,-,2,-,1,-,1,1,-,3,5,1,3,5,5,10,6,4,
159,Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti trávicího ústrojí nebo pobřišnice,251,-,-,-,-,-,-,-,-,-,-,-,-,1,2,4,9,11,25,26,60,68,45,
160,"Zhoubný novotvar nosních dutin, středního ucha nebo obličejových dutin",18,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,2,1,2,1,3,2,3,
161,Zhoubný novotvar hrtanu,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,3,4,4,2,3,1,
162,"Zhoubný novotvar průdušnice, průdušek a plic",950,-,-,-,-,-,-,-,-,1,-,2,10,27,41,55,104,124,164,140,123,111,48,
163,Zhoubný novotvar pohrudnice,23,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,3,2,1,5,3,2,2,
164,"Zhoubný novotvar brzlíku, srdce nebo mezihrudí",33,-,-,-,-,-,-,-,1,1,1,-,-,-,3,2,3,5,4,3,5,3,2,
165,Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti dýchacích ústrojí nebo nitrohrudn,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-,3,2,1,
170,Zhoubný novotvar kosti nebo kloubní chrupavky,51,-,-,-,-,-,-,1,4,3,1,2,2,2,1,2,3,5,6,4,9,5,1,
171,Zhoubný novotvar pojivové nebo jiné měkké tkáně,56,-,-,-,2,-,2,-,5,-,-,-,1,3,1,1,5,4,7,6,10,5,4,
172,Zhoubný melanom kůže,142,-,-,-,-,-,-,-,-,-,2,2,3,7,6,11,15,13,20,16,21,18,8,
173,Jiný zhoubný novotvar kůže,87,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,1,4,5,3,11,27,33,
174,Zhoubný novotvar ženského prsu,1 946,-,-,-,-,-,-,-,-,1,1,12,36,79,133,150,197,245,291,181,234,228,158,
175,Zhoubný novotvar mužského prsu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
179,Zhoubný novotvar neurčené části dělohy,110,-,-,-,-,-,-,-,-,-,-,2,-,4,3,3,3,11,20,17,20,17,10,
180,Zhoubný novotvar děložního čípku,475,-,-,-,-,-,-,-,1,1,6,12,26,42,55,41,35,42,62,38,63,34,17,
181,Zhoubný novotvar lůžka - placenty,4,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,1,-,-,
182,Zhoubný novotvar děložního těla,385,-,-,-,-,-,-,-,-,-,-,3,3,9,10,16,28,50,72,50,68,48,28,
183,Zhoubný novotvar vaječníku nebo jiných adnex dělohy,739,-,-,-,-,-,-,-,1,-,3,4,11,33,50,53,77,115,144,87,70,64,27,
184,Zhoubný novotvar jiného nebo blíže neoznačeného ženského pohlavního orgánu,164,-,-,-,-,-,-,-,-,-,-,1,2,6,2,4,5,12,22,16,36,37,21,
185,Zhoubný novotvar předstojné žlázy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
186,Zhoubný novotvar varlete,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
187,Zhoubný novotvar pyje nebo jiného mužského pohlavního orgánu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
188,Zhoubný novotvar močového měchýře,218,-,-,-,-,-,-,-,-,-,-,-,-,2,4,3,13,16,29,20,50,45,36,
189,Zhoubný novotvar ledviny nebo jiného nebo blíže neurčeného močového orgánu,417,-,-,-,-,1,2,-,-,1,-,1,1,6,23,29,39,65,68,55,61,46,19,
190,Zhoubný novotvar oka,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,2,-,1,2,
191,Zhoubný novotvar mozku,226,-,1,-,1,1,3,2,3,3,3,6,14,12,25,18,27,32,36,19,13,5,2,
192,Zhoubný novotvar jiné nebo blíže neurčené části nervové soustavy,15,-,-,-,-,-,-,-,-,1,1,-,-,-,1,2,4,3,-,-,1,1,1,
193,Zhoubný novotvar štítné žlázy,90,-,-,-,-,-,-,-,-,-,-,-,-,2,3,1,5,13,10,11,22,10,13,
194,Zhoubný novotvar jiné žlázy s vnitřní sekrecí nebo příbuzné tkáně,21,-,-,-,-,-,-,-,1,-,-,-,-,3,1,2,-,-,6,2,3,3,-,
195,Zhoubný novotvar jiné nebo nepřesně určené lokalizace,107,-,-,-,-,-,-,1,-,-,-,1,2,-,3,5,5,9,11,6,22,21,21,
196,Sekundární nebo blíže neurčený zhoubný novotvar mízních uzlin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
197,Sekundární zhoubný novotvar dýchací nebo trávicí soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
198,Sekundární zhoubný novotvar jiné určené lokalizace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
199,Zhoubný novotvar bez určení lokalizace,241,-,-,-,-,-,-,-,-,-,1,2,2,3,8,7,10,23,38,29,52,45,21,
200,Lymforarkom a retikulosarkom,52,-,-,-,-,-,-,-,-,-,-,1,1,4,1,3,3,4,9,4,7,7,8,
201,Hodgkinova nemoc,60,-,-,-,-,-,-,-,1,4,1,5,4,2,3,1,1,5,8,7,9,5,4,
202,Jiný zhoubný novotvar mízní nebo histiocytární tkáně,174,-,1,-,-,-,-,-,1,2,-,2,4,6,6,7,13,20,27,22,27,18,18,
203,Mnohočetný myelom a imunoproliferativní novotvary,144,-,-,-,-,-,-,-,-,-,-,-,-,3,2,6,6,21,23,23,28,24,8,
204,Lymfatická leukémie,168,1,-,1,-,1,2,3,3,1,2,1,-,1,1,5,7,12,22,24,32,30,19,
205,Myeloidní leukémie,166,1,1,-,-,-,-,1,4,1,3,3,6,11,8,15,12,17,24,18,22,12,7,
206,Monocytární leukémie,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,1,-,-,-,
207,Jiná určená leukémie,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,1,2,1,
208,Leukémie blíže neurčeného buněčného typu,44,-,1,1,-,-,-,-,1,2,1,-,-,-,1,1,1,5,6,8,7,4,5,
210,"Nezhoubný novotvar rtu, ústní dutiny a hltanu",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
211,Nezhoubný novotvar jiné části trávicí soustavy,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,1,
212,Nezhoubný novotvar dýchacích nebo nitrohrudních orgánů,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,
213,Nezhoubný novotvar kosti nebo kloubní chrupavky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
214,Lipom,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,
215,Jiný nezhoubný novotvar pojivové nebo jiné měkké tkáně,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
216,Nezhoubný novotvar kůže,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
217,Nezhoubný novotvar prsu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
218,Leiomyom dělohy,3,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,
219,Jiný nezhoubný novotvar dělohy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
220,Nezhoubný novotvar vaječníku,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,2,-,4,
221,Nezhoubný novotvar jiného ženského pohlavního orgánu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
222,Nezhoubný novotvar mužských pohlavních orgánů,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
223,Nezhoubný novotvar ledviny nebo jiného močového orgánu,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,
224,Nezhoubný novotvar oka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
225,Nezhoubný novotvar mozku nebo jiné části nervové soustavy,28,-,-,-,-,-,-,-,-,-,1,-,-,1,4,1,3,6,3,2,3,4,-,
226,Nezhoubný novotvar štítné žlázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
227,Nezhoubný novotvar jiné žlázy s vnitřní sekrecí nebo příbuzné tkáně,3,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,
