1991,Zemřelí muži podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,,
MKN (1976),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,
53,Pásový opar,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,
54,Prostý opar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
55,Spalničky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
56,Zarděnky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
57,Jiné virové nemoci s vyrážkou,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
60,Žlutá zimnice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
61,Dengue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
62,Virový zánět mozku přenášený komáry,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
63,Virový zánět mozku přenášený klíšťaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
64,Virový zánět mozku přenášený jinými nebo blíže neurčenými členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
65,Hemoragická horečka přenášená členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
66,Jiné virové nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
70,Virový zánět jater,20,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,4,3,2,2,5,1,-,
71,Vzteklina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
72,Epidemický zánět příušnic,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
73,"Ornithosis, psittacosis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
74,Specifické nemoci působené virem Coxsackie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
75,Infekční mononukleóza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
76,Trachom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
77,Jiné nemoci spojivky působené viry a chlamydiemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
78,Jiné nemoci působené viry a chlamydiemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
79,Virové infekce při onemocněních zařazených jinde nebo s blíže neurčenou lokalizací,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,
80,Epidemická skvrnivka - přenášená vešmi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
81,Jiná skvrnivka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
82,Rickettsiózy přenášené klíšťaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
83,Jiné rickettsiózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
84,Malárie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
85,Leishmaniosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
86,Trypanosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
87,Návratná horečka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
88,Jiné nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
90,Vrozená syfilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
91,Čerstvá syfilis s příznaky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
92,Čerstvá syfilis latentní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
93,Kardiovaskulární syfilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
94,Neurosyfilis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,
95,Jiné formy pozdní syfilidy s příznaky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
96,Pozdní syfilid latentní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
97,Jiná nebo blíže neurčená syfilis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,
98,Gonokoková onemocnění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
99,Jiné pohlavní nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
100,Leptospirosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
101,Vincentova angína,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
102,Frambézie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
103,Pinta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
104,Jiné spirochétové infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
110,Dermatophytosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
111,"Dermatomycosis, jiná nebo blíže neurčená",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
112,"Candidosis, moniliasis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
114,Coccidioidomycosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
115,Histoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
116,Blastomykotické infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
117,Jiné mykózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
118,Dermatomykózy působené potenciálně parazitárními houbami,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
120,Schistosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
121,Jiné infekce trematody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
122,"Echinococcosis, hydatidosis - měchožil",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
123,Jiné infekce cestody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
124,Trichinosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
125,Filariasis a dracontiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
126,Ankylostomiasis a necatoriasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
127,Jiné střevní helmintiázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
128,Jiné a blíže neurčené helmintiázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
129,Střevní parazitismus blíže neurčený,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
130,Toxoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
131,Trichomoniasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
132,Zavšivení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
133,Acariasis (svrab),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
134,Jiná napadení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
135,Sarcoidosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
136,Jiné a blíže neoznačené infekční a parazitární nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
137,Pozdní následky tuberkulózy,7,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,3,-,2,1,-,
138,Pozdní následky akutní poliomyelitidy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
139,Pozdní následky jiných infekčních a parazitárních nemocí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,,,,,,,,,,,,,,
II,Novotvary,15 754,7,7,9,3,8,18,26,28,40,41,81,178,403,744,944,1 608,2 327,3 005,2 001,2 129,1 541,606,
140,Zhoubný novotvar rtu,7,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,2,1,2,
141,Zhoubný novotvar jazyka,111,-,-,-,-,-,-,-,-,2,-,1,3,10,10,22,13,19,15,5,7,4,-,
142,Zhoubný novotvar slinné žlázy,29,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,3,5,-,4,6,4,3,
143,Zhoubný novotvar dásně,13,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,-,4,1,-,3,-,
144,Zhoubný novotvar ústní spodiny,51,-,-,-,-,-,-,-,-,-,-,1,1,4,13,10,5,4,6,3,2,1,1,
145,Zhoubný novotvar jiné nebo blíže neurčené části úst,26,-,-,-,-,-,-,1,-,-,-,-,1,2,2,2,6,4,2,2,2,2,-,
146,Zhoubný novotvar ústní částí hltanu,79,-,-,-,-,-,-,-,-,-,-,-,3,12,12,10,11,10,8,7,4,1,1,
147,Zhoubný novotvar nosohltanu,15,-,-,-,-,-,-,-,-,-,-,-,-,2,2,1,2,1,3,3,1,-,-,
148,Zhoubný novotvar hypofaryngu,70,-,-,-,-,-,-,-,-,-,-,-,1,9,14,10,10,6,10,5,2,2,1,
149,"Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti rtu, ústní dutiny nebo hltanu",17,-,-,-,-,-,-,-,-,-,-,-,-,1,5,3,1,2,2,2,-,-,1,
150,Zhoubný novotvar jícnu,264,-,-,-,-,-,-,-,-,-,-,2,4,12,29,30,32,34,48,25,22,18,8,
151,Zhoubný novotvar žaludku,1 171,-,-,-,-,-,-,-,-,-,4,2,20,28,38,57,98,140,205,159,196,162,62,
152,Zhoubný novotvar tenkého střeva včetně dvanáctníku,23,-,-,-,-,-,-,-,-,1,-,1,1,-,2,-,3,2,6,2,2,3,-,
153,Zhoubný novotvar tlustého střeva,1 258,-,-,-,-,-,-,-,-,1,-,3,7,16,34,52,96,166,258,184,209,168,64,
154,"Zhoubný novotvar konečníku, rektosigmoidálního spojení nebo řiti",1 109,-,-,-,-,-,-,-,1,-,1,3,10,13,33,63,97,177,204,148,177,131,51,
155,Zhoubný novotvar jater a intrahepatálních žlučových cest,502,1,-,2,-,-,-,-,1,2,-,3,7,14,13,28,48,77,110,69,68,50,9,
156,Zhoubný novotvar žlučníku a extrahepatálních žlučových cest,266,-,-,-,-,-,-,-,-,-,-,-,2,4,3,7,23,41,45,42,47,38,14,
157,Zhoubný novotvar slinivky břišní,781,-,-,-,-,-,-,-,-,-,1,3,12,27,42,50,77,111,168,94,90,82,24,
158,Zhoubný novotvar retroperitonea nebo pobřišnice,41,-,1,1,-,-,1,1,-,1,-,-,3,-,2,3,4,3,9,6,5,1,-,
159,Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti trávicího ústrojí nebo pobřišnice,165,-,-,-,-,-,-,-,-,-,-,-,-,2,3,8,6,23,30,18,23,30,22,
160,"Zhoubný novotvar nosních dutin, středního ucha nebo obličejových dutin",20,-,-,-,-,-,-,-,-,-,-,-,-,2,3,-,3,5,-,3,1,2,1,
161,Zhoubný novotvar hrtanu,285,-,-,-,-,-,-,-,-,-,-,-,3,22,31,32,34,43,56,20,25,9,10,
162,"Zhoubný novotvar průdušnice, průdušek a plic",4 845,-,-,-,-,-,-,-,1,-,-,5,25,99,250,348,690,928,1 035,597,505,271,91,
163,Zhoubný novotvar pohrudnice,39,-,-,-,-,-,-,-,-,-,-,-,2,-,4,1,-,5,8,9,6,4,-,
164,"Zhoubný novotvar brzlíku, srdce nebo mezihrudí",32,1,-,-,-,-,-,-,-,-,-,-,1,2,2,2,4,4,5,4,2,5,-,
165,Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti dýchacích ústrojí nebo nitrohrudn,15,-,-,-,-,-,-,-,-,1,-,-,-,-,2,1,2,2,1,-,2,2,2,
170,Zhoubný novotvar kosti nebo kloubní chrupavky,81,-,-,-,-,-,-,4,1,4,1,2,5,8,3,4,5,7,10,6,11,7,3,
171,Zhoubný novotvar pojivové nebo jiné měkké tkáně,43,-,-,-,2,-,1,-,1,1,3,-,-,1,3,5,2,6,6,4,2,3,3,
172,Zhoubný melanom kůže,185,-,-,-,-,-,-,-,1,-,1,7,7,16,21,13,25,22,20,20,16,12,4,
173,Jiný zhoubný novotvar kůže,66,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,5,4,8,4,12,17,14,
174,Zhoubný novotvar ženského prsu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
175,Zhoubný novotvar mužského prsu,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,1,3,2,-,-,
179,Zhoubný novotvar neurčené části dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
180,Zhoubný novotvar děložního čípku,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
181,Zhoubný novotvar lůžka - placenty,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
182,Zhoubný novotvar děložního těla,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
183,Zhoubný novotvar vaječníku nebo jiných adnex dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
184,Zhoubný novotvar jiného nebo blíže neoznačeného ženského pohlavního orgánu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
185,Zhoubný novotvar předstojné žlázy,1 044,-,-,-,-,-,-,-,1,-,-,-,1,1,1,5,25,83,179,149,273,222,104,
186,Zhoubný novotvar varlete,66,-,-,-,-,-,-,-,1,7,10,11,13,6,6,1,2,1,3,1,1,1,2,
187,Zhoubný novotvar pyje nebo jiného mužského pohlavního orgánu,33,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,-,5,5,1,10,6,3,
188,Zhoubný novotvar močového měchýře,543,-,-,-,-,-,-,-,-,-,-,-,2,5,9,19,36,65,114,80,105,78,30,
189,Zhoubný novotvar ledviny nebo jiného nebo blíže neurčeného močového orgánu,722,-,-,1,-,-,-,-,-,1,-,2,9,16,34,53,79,118,132,109,87,65,16,
190,Zhoubný novotvar oka,15,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,2,1,2,3,2,1,-,
191,Zhoubný novotvar mozku,270,1,2,1,-,2,7,6,4,3,7,9,7,17,38,22,35,36,40,21,10,2,-,
192,Zhoubný novotvar jiné nebo blíže neurčené části nervové soustavy,13,-,-,-,-,-,-,-,1,-,1,-,-,2,1,1,2,-,2,2,1,-,-,
193,Zhoubný novotvar štítné žlázy,28,-,-,-,-,-,-,-,-,-,-,-,-,1,2,4,5,-,6,2,5,3,-,
194,Zhoubný novotvar jiné žlázy s vnitřní sekrecí nebo příbuzné tkáně,21,-,1,-,1,-,-,-,-,-,1,-,-,2,-,1,5,5,1,3,1,-,-,
195,Zhoubný novotvar jiné nebo nepřesně určené lokalizace,74,-,-,-,-,-,-,-,-,-,1,-,-,1,5,2,8,12,8,7,15,10,5,
196,Sekundární nebo blíže neurčený zhoubný novotvar mízních uzlin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
197,Sekundární zhoubný novotvar dýchací nebo trávicí soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
198,Sekundární zhoubný novotvar jiné určené lokalizace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
199,Zhoubný novotvar bez určení lokalizace,266,-,-,-,-,-,-,-,-,1,-,2,1,6,8,19,21,38,52,35,45,21,17,
200,Lymforarkom a retikulosarkom,60,-,-,-,-,-,2,-,1,1,-,3,1,2,7,3,7,8,7,12,2,4,-,
201,Hodgkinova nemoc,93,-,-,-,-,1,-,2,2,6,4,3,4,6,6,3,7,7,14,9,13,3,3,
202,Jiný zhoubný novotvar mízní nebo histiocytární tkáně,230,1,-,-,-,1,2,3,4,3,1,7,9,16,13,12,11,25,45,27,23,22,5,
203,Mnohočetný myelom a imunoproliferativní novotvary,113,-,-,-,-,-,-,-,-,-,-,-,1,1,3,8,10,14,21,16,18,14,7,
204,Lymfatická leukémie,227,1,2,1,-,2,2,5,4,3,-,1,-,1,12,8,21,22,37,29,34,30,12,
205,Myeloidní leukémie,173,-,1,2,-,1,1,1,1,1,4,9,9,9,7,9,14,19,29,29,14,12,1,
206,Monocytární leukémie,11,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,2,-,4,-,-,-,
207,Jiná určená leukémie,18,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,4,2,4,2,2,
208,Leukémie blíže neurčeného buněčného typu,41,-,-,1,-,-,1,2,1,-,-,-,-,2,3,2,2,2,8,3,8,4,2,
210,"Nezhoubný novotvar rtu, ústní dutiny a hltanu",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
211,Nezhoubný novotvar jiné části trávicí soustavy,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,1,
212,Nezhoubný novotvar dýchacích nebo nitrohrudních orgánů,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,
213,Nezhoubný novotvar kosti nebo kloubní chrupavky,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,
214,Lipom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
215,Jiný nezhoubný novotvar pojivové nebo jiné měkké tkáně,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
216,Nezhoubný novotvar kůže,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
217,Nezhoubný novotvar prsu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
218,Leiomyom dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
219,Jiný nezhoubný novotvar dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
220,Nezhoubný novotvar vaječníku,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
221,Nezhoubný novotvar jiného ženského pohlavního orgánu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
222,Nezhoubný novotvar mužských pohlavních orgánů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
223,Nezhoubný novotvar ledviny nebo jiného močového orgánu,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-,
224,Nezhoubný novotvar oka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
225,Nezhoubný novotvar mozku nebo jiné části nervové soustavy,19,-,-,-,-,-,-,-,-,-,1,-,1,-,1,2,3,2,6,1,2,-,-,
226,Nezhoubný novotvar štítné žlázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
227,Nezhoubný novotvar jiné žlázy s vnitřní sekrecí nebo příbuzné tkáně,5,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,1,-,-,-,
