2000,Zemřelí muži podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny,,,,,,,,,,,,,,,,,,,,,,,
MKN (1993),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85 +
V21,Jezdec na motocyklu zraněný při srážce s jízdním kolem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V22,Jezdec na motocyklu zraněný při srážce s 2 nebo 3 kolovým motorovým vozidlem,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
V23,"Jezdec na motocyklu zraněný při srážce s automobilem osobním, dodávkovým nebo lehkým nákladním",24,-,-,-,-,-,-,-,4,7,5,1,1,-,-,2,2,1,-,1,-,-,-
V24,Jezdec na motocyklu zraněný při srážce s těžkým nákladním vozidlem nebo autobusem,4,-,-,-,-,-,-,-,-,2,-,-,-,-,-,1,-,1,-,-,-,-,-
V25,Jezdec na motocyklu zraněný při srážce s železničním vlakem nebo  železničním vozidlem,2,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-
V26,Jezdec na motocyklu zraněný při srážce s jiným nemotorovým vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V27,Jezdec na motocyklu zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem],10,-,-,-,-,-,-,-,2,5,1,-,-,-,2,-,-,-,-,-,-,-,-
V28,Jezdec na motocyklu zraněný při dopravní nehodě bez srážky,9,-,-,-,-,-,-,-,1,1,-,1,1,-,1,2,-,-,-,1,1,-,-
V29,Jezdec na motocyklu zraněný při jiných a neurčených dopravních nehodách,13,-,-,-,-,-,-,-,3,5,3,-,-,-,-,2,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Člen osádky tříkolového motorového vozidla zraněný při dopravní nehodě     V30-V39,11,-,-,-,-,-,-,-,1,2,3,1,2,1,-,1,-,-,-,-,-,-,-
V30,Člen osádky tříkolového motorového vozidla zraněný při srážce s chodcem nebo zvířetem,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
V31,Člen osádky tříkolového motorového vozidla zraněný při srážce s jízdním kolem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V32,Člen osádky tříkolového motorového vozidla zraněný při srážce s jiným 2 nebo 3 kolovým motorovým vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V33,"Člen osádky tříkolového motorového vozidla zraněný při srážce s automobilem osobním, dodávkovým  nebo lehkým nákladním",5,-,-,-,-,-,-,-,-,1,1,-,2,1,-,-,-,-,-,-,-,-,-
V34,Člen osádky tříkolového motorového vozidla zraněný při srážce s těžkým nákladním vozidlem nebo autobusem,3,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-
V35,Člen osádky tříkolového motorového vozidla zraněný při srážce s železničním vlakem nebo železničním vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V36,Člen osádky tříkolového motorového vozidla zraněný při srážce s jiným nemotorovým vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V37,Člen osádky tříkolového motorového vozidla zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem],1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
V38,Člen osádky tříkolového motorového vozidla zraněný při dopravní nehodě bez srážky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V39,Člen osádky tříkolového motorového vozidla zraněný při jiných a neurčených dopravních nehodách,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Člen osádky osobního automobilu zraněný při dopravní nehodě     V40-V49,232,-,-,-,-,-,3,4,27,40,30,20,19,18,20,13,11,10,6,5,4,2,-
V40,Člen osádky osobního automobilu zraněný při srážce chodcem nebo zvířetem,10,-,-,-,-,-,-,-,3,2,1,1,1,-,-,1,-,-,-,1,-,-,-
V41,Člen osádky osobního automobilu zraněný při srážce s jízdním kolem,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
V42,Člen osádky osobního automobilu zraněný při srážce s dvou nebo tříkolovým motorovým vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V43,"Člen osádky osobního automobilu zraněný při srážce s automobilem osobním, dodávkovým nebo lehkým nákladním",58,-,-,-,-,-,-,-,3,6,6,6,8,4,6,9,2,3,2,2,1,-,-
V44,Člen osádky osobního automobilu zraněný při srážce s těžkým nákladním vozidlem nebo autobusem,33,-,-,-,-,-,1,-,3,7,4,3,1,3,5,1,2,2,-,1,-,-,-
V45,Člen osádky osobního automobilu zraněný při srážce s železničním vlakem nebo železničním vozidlem,16,-,-,-,-,-,-,1,2,2,2,2,2,1,1,-,-,-,2,-,1,-,-
V46,Člen osádky osobního automobilu zraněný při srážce s jiným nemotorovým vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V47,Člen osádky osobního automobilu zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem],64,-,-,-,-,-,2,2,8,15,12,5,4,5,3,2,1,3,-,-,-,2,-
V48,Člen osádky osobního automobilu zraněný při dopravní nehodě bez srážky,19,-,-,-,-,-,-,-,2,3,3,2,2,1,2,-,3,-,-,1,-,-,-
V49,Člen osádky osobního automobilu zraněný při jiných a neurčených dopravních nehodách,31,-,-,-,-,-,-,1,6,5,2,1,-,4,3,-,3,2,2,-,2,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při dopravní nehodě     V50-V59,7,-,-,-,-,-,-,-,-,1,2,-,2,1,-,-,1,-,-,-,-,-,-
V50,Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s chodcem nebo zvířetem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V51,Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V52,Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s dvou nebo tříkolovým motorovým vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V53,"Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s automobilem osobním, dodávkovým či lehkým nákladním",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V54,Člen osádky dodávkového či lehkého nákladního automobilu zraněný při srážce s těžkým nákladním vozidlem nebo autobusem,6,-,-,-,-,-,-,-,-,1,2,-,2,1,-,-,-,-,-,-,-,-,-
V55,Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s železničním vlakem nebo železničním vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V56,Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jiným nemotorovým vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V57,Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s pevnou překážkou,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
V58,Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při dopravní nehodě bez srážky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V59,Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při jiných a neurčených dopravních nehodách,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Člen osádky těžkého nákladního vozidla zraněný při dopravní nehodě     V60-V69,8,-,-,-,-,-,-,-,-,3,-,-,-,2,-,1,1,-,1,-,-,-,-
V60,Člen osádky těžkého nákladního vozidla zraněný při srážce s chodcem nebo zvířetem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V61,Člen osádky těžkého nákladního vozidla zraněný při srážce s jizdním kolem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V62,Člen osádky těžkého nákladního vozidla zraněný při srážce s dvou nebo tříkolovým motorovým vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V63,"Člen osádky těžkého nákladního vozidla zraněný při srážce s automobilem osobním, dodávkovým nebo lehkým nákladním",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
V64,Člen osádky těžkého nákladního vozidla zraněný při srážce s těžkým nákladní vozidlem nebo autobusem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V65,Člen osádky těžkého nákladního vozidla zraněný při srážce s železničním vlakem nebo železničním vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V66,Člen osádky těžkého nákladního vozidla zraněný při srážce s jiným nemotorovým vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V67,Člen osádky těžkého nákladního vozidla zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem],1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
V68,Člen osádky těžkého nákladního vozidla zraněný při dopravní nehodě bez srážky,4,-,-,-,-,-,-,-,-,1,-,-,-,2,-,1,-,-,-,-,-,-,-
V69,Člen osádky těžkého nákladního vozidla zraněný při jiných a neurčených dopravních nehodách,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Člen osádky autobusu zraněný při dopravní nehodě     V70-V79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V70,Člen osádky autobusu zraněný při srážce s chodcem nebo zvířetem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V71,Člen osádky autobusu zraněný při srážce s jízdním kolem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V72,Člen osádky autobusu zraněný při srážce s dvou nebo tříkolovým motorovým vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V73,"Člen osádky autobusu zraněný při srážce s automobilem osobním, dodávkovým nebo lehkým nákladním",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V74,Člen osádky autobusu zraněný při srážce s těžkým nákladním vozidlem nabo autobusem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V75,Člen osádky autobusu zraněný při srážce s železničním vlakem nebo železničním vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V76,Člen osádky autobusu zraněný při srážce s jiným nemotorovým vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V77,Člen osádky autobusu zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V78,Člen osádky autobusu zraněný při dopravní nehodě bez srážky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V79,Člen osádky autobusu zraněný při jiných a neurčených dopravních nehodách,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Jiné nehody při pozemní dopravě     V80 - V89,506,2,1,-,-,2,6,8,39,65,68,42,38,32,46,44,25,22,17,19,18,8,4
V80,Jezdec na zvířeti nebo člen osádky vozidla taženého zvířetem zraněný při dopravní nehodě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V81,Člen osádky železničního vlaku nebo železničního vozidla zraněný při dopravní nehodě,7,-,-,-,-,-,-,2,-,1,-,-,-,1,1,1,-,-,-,1,-,-,-
V82,Člen osádky vozu pouliční dráhy zraněný při dopravní nehodě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V83,Člen osádky zvláštního vozidla určeného zejména pro průmyslové prostory zraněný při dopravní nehodě,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-
V84,Člen osádky zvláštního vozidla určeného především pro zemědělství zraněný při dopravní nehodě,7,-,-,-,-,-,-,-,-,-,2,-,1,1,1,1,1,-,-,-,-,-,-
V85,Člen osádky zvláštního stavebního vozidla zraněný při dopravní nehodě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V86,"Člen osádky terénního či jiného motorového vozidla určeného hlavně pro mimosilniční provoz, zraněný při dopravní nehodě",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V87,"Provozní [silniční] nehoda určeného typu, ale s neznámým způsobem dopravy oběti",2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
V88,"Neprovozní [mimosilniční] nehoda určeného typu, ale s neznámým způsobem dopravy oběti",3,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,1,-,-,-,-,-,-
V89,"Nehoda motorového nebo nemotorového vozidla, typ vozidla neurčen",485,2,1,-,-,2,6,6,39,64,65,42,37,30,41,41,23,22,17,18,18,8,3
,,,,,,,,,,,,,,,,,,,,,,,,
,Nehody při vodní dopravě     V90 - V94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V90,Nehoda plavidla jako příčina [u]tonutí a potopení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V91,Nehoda plavidla jako příčina jiného poranění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V92,"(U)tonutí a potopení v souvislosti s vodní dopravou, bez nehody plavidla",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V93,"Nehoda na palubě plavidla bez nehody plavidla, která není příčinou [u]tonutí a potopení",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V94,Jiné a neurčené nehody při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Nehody při dopravě vzduchem a vesmírným prostorem      V95 - V97,14,-,-,-,-,-,-,-,1,-,2,2,2,2,-,2,1,-,1,1,-,-,-
V95,Nehoda letounu s pohonem jako příčina zranění člena osádky,11,-,-,-,-,-,-,-,1,-,2,2,-,2,-,1,1,-,1,1,-,-,-
V96,Nehoda letounu bez pohonu jako příčina zranění člena osádky,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
V97,Jiné určené nehody při dopravě vzduchem,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Jiné a neurčené dopravní nehody     V98 - V99,2,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
V98,Jiné určené dopravní nehody,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V99,Neurčená dopravní nehoda,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Jiné vnější příčiny náhodných poranění     W00 - X59,1866,7,5,4,2,3,15,8,44,78,67,66,95,137,159,181,138,127,110,135,156,114,215
,,,,,,,,,,,,,,,,,,,,,,,,
,Pády       W00 - W19,819,-,2,-,1,-,-,-,11,14,6,11,23,33,47,48,42,51,65,75,109,93,188
W00,Pád na rovině na ledu a sněhu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W01,"Pád na rovině následkem uklouznutí, zakopnutí nebo klopýtnutí",223,-,-,-,-,-,-,-,-,-,1,1,3,2,2,7,5,15,17,22,34,35,79
W02,"Pád na ledních bruslích, lyžích, kolečkových bruslích nebo skateboardech",1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
W03,Jiné pády na rovině ze srážky s nebo strčení jinou osobou,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
W04,Pád při nesení nebo podpírání jinými osobami,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
W05,Pád s invalidního vozíku,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
W06,Pád s postele,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2
W07,Pád se židle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W08,Pád s [týkající se] jiného nábytku,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W09,Pád s [týkající se] vybavení hřiště,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W10,Pád na schodech a stupních nebo s nich,46,-,-,-,-,-,-,-,-,-,-,3,2,4,6,5,4,4,2,6,3,4,3
W11,Pád na nebo se žebříku,11,-,-,-,-,-,-,-,-,-,-,-,1,2,2,-,2,-,1,1,2,-,-
W12,Pád na nebo s lešení,7,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,-,1,1,-,-,-,-
W13,Pád s(z)budovy nebo konstrukce nebo propadnutí,39,-,1,-,1,-,-,-,2,3,2,1,5,7,5,6,1,1,1,1,-,1,1
W14,Pád se stromu,9,-,-,-,-,-,-,-,-,1,-,-,-,1,-,2,-,1,1,3,-,-,-
W15,Pád se skály,7,-,-,-,-,-,-,-,4,-,1,-,-,-,1,-,1,-,-,-,-,-,-
W16,"Potopení se nebo skok do vody jako příčina jiného poranění, než je [u]tonutí nebo potopení",2,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-
W17,Jiný pád z jedné úrovně na druhou,26,-,-,-,-,-,-,-,-,1,-,2,1,3,4,3,4,1,1,2,3,-,1
W18,Jiný pád na rovině,14,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,1,5,1,1,-,2
W19,Neurčený pád,426,-,1,-,-,-,-,-,4,8,2,3,8,13,25,22,24,25,35,38,65,53,100
,,,,,,,,,,,,,,,,,,,,,,,,
,Vystavení neživotným mechanickým silám        W20 - W49,52,-,-,-,-,-,3,-,3,1,6,10,9,5,2,4,1,2,2,3,1,-,-
W20,"Udeření hozeným, vrženým nebo padajícím předmětem",19,-,-,-,-,-,2,-,-,-,2,3,3,2,1,1,-,2,1,2,-,-,-
W21,Udeření sportovním nářadím [vybavením] nabo náraz na ně,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W22,Udeření jinými předměty nebo náraz na ně,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
W23,"Zachycení, rozdrcení, zmáčknutí nebo uskřípnutí do předmětů nebo mezi ně",10,-,-,-,-,-,-,-,1,1,1,3,-,1,-,2,-,-,-,1,-,-,-
W24,"Kontakt se zařízeními na zvedání a přenos, nezařazenými jinde",3,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-
W25,Kontakt s ostrým sklem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W26,"Kontakt s nožem, mečem nebo dýkou",1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W27,Kontakt s ručním nástrojem bez pohonu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W28,Kontakt se sekačkou trávy s pohonem,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
W29,Kontakt s jinými ručními nástroji na pohon a stroji v domácnosti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W30,Kontakt se zemědělskými stroji,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W31,Kontakt s jiným  a neurčeným strojem,2,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-
W32,"Výstřel z krátké jednoruční střelné zbraně, pistole, revolveru",2,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-
W33,"Výstřel z pušky, brokovnice a větší ruční střelné zbraně",1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
W34,Výstřel z jiných a neurčených střelných zbraní,4,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,1,-,1,-,-,-,-
W35,Výbuch a prasknutí kotle,2,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-
W36,Výbuch a prasknutí tlakové nádoby na plyn,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
W37,"Výbuch a prasknutí stlačené pneumatiky, potrubí nebo hadice",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W38,Výbuch a prasknutí jiných určených tlakových zařízení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W39,Výstřel ohňostroje,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W40,Výbuch jiných látek,4,-,-,-,-,-,-,-,1,-,1,-,1,-,-,1,-,-,-,-,-,-,-
W41,Vystavení proudu pod vysokým tlakem,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W42,Vystavení hluku,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W43,Vystavení vibracím,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W44,Cizí těleso vniklé do oka nebo okem nebo přirozeným otvorem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W45,Cizí těleso nebo předmět proniklý kůží,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W49,Vystavení jiným a neurčeným neživotným mechanickým silám,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Vystavení životným mechanickým silám       W50 - W64,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-
W50,"Zasažení, úder, kopnutí, zkroucení, kousnutí nebo poškrábání jinou osobou",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
