1939,Zemřelé ženy podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,
MKN (1929),Název,Celkem,0,1-4,5-14,15-24,25-34,35-44,45-54,55-64,65 a více,Nezjiš- těno
22,Ztrnutí,44,5,1,7,4,5,5,5,5,7,-
23(4),Tuberkulosa ústrojí dýchacího,3358,23,36,85,563,787,575,408,455,426,-
24,Tuberkulosa plen a ústřední soustavy čivové,168,20,58,52,16,6,6,6,2,2,-
25,Tuberkulosa střev a pobřišnice,57,1,1,7,11,7,6,13,6,5,-
26,Tuberkulosa páteře,70,-,1,4,1,4,7,11,18,24,-
27,Tuberkulosa kostí a kloubů,115,-,2,3,3,6,6,6,14,75,-
28,Tuberkulosa kůže a podkožního tuku,17,-,-,-,1,-,1,2,3,10,-
29,Tuberkulosa soustavy mízní,7,1,1,-,-,2,-,-,1,2,-
30,Tuberkulosa ústrojí pohlavního a močového,6,-,-,1,1,1,-,1,1,1,-
31,Tuberkulosa jiných míst,10,-,-,-,-,1,-,-,4,5,-
32,Tuberkulosa roztroušená,37,4,11,6,4,3,2,-,2,5,-
33,Malomocenství,-,-,-,-,-,-,-,-,-,-,-
34a,Příjice vrozená,26,22,2,1,-,1,-,-,-,-,-
34b,Příjice získaná,63,-,-,-,-,3,8,19,16,17,-
34c,Příjice nerozlišená,42,-,-,-,2,10,8,8,6,8,-
35,Kapavka a jiné nemoci pohlavní,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
36a,Hnisavá nákaza a otrava krve nikoli poporodní: otrava krve,102,35,3,11,5,8,11,9,10,10,-
36b,Hnisavá nákaza a otrava krve nikoli poporodní: rozklad krve,7,1,-,1,2,-,1,-,1,1,-
36c,Hnisavá nákaza a otrava krve nikoli poporodní: sněť plynová,2,-,-,1,-,-,-,-,-,1,-
38a,Zimnice malarická,1,1,-,-,-,-,-,-,-,-,-
38b,Kachexie malarická,-,-,-,-,-,-,-,-,-,-,-
39,"Jiné nemoci, zaviněné cizopasnými prvoky",-,-,-,-,-,-,-,-,-,-,-
40,Ankylostomiasa,-,-,-,-,-,-,-,-,-,-,-
41a,Boubel měchožilová jater,-,-,-,-,-,-,-,-,-,-,-
41b,Boubel měchožilová jiných míst,-,-,-,-,-,-,-,-,-,-,-
42,Jiné nemoci zaviněné červy,-,-,-,-,-,-,-,-,-,-,-
43,Mykosy,1,-,-,-,-,1,-,-,-,-,-
44,Jiné nemoci nakažlivé nebo cizopasníky působené,5,2,2,-,-,1,-,-,-,-,-
,,,,,,,,,,,,
II,Rakoviny a jiné nádory,5660,5,4,18,33,115,434,948,1476,2627,-
45,Rakovina a jiné zhoubné nádory dutiny ústní a hltanu,52,-,1,-,-,2,5,5,12,27,-
,,,,,,,,,,,,
46a,Rakovina a jiné zhoubné nádory: požeráku,86,-,-,-,-,-,2,7,26,51,-
46b,Rakovina a jiné zhoubné nádory: žaludku a dvanáctníku,1814,-,-,-,2,11,53,200,447,1101,-
46c,Rakovina a jiné zhoubné nádory: konečníku,188,-,-,-,-,4,11,32,56,85,-
46d,Rakovina a jiné zhoubné nádory: jater a žlučovodů,557,-,-,-,-,3,20,57,160,317,-
46,Rakovina a jiné zhoubné nádory: slinivky břišní,51,-,-,-,-,1,2,9,18,21,-
46f,Rakovina a jiné zhoubné nádory: pobřišnice,83,-,-,-,-,-,5,12,28,38,-
46g,Rakovina a jiné zhoubné nádory: jiné nádory roury zažívací a pobřišnice,316,-,-,-,1,6,20,47,74,168,-
47,Rakovina a jiné zhoubné nádory: ústrojí dýchacího,127,-,-,2,3,5,8,38,30,41,-
48,Rakovina a jiné zhoubné nádory: dělohy,933,-,-,-,-,26,143,250,279,235,-
49,Rakovina a jiné zhoubné nádory: jiných pohlavních ústrojů ženských,178,-,-,1,3,9,17,48,52,48,-
50,Rakovina a jiné zhoubné nádory: prsů,464,-,-,-,-,10,63,106,131,154,-
51,Rakovina a jiné zhoubné nádory: pohlavních a močových ústrojů mužských,x,x,x,x,x,x,x,x,x,x,x
52,Rakovina a jiné zhoubné nádory: kůže,104,-,-,-,-,2,2,6,5,89,-
53,Rakovina a jiné zhoubné nádory: jiných ústrojů neb ústrojů nerozlišených,363,-,1,5,11,14,32,67,84,149,-
,,,,,,,,,,,,
54a,Nádory nezhoubné: pohlavních ústrojů ženských,40,-,-,-,-,2,12,18,5,3,-
54b,Nádory nezhoubné: jiných ústrojů,8,-,-,-,1,-,2,-,1,4,-
,,,,,,,,,,,,
55a,"Nádory, jichž zhoubný ráz není rozlišen: pohlavních ústrojů ženských",28,-,-,-,1,4,5,5,4,9,-
55b,"Nádory, jichž zhoubný ráz není rozlišen: jiných ústrojů",268,5,2,10,11,16,32,41,64,87,-
,,,,,,,,,,,,
III,"Nemoci rheumatické, nemoci výživové, nemoci endokrinních žláz a jiné nemoci celkové",1030,46,21,24,26,36,46,118,222,491,-
56,"Rheumatismus kloubní prudký, horečnatý",32,-,2,13,10,2,1,1,2,1,-
57,"Rheumatismus vleklý, osteoarthritis",139,-,-,-,1,5,2,8,20,103,-
58,Dna,3,-,-,-,-,-,-,-,1,2,-
59,Úplavice cukrová,640,-,1,9,6,7,16,66,173,362,-
,Kurděje,-,-,-,-,-,-,-,-,-,-,-
60a,Dětské kurděje,-,-,-,-,-,-,-,-,-,-,-
60b,Kurděje,-,-,-,-,-,-,-,-,-,-,-
62,Pellagra,-,-,-,-,-,-,-,-,-,-,-
63,Křivice,36,18,11,-,2,1,1,1,1,1,-
64,Měknutí kostí,4,-,-,-,-,-,1,-,1,2,-
65,Nemoci podvěsku mozkového,1,-,-,-,-,-,-,1,-,-,-
,,,,,,,,,,,,
66a,Nemoci žlázy štítné a přídavných žlázek štítných: vole prosté,10,-,-,-,-,-,3,1,1,5,-
66b,Nemoci žlázy štítné a přídavných žlázek štítných: vole exopthalmické,107,-,-,1,3,16,17,37,21,12,-
66c,Nemoci žlázy štítné a přídavných žlázek štítných: myxoedem a kretismus,10,2,1,-,2,2,2,1,-,-,-
66d,Nemoci žlázy štítné a přídavných žlázek štítných: tetanie,23,20,2,1,-,-,-,-,-,-,-
66,Nemoci žlázy štítné a přídavných žlázek štítných: jiné,2,-,-,-,-,-,1,-,-,1,-
67,Nemoci brzlíku,11,6,4,-,-,1,-,-,-,-,-
68,"Nemoci nadledvinek (nemoc Addisonova), neoznačené za tuberkulosní ",7,-,-,-,2,2,1,1,1,-,-
69,"Jiné nemoci rheumatické, výživové, endokrinních žláz",5,-,-,-,-,-,1,1,1,2,-
,,,,,,,,,,,,
IV ,Nemoci krve a ústrojů krvetvorných,277,7,11,8,16,35,33,41,55,71,-
,,,,,,,,,,,,
70a,Stavy krvácivé: purpury prvotní,12,3,1,-,-,1,3,1,1,2,-
70b,Stavy krvácivé: vrozená krvácivost,5,1,1,-,-,1,-,-,1,1,-
71a,Postupná zhoubná chudokrevnost,92,2,1,2,5,3,7,13,18,41,-
71b,Jiné chudokrevnosti,19,-,1,-,2,1,1,5,3,6,-
72a,Bělokrevnost pravá,99,1,7,4,5,15,10,17,22,18,-
72b,Bělokrevnost nepravá,40,-,-,2,4,9,10,5,7,3,-
73,Nemoci sleziny,3,-,-,-,-,3,-,-,-,-,-
74,Jiné nemoci krve a ústrojů krvetvorných,7,-,-,-,-,2,2,-,3,-,-
,,,,,,,,,,,,
V,Otravy vleklé a prudké,15,-,-,-,-,-,1,5,5,4,-
75,Alkoholismus vleklý nebo prudký,14,-,-,-,-,-,1,5,5,3,-
,,,,,,,,,,,,
76a,Vleklé otravy látkami anorganickými: živnostenské,-,-,-,-,-,-,-,-,-,-,-
76b,Vleklé otravy látkami anorganickými: jiné,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
77a,Vleklé otravy látkami organickými: živnostenské,-,-,-,-,-,-,-,-,-,-,-
77b,Vleklé otravy látkami organickými: jiné,1,-,-,-,-,-,-,-,-,1,-
,,,,,,,,,,,,
DU,,72,0,0,0,1,8,10,17,24,12,0
,,,,,,,,,,,,
VI,Nemoci soustavy nervové a čidel,4228,365,60,65,52,99,169,347,683,2388,-
,,,,,,,,,,,,
78a,Zánět mozku: hlíza mozková,5,1,-,-,1,-,1,-,1,1,-
78b,Zánět mozku: jiné záněty mozku,41,3,5,2,4,6,7,3,4,7,-
79,Prostý zánět plen mozkových,184,44,27,36,17,11,14,14,14,7,-
80,Úbyt míchy,65,-,-,-,-,2,8,11,16,28,-
81,Jiné nemoci míchy,85,-,1,5,-,7,15,17,17,23,-
82a,Krvácení mozkové ,2688,-,1,3,4,13,47,188,507,1925,-
82b,Vmetek nebo záhať mozková,222,-,1,1,-,4,2,12,29,173,-
82c,Jednostranná obrna těla a příčiny nerozlišené,174,-,-,1,-,-,5,15,27,126,-
83,Postupná obrna povšechná,91,-,-,-,1,8,28,30,14,10,-
84a,Předčasná zblbělost,20,-,-,-,1,6,3,4,4,2,-
84b,Jiné psychosy,38,-,-,-,-,2,6,8,15,7,-
85,Padoucnice,82,2,-,7,12,17,15,8,9,12,-
86,Křeče u dětí mladších 6 let,294,279,15,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
87b,Jiné nemoci soustavy nervové: neuritis,8,-,-,-,-,-,2,-,1,5,-
87c,Jiné nemoci soustavy nervové: obrna třesavá,38,1,2,-,-,4,2,4,7,18,-
87d,Jiné nemoci soustavy nervové: sklerosa roztroušená,83,1,1,2,3,12,11,17,5,31,-
"87a,e",Jiné nemoci soustavy nervové: chorea a jiné nemoci nervové,30,-,-,3,2,1,2,7,6,9,-
88,Nemoci oční,-,-,-,-,-,-,-,-,-,-,-
89a,Zánět ušní,78,34,6,5,7,6,1,9,6,4,-
89b,Jiné nemoci ucha a dutiny výčnělku soscovitého,2,-,1,-,-,-,-,-,1,-,-
,,,,,,,,,,,,
VII,Nemoci ústrojí oběhu krevního,11343,17,29,97,118,224,374,771,1783,7930,-
90,Zánět osrdečníku,8,-,-,2,1,-,-,2,2,1,-
91,Prudký zánět nitroblány srdeční,57,1,2,13,16,11,6,4,2,2,-
92,"Vleklý zánět nitroblány srdeční, počítaje v to choroby chlopenní",1711,-,4,31,52,92,164,253,355,760,-
93a,Prudký zánět svalu srdečního,81,1,5,6,2,12,18,2,7,28,-
93b,Vleklý zánět svalu srdečního a zvrhlost svalu srdečního,4381,3,5,11,14,31,65,183,621,3448,-
93c,Nerozlišené nemoci svalu srdečního,927,-,-,-,-,-,-,56,155,716,-
94,Nemoci tepen věnčitých,186,-,-,-,-,-,7,16,43,120,-
95a,Funkcionální nemoci srdce,2,-,-,-,1,1,-,-,-,-,-
95b,Jiné a nerozlišené nemoci srdeční,2095,5,8,33,30,64,102,194,420,1239,-
96,"Výduť, vyjma výduť srdeční",64,-,-,-,-,3,2,5,17,37,-
97,"Zkornatění tepen, vyjma nemocí tepen věnčitých",1626,-,-,-,-,1,4,25,118,1478,-
98a,Sněť stařecká,43,-,-,-,-,-,-,-,2,41,-
98b,Jiné sněti,7,1,-,-,-,1,-,1,1,3,-
99,Jiné nemoci tepen,23,-,-,1,1,1,1,6,6,7,-
100,"Nemoci žil: městky, městky konečníkové, zánět žil atd.",106,1,-,-,-,6,5,23,30,41,-
101,"Nemoci soustavy mízní, zánět mízních cév atd.",16,5,5,-,1,1,-,-,1,3,-
102,Idiopathické anomalie tlaku krevního,4,-,-,-,-,-,-,1,1,2,-
103,Jiné nemoci ústrojí oběhu krevního,6,-,-,-,-,-,-,-,2,4,-
,,,,,,,,,,,,
VIII,Nemoci ústrojí dýchacího,5373,1135,348,79,73,116,167,239,522,2694,-
104,Nemoci dutin nosních a adnex,3,-,-,1,-,-,-,1,-,1,-
105,Nemoci hrtanu,7,3,2,-,1,-,-,-,1,-,-
106a,Zánět průdušek prudký,112,64,7,-,-,-,1,-,2,38,-
106b,Zánět průdušek vleklý,249,3,2,-,1,1,2,10,23,207,-
106c,Zánět průdušek nerozlišený,276,76,13,2,-,2,2,5,10,166,-
107,"Lalůčkový zánět plic, počítaje v to zánět průdušinek",1941,689,158,26,21,29,44,51,134,789,-
108,Lalokový zánět plic,983,92,67,23,24,40,50,73,152,462,-
109,Zánět plic nerozlišený,894,192,66,14,12,16,37,39,77,441,-
110,Zánět pohrudnice,245,13,28,8,10,19,16,21,40,90,-
111,"Překrvení plic, zbubření, vmetek, červená záhať s krvácením a obyčejná záhať plic",101,3,1,1,1,3,9,15,16,52,-
112,Záducha,143,-,1,-,-,1,2,8,20,111,-
113,Rozedma plicní,376,-,1,-,-,-,1,8,37,329,-
114a,"Vleklý, intersticiální zánět plic, počítaje v to živnostenské nemoci ústrojí dýchacího",7,-,-,-,-,2,-,-,2,3,-
114b,"Jiné nemoci ústrojí dýchacího, vyjma tuberkulosu",36,-,2,4,3,3,3,8,8,5,-
,,,,,,,,,,,,
IX,Nemoci ústrojí zažívacího,2405,761,86,95,53,100,173,209,298,630,-
115,"Nemoci dutiny ústní, jejich adnex, hltanu a mandlí, počítaje v to adenoidní choroby",105,18,10,20,11,10,10,9,3,14,-
116,Nemoci požeráku,3,-,-,-,-,-,-,-,-,3,-
117a,Vřed žaludeční,99,-,-,-,3,7,13,17,22,37,-
117b,Vřed dvanáctníkový,16,-,-,-,-,-,4,3,6,3,-
118,Jiné nemoci žaludeční (vyjma rakovinu),37,-,-,-,-,1,2,2,7,25,-
119,Průjem a katar střevní - u dětí do 2 roků,764,727,37,-,-,-,-,-,-,-,-
120a,"Průjem, katar střevní (ve věku 2 roků a výše)",64,-,7,8,-,2,3,5,9,30,-
120b,Vředy střevní (ve věku 2 roků a výše),14,-,-,-,-,2,2,1,4,5,-
121,Zánět červíkovitého přívěsku,214,1,15,35,19,30,29,22,28,35,-
122a,Kýla,186,1,1,1,-,2,10,20,38,113,-
122b,Neprůchodnost střeva,196,7,3,4,6,9,13,30,31,93,-
123,Jiné nemoci střevní,16,-,1,-,2,-,3,2,1,7,-
124a,Svraštění jater alkoholické,5,-,-,-,-,-,1,1,1,2,-
124b,Svraštění jater neoznačené za alkoholické,245,-,-,1,3,3,23,37,51,127,-
125,Jiné nemoci jater (počítaje v to náhlý úbyt jater),80,3,2,7,2,8,12,7,18,21,-
126,Kaménky žlučové,111,-,-,-,1,4,11,18,35,42,-
127,Jiné nemoci žlučníku a žlučovodů,101,1,-,-,1,2,6,16,24,51,-
128,Nemoci slinivky břišní,17,-,-,-,-,1,4,5,5,2,-
129,"Zánět pobřišnice, bez označené příčiny",132,3,10,19,5,19,27,14,15,20,-
,,,,,,,,,,,,
X,Nemoci ústrojí močového a ústrojí pohlavního,1122,10,10,22,23,91,118,166,227,455,-
130,Prudký zánět ledvin,27,1,6,5,-,4,2,2,1,6,-
131,Vleklý zánět ledvin,760,-,1,13,8,42,67,120,170,339,-
132,Nerozlišený zánět ledvin,102,-,-,-,7,9,10,9,18,49,-
133a,Zánět pánvice ledvinné,55,6,1,3,2,7,6,5,10,15,-
133b,Jiné nemoci ledvin a močovodů,2,-,-,-,-,-,-,-,-,2,-
134a,Kamének ledvin a horních cest močových,25,-,-,-,-,2,3,7,8,5,-
134b,Kamének měchýře močového,4,-,-,-,-,-,2,-,1,1,-
134c,Kamének bez jiného označení,1,-,-,-,-,-,-,-,1,-,-
135a,Zánět měchýře močového,20,1,1,-,-,1,-,1,2,14,-
135b,Jiné nemoci měchýře močového,2,-,-,-,-,-,-,-,-,2,-
136a,Zúžení roury močové,-,-,-,-,-,-,-,-,-,-,-
136b,"Jiné nemoci roury močové, hlíza močová atd.",13,-,1,1,-,-,-,2,2,7,-
137,Nemoci žlázy předstojné (prostaty),x,x,x,x,x,x,x,x,x,x,x
138,"Nemoci pohlavních ústrojů mužských, neoznačené za venerické",x,x,x,x,x,x,x,x,x,x,x
,,,,,,,,,,,,
139a,"Nemoci pohlavních ústrojů ženských, neoznačené za venerické: vaječníku, vejcovodu a parametria",72,-,-,-,4,19,19,11,11,8,-
139b,"Nemoci pohlavních ústrojů ženských, neoznačené za venerické: dělohy",33,-,-,-,2,6,8,8,2,7,-
139c,"Nemoci pohlavních ústrojů ženských, neoznačené za venerické: bradavky prsní",4,1,-,-,-,1,1,-,1,-,-
139d,"Nemoci pohlavních ústrojů ženských, neoznačené za venerické: jiné",2,1,-,-,-,-,-,1,-,-,-
,,,,,,,,,,,,
XI,"Nemoci těhotenství, porodu a stavu poporodního",417,-,-,-,75,221,119,2,-,-,-
140,Potrat s hnilobou,96,-,-,-,15,54,26,1,-,-,-
141,"Potrat beze zmínky o hnilobě, ale počítaje v to krvácení",12,-,-,-,1,7,4,-,-,-,-
142,Těhotenství mimoděložní,40,-,-,-,7,14,19,-,-,-,-
143,Jiné chorobné zjevy těhotenství (nepočítaje v to krvácení),-,-,-,-,-,-,-,-,-,-,-
144a,Lůžko vcestné,21,-,-,-,2,10,8,1,-,-,-
144b,Jiná krvácení poporodní,22,-,-,-,2,12,8,-,-,-,-
145a,Otrava krve a hniloba krve poporodní,121,-,-,-,30,75,16,-,-,-,-
145b,Ztrnutí poporodní,2,-,-,-,1,1,-,-,-,-,-
146,Močení bílkoviny a božec,46,-,-,-,9,23,14,-,-,-,-
147,Jiné toxaemie v těhotenství,3,-,-,-,1,2,-,-,-,-,-
148a,Bílý bolestný otok dolních končetin a záhať,-,-,-,-,-,-,-,-,-,-,-
148b,Vmetek nebo náhlá smrt poporodní,17,-,-,-,4,4,9,-,-,-,-
149,Jiné příhody při porodu,33,-,-,-,2,18,13,-,-,-,-
150,Jiné nerozlišené příhody stavu poporodního,4,-,-,-,1,1,2,-,-,-,-
,,,,,,,,,,,,
XII,Nemoci kůže a vaziva podkožního,261,139,3,1,1,7,3,6,6,95,-
151,Nežitina,71,65,1,-,1,1,-,-,-,3,-
152,"Zánět podkožního vaziva, teplá hlíza",17,6,-,1,-,1,2,-,-,7,-
153,"Jiné nemoci kůže, jejich adnex a podkožního vaziva",173,68,2,-,-,5,1,6,6,85,-
,,,,,,,,,,,,
XIII ,Nemoci kostí a ústrojí pohybu,138,1,4,12,6,4,2,2,16,91,-
154,Zánět dřeně kostní,40,1,3,11,5,3,-,1,5,11,-
155,"Jiné nemoci kostí, vyjma tuberkulosu",89,-,1,1,1,-,1,-,8,77,-
,,,,,,,,,,,,
156a,"Nemoci kloubů, vyjma tuberkulosu a rheumatismus",5,-,-,-,-,1,1,-,1,2,-
156b,Nemoci jiných orgánů pohybu,4,-,-,-,-,-,-,1,2,1,-
,,,,,,,,,,,,
XIV,Vrozené vady tvarové,157,152,3,1,1,-,-,-,-,-,-
157a,Vrozená vodnatelnost mozku,24,22,2,-,-,-,-,-,-,-,-
157b,Rozštěp páteře a kýla omozečnicová,31,31,-,-,-,-,-,-,-,-,-
157c,Vrozený nesprávný tvar srdce,66,64,1,-,1,-,-,-,-,-,-
157d,Zrůdnosti,7,7,-,-,-,-,-,-,-,-,-
157,Jiné vrozené vady tvarové ,29,28,-,1,-,-,-,-,-,-,-
,,,,,,,,,,,,
XV,Zvláštní nemoci útlého věku,1449,1449,-,-,-,-,-,-,-,-,-
158,Vrozená slabost,520,520,-,-,-,-,-,-,-,-,-
159,"Předčasné narození, nepočítaje v to mrtvě narozené",651,651,-,-,-,-,-,-,-,-,-
160a,Následky porodu s řezem císařským,2,2,-,-,-,-,-,-,-,-,-
160b,Následky porodu bez řezu císařského,103,103,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
161a,Bezevzduchost plicní,56,56,-,-,-,-,-,-,-,-,-
161b,Žloutenka novorozenců,26,26,-,-,-,-,-,-,-,-,-
161c,Skloerem a jiné,91,91,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
XVI ,Stařecká sešlost,4651,-,-,-,-,-,-,-,46,4605,-
162a,Stařecká sešlost se zblbělostí starobní,183,-,-,-,-,-,-,-,9,174,-
162b,Stařecká sešlost bez zblbělosti starobní,4468,-,-,-,-,-,-,-,37,4431,-
,,,,,,,,,,,,
XVII,Smrti násilné a úrazové,1337,23,93,54,138,169,182,177,171,330,-
SE,,624,0,0,0,77,89,116,121,93,128,0
163,"Sebevražda požitím jedů pevných a tekutých, nebo látek žíravých",117,-,-,-,15,23,22,27,14,16,-
164,Sebevražda jedovatými plyny,49,-,-,-,7,13,7,9,4,9,-
165,Sebevražda oběšením neb uškrcením,273,-,-,-,20,27,54,54,51,67,-
166,Sebevražda utopením,80,-,-,-,16,13,13,10,12,16,-
167,Sebevražda střelnými zbraněmi,13,-,-,-,5,2,3,3,-,-,-
168,Sebevražda nástroji řeznými nebo bodnými,17,-,-,-,-,1,2,6,2,6,-
169,Sebevražda skokem s vyvýšeného místa,20,-,-,-,2,2,4,5,1,6,-
170,Sebevražda rozdrcením,31,-,-,-,12,5,6,3,4,1,-
171,Jiné sebevraždy,24,-,-,-,-,3,5,4,5,7,-
NA,,59,10,4,7,12,10,8,1,2,5,0
172a,Vražda dítěte (dítě do 1 roku): přímo po narození,4,4,-,-,-,-,-,-,-,-,-
172b,Vražda dítěte (dítě do 1 roku): jiná do jednoho roku,6,6,-,-,-,-,-,-,-,-,-
173,Vražda nebo zabití střelnou zbraní (osoby starší 1 roku),19,-,-,1,7,5,4,-,1,1,-
174,Vražda nebo zabití nástroji řeznými nebo bodnými (osoby starší 1 roku),9,-,-,3,3,2,1,-,-,-,-
175,Jiné vraždy nebo zabití osob starších 1 roku,21,-,4,3,2,3,3,1,1,4,-
176,Napadení jedovatými zvířaty,-,-,-,-,-,-,-,-,-,-,-
177,Otrava potravinami,8,-,-,1,-,2,-,3,1,1,-
178,Vdechování jedovatých plynů,16,-,2,-,1,2,4,1,1,5,-
179,"Jiné nahodilé prudké otravy, vyjma otravy plynem",14,-,1,-,2,3,3,2,-,3,-
180,Následky ohně při požáru,3,-,-,-,-,-,-,1,1,1,-
181,Popálení úrazové (jiné než při požáru),131,11,39,8,9,12,8,7,8,29,-
182,Nahodilé mechanické zadušení,7,1,1,-,1,1,-,1,1,1,-
183,Nahodilé utopení,67,-,25,8,2,9,3,3,4,13,-
184,"Poranění střelnými zbraněmi, vyjma poranění válečná",5,-,1,-,2,-,1,1,-,-,-
185,"Poranění nástroji řeznými nebo bodnými, vyjma poranění válečná",1,-,1,-,-,-,-,-,-,-,-
186,"Poranění pádem, rozdrcením, sřícením",142,1,7,14,12,21,13,17,19,38,-
187,"Živelná pohroma (veškerá úmrtí jakéhokoli rázu, přičítaná živelní pohrom",-,-,-,-,-,-,-,-,-,-,-
188,Poranění způsobená zvířaty,8,-,1,1,1,2,-,1,1,1,-
189,Hlad a žízeň,1,-,-,-,-,-,1,-,-,-,-
190,Neobvyklá zima,5,-,1,-,-,-,1,1,-,2,-
191,Neobvyklé teplo,1,-,-,-,-,-,-,1,-,-,-
192,Blesk,18,-,-,1,3,3,3,3,4,1,-
193,Úrazy způsobené proudem elektrickým,5,-,-,-,3,1,-,-,1,-,-
194a,Jiné úrazy: cizí tělesa,3,-,1,1,-,-,-,-,-,1,-
194b,Jiné úrazy: jiné,218,-,9,13,13,14,21,12,35,101,-
195,"Násilná smrt, jejíž příčina (úraz, vražda, sebevražda) je neznáma",1,-,-,-,-,-,-,1,-,-,-
,"Z úmrtí pod č.181,185,186,194,195 nastala smrt následkem úrazů:",,,,,,,,,,,
A,v dolech a lomech,-,-,-,-,-,-,-,-,-,-,-
B,způsobených stroji,4,-,1,-,-,-,1,2,-,-,-
DN,prostředky dopravními,104,1,5,12,13,19,7,10,15,22,-
a,železnicemi a tramvajemi,20,-,1,2,4,4,2,1,-,6,-
b,automobily a motocykly,75,1,3,9,8,13,5,7,14,15,-
c,jinými pozemními prostředky dopravními,9,-,1,1,1,2,-,2,1,1,-
d,při dopravě po vodě,-,-,-,-,-,-,-,-,-,-,-
e,při dopravě vzduchem,-,-,-,-,-,-,-,-,-,-,-
198,Soudní poprava,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
XVIII,Neurčité příčiny úmrtí,103,3,7,2,2,2,5,10,21,50,1
199,Náhlá smrt,13,2,-,-,-,-,1,-,2,8,-
200,Nerozlišené nebo nedostatečně určené příčiny,90,1,7,2,2,2,4,10,19,42,1
