1986,Zemřelí muži podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,,
MKN (1976),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,
30,Malomocenství,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
31,Nemoci způsobené jinými mykobakteriemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
32,Záškrt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
33,Dávivý kašel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
34,Streptokoková angína a spála,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
35,Růže,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,
36,Meningokové infekce,6,2,2,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,
37,Tetanus,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,
38,Septikémie,34,1,-,-,-,-,1,-,-,-,-,-,3,1,3,2,2,2,1,3,6,8,1,
39,Aktinomykotické infekce,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,
40,Jiné bakteriální nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
41,Bakteriální infekce při onemocněních zařazených jinde nebo s blíže neurčenou lokalizací,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
42,Syndrom získaného selhání imunity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
45,Akutní dětská obrna,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
46,Pomalá virová infekce centrální nervové soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
47,Meningitis způsobené enterovirem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
48,Jiné enterovirové nemoci centrální nervové soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
49,"Jiné virové nemoci centrální nervové soustavy, nepřenášené členovci",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
50,Neštovice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
51,Kravské neštovice a paravakcinie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
52,Plané neštovice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
53,Pásový opar,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,
54,Prostý opar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
55,Spalničky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
56,Zarděnky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
57,Jiné virové nemoci s vyrážkou,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
60,Žlutá zimnice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
61,Dengue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
62,Virový zánět mozku přenášený komáry,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
63,Virový zánět mozku přenášený klíšťaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
64,Virový zánět mozku přenášený jinými nebo blíže neurčenými členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
65,Hemoragická horečka přenášená členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
66,Jiné virové nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
70,Virový zánět jater,35,1,-,-,-,-,-,-,-,1,-,1,-,1,1,3,3,3,4,6,8,2,1,
71,Vzteklina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
72,Epidemický zánět příušnic,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,
73,"Ornithosis, psittacosis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
74,Specifické nemoci působené virem Coxsackie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
75,Infekční mononukleóza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
76,Trachom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
77,Jiné nemoci spojivky působené viry a chlamydiemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
78,Jiné nemoci působené viry a chlamydiemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
79,Virové infekce při onemocněních zařazených jinde nebo s blíže neurčenou lokalizací,6,1,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,1,1,
80,Epidemická skvrnivka - přenášená vešmi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
81,Jiná skvrnivka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
82,Rickettsiózy přenášené klíšťaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
83,Jiné rickettsiózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
84,Malárie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
85,Leishmaniosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
86,Trypanosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
87,Návratná horečka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
88,Jiné nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
90,Vrozená syfilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
91,Čerstvá syfilis s příznaky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
92,Čerstvá syfilis latentní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
93,Kardiovaskulární syfilis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,
94,Neurosyfilis,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,1,-,-,
95,Jiné formy pozdní syfilidy s příznaky,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,
96,Pozdní syfilid latentní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
97,Jiná nebo blíže neurčená syfilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
98,Gonokoková onemocnění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
99,Jiné pohlavní nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
100,Leptospirosis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,
101,Vincentova angína,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
102,Frambézie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
103,Pinta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
104,Jiné spirochétové infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
110,Dermatophytosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
111,"Dermatomycosis, jiná nebo blíže neurčená",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
112,"Candidosis, moniliasis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
114,Coccidioidomycosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
115,Histoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
116,Blastomykotické infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
117,Jiné mykózy,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
118,Dermatomykózy působené potenciálně parazitárními houbami,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
120,Schistosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
121,Jiné infekce trematody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
122,"Echinococcosis, hydatidosis - měchožil",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
123,Jiné infekce cestody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
124,Trichinosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
125,Filariasis a dracontiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
126,Ankylostomiasis a necatoriasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
127,Jiné střevní helmintiázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
128,Jiné a blíže neurčené helmintiázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
129,Střevní parazitismus blíže neurčený,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
130,Toxoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
131,Trichomoniasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
132,Zavšivení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
133,Acariasis (svrab),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
134,Jiná napadení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
135,Sarcoidosis,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,
136,Jiné a blíže neoznačené infekční a parazitární nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
137,Pozdní následky tuberkulózy,29,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,4,4,7,7,1,-,
138,Pozdní následky akutní poliomyelitidy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
139,Pozdní následky jiných infekčních a parazitárních nemocí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,,,,,,,,,,,,,,
II,Novotvary,15 546,5,5,6,5,6,30,24,24,30,52,95,212,369,559,1 047,1 780,2 585,1 930,2 604,2 410,1 304,464,
140,Zhoubný novotvar rtu,25,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,5,2,4,3,6,2,
141,Zhoubný novotvar jazyka,81,-,-,-,-,-,-,-,-,-,-,1,2,8,8,16,12,13,7,7,4,1,2,
142,Zhoubný novotvar slinné žlázy,16,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,4,3,-,1,2,2,1,
143,Zhoubný novotvar dásně,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,-,-,1,3,-,
144,Zhoubný novotvar ústní spodiny,32,-,-,-,-,-,-,-,-,-,-,-,1,2,4,6,7,2,5,4,1,-,-,
145,Zhoubný novotvar jiné nebo blíže neurčené části úst,19,-,-,-,-,-,-,-,-,-,-,-,1,1,3,-,2,4,-,1,5,2,-,
146,Zhoubný novotvar ústní částí hltanu,59,-,-,-,-,-,-,-,-,-,-,-,3,5,9,6,13,7,5,6,4,-,1,
147,Zhoubný novotvar nosohltanu,25,-,-,-,-,-,-,-,-,-,-,-,1,-,1,4,5,6,1,-,4,1,2,
148,Zhoubný novotvar hypofaryngu,34,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,7,5,5,1,4,-,-,
149,"Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti rtu, ústní dutiny nebo hltanu",23,-,-,-,-,-,-,-,-,-,-,1,-,2,3,3,1,4,4,3,-,2,-,
150,Zhoubný novotvar jícnu,203,-,-,-,-,-,-,-,-,-,-,2,7,12,7,21,28,33,29,23,26,10,5,
151,Zhoubný novotvar žaludku,1 354,-,-,-,-,-,-,-,-,1,-,3,8,25,50,66,118,175,157,278,256,168,49,
152,Zhoubný novotvar tenkého střeva včetně dvanáctníku,33,-,-,-,-,-,-,-,-,-,1,-,-,2,2,-,6,5,3,6,6,1,1,
153,Zhoubný novotvar tlustého střeva,1 094,-,-,-,-,-,-,-,1,-,-,4,12,15,24,53,97,156,143,234,217,103,35,
154,"Zhoubný novotvar konečníku, rektosigmoidálního spojení nebo řiti",1 148,-,-,-,-,-,-,1,-,-,1,4,10,18,32,61,107,185,145,213,211,111,49,
155,Zhoubný novotvar jater a intrahepatálních žlučových cest,439,2,1,-,-,-,-,-,-,-,1,3,7,9,10,17,38,101,51,98,59,29,13,
156,Zhoubný novotvar žlučníku a extrahepatálních žlučových cest,245,-,-,-,-,-,-,-,-,-,1,-,1,4,4,10,16,33,32,55,55,25,9,
157,Zhoubný novotvar slinivky břišní,707,-,-,-,-,-,-,-,-,-,-,3,13,29,34,54,96,115,90,109,102,52,10,
158,Zhoubný novotvar retroperitonea nebo pobřišnice,43,1,-,-,-,1,-,1,1,-,-,3,2,3,-,2,3,8,4,7,5,1,1,
159,Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti trávicího ústrojí nebo pobřišnice,149,-,-,-,-,-,-,-,-,1,-,-,-,1,3,10,11,11,11,28,36,29,8,
160,"Zhoubný novotvar nosních dutin, středního ucha nebo obličejových dutin",22,-,-,-,-,-,-,-,-,-,-,1,2,1,2,1,3,1,1,4,2,1,3,
161,Zhoubný novotvar hrtanu,311,-,-,-,-,-,-,-,-,-,-,3,3,16,23,30,50,61,33,34,31,19,8,
162,"Zhoubný novotvar průdušnice, průdušek a plic",5 124,-,-,-,-,-,-,-,-,-,-,10,52,111,200,444,778,1 056,710,779,619,282,83,
163,Zhoubný novotvar pohrudnice,39,-,-,-,-,-,-,-,-,-,1,1,-,1,1,4,4,7,3,8,6,1,2,
164,"Zhoubný novotvar brzlíku, srdce nebo mezihrudí",28,-,-,-,-,-,-,-,-,-,-,-,1,1,2,1,-,6,4,3,1,8,1,
165,Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti dýchacích ústrojí nebo nitrohrudn,7,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,1,1,1,2,-,
170,Zhoubný novotvar kosti nebo kloubní chrupavky,75,-,-,-,-,-,1,1,3,3,1,-,4,2,2,4,6,11,9,13,11,3,1,
171,Zhoubný novotvar pojivové nebo jiné měkké tkáně,46,-,-,-,-,-,2,-,1,1,1,1,5,2,1,1,2,4,2,8,7,7,1,
172,Zhoubný melanom kůže,171,-,-,-,-,-,-,-,-,1,4,5,11,11,7,19,22,30,21,15,15,5,5,
173,Jiný zhoubný novotvar kůže,68,-,-,-,-,-,-,1,-,-,1,-,2,3,2,-,1,6,5,10,14,13,10,
174,Zhoubný novotvar ženského prsu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
175,Zhoubný novotvar mužského prsu,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,4,2,-,-,
179,Zhoubný novotvar neurčené části dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
180,Zhoubný novotvar děložního čípku,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
181,Zhoubný novotvar lůžka - placenty,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
182,Zhoubný novotvar děložního těla,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
183,Zhoubný novotvar vaječníku nebo jiných adnex dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
184,Zhoubný novotvar jiného nebo blíže neoznačeného ženského pohlavního orgánu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
185,Zhoubný novotvar předstojné žlázy,1 029,-,-,-,-,-,-,-,1,-,-,-,2,1,4,13,30,83,123,213,308,182,69,
186,Zhoubný novotvar varlete,63,-,-,-,-,-,-,-,1,6,8,14,6,6,4,-,-,4,2,2,6,4,-,
187,Zhoubný novotvar pyje nebo jiného mužského pohlavního orgánu,27,-,-,-,-,1,1,-,-,-,-,-,-,1,-,2,1,3,2,8,5,2,1,
188,Zhoubný novotvar močového měchýře,523,-,-,-,-,-,-,-,-,-,-,1,1,5,9,10,34,72,65,105,113,72,36,
189,Zhoubný novotvar ledviny nebo jiného nebo blíže neurčeného močového orgánu,628,-,1,-,1,-,-,-,-,-,2,2,7,13,30,67,112,110,84,98,52,37,12,
190,Zhoubný novotvar oka,11,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,4,-,1,2,1,-,
191,Zhoubný novotvar mozku,269,-,2,2,2,2,6,7,4,7,7,9,17,23,18,32,30,53,24,13,9,2,-,
192,Zhoubný novotvar jiné nebo blíže neurčené části nervové soustavy,11,-,-,-,-,-,1,1,-,-,1,1,-,1,-,1,1,2,-,1,1,-,-,
193,Zhoubný novotvar štítné žlázy,27,-,-,-,-,-,-,-,-,-,-,-,2,1,1,-,3,8,1,2,4,5,-,
194,Zhoubný novotvar jiné žlázy s vnitřní sekrecí nebo příbuzné tkáně,11,-,-,-,-,-,-,-,-,-,2,-,-,-,2,1,2,1,-,2,-,1,-,
195,Zhoubný novotvar jiné nebo nepřesně určené lokalizace,49,-,-,-,-,-,-,-,1,-,-,-,-,1,1,5,4,5,4,8,13,6,1,
196,Sekundární nebo blíže neurčený zhoubný novotvar mízních uzlin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
197,Sekundární zhoubný novotvar dýchací nebo trávicí soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
198,Sekundární zhoubný novotvar jiné určené lokalizace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
199,Zhoubný novotvar bez určení lokalizace,227,-,-,-,-,-,1,-,-,-,-,-,3,1,7,15,24,44,25,37,31,27,12,
200,Lymforarkom a retikulosarkom,53,-,-,-,-,-,1,1,2,1,1,2,2,1,4,1,8,10,5,7,5,2,-,
201,Hodgkinova nemoc,105,-,-,-,-,-,-,-,1,3,8,5,7,4,5,12,6,10,15,15,9,3,2,
202,Jiný zhoubný novotvar mízní nebo histiocytární tkáně,189,-,-,3,1,1,1,1,1,1,3,5,5,5,7,11,21,27,21,35,29,8,3,
203,Mnohočetný myelom a imunoproliferativní novotvary,129,-,-,-,-,-,-,-,-,-,-,-,1,3,4,5,15,21,17,21,20,16,6,
204,Lymfatická leukémie,224,1,1,1,-,1,9,4,3,1,4,-,1,4,6,8,18,30,22,35,49,18,8,
205,Myeloidní leukémie,152,-,-,-,-,-,4,2,1,4,1,7,4,9,10,13,15,21,16,16,15,10,4,
206,Monocytární leukémie,13,-,-,-,-,-,1,-,-,-,-,2,-,-,1,1,-,1,1,3,2,1,-,
207,Jiná určená leukémie,18,-,-,-,-,-,1,2,-,-,-,1,-,1,-,2,2,2,1,4,1,1,-,
208,Leukémie blíže neurčeného buněčného typu,48,1,-,-,1,-,-,1,3,-,-,-,1,1,2,5,2,4,5,6,10,3,3,
210,"Nezhoubný novotvar rtu, ústní dutiny a hltanu",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
211,Nezhoubný novotvar jiné části trávicí soustavy,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,1,1,
212,Nezhoubný novotvar dýchacích nebo nitrohrudních orgánů,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,
213,Nezhoubný novotvar kosti nebo kloubní chrupavky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
214,Lipom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
215,Jiný nezhoubný novotvar pojivové nebo jiné měkké tkáně,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
216,Nezhoubný novotvar kůže,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
217,Nezhoubný novotvar prsu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
218,Leiomyom dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
219,Jiný nezhoubný novotvar dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
220,Nezhoubný novotvar vaječníku,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
221,Nezhoubný novotvar jiného ženského pohlavního orgánu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
222,Nezhoubný novotvar mužských pohlavních orgánů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
223,Nezhoubný novotvar ledviny nebo jiného močového orgánu,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,
224,Nezhoubný novotvar oka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
225,Nezhoubný novotvar mozku nebo jiné části nervové soustavy,23,-,-,-,-,-,-,-,-,-,2,-,-,-,1,3,4,6,3,1,3,-,-,
226,Nezhoubný novotvar štítné žlázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
227,Nezhoubný novotvar jiné žlázy s vnitřní sekrecí nebo příbuzné tkáně,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2,-,-,-,1,-,
