1977,Zemřelí muži podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,,
MKN (1966),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,
45,Aseptická meningitis způsobená enterovirem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
46,Jiné enterovirové nemoci centrální nervové soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
50,Neštovice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
51,Kravské neštovice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
52,Plané neštovice,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
53,Pásový opar,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,
54,Prostý opar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
55,Spalničky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
56,Zarděnky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
57,Jiné nemoci s vyrážkou,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
60,Žlutá zimnice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
61,Dengue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
62,Virový zánět mozku - přenášený komáry,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
63,Virový zánět mozku - přenášený klíšťaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
64,Virový zánět mozku - přenášený jinými členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
65,Virový zánět mozku bez bližšího označení,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,1,-,-,
66,Pozdní následky virového zánětu mozku,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,
67,Hemoragická horečka přenášená členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
68,Jiné virové nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
70,Infekční zánět jater,62,-,-,-,-,-,-,-,-,1,1,1,-,1,-,5,3,9,12,12,11,4,2,
71,Vzteklina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
72,Epidemický zánět příušnic,4,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,
73,Psittacosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
74,Specifická onemocnění způsobená virem Coxsackie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
75,Infekční mononukleóza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
76,Trachom aktivní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
77,Pozdní následky trachomu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
78,Jiná virová onemocnění spojivek,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
79,Jiné virové nemoci,8,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,2,-,
80,Epidemická skvrnivka - přenášená vešmi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
81,Jiná skvrnivka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
82,Rickettsiózy přenášené klíšťaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
83,Jiné rickettsiózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
84,Malárie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
85,Leishmanióza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
86,Americká trypanosomiáza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
87,Jiná trypanosomiáza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
88,Návratná horečka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
89,Jiné nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
90,Vrozená syfilis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,
91,"Čerstvá  syfilis, s příznaky",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
92,"Čerstvá syfilis, latentní",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
93,Kardiovaskulární syfilis,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,2,1,-,-,
94,Syfilis centrálního nervstva,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,4,2,1,-,-,
95,"Jiné formy pozdní syfilidy, s příznaky",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
96,"Pozdní syfilis, latentní (trvání 2 roky a více)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
97,Jiná syfilis a NS,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,
98,Gonokoková onemocnění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
99,Jiné pohlavní nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
100,Leptospirosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
101,Vincentova angína,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
102,Frambézie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
103,Pinta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
104,Jiná spirochétová onemocnění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
110,Dermatophytosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
111,"Dermatomycosis, jiná nebo NS",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
112,Candidosis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,
113,Actinomycosis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,
114,Coccidiomycosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
115,Histoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
116,Blastomycosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
117,Jiné generalizované mykózy,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,
120,Schistosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
121,Jiné nemoci způsobené trematody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
122,Hydatidosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
123,Jiné nemoci způsobené cestody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
124,Trichinosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
125,Filariasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
126,Ankylostomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
127,Jiné střevní helmintózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
128,Helmintózy jiné a NS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
129,Střevní parazitismus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
130,Toxoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
131,Trichomoniasis urogenitalis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
132,Zavšivení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
133,Acariasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
134,Jiná  napadení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
135,Sarcoidosis,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,
136,Jiné infekční a parazitární nemoci,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,,,,,,,,,,,,,,
II,Novotvary,15 118,12,4,6,15,12,26,34,38,47,86,89,109,319,582,1 074,1 296,1 822,3 128,3 001,2 137,939,342,
140,Zhoubný novotvar rtu,24,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,1,7,2,4,2,2,
141,Zhoubný novotvar jazyka,51,-,-,-,-,-,-,-,-,-,-,-,1,3,5,9,9,5,9,7,-,3,-,
142,Zhoubný novotvar slinné žlázy,17,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,2,2,3,3,2,1,1,
143,Zhoubný novotvar dásně,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,
144,Zhoubný novotvar ústní spodiny,18,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,2,2,3,5,-,1,-,
145,Zhoubný novotvar jiné nebo NS části úst,16,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,4,6,2,-,-,-,
146,Zhoubný novotvar ústní částí hltanu,69,-,-,-,-,-,-,-,-,1,1,-,1,2,2,9,9,9,16,7,10,1,1,
147,Zhoubný novotvar nosohltanu,18,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,-,4,4,2,1,2,-,
148,Zhoubný novotvar hrtanové části hltanu,17,-,-,-,-,-,-,-,-,-,-,1,1,-,-,2,1,1,4,4,2,1,-,
149,Zhoubný novotvar NS části hltanu,4,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,1,1,-,
150,Zhoubný novotvar jícnu,173,-,-,-,-,-,-,-,-,-,-,-,1,6,8,14,15,12,27,43,27,15,5,
151,Zhoubný novotvar žaludku,1 984,-,-,-,-,-,-,-,-,2,3,8,10,17,61,109,148,251,406,401,346,176,46,
152,Zhoubný novotvar tenkého střeva včetně dvanácterníku,23,-,-,-,-,-,-,-,-,-,-,2,-,-,2,2,2,2,3,4,1,3,2,
153,Zhoubný novotvar tlustého střeva vyjma konečník,879,-,-,-,-,-,-,-,1,3,3,4,4,19,33,50,69,107,189,165,141,60,31,
154,Zhoubný novotvar konečníku a rektosigmoidálního spojení,917,-,-,-,-,-,-,-,-,2,2,4,6,20,20,60,65,108,182,202,151,63,32,
155,Zhoubný novotvar jater a intrahepatálních žlučových cest určený jako prim,397,1,1,-,-,-,-,-,-,-,-,-,-,8,11,28,36,54,102,88,41,20,7,
156,Zhoubný novotvar žlučníku a žlučových cest,248,-,-,-,-,-,-,-,-,1,-,1,1,2,6,9,20,30,48,72,30,18,10,
157,Zhoubný novotvar slinivky břišní,620,-,-,-,-,-,-,-,-,1,2,2,6,11,21,51,50,104,132,125,68,34,13,
158,Zhoubný novotvar pobřišnice,42,-,-,-,-,-,-,-,-,1,1,1,1,1,-,2,5,6,12,7,2,3,-,
159,Zhoubný novotvar NS části trávicího ústrojí,209,-,-,-,-,-,-,-,-,-,-,-,1,1,3,10,10,16,44,45,49,23,7,
160,"Zhoubný novotvar nosu, nosních dutin, středního ucha a vedlejších dutin",21,-,-,-,-,-,-,-,-,-,2,-,-,1,1,1,-,3,5,4,3,1,-,
161,Zhoubný novotvar hrtanu,254,-,-,-,-,-,-,-,-,-,1,-,5,6,20,24,23,29,43,45,32,17,9,
162,"Zhoubný novotvar průdušnice, průdušek a plic",5 105,-,-,-,-,-,-,-,1,2,1,7,23,108,226,421,530,656,1 156,1 061,642,219,52,
163,Zhoubný novotvar jiných a blíže neurčených částí ústrojí dýchacího,78,-,-,-,-,-,-,-,-,2,1,-,1,3,3,8,5,9,13,17,10,5,1,
170,Zhoubný novotvar kosti,86,-,-,-,-,-,1,4,6,5,2,2,1,4,2,10,9,9,12,3,8,7,1,
171,Zhoubný novotvar pojiva a jiných měkkých tkání,29,-,-,-,-,-,-,-,-,2,1,2,-,1,1,2,4,2,3,5,2,2,2,
172,Zhoubný melanom kůže,125,-,-,-,-,-,1,-,-,4,7,3,5,12,15,11,16,11,22,9,2,3,4,
173,Jiné zhoubné novotvary kůže,75,-,-,-,-,-,-,1,-,-,-,1,-,1,3,7,3,1,17,16,7,5,13,
174,Zhoubný novotvar prsu,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,1,5,3,3,-,
180,Zhoubný novotvar čípku děložního,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
181,Chorionepithelioma,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
182,Jiný zhoubný novotvar dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
183,"Zhoubný novotvar vaječníku, vejcovodu a širokého vazu",x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
184,Zhoubný novotvar jiných nebo blíže neurčených ženských pohlavních orgánů,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
185,Zhoubný novotvar předstojné žlázy,818,-,-,-,-,-,-,-,-,-,-,-,1,1,3,10,28,58,158,213,199,106,41,
186,Zhoubný novotvar varlete,72,1,-,1,-,-,-,1,6,4,22,13,5,5,4,-,2,1,3,2,-,1,1,
187,Zhoubný novotvar jiných a NS částí mužského pohlavního ústrojí,23,-,-,-,-,-,-,-,-,-,-,1,-,1,-,4,2,-,4,5,3,2,1,
188,Zhoubný novotvar močového měchýře,470,-,-,-,-,-,-,-,-,-,1,-,-,2,12,20,25,59,90,111,92,37,21,
189,Zhoubný novotvar jiného a NS močového ústrojí,519,-,-,-,-,-,-,-,1,-,1,2,2,15,23,48,69,69,126,83,51,23,6,
190,Zhoubný novotvar oka,8,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-,1,2,1,1,-,
191,Zhoubný novotvar mozku,209,1,-,-,4,2,5,10,4,1,5,7,9,17,17,38,20,26,20,12,7,2,2,
192,Zhoubný novotvar jiných částí nervové soustavy,19,-,-,-,-,-,1,-,-,1,-,1,1,-,3,1,1,3,5,1,1,-,-,
193,Zhoubný novotvar štítné žlázy,49,-,-,-,-,-,-,-,-,-,-,-,-,4,-,4,8,3,11,9,7,3,-,
194,Zhoubný novotvar jiných žláz s vnitřní sekrecí,18,-,-,-,-,-,-,1,2,-,-,1,-,1,2,3,4,1,2,-,1,-,-,
195,Zhoubný novotvar nepřesně určeného umístění,96,-,-,-,1,-,-,2,1,-,1,2,-,1,6,13,6,9,16,16,15,5,2,
196,Sekundární nebo neurčený zhoubný novotvar mízních uzlin,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,
197,Sekundární zhoubný novotvar dýchacího a trávicího ústrojí,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,3,2,-,1,
198,Sekundární zhoubný novotvar jiné lokalizace,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,
199,Zhoubný novotvar NS lokalizace,230,-,-,2,1,-,-,-,-,2,-,4,1,7,5,17,12,25,50,34,35,22,13,
200,Lymfosarkom a retikulosarkom,113,-,-,-,-,1,3,-,3,2,4,1,2,1,6,6,10,16,19,20,13,3,3,
201,Hodgkinova nemoc,113,-,-,1,-,1,1,1,2,-,5,11,6,9,3,15,12,12,9,15,5,4,1,
202,Jiné novotvary mízní tkáně,81,-,-,-,-,1,4,1,2,1,4,-,1,2,5,6,7,4,18,10,12,2,1,
203,Mnohočetný myelom,100,-,-,-,-,-,-,-,-,-,-,-,1,-,5,3,10,19,16,28,15,3,-,
204,Lymfatická leukémie,201,1,-,-,6,2,7,4,3,1,1,3,3,3,9,7,6,21,45,29,37,9,4,
205,Monocytární leukémie,151,-,-,2,1,2,-,4,2,4,8,3,6,11,12,6,12,15,25,19,16,2,1,
206,Monovytární leukémie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
207,Jiné leukémie a erytroleukémie,90,1,2,-,1,2,2,3,3,2,4,-,1,2,5,6,5,11,8,8,15,7,2,
208,Polycythaemia vera,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,1,-,-,-,
209,Myelofibrosis,18,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,3,2,2,2,5,1,-,
210,Nezhoubný novotvar dutiny ústní a hltanu,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,
211,Nezhoubný novotvar jiných částí trávicího ústrojí,9,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,3,2,2,1,-,
212,Nezhoubný novotvar dýchacího ústrojí,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,3,-,1,-,
213,Nezhoubný novotvar kosti a chrupavek,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
214,Lipom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
215,Jiné nezhoubné novotvary svalů a pojiva,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,
216,Nezhoubný novotvar kůže,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
217,Nezhoubný novotvar prsu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
218,Fibromyom dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
219,Jiné nezhoubné novotvary dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
220,Nezhoubný novotvar vaječníku,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
221,Nezhoubný novotvar jiných ženských pohlavních orgánů,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
222,Nezhoubný novotvar mužských pohlavních orgánů,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,
223,Nezhoubný novotvar ledviny a jiných orgánů,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,2,1,1,-,
224,Nezhoubný novotvar oka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
225,Nezhoubný novotvar mozku nebo jiné části nervového ústrojí,31,-,-,-,-,-,-,-,-,2,1,1,-,2,3,6,1,5,2,5,1,2,-,
226,Nezhoubný novotvar žláz s vnitřní sekrecí,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,-,1,-,
227,Hemangiom a lymfangiom,2,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
228,Nezhoubné nov otvary ostatních orgánů a tkání,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,
230,Novotvar neurčené povahy trávicího ústrojí,37,1,-,-,-,-,-,-,-,-,1,-,-,-,1,1,4,5,10,4,4,4,2,
231,Novotvar neurčené povahy dýchacího ústrojí,20,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,3,7,4,2,1,-,
232,"Novotvar kůže, soustavy svalové a kosterní neurčené povahy",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,
233,Novotvar prsu neurčené povahy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
234,Novotvar dělohy neurčené povahy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
235,Novotvar vaječníku neurčené povahy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
236,Novotvar neurčené povahy jiných ženských pohlavních orgánů,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
