1992,Zemřelé ženy podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,,
MKN (1976),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,
49,"Jiné virové nemoci centrální nervové soustavy, nepřenášené členovci",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
50,Neštovice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
51,Kravské neštovice a paravakcinie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
52,Plané neštovice,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
53,Pásový opar,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,
54,Prostý opar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
55,Spalničky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
56,Zarděnky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
57,Jiné virové nemoci s vyrážkou,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
60,Žlutá zimnice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
61,Dengue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
62,Virový zánět mozku přenášený komáry,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
63,Virový zánět mozku přenášený klíšťaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
64,Virový zánět mozku přenášený jinými nebo blíže neurčenými členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
65,Hemoragická horečka přenášená členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
66,Jiné virové nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
70,Virový zánět jater,9,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,1,2,2,-,1,-,
71,Vzteklina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
72,Epidemický zánět příušnic,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
73,"Ornithosis, psittacosis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
74,Specifické nemoci působené virem Coxsackie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
75,Infekční mononukleóza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
76,Trachom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
77,Jiné nemoci spojivky působené viry a chlamydiemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
78,Jiné nemoci působené viry a chlamydiemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
79,Virové infekce při onemocněních zařazených jinde nebo s blíže neurčenou lokalizací,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
80,Epidemická skvrnivka - přenášená vešmi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
81,Jiná skvrnivka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
82,Rickettsiózy přenášené klíšťaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
83,Jiné rickettsiózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
84,Malárie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
85,Leishmaniosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
86,Trypanosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
87,Návratná horečka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
88,Jiné nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
90,Vrozená syfilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
91,Čerstvá syfilis s příznaky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
92,Čerstvá syfilis latentní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
93,Kardiovaskulární syfilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
94,Neurosyfilis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,
95,Jiné formy pozdní syfilidy s příznaky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
96,Pozdní syfilid latentní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
97,Jiná nebo blíže neurčená syfilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
98,Gonokoková onemocnění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
99,Jiné pohlavní nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
100,Leptospirosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
101,Vincentova angína,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
102,Frambézie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
103,Pinta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
104,Jiné spirochétové infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
110,Dermatophytosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
111,"Dermatomycosis, jiná nebo blíže neurčená",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
112,"Candidosis, moniliasis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
114,Coccidioidomycosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
115,Histoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
116,Blastomykotické infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
117,Jiné mykózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
118,Dermatomykózy působené potenciálně parazitárními houbami,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
120,Schistosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
121,Jiné infekce trematody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
122,"Echinococcosis, hydatidosis - měchožil",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
123,Jiné infekce cestody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
124,Trichinosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
125,Filariasis a dracontiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
126,Ankylostomiasis a necatoriasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
127,Jiné střevní helmintiázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
128,Jiné a blíže neurčené helmintiázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
129,Střevní parazitismus blíže neurčený,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
130,Toxoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
131,Trichomoniasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
132,Zavšivení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
133,Acariasis (svrab),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
134,Jiná napadení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
135,Sarcoidosis,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,
136,Jiné a blíže neoznačené infekční a parazitární nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
137,Pozdní následky tuberkulózy,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,-,2,
138,Pozdní následky akutní poliomyelitidy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
139,Pozdní následky jiných infekčních a parazitárních nemocí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,,,,,,,,,,,,,,
II,Novotvary,12 335,2,9,2,1,2,15,16,21,23,36,69,160,327,523,608,849,1 393,1 872,1 663,1 746,1 802,1 196,
140,Zhoubný novotvar rtu,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,2,
141,Zhoubný novotvar jazyka,20,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,1,3,1,6,2,3,
142,Zhoubný novotvar slinné žlázy,28,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,2,2,7,5,3,8,
143,Zhoubný novotvar dásně,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,
144,Zhoubný novotvar ústní spodiny,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,
145,Zhoubný novotvar jiné nebo blíže neurčené části úst,11,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-,-,-,2,2,2,2,
146,Zhoubný novotvar ústní částí hltanu,9,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,2,1,1,1,-,
147,Zhoubný novotvar nosohltanu,13,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,-,1,3,-,1,3,
148,Zhoubný novotvar hypofaryngu,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,1,-,-,-,1,1,
149,"Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti rtu, ústní dutiny nebo hltanu",6,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,1,1,1,1,
150,Zhoubný novotvar jícnu,77,-,-,-,-,-,-,-,-,-,-,-,1,1,2,3,2,5,8,15,10,18,12,
151,Zhoubný novotvar žaludku,860,-,-,-,-,-,-,-,-,-,1,1,7,9,12,25,26,80,107,120,144,204,124,
152,Zhoubný novotvar tenkého střeva včetně dvanáctníku,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,5,2,6,3,1,1,
153,Zhoubný novotvar tlustého střeva,1 120,-,-,-,-,-,-,-,-,-,3,2,8,12,28,32,58,109,168,156,204,212,128,
154,"Zhoubný novotvar konečníku, rektosigmoidálního spojení nebo řiti",813,-,-,-,-,-,-,-,-,-,-,3,3,13,19,31,40,106,99,118,149,132,100,
155,Zhoubný novotvar jater a intrahepatálních žlučových cest,380,-,-,-,-,-,-,-,-,2,1,1,2,4,11,13,29,37,66,49,67,54,44,
156,Zhoubný novotvar žlučníku a extrahepatálních žlučových cest,638,-,-,-,-,-,-,-,-,-,-,-,3,6,12,16,31,71,114,94,112,120,59,
157,Zhoubný novotvar slinivky břišní,700,-,-,-,-,-,-,-,-,-,-,3,6,11,18,28,39,72,115,102,108,122,76,
158,Zhoubný novotvar retroperitonea nebo pobřišnice,40,-,-,-,-,-,-,-,-,1,1,-,-,1,2,2,1,6,10,6,7,2,1,
159,Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti trávicího ústrojí nebo pobřišnice,276,-,-,-,-,-,-,-,-,-,1,-,-,1,6,7,8,14,41,32,44,67,55,
160,"Zhoubný novotvar nosních dutin, středního ucha nebo obličejových dutin",12,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,2,1,1,2,3,
161,Zhoubný novotvar hrtanu,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,8,3,2,2,3,
162,"Zhoubný novotvar průdušnice, průdušek a plic",949,-,-,-,-,-,-,-,-,1,-,5,6,31,51,64,81,143,183,153,99,84,48,
163,Zhoubný novotvar pohrudnice,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,4,6,5,4,5,
164,"Zhoubný novotvar brzlíku, srdce nebo mezihrudí",16,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,5,1,4,-,1,3,1,
165,Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti dýchacích ústrojí nebo nitrohrudn,11,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,1,1,1,2,2,1,
170,Zhoubný novotvar kosti nebo kloubní chrupavky,62,-,-,-,-,-,1,2,3,-,1,-,-,3,3,2,4,9,9,9,6,8,2,
171,Zhoubný novotvar pojivové nebo jiné měkké tkáně,46,1,1,1,-,1,-,1,1,2,-,2,2,2,-,2,4,8,6,1,6,3,2,
172,Zhoubný melanom kůže,165,-,-,-,-,-,-,1,-,1,2,1,11,8,15,7,11,14,17,18,17,21,21,
173,Jiný zhoubný novotvar kůže,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2,1,11,22,23,
174,Zhoubný novotvar ženského prsu,1 897,-,-,-,-,-,-,-,-,-,2,11,37,84,150,147,170,223,270,221,217,221,144,
175,Zhoubný novotvar mužského prsu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
179,Zhoubný novotvar neurčené části dělohy,95,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,7,10,19,18,18,13,6,
180,Zhoubný novotvar děložního čípku,454,-,1,-,-,-,-,-,-,2,2,13,27,40,46,37,35,57,55,39,38,42,20,
181,Zhoubný novotvar lůžka - placenty,7,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,1,2,-,-,1,
182,Zhoubný novotvar děložního těla,400,-,-,-,-,-,-,-,-,-,-,1,3,8,12,12,30,47,64,79,61,47,36,
183,Zhoubný novotvar vaječníku nebo jiných adnex dělohy,732,-,-,-,-,-,-,-,2,2,3,6,14,23,52,62,77,95,131,83,72,64,46,
184,Zhoubný novotvar jiného nebo blíže neoznačeného ženského pohlavního orgánu,174,-,-,-,-,-,-,-,-,-,-,-,1,1,2,5,10,10,23,22,23,46,31,
185,Zhoubný novotvar předstojné žlázy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
186,Zhoubný novotvar varlete,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
187,Zhoubný novotvar pyje nebo jiného mužského pohlavního orgánu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
188,Zhoubný novotvar močového měchýře,175,-,-,-,-,-,-,-,-,-,-,-,2,3,5,4,8,19,26,31,24,29,24,
189,Zhoubný novotvar ledviny nebo jiného nebo blíže neurčeného močového orgánu,467,-,-,-,-,-,2,-,-,-,2,1,3,5,16,24,44,62,87,76,70,51,24,
190,Zhoubný novotvar oka,11,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,2,1,-,1,2,1,1,
191,Zhoubný novotvar mozku,209,-,2,-,-,-,3,3,3,2,4,8,9,11,13,24,23,41,33,13,6,8,3,
192,Zhoubný novotvar jiné nebo blíže neurčené části nervové soustavy,13,-,1,-,-,-,1,-,1,-,-,-,-,2,-,-,1,1,-,3,1,-,2,
193,Zhoubný novotvar štítné žlázy,81,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,7,13,9,14,12,11,9,
194,Zhoubný novotvar jiné žlázy s vnitřní sekrecí nebo příbuzné tkáně,12,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,1,-,3,1,1,2,-,
195,Zhoubný novotvar jiné nebo nepřesně určené lokalizace,106,-,-,-,-,-,-,-,-,-,1,-,2,1,2,3,5,8,14,17,17,16,20,
196,Sekundární nebo blíže neurčený zhoubný novotvar mízních uzlin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
197,Sekundární zhoubný novotvar dýchací nebo trávicí soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
198,Sekundární zhoubný novotvar jiné určené lokalizace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
199,Zhoubný novotvar bez určení lokalizace,260,-,1,-,-,-,-,-,1,-,1,-,3,4,7,10,13,25,35,32,43,54,31,
200,Lymforarkom a retikulosarkom,53,-,-,-,-,-,-,-,-,-,-,1,-,3,3,3,6,7,6,5,11,7,1,
201,Hodgkinova nemoc,59,-,-,-,-,-,-,1,2,2,4,-,2,2,2,1,6,6,8,5,7,9,2,
202,Jiný zhoubný novotvar mízní nebo histiocytární tkáně,147,-,-,-,1,-,-,2,2,3,-,2,2,5,4,1,4,18,24,23,23,24,9,
203,Mnohočetný myelom a imunoproliferativní novotvary,134,-,-,-,-,-,-,1,-,-,-,-,-,5,3,4,13,12,24,22,24,18,8,
204,Lymfatická leukémie,142,-,-,1,-,-,2,1,1,-,2,-,2,3,2,2,8,12,18,27,24,14,23,
205,Myeloidní leukémie,162,-,1,-,-,1,3,4,2,4,2,3,2,11,11,6,19,17,28,12,17,11,8,
206,Monocytární leukémie,4,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,1,-,1,-,
207,Jiná určená leukémie,16,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,1,1,2,2,3,2,3,
208,Leukémie blíže neurčeného buněčného typu,36,1,-,-,-,-,1,-,-,-,-,-,-,-,-,4,2,2,4,-,12,5,5,
210,"Nezhoubný novotvar rtu, ústní dutiny a hltanu",2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,
211,Nezhoubný novotvar jiné části trávicí soustavy,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,
212,Nezhoubný novotvar dýchacích nebo nitrohrudních orgánů,5,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,3,-,-,-,
213,Nezhoubný novotvar kosti nebo kloubní chrupavky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
214,Lipom,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,
215,Jiný nezhoubný novotvar pojivové nebo jiné měkké tkáně,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
216,Nezhoubný novotvar kůže,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
217,Nezhoubný novotvar prsu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
218,Leiomyom dělohy,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,
219,Jiný nezhoubný novotvar dělohy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
220,Nezhoubný novotvar vaječníku,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,
221,Nezhoubný novotvar jiného ženského pohlavního orgánu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
222,Nezhoubný novotvar mužských pohlavních orgánů,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
223,Nezhoubný novotvar ledviny nebo jiného močového orgánu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
224,Nezhoubný novotvar oka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
225,Nezhoubný novotvar mozku nebo jiné části nervové soustavy,37,-,-,-,-,-,-,-,1,1,1,2,-,-,4,2,5,10,6,3,1,-,1,
226,Nezhoubný novotvar štítné žlázy,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,
227,Nezhoubný novotvar jiné žlázy s vnitřní sekrecí nebo příbuzné tkáně,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,
