1982,Zemřelí muži podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,,
MKN (1976),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,
11,Tuberkulóza plic,121,-,-,-,-,-,-,-,-,-,-,-,1,4,6,7,7,10,14,26,22,16,8,
12,Jiná tuberkulóza dýchacího ústrojí,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,-,-,
13,Tuberkulóza mozkomíšních plen a centrální nervové soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
14,"Tuberkulóza střev, pobřišnice a uzlin okruží",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,
15,Tuberkulóza kostí a kloubů,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,
16,Tuberkulóza močového a pohlavního ústrojí,4,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,-,-,-,-,
17,Tuberkulóza jiných orgánů,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,
18,"Miliární, diseminovaná tuberkulóza",5,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,1,-,1,-,
20,Mor,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
21,Tularémie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
22,"Uhlák, sněť slezinná",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23,Vlnivá horečka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
24,Vozhřivka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
25,Melioidosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
26,Horečka z krysího kousnutí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
27,Jiné zoonotické bakteriální nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
30,Malomocenství,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
31,Nemoci způsobené jinými mykobakteriemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
32,Záškrt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
33,Dávivý kašel,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
34,Streptokoková angína a spála,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
35,Růže,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,
36,Meningokové infekce,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
37,Tetanus,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,
38,Septikémie,20,3,-,-,-,-,-,-,-,1,-,-,-,1,1,1,5,4,1,-,2,1,-,
39,Aktinomykotické infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
40,Jiné bakteriální nemoci,4,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,
41,Bakteriální infekce při onemocněních zařazených jinde nebo s blíže neurčenou lokalizací,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
42,Syndrom získaného selhání imunity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
45,Akutní dětská obrna,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
46,Pomalá virová infekce centrální nervové soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
47,Meningitis způsobené enterovirem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
48,Jiné enterovirové nemoci centrální nervové soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
49,"Jiné virové nemoci centrální nervové soustavy, nepřenášené členovci",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
50,Neštovice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
51,Kravské neštovice a paravakcinie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
52,Plané neštovice,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
53,Pásový opar,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,
54,Prostý opar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
55,Spalničky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
56,Zarděnky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
57,Jiné virové nemoci s vyrážkou,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
60,Žlutá zimnice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
61,Dengue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
62,Virový zánět mozku přenášený komáry,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
63,Virový zánět mozku přenášený klíšťaty,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,
64,Virový zánět mozku přenášený jinými nebo blíže neurčenými členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
65,Hemoragická horečka přenášená členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
66,Jiné virové nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
70,Virový zánět jater,34,-,-,-,-,-,-,-,2,-,-,2,-,-,1,3,3,5,4,6,4,1,3,
71,Vzteklina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
72,Epidemický zánět příušnic,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,
73,"Ornithosis, psittacosis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
74,Specifické nemoci působené virem Coxsackie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
75,Infekční mononukleóza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
76,Trachom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
77,Jiné nemoci spojivky působené viry a chlamydiemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
78,Jiné nemoci působené viry a chlamydiemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
79,Virové infekce při onemocněních zařazených jinde nebo s blíže neurčenou lokalizací,7,4,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,
80,Epidemická skvrnivka - přenášená vešmi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
81,Jiná skvrnivka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
82,Rickettsiózy přenášené klíšťaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
83,Jiné rickettsiózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
84,Malárie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
85,Leishmaniosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
86,Trypanosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
87,Návratná horečka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
88,Jiné nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
90,Vrozená syfilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
91,Čerstvá syfilis s příznaky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
92,Čerstvá syfilis latentní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
93,Kardiovaskulární syfilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
94,Neurosyfilis,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,4,1,-,-,
95,Jiné formy pozdní syfilidy s příznaky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
96,Pozdní syfilid latentní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
97,Jiná nebo blíže neurčená syfilis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,
98,Gonokoková onemocnění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
99,Jiné pohlavní nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
100,Leptospirosis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,
101,Vincentova angína,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
102,Frambézie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
103,Pinta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
104,Jiné spirochétové infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
110,Dermatophytosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
111,"Dermatomycosis, jiná nebo blíže neurčená",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
112,"Candidosis, moniliasis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
114,Coccidioidomycosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
115,Histoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
116,Blastomykotické infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
117,Jiné mykózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
118,Dermatomykózy působené potenciálně parazitárními houbami,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
120,Schistosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
121,Jiné infekce trematody,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,
122,"Echinococcosis, hydatidosis - měchožil",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
123,Jiné infekce cestody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
124,Trichinosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
125,Filariasis a dracontiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
126,Ankylostomiasis a necatoriasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
127,Jiné střevní helmintiázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
128,Jiné a blíže neurčené helmintiázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
129,Střevní parazitismus blíže neurčený,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
130,Toxoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
131,Trichomoniasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
132,Zavšivení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
133,Acariasis (svrab),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
134,Jiná napadení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
135,Sarcoidosis,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,1,-,
136,Jiné a blíže neoznačené infekční a parazitární nemoci,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,
137,Pozdní následky tuberkulózy,61,-,-,-,-,-,-,-,-,-,-,-,1,-,3,4,13,2,8,11,5,9,5,
138,Pozdní následky akutní poliomyelitidy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
139,Pozdní následky jiných infekčních a parazitárních nemocí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,,,,,,,,,,,,,,
II,Novotvary,14 888,8,3,5,16,9,34,22,30,44,63,119,157,290,510,1 041,1 752,1 817,2 177,3 000,2 302,1 122,367,
140,Zhoubný novotvar rtu,20,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,2,5,1,4,3,1,
141,Zhoubný novotvar jazyka,63,-,-,-,-,-,-,-,-,-,-,-,2,3,11,9,13,9,7,4,4,-,1,
142,Zhoubný novotvar slinné žlázy,24,-,-,-,-,-,-,-,-,-,-,-,1,2,-,2,1,5,2,5,5,-,1,
143,Zhoubný novotvar dásně,5,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,3,-,-,-,
144,Zhoubný novotvar ústní spodiny,16,-,-,-,-,-,-,-,-,-,-,-,-,-,4,1,5,1,4,-,-,1,-,
145,Zhoubný novotvar jiné nebo blíže neurčené části úst,16,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,3,3,3,2,1,-,1,
146,Zhoubný novotvar ústní částí hltanu,50,-,-,-,-,-,-,-,-,-,-,1,2,4,6,7,9,5,1,5,8,2,-,
147,Zhoubný novotvar nosohltanu,19,-,-,-,-,-,-,-,-,1,-,-,-,2,2,2,3,2,-,5,1,1,-,
148,Zhoubný novotvar hypofaryngu,29,-,-,-,-,-,-,-,-,-,-,-,2,4,1,2,5,3,4,4,3,1,-,
149,"Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti rtu, ústní dutiny nebo hltanu",9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,3,-,1,1,-,-,
150,Zhoubný novotvar jícnu,208,-,-,-,-,-,-,-,-,-,-,-,3,9,16,20,33,31,26,28,24,15,3,
151,Zhoubný novotvar žaludku,1 601,-,-,-,-,-,-,-,-,-,5,10,11,22,38,81,140,156,248,389,302,161,38,
152,Zhoubný novotvar tenkého střeva včetně dvanáctníku,21,-,-,-,-,-,1,-,-,-,-,1,-,1,-,2,4,1,2,7,2,-,-,
153,Zhoubný novotvar tlustého střeva,968,-,-,-,-,-,-,-,-,1,4,5,11,19,24,55,89,104,153,210,176,88,29,
154,"Zhoubný novotvar konečníku, rektosigmoidálního spojení nebo řiti",1 030,-,-,-,-,-,-,-,-,-,1,3,6,13,29,53,97,139,139,253,166,102,29,
155,Zhoubný novotvar jater a intrahepatálních žlučových cest,428,-,-,1,1,1,-,-,1,-,1,4,1,12,9,29,60,65,66,76,68,25,8,
156,Zhoubný novotvar žlučníku a extrahepatálních žlučových cest,298,-,-,-,-,-,-,-,-,-,-,1,-,4,8,13,40,26,33,75,60,25,13,
157,Zhoubný novotvar slinivky břišní,624,-,-,-,-,-,-,-,-,-,1,5,6,17,24,52,84,97,89,138,75,24,12,
158,Zhoubný novotvar retroperitonea nebo pobřišnice,46,-,-,-,1,-,1,-,1,1,-,3,2,1,2,2,4,4,8,8,7,1,-,
159,Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti trávicího ústrojí nebo pobřišnice,145,-,-,-,-,-,-,-,-,-,-,-,-,2,-,3,10,11,20,31,33,23,12,
160,"Zhoubný novotvar nosních dutin, středního ucha nebo obličejových dutin",27,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,3,4,6,2,4,3,1,
161,Zhoubný novotvar hrtanu,245,-,-,-,-,-,-,-,-,-,-,1,1,8,18,23,40,30,45,37,22,14,6,
162,"Zhoubný novotvar průdušnice, průdušek a plic",4 929,-,-,-,-,-,-,-,-,-,1,6,38,72,199,437,708,711,785,922,694,275,81,
163,Zhoubný novotvar pohrudnice,22,-,-,-,-,-,-,-,-,-,-,-,1,1,3,3,4,3,-,6,1,-,-,
164,"Zhoubný novotvar brzlíku, srdce nebo mezihrudí",39,1,-,-,-,-,-,-,-,4,1,2,2,1,2,6,5,5,2,3,4,-,1,
165,Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti dýchacích ústrojí nebo nitrohrudn,8,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-,2,1,2,-,-,
170,Zhoubný novotvar kosti nebo kloubní chrupavky,76,-,-,-,-,-,2,3,3,4,2,3,1,-,3,10,5,9,5,9,10,4,3,
171,Zhoubný novotvar pojivové nebo jiné měkké tkáně,46,-,-,-,-,-,1,-,-,2,-,3,1,-,2,2,5,4,4,10,8,2,2,
172,Zhoubný melanom kůže,144,-,-,-,-,-,-,-,1,-,4,6,3,11,10,24,20,16,13,19,8,5,4,
173,Jiný zhoubný novotvar kůže,43,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,1,1,5,12,7,6,7,
174,Zhoubný novotvar ženského prsu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
175,Zhoubný novotvar mužského prsu,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,3,3,2,-,
179,Zhoubný novotvar neurčené části dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
180,Zhoubný novotvar děložního čípku,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
181,Zhoubný novotvar lůžka - placenty,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
182,Zhoubný novotvar děložního těla,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
183,Zhoubný novotvar vaječníku nebo jiných adnex dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
184,Zhoubný novotvar jiného nebo blíže neoznačeného ženského pohlavního orgánu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
185,Zhoubný novotvar předstojné žlázy,844,-,-,-,-,-,-,-,-,1,-,-,1,1,2,12,36,45,128,225,218,136,39,
186,Zhoubný novotvar varlete,69,-,-,-,-,-,-,-,2,13,14,9,7,4,3,-,3,5,1,3,2,2,1,
187,Zhoubný novotvar pyje nebo jiného mužského pohlavního orgánu,27,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,4,2,1,3,10,2,2,
188,Zhoubný novotvar močového měchýře,511,-,-,-,-,-,-,-,-,-,-,1,-,5,8,25,43,52,78,121,98,60,20,
189,Zhoubný novotvar ledviny nebo jiného nebo blíže neurčeného močového orgánu,524,1,-,-,-,1,2,-,1,-,1,4,8,17,21,46,78,74,80,92,62,27,9,
190,Zhoubný novotvar oka,10,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,2,3,1,-,1,-,
191,Zhoubný novotvar mozku,228,-,-,1,3,-,3,6,4,4,8,17,11,15,16,25,45,29,19,15,5,1,1,
192,Zhoubný novotvar jiné nebo blíže neurčené části nervové soustavy,13,-,-,-,-,-,1,1,-,-,-,-,1,-,1,2,2,-,2,2,1,-,-,
193,Zhoubný novotvar štítné žlázy,48,-,-,-,-,-,-,-,-,-,-,1,-,4,2,2,5,6,5,11,6,2,4,
194,Zhoubný novotvar jiné žlázy s vnitřní sekrecí nebo příbuzné tkáně,19,-,-,-,-,-,-,-,-,-,2,2,2,2,1,-,2,1,2,4,-,1,-,
195,Zhoubný novotvar jiné nebo nepřesně určené lokalizace,98,-,-,-,1,-,1,-,-,-,-,-,-,1,5,5,11,7,14,16,18,9,10,
196,Sekundární nebo blíže neurčený zhoubný novotvar mízních uzlin,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,2,-,-,
197,Sekundární zhoubný novotvar dýchací nebo trávicí soustavy,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,
198,Sekundární zhoubný novotvar jiné určené lokalizace,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,
199,Zhoubný novotvar bez určení lokalizace,188,-,-,-,-,-,-,-,1,-,1,4,3,3,7,10,25,20,20,40,30,21,3,
200,Lymforarkom a retikulosarkom,61,-,-,-,-,1,-,2,-,-,2,1,2,1,4,4,5,9,6,10,10,4,-,
201,Hodgkinova nemoc,102,-,-,-,-,1,1,-,1,2,4,9,7,5,2,15,13,5,10,15,7,4,1,
202,Jiný zhoubný novotvar mízní nebo histiocytární tkáně,166,-,-,-,4,1,4,1,3,2,-,4,3,7,7,6,18,20,19,26,27,8,6,
203,Mnohočetný myelom a imunoproliferativní novotvary,110,-,-,-,-,-,-,-,-,-,-,-,-,3,1,7,14,15,21,23,16,9,1,
204,Lymfatická leukémie,196,-,1,1,3,1,9,3,6,2,-,1,1,-,2,10,12,18,38,42,23,18,5,
205,Myeloidní leukémie,141,-,-,-,-,1,3,-,2,4,3,5,7,5,6,10,15,11,22,25,10,10,2,
206,Monocytární leukémie,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,1,1,-,
207,Jiná určená leukémie,27,1,-,-,1,-,2,1,1,1,1,-,-,1,1,2,1,2,2,3,5,2,-,
208,Leukémie blíže neurčeného buněčného typu,93,3,-,1,-,1,3,5,2,1,-,2,4,1,1,-,7,13,6,22,16,3,2,
210,"Nezhoubný novotvar rtu, ústní dutiny a hltanu",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
211,Nezhoubný novotvar jiné části trávicí soustavy,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,
212,Nezhoubný novotvar dýchacích nebo nitrohrudních orgánů,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,
213,Nezhoubný novotvar kosti nebo kloubní chrupavky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
214,Lipom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
215,Jiný nezhoubný novotvar pojivové nebo jiné měkké tkáně,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
216,Nezhoubný novotvar kůže,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,
217,Nezhoubný novotvar prsu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
218,Leiomyom dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
219,Jiný nezhoubný novotvar dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
220,Nezhoubný novotvar vaječníku,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
221,Nezhoubný novotvar jiného ženského pohlavního orgánu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
222,Nezhoubný novotvar mužských pohlavních orgánů,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,
223,Nezhoubný novotvar ledviny nebo jiného močového orgánu,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,1,-,-,
224,Nezhoubný novotvar oka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
225,Nezhoubný novotvar mozku nebo jiné části nervové soustavy,34,1,-,-,1,-,-,-,1,1,2,1,2,3,1,6,2,5,2,4,2,-,-,
226,Nezhoubný novotvar štítné žlázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
227,Nezhoubný novotvar jiné žlázy s vnitřní sekrecí nebo příbuzné tkáně,3,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,1,-,-,
