2002,Zemřelí muži podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny,,,,,,,,,,,,,,,,,,,,,,,
MKN (1993),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85 +
V35,Člen osádky tříkolového motorového vozidla zraněný při srážce s železničním vlakem nebo železničním vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V36,Člen osádky tříkolového motorového vozidla zraněný při srážce s jiným nemotorovým vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V37,Člen osádky tříkolového motorového vozidla zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem],1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
V38,Člen osádky tříkolového motorového vozidla zraněný při dopravní nehodě bez srážky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V39,Člen osádky tříkolového motorového vozidla zraněný při jiných a neurčených dopravních nehodách,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Člen osádky osobního automobilu zraněný při dopravní nehodě     V40-V49,218,1,-,-,-,1,-,2,20,34,37,22,17,20,17,10,15,7,5,8,-,2,-
V40,Člen osádky osobního automobilu zraněný při srážce chodcem nebo zvířetem,10,-,-,-,-,-,-,-,2,-,3,1,-,1,2,-,1,-,-,-,-,-,-
V41,Člen osádky osobního automobilu zraněný při srážce s jízdním kolem,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
V42,Člen osádky osobního automobilu zraněný při srážce s dvou nebo tříkolovým motorovým vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V43,"Člen osádky osobního automobilu zraněný při srážce s automobilem osobním, dodávkovým nebo lehkým nákladním",57,1,-,-,-,-,-,1,2,9,11,5,3,3,6,3,5,4,-,3,-,1,-
V44,Člen osádky osobního automobilu zraněný při srážce s těžkým nákladním vozidlem nebo autobusem,26,-,-,-,-,1,-,-,3,5,2,2,4,2,4,-,2,-,1,-,-,-,-
V45,Člen osádky osobního automobilu zraněný při srážce s železničním vlakem nebo železničním vozidlem,13,-,-,-,-,-,-,-,-,2,-,2,1,3,-,1,2,2,-,-,-,-,-
V46,Člen osádky osobního automobilu zraněný při srážce s jiným nemotorovým vozidlem,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-
V47,Člen osádky osobního automobilu zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem],74,-,-,-,-,-,-,-,9,11,15,9,9,9,2,4,2,-,1,3,-,-,-
V48,Člen osádky osobního automobilu zraněný při dopravní nehodě bez srážky,18,-,-,-,-,-,-,-,2,4,3,1,-,1,2,2,1,-,2,-,-,-,-
V49,Člen osádky osobního automobilu zraněný při jiných a neurčených dopravních nehodách,17,-,-,-,-,-,-,1,2,3,3,1,-,1,-,-,1,1,1,2,-,1,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při dopravní nehodě     V50-V59,12,-,-,-,-,-,-,1,-,2,2,-,-,-,2,1,-,2,-,1,1,-,-
V50,Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s chodcem nebo zvířetem,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-
V51,Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V52,Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s dvou nebo tříkolovým motorovým vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V53,"Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s automobilem osobním, dodávkovým či lehkým nákladním",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
V54,Člen osádky dodávkového či lehkého nákladního automobilu zraněný při srážce s těžkým nákladním vozidlem nebo autobusem,3,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-
V55,Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s železničním vlakem nebo železničním vozidlem,2,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
V56,Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jiným nemotorovým vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V57,Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s pevnou překážkou,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
V58,Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při dopravní nehodě bez srážky,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
V59,Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při jiných a neurčených dopravních nehodách,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Člen osádky těžkého nákladního vozidla zraněný při dopravní nehodě     V60-V69,3,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,1,-,-,-,-,-
V60,Člen osádky těžkého nákladního vozidla zraněný při srážce s chodcem nebo zvířetem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V61,Člen osádky těžkého nákladního vozidla zraněný při srážce s jizdním kolem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V62,Člen osádky těžkého nákladního vozidla zraněný při srážce s dvou nebo tříkolovým motorovým vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V63,"Člen osádky těžkého nákladního vozidla zraněný při srážce s automobilem osobním, dodávkovým nebo lehkým nákladním",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
V64,Člen osádky těžkého nákladního vozidla zraněný při srážce s těžkým nákladní vozidlem nebo autobusem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V65,Člen osádky těžkého nákladního vozidla zraněný při srážce s železničním vlakem nebo železničním vozidlem,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
V66,Člen osádky těžkého nákladního vozidla zraněný při srážce s jiným nemotorovým vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V67,Člen osádky těžkého nákladního vozidla zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V68,Člen osádky těžkého nákladního vozidla zraněný při dopravní nehodě bez srážky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V69,Člen osádky těžkého nákladního vozidla zraněný při jiných a neurčených dopravních nehodách,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Člen osádky autobusu zraněný při dopravní nehodě     V70-V79,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
V70,Člen osádky autobusu zraněný při srážce s chodcem nebo zvířetem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V71,Člen osádky autobusu zraněný při srážce s jízdním kolem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V72,Člen osádky autobusu zraněný při srážce s dvou nebo tříkolovým motorovým vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V73,"Člen osádky autobusu zraněný při srážce s automobilem osobním, dodávkovým nebo lehkým nákladním",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V74,Člen osádky autobusu zraněný při srážce s těžkým nákladním vozidlem nabo autobusem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V75,Člen osádky autobusu zraněný při srážce s železničním vlakem nebo železničním vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V76,Člen osádky autobusu zraněný při srážce s jiným nemotorovým vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V77,Člen osádky autobusu zraněný při srážce s pevnou překážkou [s připevněným nebo stojícím předmětem],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V78,Člen osádky autobusu zraněný při dopravní nehodě bez srážky,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
V79,Člen osádky autobusu zraněný při jiných a neurčených dopravních nehodách,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Jiné nehody při pozemní dopravě     V80 - V89,423,-,-,-,1,1,4,2,27,69,63,36,41,26,22,39,37,12,8,12,9,11,3
V80,Jezdec na zvířeti nebo člen osádky vozidla taženého zvířetem zraněný při dopravní nehodě,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
V81,Člen osádky železničního vlaku nebo železničního vozidla zraněný při dopravní nehodě,4,-,-,-,-,-,-,-,-,1,-,-,-,1,-,1,-,-,-,1,-,-,-
V82,Člen osádky vozu pouliční dráhy zraněný při dopravní nehodě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V83,Člen osádky zvláštního vozidla určeného zejména pro průmyslové prostory zraněný při dopravní nehodě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V84,Člen osádky zvláštního vozidla určeného především pro zemědělství zraněný při dopravní nehodě,11,-,-,-,-,-,-,-,-,-,2,-,1,2,1,-,1,-,2,2,-,-,-
V85,Člen osádky zvláštního stavebního vozidla zraněný při dopravní nehodě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V86,"Člen osádky terénního či jiného motorového vozidla určeného hlavně pro mimosilniční provoz, zraněný při dopravní nehodě",1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
V87,"Provozní [silniční] nehoda určeného typu, ale s neznámým způsobem dopravy oběti",1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
V88,"Neprovozní [mimosilniční] nehoda určeného typu, ale s neznámým způsobem dopravy oběti",1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V89,"Nehoda motorového nebo nemotorového vozidla, typ vozidla neurčen",404,-,-,-,-,1,4,2,27,68,61,36,39,21,21,38,36,12,6,9,9,11,3
,,,,,,,,,,,,,,,,,,,,,,,,
,Nehody při vodní dopravě     V90 - V94,2,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
V90,Nehoda plavidla jako příčina [u]tonutí a potopení,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
V91,Nehoda plavidla jako příčina jiného poranění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V92,"(U)tonutí a potopení v souvislosti s vodní dopravou, bez nehody plavidla",1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V93,"Nehoda na palubě plavidla bez nehody plavidla, která není příčinou [u]tonutí a potopení",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V94,Jiné a neurčené nehody při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Nehody při dopravě vzduchem a vesmírným prostorem      V95 - V97,6,-,-,-,-,-,-,-,-,1,1,2,1,-,-,1,-,-,-,-,-,-,-
V95,Nehoda letounu s pohonem jako příčina zranění člena osádky,3,-,-,-,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-
V96,Nehoda letounu bez pohonu jako příčina zranění člena osádky,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
V97,Jiné určené nehody při dopravě vzduchem,2,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Jiné a neurčené dopravní nehody     V98 - V99,9,-,-,-,-,-,-,-,-,1,-,2,-,-,-,-,3,1,2,-,-,-,-
V98,Jiné určené dopravní nehody,7,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,2,1,2,-,-,-,-
V99,Neurčená dopravní nehoda,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Jiné vnější příčiny náhodných poranění     W00 - X59,1944,4,6,4,1,1,15,11,44,64,79,84,87,114,172,207,157,121,103,127,171,158,214
,,,,,,,,,,,,,,,,,,,,,,,,
,Pády       W00 - W19,789,-,2,1,-,-,-,-,6,9,14,11,11,22,36,48,45,40,46,71,124,118,185
W00,Pád na rovině na ledu a sněhu,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
W01,"Pád na rovině následkem uklouznutí, zakopnutí nebo klopýtnutí",224,-,-,-,-,-,-,-,-,-,1,1,-,1,3,5,9,7,9,16,43,47,82
W02,"Pád na ledních bruslích, lyžích, kolečkových bruslích nebo skateboardech",5,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,1,-,1,-,-,-,-
W03,Jiné pády na rovině ze srážky s nebo strčení jinou osobou,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W04,Pád při nesení nebo podpírání jinými osobami,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W05,Pád s invalidního vozíku,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W06,Pád s postele,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-
W07,Pád se židle,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,1,1
W08,Pád s [týkající se] jiného nábytku,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W09,Pád s [týkající se] vybavení hřiště,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W10,Pád na schodech a stupních nebo s nich,30,-,-,-,-,-,-,-,-,-,-,1,1,-,2,2,7,2,3,7,3,-,2
W11,Pád na nebo se žebříku,36,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,4,2,3,5,7,8,6
W12,Pád na nebo s lešení,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,-,-,-,-,-,-
W13,Pád s(z)budovy nebo konstrukce nebo propadnutí,40,-,2,1,-,-,-,-,6,3,6,1,1,6,4,5,-,2,-,2,-,-,1
W14,Pád se stromu,6,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,-,2,-,-,-
W15,Pád se skály,5,-,-,-,-,-,-,-,-,1,1,-,-,1,-,2,-,-,-,-,-,-,-
W16,"Potopení se nebo skok do vody jako příčina jiného poranění, než je [u]tonutí nebo potopení",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W17,Jiný pád z jedné úrovně na druhou,32,-,-,-,-,-,-,-,-,2,3,1,2,4,6,4,2,3,-,3,1,1,-
W18,Jiný pád na rovině,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,2,1,-,2,-
W19,Neurčený pád,390,-,-,-,-,-,-,-,-,2,2,7,4,10,19,24,17,22,28,34,69,59,93
,,,,,,,,,,,,,,,,,,,,,,,,
,Vystavení neživotným mechanickým silám        W20 - W49,59,-,-,1,-,1,2,1,-,4,11,5,1,9,5,4,7,3,2,2,1,-,-
W20,"Udeření hozeným, vrženým nebo padajícím předmětem",20,-,-,-,-,-,-,-,-,1,5,2,1,5,3,1,-,1,-,1,-,-,-
W21,Udeření sportovním nářadím [vybavením] nabo náraz na ně,2,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W22,Udeření jinými předměty nebo náraz na ně,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
W23,"Zachycení, rozdrcení, zmáčknutí nebo uskřípnutí do předmětů nebo mezi ně",5,-,-,-,-,-,-,-,-,-,2,1,-,1,-,-,1,-,-,-,-,-,-
W24,"Kontakt se zařízeními na zvedání a přenos, nezařazenými jinde",2,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-
W25,Kontakt s ostrým sklem,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
W26,"Kontakt s nožem, mečem nebo dýkou",1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W27,Kontakt s ručním nástrojem bez pohonu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W28,Kontakt se sekačkou trávy s pohonem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W29,Kontakt s jinými ručními nástroji na pohon a stroji v domácnosti,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
W30,Kontakt se zemědělskými stroji,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
W31,Kontakt s jiným  a neurčeným strojem,7,-,-,-,-,-,1,-,-,1,2,1,-,1,-,-,1,-,-,-,-,-,-
W32,"Výstřel z krátké jednoruční střelné zbraně, pistole, revolveru",7,-,-,-,-,-,-,-,-,-,1,-,-,-,1,2,2,-,1,-,-,-,-
W33,"Výstřel z pušky, brokovnice a větší ruční střelné zbraně",4,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,1,-,1,-,-,-
W34,Výstřel z jiných a neurčených střelných zbraní,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-
W35,Výbuch a prasknutí kotle,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
W36,Výbuch a prasknutí tlakové nádoby na plyn,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W37,"Výbuch a prasknutí stlačené pneumatiky, potrubí nebo hadice",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W38,Výbuch a prasknutí jiných určených tlakových zařízení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W39,Výstřel ohňostroje,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W40,Výbuch jiných látek,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-
W41,Vystavení proudu pod vysokým tlakem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W42,Vystavení hluku,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W43,Vystavení vibracím,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W44,Cizí těleso vniklé do oka nebo okem nebo přirozeným otvorem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W45,Cizí těleso nebo předmět proniklý kůží,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
W49,Vystavení jiným a neurčeným neživotným mechanickým silám,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Vystavení životným mechanickým silám       W50 - W64,3,-,-,-,-,-,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
W50,"Zasažení, úder, kopnutí, zkroucení, kousnutí nebo poškrábání jinou osobou",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
