1980,Zemřelé ženy podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,,
MKN (1976),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,
36,Meningokové infekce,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
37,Tetanus,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,
38,Septikémie,28,1,-,-,-,-,-,-,-,-,-,2,-,-,-,1,1,-,5,3,7,3,5,
39,Aktinomykotické infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
40,Jiné bakteriální nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
41,Bakteriální infekce při onemocněních zařazených jinde nebo s blíže neurčenou lokalizací,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
42,Syndrom získaného selhání imunity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
45,Akutní dětská obrna,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
46,Pomalá virová infekce centrální nervové soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
47,Meningitis způsobené enterovirem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
48,Jiné enterovirové nemoci centrální nervové soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
49,"Jiné virové nemoci centrální nervové soustavy, nepřenášené členovci",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
50,Neštovice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
51,Kravské neštovice a paravakcinie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
52,Plané neštovice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
53,Pásový opar,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,
54,Prostý opar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
55,Spalničky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
56,Zarděnky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
57,Jiné virové nemoci s vyrážkou,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
60,Žlutá zimnice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
61,Dengue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
62,Virový zánět mozku přenášený komáry,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
63,Virový zánět mozku přenášený klíšťaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
64,Virový zánět mozku přenášený jinými nebo blíže neurčenými členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
65,Hemoragická horečka přenášená členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
66,Jiné virové nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
70,Virový zánět jater,51,-,-,-,-,-,-,1,1,1,-,1,1,-,4,2,5,2,10,10,11,1,1,
71,Vzteklina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
72,Epidemický zánět příušnic,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
73,"Ornithosis, psittacosis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
74,Specifické nemoci působené virem Coxsackie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
75,Infekční mononukleóza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
76,Trachom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
77,Jiné nemoci spojivky působené viry a chlamydiemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
78,Jiné nemoci působené viry a chlamydiemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
79,Virové infekce při onemocněních zařazených jinde nebo s blíže neurčenou lokalizací,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,2,1,-,-,
80,Epidemická skvrnivka - přenášená vešmi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
81,Jiná skvrnivka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
82,Rickettsiózy přenášené klíšťaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
83,Jiné rickettsiózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
84,Malárie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
85,Leishmaniosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
86,Trypanosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
87,Návratná horečka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
88,Jiné nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
90,Vrozená syfilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
91,Čerstvá syfilis s příznaky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
92,Čerstvá syfilis latentní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
93,Kardiovaskulární syfilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
94,Neurosyfilis,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,-,-,
95,Jiné formy pozdní syfilidy s příznaky,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,
96,Pozdní syfilid latentní,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,
97,Jiná nebo blíže neurčená syfilis,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,
98,Gonokoková onemocnění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
99,Jiné pohlavní nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
100,Leptospirosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
101,Vincentova angína,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
102,Frambézie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
103,Pinta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
104,Jiné spirochétové infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
110,Dermatophytosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
111,"Dermatomycosis, jiná nebo blíže neurčená",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
112,"Candidosis, moniliasis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
114,Coccidioidomycosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
115,Histoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
116,Blastomykotické infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
117,Jiné mykózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
118,Dermatomykózy působené potenciálně parazitárními houbami,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
120,Schistosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
121,Jiné infekce trematody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
122,"Echinococcosis, hydatidosis - měchožil",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
123,Jiné infekce cestody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
124,Trichinosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
125,Filariasis a dracontiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
126,Ankylostomiasis a necatoriasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
127,Jiné střevní helmintiázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
128,Jiné a blíže neurčené helmintiázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
129,Střevní parazitismus blíže neurčený,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
130,Toxoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
131,Trichomoniasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
132,Zavšivení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
133,Acariasis (svrab),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
134,Jiná napadení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
135,Sarcoidosis,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,
136,Jiné a blíže neoznačené infekční a parazitární nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
137,Pozdní následky tuberkulózy,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,4,9,1,5,
138,Pozdní následky akutní poliomyelitidy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
139,Pozdní následky jiných infekčních a parazitárních nemocí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,,,,,,,,,,,,,,
II,Novotvary,11 678,6,5,10,7,6,27,20,13,24,60,97,161,248,392,693,1 120,847,1 790,2 116,1 986,1 363,687,
140,Zhoubný novotvar rtu,5,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,3,-,1,
141,Zhoubný novotvar jazyka,16,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,1,-,4,2,1,3,1,
142,Zhoubný novotvar slinné žlázy,18,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,3,3,2,3,3,1,2,
143,Zhoubný novotvar dásně,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,
144,Zhoubný novotvar ústní spodiny,4,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,
145,Zhoubný novotvar jiné nebo blíže neurčené části úst,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,4,1,-,
146,Zhoubný novotvar ústní částí hltanu,14,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,2,2,2,4,-,
147,Zhoubný novotvar nosohltanu,9,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,-,1,1,1,-,2,
148,Zhoubný novotvar hypofaryngu,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,1,-,-,-,
149,"Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti rtu, ústní dutiny nebo hltanu",2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,
150,Zhoubný novotvar jícnu,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,5,7,10,11,10,7,
151,Zhoubný novotvar žaludku,1 337,-,-,-,-,-,-,-,-,-,5,1,5,12,26,40,86,72,182,295,275,225,113,
152,Zhoubný novotvar tenkého střeva včetně dvanáctníku,28,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,3,3,7,4,7,2,
153,Zhoubný novotvar tlustého střeva,965,-,-,-,-,-,-,-,-,2,1,5,7,4,22,47,74,56,141,177,220,141,68,
154,"Zhoubný novotvar konečníku, rektosigmoidálního spojení nebo řiti",697,-,-,-,-,-,-,-,-,-,1,1,4,4,26,29,56,41,122,136,141,91,45,
155,Zhoubný novotvar jater a intrahepatálních žlučových cest,303,2,-,-,-,-,-,1,-,-,5,1,4,5,2,7,25,24,68,53,53,39,14,
156,Zhoubný novotvar žlučníku a extrahepatálních žlučových cest,624,-,-,-,-,-,-,-,-,-,-,-,1,-,13,25,47,46,104,142,126,83,37,
157,Zhoubný novotvar slinivky břišní,546,-,-,-,-,-,-,1,-,-,-,-,3,4,7,22,49,45,88,134,95,67,31,
158,Zhoubný novotvar retroperitonea nebo pobřišnice,43,-,-,-,-,1,-,-,-,-,-,1,-,-,2,3,4,3,13,6,6,3,1,
159,Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti trávicího ústrojí nebo pobřišnice,331,-,-,-,-,-,-,-,-,-,-,-,1,2,2,10,12,14,42,51,81,67,49,
160,"Zhoubný novotvar nosních dutin, středního ucha nebo obličejových dutin",7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,-,3,
161,Zhoubný novotvar hrtanu,26,-,-,-,-,-,-,-,-,-,-,-,1,3,1,1,5,2,1,1,6,4,1,
162,"Zhoubný novotvar průdušnice, průdušek a plic",638,-,-,-,-,-,-,-,-,-,2,2,10,14,25,43,70,47,111,122,109,54,29,
163,Zhoubný novotvar pohrudnice,26,-,-,-,-,-,-,-,-,-,-,2,-,-,-,3,5,3,1,8,3,1,-,
164,"Zhoubný novotvar brzlíku, srdce nebo mezihrudí",9,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1,2,2,1,1,-,
165,Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti dýchacích ústrojí nebo nitrohrudn,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,1,1,-,-,
170,Zhoubný novotvar kosti nebo kloubní chrupavky,61,-,-,-,1,-,1,-,2,2,1,1,-,4,1,3,4,5,9,9,5,7,6,
171,Zhoubný novotvar pojivové nebo jiné měkké tkáně,32,-,-,-,-,-,-,-,-,1,-,1,-,3,3,1,6,1,2,7,4,1,2,
172,Zhoubný melanom kůže,127,-,-,-,-,-,-,-,-,1,-,6,13,7,8,16,11,7,16,12,15,8,7,
173,Jiný zhoubný novotvar kůže,55,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,3,-,4,5,8,10,22,
174,Zhoubný novotvar ženského prsu,1 697,-,-,-,-,-,-,-,-,-,1,15,50,61,91,156,203,150,264,256,221,147,82,
175,Zhoubný novotvar mužského prsu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
179,Zhoubný novotvar neurčené části dělohy,313,-,-,-,-,-,-,-,-,1,-,3,2,1,10,18,38,26,57,63,45,30,19,
180,Zhoubný novotvar děložního čípku,431,-,-,-,-,-,-,-,-,1,9,13,17,22,35,39,62,34,51,64,42,32,10,
181,Zhoubný novotvar lůžka - placenty,3,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,
182,Zhoubný novotvar děložního těla,260,-,-,-,-,-,-,-,-,-,-,2,-,2,6,17,25,31,47,53,43,17,17,
183,Zhoubný novotvar vaječníku nebo jiných adnex dělohy,708,-,-,-,-,1,1,-,1,-,3,7,9,29,46,77,120,70,102,115,68,48,11,
184,Zhoubný novotvar jiného nebo blíže neoznačeného ženského pohlavního orgánu,189,-,-,-,-,-,-,-,-,-,3,2,-,3,2,3,14,13,32,30,43,33,11,
185,Zhoubný novotvar předstojné žlázy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
186,Zhoubný novotvar varlete,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
187,Zhoubný novotvar pyje nebo jiného mužského pohlavního orgánu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
188,Zhoubný novotvar močového měchýře,139,-,1,-,-,-,-,-,-,-,-,-,-,-,1,5,12,6,17,27,36,28,6,
189,Zhoubný novotvar ledviny nebo jiného nebo blíže neurčeného močového orgánu,326,-,-,1,-,-,4,1,-,-,1,2,4,6,11,24,41,21,55,64,49,27,15,
190,Zhoubný novotvar oka,13,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,1,4,3,3,-,
191,Zhoubný novotvar mozku,186,1,1,2,2,-,5,2,2,5,7,11,2,11,10,24,25,11,25,23,11,4,2,
192,Zhoubný novotvar jiné nebo blíže neurčené části nervové soustavy,13,-,-,1,1,1,1,-,2,-,-,-,1,-,1,1,-,2,-,1,1,-,-,
193,Zhoubný novotvar štítné žlázy,85,-,-,-,-,-,-,-,-,-,1,1,-,4,2,3,4,12,15,16,18,6,3,
194,Zhoubný novotvar jiné žlázy s vnitřní sekrecí nebo příbuzné tkáně,13,2,-,-,-,1,-,-,-,1,-,-,-,-,1,-,1,3,2,-,-,1,1,
195,Zhoubný novotvar jiné nebo nepřesně určené lokalizace,138,-,-,1,-,-,-,2,1,-,-,-,-,7,3,4,6,13,22,20,27,23,9,
196,Sekundární nebo blíže neurčený zhoubný novotvar mízních uzlin,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,-,-,
197,Sekundární zhoubný novotvar dýchací nebo trávicí soustavy,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,
198,Sekundární zhoubný novotvar jiné určené lokalizace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
199,Zhoubný novotvar bez určení lokalizace,193,-,-,-,1,-,1,-,-,-,1,-,3,4,13,5,9,16,23,33,35,31,18,
200,Lymforarkom a retikulosarkom,81,-,-,1,-,-,2,-,-,1,1,1,5,3,-,8,7,4,14,12,14,7,1,
201,Hodgkinova nemoc,88,-,-,-,-,-,-,-,-,1,3,4,5,10,2,6,9,4,9,15,12,6,2,
202,Jiný zhoubný novotvar mízní nebo histiocytární tkáně,113,-,-,2,-,1,-,1,1,1,-,-,2,3,1,6,9,11,17,24,18,9,7,
203,Mnohočetný myelom a imunoproliferativní novotvary,119,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,12,8,30,24,21,16,2,
204,Lymfatická leukémie,178,1,1,-,-,-,6,7,-,-,2,2,1,4,2,5,12,10,28,24,40,22,11,
205,Myeloidní leukémie,141,-,1,1,1,1,3,4,3,-,9,6,8,6,3,13,15,7,16,12,20,11,1,
206,Monocytární leukémie,4,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,1,-,-,1,-,
207,Jiná určená leukémie,30,-,-,1,-,-,-,-,-,1,-,2,1,-,1,1,3,1,4,3,5,5,2,
208,Leukémie blíže neurčeného buněčného typu,63,-,1,-,-,-,1,1,-,4,-,1,-,-,1,2,6,1,8,18,13,5,1,
210,"Nezhoubný novotvar rtu, ústní dutiny a hltanu",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
211,Nezhoubný novotvar jiné části trávicí soustavy,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,
212,Nezhoubný novotvar dýchacích nebo nitrohrudních orgánů,3,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,
213,Nezhoubný novotvar kosti nebo kloubní chrupavky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
214,Lipom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
215,Jiný nezhoubný novotvar pojivové nebo jiné měkké tkáně,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
216,Nezhoubný novotvar kůže,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
217,Nezhoubný novotvar prsu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
218,Leiomyom dělohy,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,
219,Jiný nezhoubný novotvar dělohy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
220,Nezhoubný novotvar vaječníku,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,1,1,2,-,
221,Nezhoubný novotvar jiného ženského pohlavního orgánu,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,
222,Nezhoubný novotvar mužských pohlavních orgánů,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
223,Nezhoubný novotvar ledviny nebo jiného močového orgánu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
224,Nezhoubný novotvar oka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
225,Nezhoubný novotvar mozku nebo jiné části nervové soustavy,37,-,-,-,-,-,-,-,1,-,-,-,-,2,1,2,4,4,7,8,4,3,1,
226,Nezhoubný novotvar štítné žlázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
227,Nezhoubný novotvar jiné žlázy s vnitřní sekrecí nebo příbuzné tkáně,5,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,1,-,-,1,-,-,
