2001,Zemřelí muži podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny,,,,,,,,,,,,,,,,,,,,,,,
MKN (1993),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85 +
V91,Nehoda plavidla jako příčina jiného poranění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V92,"(U)tonutí a potopení v souvislosti s vodní dopravou, bez nehody plavidla",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V93,"Nehoda na palubě plavidla bez nehody plavidla, která není příčinou [u]tonutí a potopení",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V94,Jiné a neurčené nehody při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Nehody při dopravě vzduchem a vesmírným prostorem      V95 - V97,10,-,-,-,-,-,-,-,-,1,2,1,-,1,2,1,1,-,1,-,-,-,-
V95,Nehoda letounu s pohonem jako příčina zranění člena osádky,5,-,-,-,-,-,-,-,-,1,-,-,-,1,-,1,1,-,1,-,-,-,-
V96,Nehoda letounu bez pohonu jako příčina zranění člena osádky,2,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-
V97,Jiné určené nehody při dopravě vzduchem,3,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Jiné a neurčené dopravní nehody     V98 - V99,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-
V98,Jiné určené dopravní nehody,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-
V99,Neurčená dopravní nehoda,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Jiné vnější příčiny náhodných poranění     W00 - X59,1826,8,1,-,-,5,13,8,36,78,93,67,89,105,183,171,133,112,114,123,157,118,212
,,,,,,,,,,,,,,,,,,,,,,,,
,Pády       W00 - W19,757,1,-,-,-,-,-,2,8,13,11,13,13,33,46,46,25,51,55,63,105,86,186
W00,Pád na rovině na ledu a sněhu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W01,"Pád na rovině následkem uklouznutí, zakopnutí nebo klopýtnutí",202,-,-,-,-,-,-,-,-,-,1,-,-,1,5,3,2,8,15,21,33,30,83
W02,"Pád na ledních bruslích, lyžích, kolečkových bruslích nebo skateboardech",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W03,Jiné pády na rovině ze srážky s nebo strčení jinou osobou,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
W04,Pád při nesení nebo podpírání jinými osobami,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W05,Pád s invalidního vozíku,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
W06,Pád s postele,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3
W07,Pád se židle,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
W08,Pád s [týkající se] jiného nábytku,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W09,Pád s [týkající se] vybavení hřiště,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W10,Pád na schodech a stupních nebo s nich,32,-,-,-,-,-,-,1,-,-,2,-,-,3,4,3,4,4,2,2,3,2,2
W11,Pád na nebo se žebříku,24,-,-,-,-,-,-,-,-,-,-,-,-,3,-,2,1,-,3,4,3,2,6
W12,Pád na nebo s lešení,10,-,-,-,-,-,-,-,-,-,-,1,1,1,3,1,1,2,-,-,-,-,-
W13,Pád s(z)budovy nebo konstrukce nebo propadnutí,38,-,-,-,-,-,-,1,1,2,3,3,1,5,7,6,-,6,2,-,1,-,-
W14,Pád se stromu,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,1,-,-
W15,Pád se skály,8,-,-,-,-,-,-,-,2,1,1,2,-,-,-,-,-,-,-,2,-,-,-
W16,"Potopení se nebo skok do vody jako příčina jiného poranění, než je [u]tonutí nebo potopení",1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
W17,Jiný pád z jedné úrovně na druhou,28,-,-,-,-,-,-,-,1,6,1,-,2,3,4,4,2,-,1,1,1,2,-
W18,Jiný pád na rovině,10,-,-,-,-,-,-,-,-,-,1,-,-,1,-,4,-,1,1,-,1,1,-
W19,Neurčený pád,391,-,-,-,-,-,-,-,4,4,1,7,8,16,22,22,14,28,31,33,60,49,92
,,,,,,,,,,,,,,,,,,,,,,,,
,Vystavení neživotným mechanickým silám        W20 - W49,63,-,-,-,-,1,2,2,2,4,7,1,5,7,3,10,11,2,2,2,2,-,-
W20,"Udeření hozeným, vrženým nebo padajícím předmětem",24,-,-,-,-,1,2,-,1,2,3,1,3,3,2,2,2,-,2,-,-,-,-
W21,Udeření sportovním nářadím [vybavením] nabo náraz na ně,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
W22,Udeření jinými předměty nebo náraz na ně,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
W23,"Zachycení, rozdrcení, zmáčknutí nebo uskřípnutí do předmětů nebo mezi ně",6,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,3,1,-,1,-,-,-
W24,"Kontakt se zařízeními na zvedání a přenos, nezařazenými jinde",2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-
W25,Kontakt s ostrým sklem,3,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,-,-,-,-,-,-
W26,"Kontakt s nožem, mečem nebo dýkou",1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
W27,Kontakt s ručním nástrojem bez pohonu,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
W28,Kontakt se sekačkou trávy s pohonem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W29,Kontakt s jinými ručními nástroji na pohon a stroji v domácnosti,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-
W30,Kontakt se zemědělskými stroji,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W31,Kontakt s jiným  a neurčeným strojem,4,-,-,-,-,-,-,-,-,1,-,-,-,-,1,2,-,-,-,-,-,-,-
W32,"Výstřel z krátké jednoruční střelné zbraně, pistole, revolveru",7,-,-,-,-,-,-,-,-,1,1,-,1,-,-,1,1,1,-,-,1,-,-
W33,"Výstřel z pušky, brokovnice a větší ruční střelné zbraně",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
W34,Výstřel z jiných a neurčených střelných zbraní,4,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-
W35,Výbuch a prasknutí kotle,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
W36,Výbuch a prasknutí tlakové nádoby na plyn,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W37,"Výbuch a prasknutí stlačené pneumatiky, potrubí nebo hadice",1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
W38,Výbuch a prasknutí jiných určených tlakových zařízení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W39,Výstřel ohňostroje,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W40,Výbuch jiných látek,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
W41,Vystavení proudu pod vysokým tlakem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W42,Vystavení hluku,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W43,Vystavení vibracím,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W44,Cizí těleso vniklé do oka nebo okem nebo přirozeným otvorem,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-
W45,Cizí těleso nebo předmět proniklý kůží,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W49,Vystavení jiným a neurčeným neživotným mechanickým silám,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,Vystavení životným mechanickým silám       W50 - W64,4,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,2,-,-,-
W50,"Zasažení, úder, kopnutí, zkroucení, kousnutí nebo poškrábání jinou osobou",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
