1952,Zemřelí muži podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny,,,,,,,,,,,,,,,,
MKN (1948),Název,Celkem,0,1,2,3,4,5-14,15-24,25-34,35-44,45-54,55-64,65-74,75-84,85+,Nezjiš- těno
E818,Dopravní úraz motorovými vozidly při srážce se zvířaty nebo vozidly taženými zvířaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E819,Dopravní úraz motorovými vozidly při srážce s předměty pevnými nebo blíže neurčenými,10,-,-,-,1,-,1,2,1,4,1,-,-,-,-,-
E820,Dopravní úraz motorovými vozidly během sestupování a nastupování,2,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-
E821,"Dopravní úraz motorovými vozidly způsobený řidiči motocyklu, nejde-li o srážku",13,-,-,-,-,-,-,5,4,3,1,-,-,-,-,-
E822,Dopravní úraz motorovými vozidly při převrhnutí na silnici,6,-,-,-,-,-,-,-,1,4,1,-,-,-,-,-
E823,Dopravní úraz motorovými vozidly při vybočení ze silnice,3,-,-,-,-,-,-,2,-,-,1,-,-,-,-,-
E824,Jiný dopravní úraz motorovými vozidly bez srážky,11,-,-,-,-,2,1,1,4,2,-,1,-,-,-,-
E825,Dopravní úraz motorovými vozidly neurčené povahy,113,1,-,-,1,-,4,24,30,24,16,8,3,2,-,-
,,,,,,,,,,,,,,,,,
D3,Úrazy motorovými vozidly nedopravní,109,-,2,-,2,2,9,38,19,20,10,4,1,2,-,-
E830,Nedopravní úraz motorovými vozidly  způsobený chodcům,14,-,1,-,1,-,3,2,1,3,1,2,-,-,-,-
E831,Nedopravní úraz motorovými vozidly  způsobený cyklistům,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-
E832,Nedopravní úraz motorovými vozidly  způsobený řidičům nebo spolujezdcům na motocyklech,16,-,-,-,-,-,-,6,3,4,2,1,-,-,-,-
E833,"Jiný nedopravní úraz motorovými vozidly, jde-li o dvě motorová vozidla nebo několik vozidel",1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
E834,Nedopravní úraz motorovými vozidly  při nastupování a sestupování,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
E835,Nedopravní úraz motorovými vozidly  jiné nebo neurčené povahy,8,-,-,-,-,1,2,2,1,2,-,-,-,-,-,-
E836,Úraz motorovými vozidly nedopravní způsobený,67,-,1,-,1,1,2,27,14,11,6,1,1,2,-,-
,,,,,,,,,,,,,,,,,
D4,Úrazy jinými silničními vozidly,28,-,-,-,1,1,2,3,1,7,5,7,1,-,-,-
E840,Úraz způsobený chodcům vozy pouliční dopravy,2,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-
E841,"Ostatní druhy úrazu vozy pouliční dopravy , vyjma srážku s motorovým vozidlem ",1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
E842,Úraz způsobený chodcům cyklisty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E843,"Úraz způsobený cyklistům, ne však při srážce  s motorovým  vozidlem ",12,-,-,-,-,-,1,2,-,4,3,2,-,-,-,-
E844,Úraz způsobený chodcům jinými nemotorovými silničními vozidly ,3,-,-,-,1,-,1,-,1,-,-,-,-,-,-,-
E845,Jiný druh úrazu nemotorovými silničními vozidly ,10,-,-,-,-,1,-,-,-,2,2,4,1,-,-,-
,,,,,,,,,,,,,,,,,
D5,Úrazy při vodní dopravě,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
E850,Úraz cestujících na malých člunech způsobený potopením,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E851,Ostatní druhy úrazu při vodní dopravě způsobený potopením,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E852,Pád se schodů nebo žebříku při vodní dopravě,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
E853,Jiný pád do hloubky při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E854,Pád na rovině při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E855,Neoznačený pád při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E856,Úraz stroji při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E857,Jiný označený úraz při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E858,Úraz při vodní dopravě neurčené povahy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,
D6,Letecké úrazy ,26,-,-,-,-,-,-,15,6,4,1,-,-,-,-,-
E860,Úraz způsobený posádce vojenské letadla,22,-,-,-,-,-,-,14,5,3,-,-,-,-,-,-
E861,Poranění způsobené cestujícím při nehodách dopravních letadel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E862,Jiné poranění v dopravních letadlech,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
E863,Poranění způsobené cestujícím při nehodách jiných letadel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E864,Letecký úraz způsobený na letišti osobám mimo letadlo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E865,Letecký úraz způsobený jinde než na letišti osobám mimo letadlo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E866,Jiný a blíže neoznačený letecký úraz ,3,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-
,,,,,,,,,,,,,,,,,
,Náhodné otravy látkami pevnými a tekutinami,62,1,6,1,1,-,4,-,7,9,16,9,7,1,-,-
E870,Náhodná otrava morfiem a jinými deriváty opia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E871,Náhodná otrava kyselinou barbiturovou a jejími deriváty,7,-,-,-,-,-,-,-,-,2,3,1,-,1,-,-
E872,Náhodná otrava aspirinem a salicyláty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E873,Náhodná otrava bromidy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E874,Náhodná otrava jinými analgetiky a uspávacími prostředky,3,-,1,-,1,-,-,-,-,-,1,-,-,-,-,-
E875,Náhodná otrava sulfonamidy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E876,Náhodná otrava strychninem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E877,"Náhodná otrava belladonou, skopolaminem a atropinem",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E878,Náhodná otrava jinými a neurčenými léčivy,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
E879,Náhodná otrava škodlivými potravinami,3,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-
E880,Náhodná otrava alkoholem,32,-,1,-,-,-,-,-,3,3,11,7,7,-,-,-
E881,Náhodná otrava naftovými produkty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E882,Náhodná otrava průmyslovými rozpustidly,2,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-
E883,"Náhodná otrava leptavými aromatickými látkami, kyselinami a žíravinami",1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
E884,Náhodná otrava rtutí a jejími sloučeninami,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
E885,Náhodná otrava olovem a jeho sloučeninami,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E886,Náhodná otrava arsenem a antimonem a jejich sloučeninami,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E887,Náhodná otrava fluoridy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E888,Náhodná otrava jinými a neurčenými látkami pevnými a tekutými,12,-,3,1,-,-,3,-,3,1,-,1,-,-,-,-
,,,,,,,,,,,,,,,,,
,Náhodné otravy plynem a parami,100,2,1,2,2,2,4,4,16,15,17,8,18,8,1,-
E890,Náhodná otrava svítiplynem,35,1,-,-,-,-,1,-,2,4,9,6,8,4,-,-
E891,Náhodná otrava výfukovým plynem motorových vozidel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E892,Náhodná otrava jiným kysličníkem uhelnatým,58,1,1,2,2,2,2,3,13,10,7,2,8,4,1,-
E893,Náhodná otrava kyanovodíkem,4,-,-,-,-,-,1,1,-,1,1,-,-,-,-,-
E894,Náhodná otrava jinými určenými plyny a parami,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
E895,Náhodná otrava neurčenými plyny a parami,2,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
,,,,,,,,,,,,,,,,,
,Náhodné pády,287,1,3,2,2,1,13,14,11,24,30,30,49,77,30,-
E900,Pád na schodech ,8,-,-,-,-,-,-,1,-,1,-,1,1,2,2,-
E901,Pád se žebříku ,11,-,-,-,-,-,-,1,-,3,1,2,2,2,-,-
E902,Jiný pád do hloubky,114,-,3,2,2,1,8,11,8,14,19,20,12,12,2,-
E903,Pád na rovině,12,-,-,-,-,-,1,-,-,1,2,1,3,2,2,-
E904,Neurčený pád ,142,1,-,-,-,-,4,1,3,5,8,6,31,59,24,-
,,,,,,,,,,,,,,,,,
,Jiné náhodné úrazy,1721,76,42,40,29,24,137,264,259,208,253,154,104,104,27,-
E910,Náhodný úraz způsobený padajícími předměty,63,-,-,1,1,-,4,5,16,9,12,11,3,1,-,-
E911,Náhodný úraz způsobený vozidly,19,-,-,-,1,-,2,2,1,5,4,2,1,1,-,-
E912,Náhodný úraz způsobený stroji a nástroji,19,-,-,-,-,-,3,4,3,-,5,2,1,1,-,-
E913,Náhodný úraz způsobený řeznými a bodnými nástroji,9,-,-,-,-,-,1,3,2,1,-,1,-,1,-,-
E914,Náhodný úraz způsobený elektrickým proudem,75,-,-,1,-,-,8,15,15,13,20,3,-,-,-,-
E915,Náhodný úraz způsobený výbuchem parního kotle,2,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-
E916,Náhodný úraz způsobený ohněm a výbuchem hořlavých látek,50,1,2,2,2,3,2,4,13,4,6,2,3,6,-,-
E917,"Náhodný úraz způsobený vřelou substancí, leptavou tekutinou nebo parou",43,-,10,6,2,-,3,-,6,5,4,2,3,1,1,-
E918,Náhodný úraz způsobený zářením,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E919,Náhodný úraz způsobený střelnou zbraní,84,-,1,-,-,1,16,39,15,4,6,2,-,-,-,-
E920,Cizí těleso vniklé do oka a jeho adnexů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E921,Vdechnutí nebo vniknutí potravy do hrtanu a jiných cest dýchacích působící ucpání nebo udušení,48,41,3,-,-,-,-,1,-,2,-,1,-,-,-,-
E922,Vdechnutí nebo vniknutí jiných předmětů do hrtanu působící ucpání nebo udušení,15,5,-,1,-,-,1,-,2,1,1,1,1,1,1,-
E923,Cizí těleso vniklé do jiných otvorů těla,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E924,Náhodné mechanické udušení v posteli a kočárku,4,2,1,-,-,-,-,-,1,-,-,-,-,-,-,-
E925,Náhodné mechanické udušení za jiných nebo neoznačených okolností,16,1,5,1,1,-,3,-,1,1,3,-,-,-,-,-
E926,Nedostatek péče o děti ve věku do jednoho roku,21,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E927,Náhodný úraz způsobený kousnutím nebo uštknutím  jedovatými  živočichy a hmyzem,5,-,-,-,-,1,-,-,-,2,1,1,-,-,-,-
E928,Jiný náhodný úraz způsobený zvířaty,17,-,-,-,-,1,-,-,1,2,5,6,2,-,-,-
E929,Náhodné tonutí,246,-,19,22,15,14,57,49,25,7,10,15,9,4,-,-
E930,Vysoký a  nízký tlak vzduchu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E931,"Nadměrné horko, úžeh a úpal",2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E932,Nadměrný chlad,13,-,-,-,1,-,1,1,2,1,2,4,-,1,-,-
E933,"Hlad, žízeň a  jiné strádání ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E934,Přírodní katastrofa,3,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-
E935,Blesk,11,-,-,-,-,-,1,1,3,3,-,3,-,-,-,-
E936,Jiný a neurčený náhodný úraz,734,3,1,6,6,4,35,91,94,91,123,90,78,87,25,-
E937,"Úraz v dolech, v lomech",222,-,-,-,-,-,-,48,58,55,51,8,2,-,-,-
,,,,,,,,,,,,,,,,,
,Komplikace způsobené neléčebnými lékařskými zákroky,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
E940,Generalisovaná vakcína po vakcinaci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E941,Zánět mozku (encephalitis) povakcinační,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E942,Jiné komplikace očkování po neštovicích,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E943,Žloutenka a hepatitis po profylaktické injekci sera a podobné imunisaci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E944,Jiné komplikace profylaktického očkování ,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
E945,Komplikace při anestesii v případech neléčebných zákroků,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E946,Jiné komplikace způsobené neléčebnými lékařskými zákroky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,
,Léčebné  nehody a pozdní komplikace léčebných zákroků,8,2,-,-,1,-,-,2,1,1,1,-,-,-,-,-
E950,Léčebná nehoda při chirurgickém ošetření,3,-,-,-,1,-,-,-,1,1,-,-,-,-,-,-
E951,Léčebná nehoda při infusi nebo transfusi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E952,Léčebná nehoda při místní aplikaci,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E953,Léčebná nehoda při užívání léčiv a biologických látek,3,-,-,-,-,-,-,2,-,-,1,-,-,-,-,-
E954,Léčebná nehoda při anestesii,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E955,Jiná nebo blíže neurčená léčebná nehoda ,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E956,Pozdní komplikace chirurgických operací,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E957,Pozdní komplikace amputačních pahýlů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E958,Pozdní komplikace po ozařování,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E959,Pozdní komplikace jiných druhů léčení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,
,Pozdní následky otrav a úrazů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E960,Pozdní následek náhodných úrazů motorovými vozidly,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E961,Pozdní následek náhodných otrav,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E962,Pozdní následek jiných náhodných úrazů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E963,Pozdní následek sebepoškození,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E964,Pozdní následky úrazů způsobených úmyslně jinou osobou (ne ve válce),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E965,Pozdní následky úrazů vzniklých válečnými operacemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,
SE,Sebevraždy a sebepoškození,1412,-,-,-,-,-,10,136,177,252,312,230,164,111,20,-
E970,Sebevražda a sebepoškození otravou analgetiky a uspávacími prostředky,20,-,-,-,-,-,-,-,3,6,5,4,2,-,-,-
E971,Sebevražda a sebepoškození otravou jinými pevnými látkami a tekutinami,32,-,-,-,-,-,-,3,8,11,4,3,1,2,-,-
E972,Sebevražda a sebepoškození otravou plyny v domácím používání,79,-,-,-,-,-,1,7,14,18,17,10,8,4,-,-
E973,Sebevražda a sebepoškození otravou jinými plyny,3,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-
E974,Sebevražda a sebepoškození věšením a škrcením,925,-,-,-,-,-,8,60,81,163,217,163,124,89,20,-
E975,Sebevražda a sebepoškození  tonutím (utonutím),42,-,-,-,-,-,-,-,9,5,6,10,8,4,-,-
E976,Sebevražda a sebepoškození  zbraněmi a výbušninami,179,-,-,-,-,-,1,53,42,33,29,15,4,2,-,-
E977,Sebevražda a sebepoškození  nástroji řeznými a bodnými,30,-,-,-,-,-,-,2,2,4,3,10,6,3,-,-
E978,Sebevražda a sebepoškození  skokem s vysokého místa,24,-,-,-,-,-,-,-,7,1,7,3,4,2,-,-
E979,Sebevražda a sebepoškození  jinými a blíže neurčenými prostředky ,78,-,-,-,-,-,-,11,11,10,23,11,7,5,-,-
E97a,Sebevražda vlakem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,
NA,Usmrcení nebo poranění způsobená úmyslně jinou osobou (ne ve válce),156,10,2,1,1,1,11,18,42,28,23,12,2,4,1,-
E980,Úmyslné otrávení,5,-,-,-,-,-,2,1,2,-,-,-,-,-,-,-
E981,Napadení  střelnou zbraní a výbušninou,31,-,2,-,-,-,5,4,7,7,5,1,-,-,-,-
E982,Napadení  nástroji řeznými a bodnými,13,-,-,-,-,-,-,3,3,2,-,3,-,1,1,-
E983,Napadení  jinými prostředky,40,10,-,1,1,1,4,1,5,2,5,5,2,3,-,-
E984,Zranění způsobená zákrokem policie,11,-,-,-,-,-,-,2,8,1,-,-,-,-,-,-
E985,Poprava,56,-,-,-,-,-,-,7,17,16,13,3,-,-,-,-
