1990,Zemřelí muži podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,,
MKN (1976),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,
36,Meningokové infekce,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
37,Tetanus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
38,Septikémie,31,-,-,-,-,-,-,-,-,1,-,-,-,1,5,3,4,1,6,3,1,5,1,
39,Aktinomykotické infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
40,Jiné bakteriální nemoci,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,
41,Bakteriální infekce při onemocněních zařazených jinde nebo s blíže neurčenou lokalizací,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
42,Syndrom získaného selhání imunity,3,-,-,-,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-,-,-,-,
45,Akutní dětská obrna,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
46,Pomalá virová infekce centrální nervové soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
47,Meningitis způsobené enterovirem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
48,Jiné enterovirové nemoci centrální nervové soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
49,"Jiné virové nemoci centrální nervové soustavy, nepřenášené členovci",1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
50,Neštovice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
51,Kravské neštovice a paravakcinie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
52,Plané neštovice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
53,Pásový opar,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,
54,Prostý opar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
55,Spalničky,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,
56,Zarděnky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
57,Jiné virové nemoci s vyrážkou,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
60,Žlutá zimnice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
61,Dengue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
62,Virový zánět mozku přenášený komáry,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
63,Virový zánět mozku přenášený klíšťaty,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,
64,Virový zánět mozku přenášený jinými nebo blíže neurčenými členovci,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,
65,Hemoragická horečka přenášená členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
66,Jiné virové nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
70,Virový zánět jater,19,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,2,5,6,-,1,-,-,
71,Vzteklina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
72,Epidemický zánět příušnic,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,
73,"Ornithosis, psittacosis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
74,Specifické nemoci působené virem Coxsackie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
75,Infekční mononukleóza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
76,Trachom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
77,Jiné nemoci spojivky působené viry a chlamydiemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
78,Jiné nemoci působené viry a chlamydiemi,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
79,Virové infekce při onemocněních zařazených jinde nebo s blíže neurčenou lokalizací,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,
80,Epidemická skvrnivka - přenášená vešmi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
81,Jiná skvrnivka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
82,Rickettsiózy přenášené klíšťaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
83,Jiné rickettsiózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
84,Malárie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
85,Leishmaniosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
86,Trypanosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
87,Návratná horečka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
88,Jiné nemoci přenášené členovci,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,
90,Vrozená syfilis,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,
91,Čerstvá syfilis s příznaky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
92,Čerstvá syfilis latentní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
93,Kardiovaskulární syfilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
94,Neurosyfilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
95,Jiné formy pozdní syfilidy s příznaky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
96,Pozdní syfilid latentní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
97,Jiná nebo blíže neurčená syfilis,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,
98,Gonokoková onemocnění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
99,Jiné pohlavní nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
100,Leptospirosis,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,
101,Vincentova angína,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
102,Frambézie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
103,Pinta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
104,Jiné spirochétové infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
110,Dermatophytosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
111,"Dermatomycosis, jiná nebo blíže neurčená",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
112,"Candidosis, moniliasis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
114,Coccidioidomycosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
115,Histoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
116,Blastomykotické infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
117,Jiné mykózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
118,Dermatomykózy působené potenciálně parazitárními houbami,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
120,Schistosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
121,Jiné infekce trematody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
122,"Echinococcosis, hydatidosis - měchožil",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
123,Jiné infekce cestody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
124,Trichinosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
125,Filariasis a dracontiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
126,Ankylostomiasis a necatoriasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
127,Jiné střevní helmintiázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
128,Jiné a blíže neurčené helmintiázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
129,Střevní parazitismus blíže neurčený,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
130,Toxoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
131,Trichomoniasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
132,Zavšivení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
133,Acariasis (svrab),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
134,Jiná napadení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
135,Sarcoidosis,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,
136,Jiné a blíže neoznačené infekční a parazitární nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
137,Pozdní následky tuberkulózy,11,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,3,2,1,1,1,
138,Pozdní následky akutní poliomyelitidy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
139,Pozdní následky jiných infekčních a parazitárních nemocí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,,,,,,,,,,,,,,
II,Novotvary,15 904,7,5,3,9,7,27,27,41,47,49,63,188,398,673,1 024,1 655,2 418,3 001,1 783,2 455,1 457,567,
140,Zhoubný novotvar rtu,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,2,2,5,1,
141,Zhoubný novotvar jazyka,119,-,-,-,-,-,-,-,-,-,-,-,2,12,12,24,16,18,21,5,5,4,-,
142,Zhoubný novotvar slinné žlázy,26,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,2,5,3,3,4,2,2,
143,Zhoubný novotvar dásně,7,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,-,1,1,-,-,
144,Zhoubný novotvar ústní spodiny,49,-,-,-,-,-,-,-,-,-,-,-,1,5,8,8,11,10,2,1,2,1,-,
145,Zhoubný novotvar jiné nebo blíže neurčené části úst,25,-,-,-,-,-,-,-,-,-,-,-,-,1,3,3,4,4,3,2,2,2,1,
146,Zhoubný novotvar ústní částí hltanu,60,-,-,-,-,-,-,-,-,-,-,-,2,7,13,6,10,8,6,2,4,1,1,
147,Zhoubný novotvar nosohltanu,18,-,-,-,-,-,-,-,-,-,1,-,1,2,1,2,5,2,2,-,1,1,-,
148,Zhoubný novotvar hypofaryngu,43,-,-,-,-,-,-,-,-,-,-,-,2,7,6,5,5,5,8,1,3,1,-,
149,"Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti rtu, ústní dutiny nebo hltanu",14,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,3,5,3,-,-,-,
150,Zhoubný novotvar jícnu,275,-,-,-,-,-,-,-,-,1,-,-,6,11,22,25,46,53,38,12,36,21,4,
151,Zhoubný novotvar žaludku,1 261,-,-,-,-,-,-,-,-,-,3,7,10,25,37,52,103,154,232,167,247,162,62,
152,Zhoubný novotvar tenkého střeva včetně dvanáctníku,27,-,-,-,-,-,-,-,-,-,-,-,1,1,2,1,3,4,4,4,3,4,-,
153,Zhoubný novotvar tlustého střeva,1 153,-,-,-,-,-,-,-,-,-,3,2,13,14,27,63,81,157,235,141,214,132,71,
154,"Zhoubný novotvar konečníku, rektosigmoidálního spojení nebo řiti",1 141,-,-,-,-,-,-,-,-,-,2,2,6,10,44,55,103,160,184,142,231,146,56,
155,Zhoubný novotvar jater a intrahepatálních žlučových cest,481,-,-,-,1,-,-,-,-,-,-,-,7,14,22,35,42,85,102,51,73,39,10,
156,Zhoubný novotvar žlučníku a extrahepatálních žlučových cest,298,-,-,-,-,-,-,-,-,-,-,-,-,4,7,4,19,39,80,48,50,41,6,
157,Zhoubný novotvar slinivky břišní,764,-,-,-,-,-,-,-,-,-,-,1,9,24,26,51,74,149,133,85,120,72,20,
158,Zhoubný novotvar retroperitonea nebo pobřišnice,54,-,1,1,1,-,-,-,1,-,3,-,3,1,4,2,6,5,8,9,6,2,1,
159,Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti trávicího ústrojí nebo pobřišnice,160,-,-,-,-,-,-,-,-,-,-,-,2,1,2,2,10,19,22,19,35,28,20,
160,"Zhoubný novotvar nosních dutin, středního ucha nebo obličejových dutin",25,-,-,-,-,-,-,-,1,-,-,1,-,1,3,-,2,6,3,4,1,2,1,
161,Zhoubný novotvar hrtanu,319,-,-,-,-,-,-,-,-,-,-,-,8,23,30,33,41,40,60,30,32,18,4,
162,"Zhoubný novotvar průdušnice, průdušek a plic",4 979,-,-,-,-,-,-,-,-,1,-,4,34,122,247,418,678,920,1 092,530,577,257,99,
163,Zhoubný novotvar pohrudnice,37,-,-,-,-,-,-,-,-,-,-,1,2,-,3,3,6,4,11,2,3,2,-,
164,"Zhoubný novotvar brzlíku, srdce nebo mezihrudí",36,-,1,-,-,-,-,-,2,4,1,1,-,1,2,-,6,5,4,4,2,2,1,
165,Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti dýchacích ústrojí nebo nitrohrudn,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,5,-,3,-,1,
170,Zhoubný novotvar kosti nebo kloubní chrupavky,75,-,-,-,-,-,-,1,8,5,2,1,4,5,6,10,8,6,3,3,6,4,3,
171,Zhoubný novotvar pojivové nebo jiné měkké tkáně,56,1,-,-,-,-,-,2,2,1,2,2,2,2,6,3,3,7,6,1,10,2,4,
172,Zhoubný melanom kůže,170,-,-,-,-,-,-,-,-,1,1,2,8,11,17,12,22,28,22,13,15,13,5,
173,Jiný zhoubný novotvar kůže,66,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,4,2,7,6,17,14,12,
174,Zhoubný novotvar ženského prsu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
175,Zhoubný novotvar mužského prsu,16,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,4,-,4,2,2,
179,Zhoubný novotvar neurčené části dělohy,x,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-,-,-,
180,Zhoubný novotvar děložního čípku,x,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-,-,-,
181,Zhoubný novotvar lůžka - placenty,x,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-,-,-,
182,Zhoubný novotvar děložního těla,x,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-,-,-,
183,Zhoubný novotvar vaječníku nebo jiných adnex dělohy,x,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-,-,-,
184,Zhoubný novotvar jiného nebo blíže neoznačeného ženského pohlavního orgánu,x,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-,-,-,
185,Zhoubný novotvar předstojné žlázy,1 074,-,-,-,-,-,-,-,-,-,1,-,-,-,2,8,33,92,148,156,329,220,85,
186,Zhoubný novotvar varlete,57,-,-,-,-,-,-,-,2,3,14,7,9,7,2,2,3,2,3,1,1,1,-,
187,Zhoubný novotvar pyje nebo jiného mužského pohlavního orgánu,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,2,4,6,5,4,2,
188,Zhoubný novotvar močového měchýře,583,-,1,-,-,-,-,-,-,-,-,-,-,3,4,13,44,75,126,96,112,81,28,
189,Zhoubný novotvar ledviny nebo jiného nebo blíže neurčeného močového orgánu,651,-,-,-,2,-,1,-,-,1,-,3,8,17,23,65,79,119,133,64,86,33,17,
190,Zhoubný novotvar oka,19,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,2,2,5,4,3,1,-,
191,Zhoubný novotvar mozku,256,1,-,-,1,3,7,6,9,5,5,5,15,20,25,28,39,32,27,15,10,2,1,
192,Zhoubný novotvar jiné nebo blíže neurčené části nervové soustavy,16,-,-,-,1,-,1,1,-,1,-,-,2,3,-,1,1,2,1,-,1,1,-,
193,Zhoubný novotvar štítné žlázy,30,-,-,-,-,-,-,-,-,-,1,-,1,1,2,2,2,5,2,2,5,7,-,
194,Zhoubný novotvar jiné žlázy s vnitřní sekrecí nebo příbuzné tkáně,16,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,1,3,4,1,-,3,-,
195,Zhoubný novotvar jiné nebo nepřesně určené lokalizace,60,1,-,-,-,-,-,-,-,-,-,1,2,1,4,2,5,11,6,9,12,5,1,
196,Sekundární nebo blíže neurčený zhoubný novotvar mízních uzlin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
197,Sekundární zhoubný novotvar dýchací nebo trávicí soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
198,Sekundární zhoubný novotvar jiné určené lokalizace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
199,Zhoubný novotvar bez určení lokalizace,283,-,-,-,-,-,-,1,-,-,-,-,3,5,15,16,29,41,43,38,40,38,14,
200,Lymforarkom a retikulosarkom,56,-,-,-,-,-,2,-,1,3,1,-,2,4,1,2,7,10,5,9,6,3,-,
201,Hodgkinova nemoc,90,-,-,-,-,-,-,1,2,2,2,6,4,8,3,13,10,4,14,5,10,5,1,
202,Jiný zhoubný novotvar mízní nebo histiocytární tkáně,186,-,-,-,-,-,4,2,2,3,1,2,8,3,3,15,21,23,36,18,25,15,5,
203,Mnohočetný myelom a imunoproliferativní novotvary,136,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,13,29,31,19,20,13,5,
204,Lymfatická leukémie,223,-,2,1,2,3,8,10,6,2,1,2,-,1,9,7,17,23,40,20,40,22,7,
205,Myeloidní leukémie,161,1,-,-,-,-,3,-,4,8,4,8,7,7,10,6,15,22,25,10,19,7,5,
206,Monocytární leukémie,12,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,4,-,2,3,1,-,
207,Jiná určená leukémie,17,-,-,-,-,-,-,-,1,1,-,-,-,1,-,2,-,2,7,1,2,-,-,
208,Leukémie blíže neurčeného buněčného typu,62,-,-,-,-,-,1,2,-,3,1,1,2,2,4,3,9,3,9,6,7,3,6,
210,"Nezhoubný novotvar rtu, ústní dutiny a hltanu",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,
211,Nezhoubný novotvar jiné části trávicí soustavy,4,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,2,-,-,1,-,
212,Nezhoubný novotvar dýchacích nebo nitrohrudních orgánů,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,
213,Nezhoubný novotvar kosti nebo kloubní chrupavky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
214,Lipom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
215,Jiný nezhoubný novotvar pojivové nebo jiné měkké tkáně,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
216,Nezhoubný novotvar kůže,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
217,Nezhoubný novotvar prsu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
218,Leiomyom dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
219,Jiný nezhoubný novotvar dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
220,Nezhoubný novotvar vaječníku,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
221,Nezhoubný novotvar jiného ženského pohlavního orgánu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
222,Nezhoubný novotvar mužských pohlavních orgánů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
223,Nezhoubný novotvar ledviny nebo jiného močového orgánu,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,
224,Nezhoubný novotvar oka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
225,Nezhoubný novotvar mozku nebo jiné části nervové soustavy,22,-,-,-,-,-,-,-,-,1,-,-,-,5,2,1,2,2,5,2,1,1,-,
226,Nezhoubný novotvar štítné žlázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
227,Nezhoubný novotvar jiné žlázy s vnitřní sekrecí nebo příbuzné tkáně,6,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,2,-,-,-,-,
