1979,Zemřelé ženy podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,,
MKN (1976),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,
13,Tuberkulóza mozkomíšních plen a centrální nervové soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
14,"Tuberkulóza střev, pobřišnice a uzlin okruží",4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,
15,Tuberkulóza kostí a kloubů,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,-,
16,Tuberkulóza močového a pohlavního ústrojí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
17,Tuberkulóza jiných orgánů,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,2,6,-,
18,"Miliární, diseminovaná tuberkulóza",14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,3,3,3,
20,Mor,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
21,Tularémie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
22,"Uhlák, sněť slezinná",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23,Vlnivá horečka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
24,Vozhřivka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
25,Melioidosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
26,Horečka z krysího kousnutí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
27,Jiné zoonotické bakteriální nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
30,Malomocenství,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
31,Nemoci způsobené jinými mykobakteriemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
32,Záškrt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
33,Dávivý kašel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
34,Streptokoková angína a spála,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
35,Růže,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,3,1,1,-,
36,Meningokové infekce,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,
37,Tetanus,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-,2,1,-,
38,Septikémie,22,2,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,3,3,4,5,1,
39,Aktinomykotické infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
40,Jiné bakteriální nemoci,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,
41,Bakteriální infekce při onemocněních zařazených jinde nebo s blíže neurčenou lokalizací,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
42,Syndrom získaného selhání imunity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
45,Akutní dětská obrna,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
46,Pomalá virová infekce centrální nervové soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
47,Meningitis způsobené enterovirem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
48,Jiné enterovirové nemoci centrální nervové soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
49,"Jiné virové nemoci centrální nervové soustavy, nepřenášené členovci",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
50,Neštovice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
51,Kravské neštovice a paravakcinie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
52,Plané neštovice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
53,Pásový opar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
54,Prostý opar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
55,Spalničky,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
56,Zarděnky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
57,Jiné virové nemoci s vyrážkou,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
60,Žlutá zimnice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
61,Dengue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
62,Virový zánět mozku přenášený komáry,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
63,Virový zánět mozku přenášený klíšťaty,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,
64,Virový zánět mozku přenášený jinými nebo blíže neurčenými členovci,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,
65,Hemoragická horečka přenášená členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
66,Jiné virové nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
70,Virový zánět jater,59,1,-,-,-,-,2,-,-,3,1,3,1,1,2,5,4,3,9,6,13,4,1,
71,Vzteklina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
72,Epidemický zánět příušnic,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,
73,"Ornithosis, psittacosis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
74,Specifické nemoci působené virem Coxsackie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
75,Infekční mononukleóza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
76,Trachom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
77,Jiné nemoci spojivky působené viry a chlamydiemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
78,Jiné nemoci působené viry a chlamydiemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
79,Virové infekce při onemocněních zařazených jinde nebo s blíže neurčenou lokalizací,6,2,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,2,
80,Epidemická skvrnivka - přenášená vešmi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
81,Jiná skvrnivka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
82,Rickettsiózy přenášené klíšťaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
83,Jiné rickettsiózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
84,Malárie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
85,Leishmaniosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
86,Trypanosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
87,Návratná horečka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
88,Jiné nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
90,Vrozená syfilis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,
91,Čerstvá syfilis s příznaky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
92,Čerstvá syfilis latentní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
93,Kardiovaskulární syfilis,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,
94,Neurosyfilis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,
95,Jiné formy pozdní syfilidy s příznaky,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,
96,Pozdní syfilid latentní,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,
97,Jiná nebo blíže neurčená syfilis,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,
98,Gonokoková onemocnění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
99,Jiné pohlavní nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
100,Leptospirosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
101,Vincentova angína,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
102,Frambézie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
103,Pinta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
104,Jiné spirochétové infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
110,Dermatophytosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
111,"Dermatomycosis, jiná nebo blíže neurčená",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
112,"Candidosis, moniliasis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
114,Coccidioidomycosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
115,Histoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
116,Blastomykotické infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
117,Jiné mykózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
118,Dermatomykózy působené potenciálně parazitárními houbami,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
120,Schistosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
121,Jiné infekce trematody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
122,"Echinococcosis, hydatidosis - měchožil",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
123,Jiné infekce cestody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
124,Trichinosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
125,Filariasis a dracontiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
126,Ankylostomiasis a necatoriasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
127,Jiné střevní helmintiázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
128,Jiné a blíže neurčené helmintiázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
129,Střevní parazitismus blíže neurčený,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
130,Toxoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
131,Trichomoniasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
132,Zavšivení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
133,Acariasis (svrab),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
134,Jiná napadení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
135,Sarcoidosis,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,
136,Jiné a blíže neoznačené infekční a parazitární nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
137,Pozdní následky tuberkulózy,12,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,2,-,1,2,2,
138,Pozdní následky akutní poliomyelitidy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
139,Pozdní následky jiných infekčních a parazitárních nemocí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,,,,,,,,,,,,,,
II,Novotvary,11 533,5,7,7,9,5,26,13,12,31,55,104,138,220,417,740,1 096,886,1 777,2 101,1 953,1 291,640,
140,Zhoubný novotvar rtu,11,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,4,2,3,
141,Zhoubný novotvar jazyka,21,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,2,3,3,1,4,2,4,
142,Zhoubný novotvar slinné žlázy,10,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,1,2,3,1,-,
143,Zhoubný novotvar dásně,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,-,
144,Zhoubný novotvar ústní spodiny,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,1,-,
145,Zhoubný novotvar jiné nebo blíže neurčené části úst,5,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,-,-,
146,Zhoubný novotvar ústní částí hltanu,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,2,1,1,
147,Zhoubný novotvar nosohltanu,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,-,-,
148,Zhoubný novotvar hypofaryngu,4,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,-,-,-,-,-,
149,"Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti rtu, ústní dutiny nebo hltanu",6,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,2,-,1,-,
150,Zhoubný novotvar jícnu,54,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,4,4,4,9,11,11,6,
151,Zhoubný novotvar žaludku,1 335,-,-,-,-,-,-,-,-,-,3,11,7,15,24,40,58,89,180,284,300,206,118,
152,Zhoubný novotvar tenkého střeva včetně dvanáctníku,29,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,-,3,3,8,6,3,2,
153,Zhoubný novotvar tlustého střeva,818,-,-,-,-,-,-,-,-,1,-,3,8,9,12,39,60,61,130,165,158,110,62,
154,"Zhoubný novotvar konečníku, rektosigmoidálního spojení nebo řiti",714,-,-,-,-,-,-,-,-,-,-,2,2,11,17,37,72,50,113,162,115,97,36,
155,Zhoubný novotvar jater a intrahepatálních žlučových cest,305,-,-,-,1,-,-,1,-,-,1,3,1,2,12,12,24,37,45,54,62,33,17,
156,Zhoubný novotvar žlučníku a extrahepatálních žlučových cest,648,-,-,-,-,-,-,-,-,-,-,-,2,3,17,31,44,42,120,144,127,85,33,
157,Zhoubný novotvar slinivky břišní,553,1,-,-,-,-,-,-,-,-,1,-,1,7,7,31,53,35,80,117,134,73,13,
158,Zhoubný novotvar retroperitonea nebo pobřišnice,56,-,-,-,-,-,1,-,-,-,-,-,-,1,1,4,8,8,9,10,8,4,2,
159,Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti trávicího ústrojí nebo pobřišnice,296,-,-,-,-,-,-,-,-,-,1,-,-,-,3,3,16,15,43,52,69,50,44,
160,"Zhoubný novotvar nosních dutin, středního ucha nebo obličejových dutin",17,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,1,4,2,3,-,3,
161,Zhoubný novotvar hrtanu,16,-,-,-,-,-,-,-,-,-,1,-,-,1,-,3,1,2,1,3,3,-,1,
162,"Zhoubný novotvar průdušnice, průdušek a plic",639,-,-,-,1,-,-,-,-,1,1,2,7,11,23,47,73,44,113,125,102,66,23,
163,Zhoubný novotvar pohrudnice,25,-,-,-,-,-,-,-,-,-,-,1,2,-,1,5,3,1,5,-,2,3,2,
164,"Zhoubný novotvar brzlíku, srdce nebo mezihrudí",24,-,-,-,-,-,-,-,-,-,-,1,1,1,2,1,5,2,1,3,5,-,2,
165,Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti dýchacích ústrojí nebo nitrohrudn,8,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,2,-,2,1,
170,Zhoubný novotvar kosti nebo kloubní chrupavky,72,-,-,-,1,-,-,2,-,2,1,3,-,1,2,4,8,6,5,13,14,5,5,
171,Zhoubný novotvar pojivové nebo jiné měkké tkáně,45,-,-,1,-,1,2,-,-,-,2,2,1,1,2,7,5,1,5,2,8,5,-,
172,Zhoubný melanom kůže,111,-,-,-,-,-,-,-,1,1,1,7,7,4,5,15,14,7,14,8,12,9,6,
173,Jiný zhoubný novotvar kůže,64,-,-,-,-,-,-,-,-,-,2,-,1,-,3,1,2,2,6,13,4,13,17,
174,Zhoubný novotvar ženského prsu,1 769,-,-,-,-,-,-,-,-,-,6,17,32,61,122,179,219,150,277,254,200,164,88,
175,Zhoubný novotvar mužského prsu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
179,Zhoubný novotvar neurčené části dělohy,237,-,-,-,-,-,-,-,-,2,-,3,1,2,6,14,26,22,41,39,42,25,14,
180,Zhoubný novotvar děložního čípku,412,-,-,-,-,-,-,-,-,2,4,8,21,28,23,37,52,37,64,52,45,27,12,
181,Zhoubný novotvar lůžka - placenty,2,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,
182,Zhoubný novotvar děložního těla,318,-,-,-,-,-,-,-,-,-,1,4,4,5,4,26,46,25,61,50,45,30,17,
183,Zhoubný novotvar vaječníku nebo jiných adnex dělohy,699,-,-,-,-,-,-,-,1,5,4,7,5,20,55,85,94,68,115,108,86,38,8,
184,Zhoubný novotvar jiného nebo blíže neoznačeného ženského pohlavního orgánu,162,-,-,-,-,-,-,-,-,-,-,-,2,3,2,6,10,10,34,36,31,18,10,
185,Zhoubný novotvar předstojné žlázy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
186,Zhoubný novotvar varlete,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
187,Zhoubný novotvar pyje nebo jiného mužského pohlavního orgánu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
188,Zhoubný novotvar močového měchýře,130,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,9,6,21,31,30,18,9,
189,Zhoubný novotvar ledviny nebo jiného nebo blíže neurčeného močového orgánu,302,-,-,-,1,-,1,-,-,1,2,5,2,2,9,14,44,25,59,66,49,13,9,
190,Zhoubný novotvar oka,12,-,-,1,-,-,-,-,-,-,-,-,1,-,-,1,-,1,1,2,-,4,1,
191,Zhoubný novotvar mozku,178,2,2,1,-,2,6,3,3,2,1,7,10,6,9,21,29,15,30,18,4,5,2,
192,Zhoubný novotvar jiné nebo blíže neurčené části nervové soustavy,13,-,-,-,-,-,1,-,-,1,1,-,1,-,1,-,1,2,1,-,1,-,3,
193,Zhoubný novotvar štítné žlázy,95,-,-,-,-,-,-,-,-,-,-,-,-,-,3,7,7,6,14,21,20,11,6,
194,Zhoubný novotvar jiné žlázy s vnitřní sekrecí nebo příbuzné tkáně,11,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,2,2,1,3,1,-,
195,Zhoubný novotvar jiné nebo nepřesně určené lokalizace,135,-,-,-,-,-,1,1,-,2,1,2,1,-,3,1,7,10,15,25,29,25,12,
196,Sekundární nebo blíže neurčený zhoubný novotvar mízních uzlin,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,
197,Sekundární zhoubný novotvar dýchací nebo trávicí soustavy,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,1,-,
198,Sekundární zhoubný novotvar jiné určené lokalizace,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,
199,Zhoubný novotvar bez určení lokalizace,194,1,1,-,1,-,-,-,-,-,1,1,2,2,2,13,17,16,21,32,48,26,10,
200,Lymforarkom a retikulosarkom,86,-,-,-,-,-,1,1,1,-,2,-,2,3,1,6,7,9,11,19,14,7,2,
201,Hodgkinova nemoc,103,-,-,-,-,-,-,-,1,5,2,5,2,2,2,4,6,7,12,24,15,12,4,
202,Jiný zhoubný novotvar mízní nebo histiocytární tkáně,91,-,-,-,-,-,-,-,-,-,2,4,1,2,5,2,8,6,16,16,15,9,5,
203,Mnohočetný myelom a imunoproliferativní novotvary,133,-,-,-,-,-,-,-,-,-,-,-,-,2,6,5,16,10,30,30,21,11,2,
204,Lymfatická leukémie,170,-,1,2,3,-,9,1,2,1,-,-,2,4,4,7,10,12,20,28,31,24,9,
205,Myeloidní leukémie,133,1,-,-,1,1,-,-,2,2,5,4,4,1,11,6,17,12,19,23,16,7,1,
206,Monocytární leukémie,5,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,1,-,-,1,
207,Jiná určená leukémie,42,-,1,-,-,-,2,-,1,1,1,1,2,1,1,1,4,5,4,4,8,2,3,
208,Leukémie blíže neurčeného buněčného typu,46,-,-,2,-,-,2,1,-,1,1,-,-,-,-,3,-,4,11,8,7,4,2,
210,"Nezhoubný novotvar rtu, ústní dutiny a hltanu",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
211,Nezhoubný novotvar jiné části trávicí soustavy,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,3,1,
212,Nezhoubný novotvar dýchacích nebo nitrohrudních orgánů,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,1,-,
213,Nezhoubný novotvar kosti nebo kloubní chrupavky,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,
214,Lipom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
215,Jiný nezhoubný novotvar pojivové nebo jiné měkké tkáně,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
216,Nezhoubný novotvar kůže,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
217,Nezhoubný novotvar prsu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
218,Leiomyom dělohy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
219,Jiný nezhoubný novotvar dělohy,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,
220,Nezhoubný novotvar vaječníku,10,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,2,3,2,1,-,
221,Nezhoubný novotvar jiného ženského pohlavního orgánu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
222,Nezhoubný novotvar mužských pohlavních orgánů,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
223,Nezhoubný novotvar ledviny nebo jiného močového orgánu,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,
224,Nezhoubný novotvar oka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
225,Nezhoubný novotvar mozku nebo jiné části nervové soustavy,37,-,-,-,-,-,-,-,-,-,1,-,-,-,2,3,2,5,3,6,8,5,2,
226,Nezhoubný novotvar štítné žlázy,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,
227,Nezhoubný novotvar jiné žlázy s vnitřní sekrecí nebo příbuzné tkáně,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-,-,-,
