1955,Zemřelí muži podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny,,,,,,,,,,,,,,,,
MKN (1948),Název,Celkem,0,1,2,3,4,5-14,15-24,25-34,35-44,45-54,55-64,65-74,75-84,85+,Nezjiš- těno
E865,Letecký úraz způsobený jinde než na letišti osobám mimo letadlo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E866,Jiný a blíže neoznačený letecký úraz ,4,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,
,Náhodné otravy látkami pevnými a tekutinami,75,1,-,-,1,-,1,4,12,12,21,17,4,1,1,-
E870,Náhodná otrava morfiem a jinými deriváty opia,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
E871,Náhodná otrava kyselinou barbiturovou a jejími deriváty,6,-,-,-,-,-,-,1,2,-,2,-,1,-,-,-
E872,Náhodná otrava aspirinem a salicyláty,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E873,Náhodná otrava bromidy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E874,Náhodná otrava jinými analgetiky a uspávacími prostředky,5,-,-,-,1,-,-,-,1,2,1,-,-,-,-,-
E875,Náhodná otrava sulfonamidy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E876,Náhodná otrava strychninem,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
E877,"Náhodná otrava belladonou, skopolaminem a atropinem",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E878,Náhodná otrava jinými a neurčenými léčivy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E879,Náhodná otrava škodlivými potravinami,4,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-
E880,Náhodná otrava alkoholem,46,-,-,-,-,-,-,1,5,9,15,11,3,1,1,-
E881,Náhodná otrava naftovými produkty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E882,Náhodná otrava průmyslovými rozpustidly,3,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-
E883,"Náhodná otrava leptavými aromatickými látkami, kyselinami a žíravinami",2,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
E884,Náhodná otrava rtutí a jejími sloučeninami,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E885,Náhodná otrava olovem a jeho sloučeninami,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
E886,Náhodná otrava arsenem a antimonem a jejich sloučeninami,2,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
E887,Náhodná otrava fluoridy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E888,Náhodná otrava jinými a neurčenými látkami pevnými a tekutými,3,-,-,-,-,-,-,1,1,-,-,1,-,-,-,-
,,,,,,,,,,,,,,,,,
,Náhodné otravy plynem a parami,97,-,2,1,-,2,5,7,23,10,10,12,13,10,2,-
E890,Náhodná otrava svítiplynem,30,-,1,1,-,1,2,1,7,4,4,6,1,2,-,-
E891,Náhodná otrava výfukovým plynem motorových vozidel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E892,Náhodná otrava jiným kysličníkem uhelnatým,63,-,1,-,-,1,3,3,16,6,6,6,11,8,2,-
E893,Náhodná otrava kyanovodíkem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E894,Náhodná otrava jinými určenými plyny a parami,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
E895,Náhodná otrava neurčenými plyny a parami,3,-,-,-,-,-,-,2,-,-,-,-,1,-,-,-
,,,,,,,,,,,,,,,,,
,Náhodné pády,489,2,2,-,5,1,12,25,28,23,53,64,71,139,64,-
E900,Pád na schodech ,22,-,-,-,1,-,1,1,2,-,3,3,7,4,-,-
E901,Pád se žebříku ,14,-,-,-,-,-,-,-,1,1,3,7,-,1,1,-
E902,Jiný pád do hloubky,177,2,2,-,4,-,10,22,19,16,32,28,21,19,2,-
E903,Pád na rovině,46,-,-,-,-,-,-,-,2,1,2,8,5,19,9,-
E904,Neurčený pád ,230,-,-,-,-,1,1,2,4,5,13,18,38,96,52,-
,,,,,,,,,,,,,,,,,
,Jiné náhodné úrazy,1358,116,30,34,25,17,156,194,180,113,191,133,92,62,15,-
E910,Náhodný úraz způsobený padajícími předměty,78,1,-,-,2,-,11,8,14,5,17,14,4,2,-,-
E911,Náhodný úraz způsobený vozidly,39,-,-,-,1,1,4,1,-,4,9,9,8,2,-,-
E912,Náhodný úraz způsobený stroji a nástroji,37,-,-,-,-,-,6,4,8,5,11,1,2,-,-,-
E913,Náhodný úraz způsobený řeznými a bodnými nástroji,9,-,-,1,-,-,1,-,1,-,3,-,2,1,-,-
E914,Náhodný úraz způsobený elektrickým proudem,77,-,-,1,1,1,4,23,19,10,10,5,2,-,1,-
E915,Náhodný úraz způsobený výbuchem parního kotle,3,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-
E916,Náhodný úraz způsobený ohněm a výbuchem hořlavých látek,50,-,-,1,2,2,3,9,9,3,5,4,6,4,2,-
E917,"Náhodný úraz způsobený vřelou substancí, leptavou tekutinou nebo parou",33,2,3,4,2,4,2,1,1,1,3,3,3,3,1,-
E918,Náhodný úraz způsobený zářením,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E919,Náhodný úraz způsobený střelnou zbraní,70,-,-,-,-,-,16,22,12,3,7,4,3,3,-,-
E920,Cizí těleso vniklé do oka a jeho adnexů,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
E921,Vdechnutí nebo vniknutí potravy do hrtanu a jiných cest dýchacích působící ucpání nebo udušení,128,100,7,3,1,1,2,1,1,3,4,2,1,2,-,-
E922,Vdechnutí nebo vniknutí jiných předmětů do hrtanu působící ucpání nebo udušení,12,-,1,2,1,-,1,-,1,-,-,3,2,1,-,-
E923,Cizí těleso vniklé do jiných otvorů těla,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E924,Náhodné mechanické udušení v posteli a kočárku,9,7,1,-,1,-,-,-,-,-,-,-,-,-,-,-
E925,Náhodné mechanické udušení za jiných nebo neoznačených okolností,16,2,1,1,-,-,3,2,2,2,2,-,1,-,-,-
E926,Nedostatek péče o děti ve věku do jednoho roku,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E927,Náhodný úraz způsobený kousnutím nebo uštknutím  jedovatými  živočichy a hmyzem,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
E928,Jiný náhodný úraz způsobený zvířaty,25,-,-,-,-,-,1,3,1,3,2,10,4,1,-,-
E929,Náhodné tonutí,279,-,15,21,13,5,87,45,24,14,14,15,11,12,3,-
E930,Vysoký a  nízký tlak vzduchu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E931,"Nadměrné horko, úžeh a úpal",2,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-
E932,Nadměrný chlad,9,-,-,-,-,-,-,1,-,2,2,-,1,2,1,-
E933,"Hlad, žízeň a  jiné strádání ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E934,Přírodní katastrofa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E935,Blesk,27,-,-,-,-,-,-,7,3,5,4,5,2,1,-,-
E936,Jiný a neurčený náhodný úraz,244,1,-,-,1,3,14,30,27,18,41,36,39,27,7,-
E937,"Úraz v dolech, v lomech",206,-,1,-,-,-,1,36,56,35,55,21,-,1,-,-
,,,,,,,,,,,,,,,,,
,Komplikace způsobené neléčebnými lékařskými zákroky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E940,Generalisovaná vakcína po vakcinaci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E941,Zánět mozku (encephalitis) povakcinační,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E942,Jiné komplikace očkování po neštovicích,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E943,Žloutenka a hepatitis po profylaktické injekci sera a podobné imunisaci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E944,Jiné komplikace profylaktického očkování ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E945,Komplikace při anestesii v případech neléčebných zákroků,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E946,Jiné komplikace způsobené neléčebnými lékařskými zákroky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,
,Léčebné  nehody a pozdní komplikace léčebných zákroků,7,-,-,-,-,1,-,2,1,2,-,1,-,-,-,-
E950,Léčebná nehoda při chirurgickém ošetření,3,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-
E951,Léčebná nehoda při infusi nebo transfusi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E952,Léčebná nehoda při místní aplikaci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E953,Léčebná nehoda při užívání léčiv a biologických látek,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
E954,Léčebná nehoda při anestesii,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
E955,Jiná nebo blíže neurčená léčebná nehoda ,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
E956,Pozdní komplikace chirurgických operací,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E957,Pozdní komplikace amputačních pahýlů,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
E958,Pozdní komplikace po ozařování,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E959,Pozdní komplikace jiných druhů léčení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,
,Pozdní následky otrav a úrazů,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
E960,Pozdní následek náhodných úrazů motorovými vozidly,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E961,Pozdní následek náhodných otrav,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E962,Pozdní následek jiných náhodných úrazů,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
E963,Pozdní následek sebepoškození,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E964,Pozdní následky úrazů způsobených úmyslně jinou osobou (ne ve válce),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E965,Pozdní následky úrazů vzniklých válečnými operacemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,
SE,Sebevraždy a sebepoškození,1547,-,-,-,-,-,1,114,214,241,380,273,178,133,12,1
E970,Sebevražda a sebepoškození otravou analgetiky a uspávacími prostředky,16,-,-,-,-,-,-,2,4,3,5,1,1,-,-,-
E971,Sebevražda a sebepoškození otravou jinými pevnými látkami a tekutinami,43,-,-,-,-,-,-,2,7,12,16,3,2,1,-,-
E972,Sebevražda a sebepoškození otravou plyny v domácím používání,104,-,-,-,-,-,-,8,20,19,23,13,10,11,-,-
E973,Sebevražda a sebepoškození otravou jinými plyny,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
E974,Sebevražda a sebepoškození věšením a škrcením,996,-,-,-,-,-,-,36,106,160,253,201,127,102,11,-
E975,Sebevražda a sebepoškození  tonutím (utonutím),59,-,-,-,-,-,1,1,7,5,17,11,9,6,1,1
E976,Sebevražda a sebepoškození  zbraněmi a výbušninami,173,-,-,-,-,-,-,51,41,25,29,18,8,1,-,-
E977,Sebevražda a sebepoškození  nástroji řeznými a bodnými,30,-,-,-,-,-,-,2,2,2,3,11,7,3,-,-
E978,Sebevražda a sebepoškození  skokem s vysokého místa,48,-,-,-,-,-,-,2,7,8,11,7,10,3,-,-
E979,Sebevražda a sebepoškození  jinými a blíže neurčenými prostředky ,77,-,-,-,-,-,-,10,20,7,22,8,4,6,-,-
E97a,Sebevražda vlakem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,
NA,Usmrcení nebo poranění způsobená úmyslně jinou osobou (ne ve válce),69,6,1,1,2,-,7,13,10,10,9,7,1,2,-,-
E980,Úmyslné otrávení,2,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
E981,Napadení  střelnou zbraní a výbušninou,14,-,1,-,1,-,-,5,4,1,-,2,-,-,-,-
E982,Napadení  nástroji řeznými a bodnými,17,1,-,1,-,-,1,2,3,2,4,1,1,1,-,-
E983,Napadení  jinými prostředky,33,5,-,-,1,-,5,4,2,6,5,4,-,1,-,-
E984,Zranění způsobená zákrokem policie,3,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-
E985,Poprava,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
