1979,Zemřelí muži podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,,
MKN (1976),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,
74,Specifické nemoci působené virem Coxsackie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
75,Infekční mononukleóza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
76,Trachom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
77,Jiné nemoci spojivky působené viry a chlamydiemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
78,Jiné nemoci působené viry a chlamydiemi,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
79,Virové infekce při onemocněních zařazených jinde nebo s blíže neurčenou lokalizací,5,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,
80,Epidemická skvrnivka - přenášená vešmi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
81,Jiná skvrnivka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
82,Rickettsiózy přenášené klíšťaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
83,Jiné rickettsiózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
84,Malárie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
85,Leishmaniosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
86,Trypanosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
87,Návratná horečka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
88,Jiné nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
90,Vrozená syfilis,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,
91,Čerstvá syfilis s příznaky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
92,Čerstvá syfilis latentní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
93,Kardiovaskulární syfilis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,
94,Neurosyfilis,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,1,-,
95,Jiné formy pozdní syfilidy s příznaky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
96,Pozdní syfilid latentní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
97,Jiná nebo blíže neurčená syfilis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,
98,Gonokoková onemocnění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
99,Jiné pohlavní nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
100,Leptospirosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
101,Vincentova angína,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
102,Frambézie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
103,Pinta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
104,Jiné spirochétové infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
110,Dermatophytosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
111,"Dermatomycosis, jiná nebo blíže neurčená",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
112,"Candidosis, moniliasis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
114,Coccidioidomycosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
115,Histoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
116,Blastomykotické infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
117,Jiné mykózy,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,
118,Dermatomykózy působené potenciálně parazitárními houbami,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
120,Schistosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
121,Jiné infekce trematody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
122,"Echinococcosis, hydatidosis - měchožil",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
123,Jiné infekce cestody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
124,Trichinosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
125,Filariasis a dracontiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
126,Ankylostomiasis a necatoriasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
127,Jiné střevní helmintiázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
128,Jiné a blíže neurčené helmintiázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
129,Střevní parazitismus blíže neurčený,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
130,Toxoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
131,Trichomoniasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
132,Zavšivení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
133,Acariasis (svrab),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
134,Jiná napadení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
135,Sarcoidosis,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,
136,Jiné a blíže neoznačené infekční a parazitární nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
137,Pozdní následky tuberkulózy,42,-,-,-,-,-,-,-,-,-,-,-,-,1,-,4,4,3,6,13,7,3,1,
138,Pozdní následky akutní poliomyelitidy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
139,Pozdní následky jiných infekčních a parazitárních nemocí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,,,,,,,,,,,,,,
II,Novotvary,15 078,12,6,14,10,5,43,25,28,39,64,112,165,238,543,1 069,1 755,1 356,2 825,2 974,2 379,1 079,337,
140,Zhoubný novotvar rtu,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,2,2,-,6,1,
141,Zhoubný novotvar jazyka,67,-,-,-,-,-,-,-,-,-,1,1,2,1,8,8,11,4,7,8,8,4,4,
142,Zhoubný novotvar slinné žlázy,35,-,-,-,-,-,-,-,-,-,-,-,1,-,-,5,6,2,5,5,5,3,3,
143,Zhoubný novotvar dásně,5,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,1,1,1,-,-,-,-,
144,Zhoubný novotvar ústní spodiny,13,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,2,2,3,2,1,-,-,
145,Zhoubný novotvar jiné nebo blíže neurčené části úst,10,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,1,1,2,-,1,1,
146,Zhoubný novotvar ústní částí hltanu,41,-,-,-,-,-,-,-,-,-,-,-,1,1,6,6,4,4,8,6,2,2,1,
147,Zhoubný novotvar nosohltanu,20,-,-,-,-,-,-,-,1,-,-,1,-,-,2,3,1,1,6,2,1,2,-,
148,Zhoubný novotvar hypofaryngu,25,-,-,-,-,-,-,-,-,-,-,-,-,-,5,7,2,1,3,5,2,-,-,
149,"Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti rtu, ústní dutiny nebo hltanu",16,-,-,-,-,-,-,-,-,-,-,-,-,1,-,4,3,3,1,2,2,-,-,
150,Zhoubný novotvar jícnu,196,-,-,-,-,-,-,-,-,-,-,1,2,7,6,21,34,13,28,34,32,13,5,
151,Zhoubný novotvar žaludku,1 779,-,-,-,-,-,-,-,-,-,1,4,16,18,46,100,145,168,355,408,304,157,57,
152,Zhoubný novotvar tenkého střeva včetně dvanáctníku,39,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,6,7,4,7,5,2,3,
153,Zhoubný novotvar tlustého střeva,871,-,-,-,-,-,-,-,-,2,2,7,7,15,30,38,82,66,175,196,152,75,24,
154,"Zhoubný novotvar konečníku, rektosigmoidálního spojení nebo řiti",990,-,-,-,-,-,-,-,-,2,3,4,9,17,27,49,115,92,181,199,179,84,29,
155,Zhoubný novotvar jater a intrahepatálních žlučových cest,447,-,-,-,-,-,-,-,-,1,1,3,2,7,19,43,71,62,77,75,57,21,8,
156,Zhoubný novotvar žlučníku a extrahepatálních žlučových cest,268,-,-,-,-,-,-,-,-,-,-,-,2,3,5,5,30,28,56,65,45,21,8,
157,Zhoubný novotvar slinivky břišní,637,-,-,-,-,-,1,-,-,2,1,2,7,14,18,53,98,63,127,125,83,38,5,
158,Zhoubný novotvar retroperitonea nebo pobřišnice,39,-,-,-,-,-,1,1,-,-,2,1,1,1,2,7,1,3,8,7,3,1,-,
159,Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti trávicího ústrojí nebo pobřišnice,198,-,-,-,-,-,-,-,2,-,1,-,3,2,2,6,13,15,36,41,45,21,11,
160,"Zhoubný novotvar nosních dutin, středního ucha nebo obličejových dutin",19,-,-,-,-,-,-,-,1,-,-,-,-,-,2,3,3,-,2,3,4,-,1,
161,Zhoubný novotvar hrtanu,253,-,1,-,-,-,-,-,-,-,-,-,3,10,10,34,37,15,46,48,29,18,2,
162,"Zhoubný novotvar průdušnice, průdušek a plic",4 987,-,-,-,-,-,-,1,-,3,4,14,26,65,218,423,679,488,1 016,964,742,273,71,
163,Zhoubný novotvar pohrudnice,32,-,-,-,-,-,-,-,1,-,-,-,-,-,2,2,1,6,9,7,1,3,-,
164,"Zhoubný novotvar brzlíku, srdce nebo mezihrudí",45,-,-,1,-,-,-,1,-,1,1,-,1,1,1,4,7,2,6,7,8,2,2,
165,Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti dýchacích ústrojí nebo nitrohrudn,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,3,3,2,-,
170,Zhoubný novotvar kosti nebo kloubní chrupavky,96,-,1,-,-,-,3,1,5,3,-,4,4,3,2,6,15,8,20,7,9,5,-,
171,Zhoubný novotvar pojivové nebo jiné měkké tkáně,49,1,-,-,-,-,-,1,-,1,1,3,7,3,3,3,5,4,6,5,4,2,-,
172,Zhoubný melanom kůže,133,-,-,-,-,-,-,-,-,-,4,10,8,9,3,17,16,11,13,17,10,4,11,
173,Jiný zhoubný novotvar kůže,48,-,-,-,-,-,-,-,1,-,-,1,-,1,1,-,5,1,5,9,9,7,8,
174,Zhoubný novotvar ženského prsu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
175,Zhoubný novotvar mužského prsu,10,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,2,3,1,2,-,-,
179,Zhoubný novotvar neurčené části dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
180,Zhoubný novotvar děložního čípku,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
181,Zhoubný novotvar lůžka - placenty,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
182,Zhoubný novotvar děložního těla,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
183,Zhoubný novotvar vaječníku nebo jiných adnex dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
184,Zhoubný novotvar jiného nebo blíže neoznačeného ženského pohlavního orgánu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
185,Zhoubný novotvar předstojné žlázy,885,-,-,-,-,-,-,-,-,-,-,-,-,1,4,15,27,52,153,224,242,124,43,
186,Zhoubný novotvar varlete,62,-,-,-,-,-,-,-,1,14,15,8,9,3,-,4,1,2,2,-,1,2,-,
187,Zhoubný novotvar pyje nebo jiného mužského pohlavního orgánu,21,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,2,-,5,3,3,3,2,
188,Zhoubný novotvar močového měchýře,490,-,-,-,-,-,-,-,-,-,-,-,1,2,13,14,48,45,83,101,113,55,15,
189,Zhoubný novotvar ledviny nebo jiného nebo blíže neurčeného močového orgánu,519,-,1,2,-,-,2,-,-,-,-,2,4,12,28,56,82,47,105,80,64,32,2,
190,Zhoubný novotvar oka,15,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,1,1,6,2,2,1,-,
191,Zhoubný novotvar mozku,222,2,1,3,4,-,9,7,3,3,4,11,10,10,21,28,40,21,19,12,11,3,-,
192,Zhoubný novotvar jiné nebo blíže neurčené části nervové soustavy,16,1,-,2,-,-,-,-,-,-,1,2,-,-,3,1,1,-,1,3,1,-,-,
193,Zhoubný novotvar štítné žlázy,32,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,5,2,7,6,8,2,-,
194,Zhoubný novotvar jiné žlázy s vnitřní sekrecí nebo příbuzné tkáně,18,1,-,-,-,-,-,-,2,-,-,1,1,1,-,2,2,1,1,5,-,1,-,
195,Zhoubný novotvar jiné nebo nepřesně určené lokalizace,120,-,-,-,1,-,-,-,3,-,3,1,4,2,3,6,15,10,20,19,21,10,2,
196,Sekundární nebo blíže neurčený zhoubný novotvar mízních uzlin,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,
197,Sekundární zhoubný novotvar dýchací nebo trávicí soustavy,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,
198,Sekundární zhoubný novotvar jiné určené lokalizace,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,
199,Zhoubný novotvar bez určení lokalizace,223,-,-,1,-,-,1,1,-,-,-,1,2,4,6,12,27,20,31,63,32,21,1,
200,Lymforarkom a retikulosarkom,94,-,-,-,-,-,1,-,1,2,3,2,1,4,8,7,12,8,19,12,9,4,1,
201,Hodgkinova nemoc,107,-,1,-,-,1,1,1,-,3,6,5,8,5,5,13,16,5,6,18,8,3,2,
202,Jiný zhoubný novotvar mízní nebo histiocytární tkáně,104,-,-,-,1,1,2,1,-,1,1,3,5,-,6,7,8,5,19,19,20,4,1,
203,Mnohočetný myelom a imunoproliferativní novotvary,114,-,-,-,-,-,-,-,-,-,-,1,2,1,4,6,13,15,29,23,14,5,1,
204,Lymfatická leukémie,268,4,1,3,3,3,5,6,3,-,1,4,1,4,5,10,30,18,46,55,39,19,8,
205,Myeloidní leukémie,139,1,-,1,-,-,4,3,2,1,3,6,7,5,8,10,13,14,19,25,12,4,1,
206,Monocytární leukémie,5,-,-,-,-,-,-,-,1,-,-,1,1,-,-,1,-,-,-,-,-,1,-,
207,Jiná určená leukémie,42,-,-,-,-,-,3,-,1,-,-,1,-,-,-,6,3,4,7,8,5,4,-,
208,Leukémie blíže neurčeného buněčného typu,59,-,-,1,1,-,7,-,-,-,2,3,3,1,3,5,4,-,11,9,6,2,1,
210,"Nezhoubný novotvar rtu, ústní dutiny a hltanu",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
211,Nezhoubný novotvar jiné části trávicí soustavy,6,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,2,1,1,-,
212,Nezhoubný novotvar dýchacích nebo nitrohrudních orgánů,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,
213,Nezhoubný novotvar kosti nebo kloubní chrupavky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
214,Lipom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
215,Jiný nezhoubný novotvar pojivové nebo jiné měkké tkáně,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
216,Nezhoubný novotvar kůže,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
217,Nezhoubný novotvar prsu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
218,Leiomyom dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
219,Jiný nezhoubný novotvar dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
220,Nezhoubný novotvar vaječníku,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
221,Nezhoubný novotvar jiného ženského pohlavního orgánu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
222,Nezhoubný novotvar mužských pohlavních orgánů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
223,Nezhoubný novotvar ledviny nebo jiného močového orgánu,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,2,-,
224,Nezhoubný novotvar oka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
225,Nezhoubný novotvar mozku nebo jiné části nervové soustavy,26,-,-,-,-,-,-,-,-,-,1,2,-,-,1,1,3,3,9,3,3,-,-,
226,Nezhoubný novotvar štítné žlázy,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,
227,Nezhoubný novotvar jiné žlázy s vnitřní sekrecí nebo příbuzné tkáně,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,
