1993,Zemřelí muži podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,,
MKN (1976),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,
75,Infekční mononukleóza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
76,Trachom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
77,Jiné nemoci spojivky působené viry a chlamydiemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
78,Jiné nemoci působené viry a chlamydiemi,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,
79,Virové infekce při onemocněních zařazených jinde nebo s blíže neurčenou lokalizací,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
80,Epidemická skvrnivka - přenášená vešmi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
81,Jiná skvrnivka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
82,Rickettsiózy přenášené klíšťaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
83,Jiné rickettsiózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
84,Malárie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
85,Leishmaniosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
86,Trypanosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
87,Návratná horečka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
88,Jiné nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
90,Vrozená syfilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
91,Čerstvá syfilis s příznaky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
92,Čerstvá syfilis latentní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
93,Kardiovaskulární syfilis,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,
94,Neurosyfilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
95,Jiné formy pozdní syfilidy s příznaky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
96,Pozdní syfilid latentní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
97,Jiná nebo blíže neurčená syfilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
98,Gonokoková onemocnění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
99,Jiné pohlavní nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
100,Leptospirosis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,
101,Vincentova angína,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
102,Frambézie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
103,Pinta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
104,Jiné spirochétové infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
110,Dermatophytosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
111,"Dermatomycosis, jiná nebo blíže neurčená",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
112,"Candidosis, moniliasis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
114,Coccidioidomycosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
115,Histoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
116,Blastomykotické infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
117,Jiné mykózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
118,Dermatomykózy působené potenciálně parazitárními houbami,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
120,Schistosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
121,Jiné infekce trematody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
122,"Echinococcosis, hydatidosis - měchožil",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
123,Jiné infekce cestody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
124,Trichinosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
125,Filariasis a dracontiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
126,Ankylostomiasis a necatoriasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
127,Jiné střevní helmintiázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
128,Jiné a blíže neurčené helmintiázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
129,Střevní parazitismus blíže neurčený,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
130,Toxoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
131,Trichomoniasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
132,Zavšivení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
133,Acariasis (svrab),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
134,Jiná napadení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
135,Sarcoidosis,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,1,-,-,-,
136,Jiné a blíže neoznačené infekční a parazitární nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
137,Pozdní následky tuberkulózy,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,
138,Pozdní následky akutní poliomyelitidy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
139,Pozdní následky jiných infekčních a parazitárních nemocí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,,,,,,,,,,,,,,
II,Novotvary,15 386,5,5,3,6,5,20,20,28,30,36,59,140,394,726,1 058,1 454,2 238,2 672,2 643,1 591,1 592,661,
140,Zhoubný novotvar rtu,9,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,1,2,1,2,
141,Zhoubný novotvar jazyka,100,-,-,-,-,-,-,-,-,-,-,-,2,8,14,26,11,12,10,8,5,4,-,
142,Zhoubný novotvar slinné žlázy,28,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,3,2,5,2,4,5,1,
143,Zhoubný novotvar dásně,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,1,1,1,1,
144,Zhoubný novotvar ústní spodiny,48,-,-,-,-,-,-,-,-,-,-,-,1,6,10,9,7,10,3,1,-,1,-,
145,Zhoubný novotvar jiné nebo blíže neurčené části úst,12,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,1,3,-,1,1,-,
146,Zhoubný novotvar ústní částí hltanu,73,-,-,-,-,-,-,-,-,-,-,-,-,9,11,10,14,11,9,2,5,1,1,
147,Zhoubný novotvar nosohltanu,29,-,-,-,-,-,-,-,1,-,-,-,3,2,4,5,2,6,5,1,-,-,-,
148,Zhoubný novotvar hypofaryngu,40,-,-,-,-,-,-,-,-,-,-,-,2,3,9,6,4,6,5,2,1,-,2,
149,"Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti rtu, ústní dutiny nebo hltanu",21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,1,6,3,3,2,2,-,
150,Zhoubný novotvar jícnu,300,-,-,-,-,-,-,-,-,-,-,1,1,19,32,36,46,40,31,38,21,25,10,
151,Zhoubný novotvar žaludku,1 079,-,-,-,-,-,-,-,-,-,-,-,10,23,28,56,65,137,192,205,151,133,79,
152,Zhoubný novotvar tenkého střeva včetně dvanáctníku,45,-,-,-,-,-,-,-,-,-,-,-,1,2,1,-,3,8,7,4,7,7,5,
153,Zhoubný novotvar tlustého střeva,1 205,-,-,-,-,-,-,-,-,1,-,1,6,15,37,62,90,161,227,228,159,153,65,
154,"Zhoubný novotvar konečníku, rektosigmoidálního spojení nebo řiti",1 135,-,-,-,-,-,-,-,-,-,1,2,10,16,40,64,98,148,198,218,143,142,55,
155,Zhoubný novotvar jater a intrahepatálních žlučových cest,466,-,2,-,-,-,-,-,1,-,1,1,-,10,20,30,52,69,99,75,47,45,14,
156,Zhoubný novotvar žlučníku a extrahepatálních žlučových cest,258,-,-,-,-,-,-,-,-,-,1,-,-,6,4,10,16,32,51,62,26,35,15,
157,Zhoubný novotvar slinivky břišní,746,-,-,-,-,-,-,-,-,-,2,1,8,16,33,71,63,111,125,129,81,76,30,
158,Zhoubný novotvar retroperitonea nebo pobřišnice,43,-,-,1,-,-,-,-,1,2,3,1,3,4,2,2,1,6,3,6,5,3,-,
159,Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti trávicího ústrojí nebo pobřišnice,128,-,-,-,-,-,-,-,-,1,-,-,-,1,3,3,7,13,20,19,19,33,9,
160,"Zhoubný novotvar nosních dutin, středního ucha nebo obličejových dutin",25,-,-,-,-,-,-,-,-,1,-,-,1,1,3,1,3,1,1,4,2,7,-,
161,Zhoubný novotvar hrtanu,299,-,-,-,-,-,-,-,-,-,-,1,8,23,28,38,41,47,36,39,21,13,4,
162,"Zhoubný novotvar průdušnice, průdušek a plic",4 795,-,-,-,-,-,-,-,-,-,2,7,21,101,245,394,578,892,955,828,352,319,101,
163,Zhoubný novotvar pohrudnice,32,-,-,-,-,-,-,-,-,-,-,-,2,2,3,3,2,3,7,7,2,1,-,
164,"Zhoubný novotvar brzlíku, srdce nebo mezihrudí",23,-,-,-,-,-,-,-,-,-,-,-,-,-,3,5,3,2,3,4,3,-,-,
165,Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti dýchacích ústrojí nebo nitrohrudn,17,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,2,7,3,1,2,-,
170,Zhoubný novotvar kosti nebo kloubní chrupavky,64,-,-,-,-,-,1,2,2,-,2,2,4,-,10,5,3,9,4,8,1,6,5,
171,Zhoubný novotvar pojivové nebo jiné měkké tkáně,49,-,1,-,-,-,-,1,-,1,1,1,1,5,6,4,4,3,8,6,3,4,-,
172,Zhoubný melanom kůže,186,-,-,-,-,-,-,-,-,3,1,2,8,12,13,21,17,18,26,24,19,16,6,
173,Jiný zhoubný novotvar kůže,75,-,-,-,-,-,-,-,-,-,-,-,2,2,3,3,5,1,13,7,7,18,14,
174,Zhoubný novotvar ženského prsu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
175,Zhoubný novotvar mužského prsu,13,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,1,3,1,3,1,
179,Zhoubný novotvar neurčené části dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
180,Zhoubný novotvar děložního čípku,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
181,Zhoubný novotvar lůžka - placenty,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
182,Zhoubný novotvar děložního těla,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
183,Zhoubný novotvar vaječníku nebo jiných adnex dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
184,Zhoubný novotvar jiného nebo blíže neoznačeného ženského pohlavního orgánu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
185,Zhoubný novotvar předstojné žlázy,1 122,-,-,-,-,-,-,-,-,-,-,-,-,2,9,11,39,87,164,232,198,242,138,
186,Zhoubný novotvar varlete,52,-,-,-,-,-,-,-,1,6,6,6,5,6,7,3,3,3,2,2,-,2,-,
187,Zhoubný novotvar pyje nebo jiného mužského pohlavního orgánu,29,-,-,-,-,-,-,-,-,-,-,1,-,5,1,-,3,3,4,7,-,4,1,
188,Zhoubný novotvar močového měchýře,491,-,-,-,-,-,-,-,-,-,-,1,1,9,6,13,30,62,72,111,73,79,34,
189,Zhoubný novotvar ledviny nebo jiného nebo blíže neurčeného močového orgánu,698,-,-,-,-,1,1,-,-,-,2,1,4,10,38,51,75,111,127,119,69,67,22,
190,Zhoubný novotvar oka,9,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,1,1,1,-,1,1,-,
191,Zhoubný novotvar mozku,266,1,1,1,3,3,9,2,5,3,2,9,12,21,21,23,48,37,33,26,5,1,-,
192,Zhoubný novotvar jiné nebo blíže neurčené části nervové soustavy,14,-,-,-,-,-,1,-,1,-,-,1,1,-,1,-,2,-,4,1,2,-,-,
193,Zhoubný novotvar štítné žlázy,25,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,2,4,5,3,4,4,-,
194,Zhoubný novotvar jiné žlázy s vnitřní sekrecí nebo příbuzné tkáně,22,-,-,1,1,-,-,-,1,-,-,-,1,3,3,3,1,4,2,1,-,1,-,
195,Zhoubný novotvar jiné nebo nepřesně určené lokalizace,50,1,-,-,-,-,-,-,-,1,1,-,-,1,3,2,7,6,7,7,8,5,1,
196,Sekundární nebo blíže neurčený zhoubný novotvar mízních uzlin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
197,Sekundární zhoubný novotvar dýchací nebo trávicí soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
198,Sekundární zhoubný novotvar jiné určené lokalizace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
199,Zhoubný novotvar bez určení lokalizace,256,-,-,-,-,-,-,-,-,1,-,1,3,8,8,17,19,42,43,40,30,29,15,
200,Lymforarkom a retikulosarkom,56,-,-,-,-,-,-,-,2,2,1,-,-,3,2,5,3,13,5,9,6,4,1,
201,Hodgkinova nemoc,96,-,-,-,-,-,1,2,2,2,1,5,4,3,10,13,12,6,15,8,5,5,2,
202,Jiný zhoubný novotvar mízní nebo histiocytární tkáně,225,-,-,-,1,-,2,3,2,4,1,3,4,7,10,8,27,29,28,49,23,19,5,
203,Mnohočetný myelom a imunoproliferativní novotvary,163,1,-,-,-,-,-,-,1,-,-,1,-,6,1,11,10,20,37,25,26,19,5,
204,Lymfatická leukémie,180,1,-,-,1,1,2,5,2,-,4,1,1,4,8,10,12,14,30,24,22,28,10,
205,Myeloidní leukémie,177,-,1,-,-,-,1,5,4,2,3,7,10,8,17,13,7,24,19,25,12,14,5,
206,Monocytární leukémie,6,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,3,-,1,-,1,-,-,
207,Jiná určená leukémie,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,1,-,-,-,
208,Leukémie blíže neurčeného buněčného typu,37,-,-,-,-,-,-,-,-,-,-,-,-,5,1,-,4,1,4,8,7,6,1,
210,"Nezhoubný novotvar rtu, ústní dutiny a hltanu",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,
211,Nezhoubný novotvar jiné části trávicí soustavy,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,
212,Nezhoubný novotvar dýchacích nebo nitrohrudních orgánů,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,
213,Nezhoubný novotvar kosti nebo kloubní chrupavky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
214,Lipom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
215,Jiný nezhoubný novotvar pojivové nebo jiné měkké tkáně,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
216,Nezhoubný novotvar kůže,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
217,Nezhoubný novotvar prsu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
218,Leiomyom dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
219,Jiný nezhoubný novotvar dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
220,Nezhoubný novotvar vaječníku,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
221,Nezhoubný novotvar jiného ženského pohlavního orgánu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
222,Nezhoubný novotvar mužských pohlavních orgánů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
223,Nezhoubný novotvar ledviny nebo jiného močového orgánu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
224,Nezhoubný novotvar oka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
225,Nezhoubný novotvar mozku nebo jiné části nervové soustavy,15,-,-,-,-,-,1,-,1,-,-,-,-,1,1,2,-,2,5,1,-,1,-,
226,Nezhoubný novotvar štítné žlázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
227,Nezhoubný novotvar jiné žlázy s vnitřní sekrecí nebo příbuzné tkáně,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,
