1935,Zemřelé ženy podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,
MKN (1929),Název,Celkem,0,1-4,5-14,15-24,25-34,35-44,45-54,55-64,65 a více,Nezjiš- těno
99,Jiné nemoci tepen,83,1,-,-,3,4,16,11,14,34,-
100,"Nemoci žil: městky, městky konečníkové, zánět žil atd.",125,-,-,1,1,7,7,18,37,54,-
101,"Nemoci soustavy mízní, zánět mízních cév atd.",11,4,2,-,-,-,-,-,-,5,-
102,Idiopathické anomalie tlaku krevního,4,-,-,-,-,1,-,-,1,2,-
103,Jiné nemoci ústrojí oběhu krevního,10,-,-,-,-,1,2,1,2,4,-
,,,,,,,,,,,,
VIII,Nemoci ústrojí dýchacího,7816,1625,474,166,104,190,240,359,873,3785,-
104,Nemoci dutin nosních a adnex,2,-,-,1,-,-,-,-,-,1,-
105,Nemoci hrtanu,25,14,2,5,-,2,-,1,-,1,-
106a,Zánět průdušek prudký,171,99,12,3,1,1,2,-,5,48,-
106b,Zánět průdušek vleklý,307,23,4,-,-,3,2,4,42,229,-
106c,Zánět průdušek nerozlišený,474,146,24,1,-,2,3,7,26,265,-
107,"Lalůčkový zánět plic, počítaje v to zánět průdušinek",2167,839,198,39,15,29,40,38,141,828,-
108,Lalokový zánět plic,1362,104,77,41,38,67,72,116,241,606,-
109,Zánět plic nerozlišený,1846,362,123,52,29,44,82,100,218,836,-
110,Zánět pohrudnice,333,17,28,21,8,27,19,41,53,119,-
111,"Překrvení plic, zbubření, vmetek, červená záhať s krvácením a obyčejná záhať plic",289,15,1,-,6,9,12,20,35,191,-
112,Záducha,241,-,-,-,1,2,-,14,35,189,-
113,Rozedma plicní,522,1,-,-,-,2,2,11,60,446,-
114a,"Vleklý, intersticiální zánět plic, počítaje v to živnostenské nemoci ústrojí dýchacího",9,3,2,1,-,-,-,-,-,3,-
114b,"Jiné nemoci ústrojí dýchacího, vyjma tuberkulosu",68,2,3,2,6,2,6,7,17,23,-
,,,,,,,,,,,,
IX,Nemoci ústrojí zažívacího,3996,1474,168,189,124,147,228,315,454,897,-
115,"Nemoci dutiny ústní, jejich adnex, hltanu a mandlí, počítaje v to adenoidní choroby",146,20,18,38,15,12,11,5,10,17,-
116,Nemoci požeráku,5,1,-,-,-,-,1,-,1,2,-
117a,Vřed žaludeční,143,-,-,2,2,5,17,32,31,54,-
117b,Vřed dvanáctníkový,19,-,-,-,-,2,4,6,4,3,-
118,Jiné nemoci žaludeční (vyjma rakovinu),60,-,1,-,1,4,1,3,6,44,-
119,Průjem a katar střevní - u dětí do 2 roků,1487,1428,59,-,-,-,-,-,-,-,-
120a,"Průjem, katar střevní (ve věku 2 roků a výše)",145,-,23,9,-,3,6,8,12,84,-
120b,Vředy střevní (ve věku 2 roků a výše),17,-,-,-,-,5,2,1,7,2,-
121,Zánět červíkovitého přívěsku,379,2,22,73,57,32,51,54,44,44,-
122a,Kýla,255,3,1,-,-,1,11,29,52,158,-
122b,Neprůchodnost střeva,265,8,5,7,6,10,14,26,54,135,-
123,Jiné nemoci střevní,37,1,3,1,-,5,4,5,3,15,-
124a,Svraštění jater alkoholické,1,-,-,-,-,-,-,-,1,-,-
124b,Svraštění jater neoznačené za alkoholické,257,-,-,-,5,6,23,34,80,109,-
125,Jiné nemoci jater (počítaje v to náhlý úbyt jater),128,-,3,10,4,6,10,17,30,48,-
126,Kaménky žlučové,161,-,-,-,3,7,16,28,46,61,-
127,Jiné nemoci žlučníku a žlučovodů,164,1,1,-,1,1,8,27,44,81,-
128,Nemoci slinivky břišní,20,-,-,-,-,1,1,6,5,7,-
129,"Zánět pobřišnice, bez označené příčiny",307,10,32,49,30,47,48,34,24,33,-
,,,,,,,,,,,,
X,Nemoci ústrojí močového a ústrojí pohlavního,1599,26,22,47,58,134,165,239,333,575,-
130,Prudký zánět ledvin,86,6,16,22,8,2,7,8,10,7,-
131,Vleklý zánět ledvin,932,-,1,15,21,54,78,160,221,382,-
132,Nerozlišený zánět ledvin,217,-,-,4,8,28,17,24,51,85,-
133a,Zánět pánvice ledvinné,76,10,4,1,5,3,6,8,18,21,-
133b,Jiné nemoci ledvin a močovodů,18,1,-,-,-,1,2,5,4,5,-
134a,Kamének ledvin a horních cest močových,31,-,-,-,-,6,5,6,4,10,-
134b,Kamének měchýře močového,2,-,-,-,-,-,1,-,1,-,-
134c,Kamének bez jiného označení,-,-,-,-,-,-,-,-,-,-,-
135a,Zánět měchýře močového,34,2,-,-,-,1,-,1,2,28,-
135b,Jiné nemoci měchýře močového,6,1,-,-,-,-,-,-,-,5,-
136a,Zúžení roury močové,1,-,-,-,-,-,-,1,-,-,-
136b,"Jiné nemoci roury močové, hlíza močová atd.",23,5,1,3,-,-,-,3,6,5,-
137,Nemoci žlázy předstojné (prostaty),x,x,x,x,x,x,x,x,x,x,x
138,"Nemoci pohlavních ústrojů mužských, neoznačené za venerické",x,x,x,x,x,x,x,x,x,x,x
,,,,,,,,,,,,
139a,"Nemoci pohlavních ústrojů ženských, neoznačené za venerické: vaječníku, vejcovodu a parametria",101,-,-,1,10,26,35,13,8,8,-
139b,"Nemoci pohlavních ústrojů ženských, neoznačené za venerické: dělohy",63,-,-,-,5,12,13,7,8,18,-
139c,"Nemoci pohlavních ústrojů ženských, neoznačené za venerické: bradavky prsní",3,1,-,-,1,1,-,-,-,-,-
139d,"Nemoci pohlavních ústrojů ženských, neoznačené za venerické: jiné",6,-,-,1,-,-,1,3,-,1,-
,,,,,,,,,,,,
XI,"Nemoci těhotenství, porodu a stavu poporodního",870,-,-,1,205,452,203,9,-,-,-
140,Potrat s hnilobou,268,-,-,-,59,149,58,2,-,-,-
141,"Potrat beze zmínky o hnilobě, ale počítaje v to krvácení",31,-,-,-,4,16,10,1,-,-,-
142,Těhotenství mimoděložní,40,-,-,-,4,16,16,4,-,-,-
143,Jiné chorobné zjevy těhotenství (nepočítaje v to krvácení),1,-,-,-,-,1,-,-,-,-,-
144a,Lůžko vcestné,32,-,-,-,2,14,16,-,-,-,-
144b,Jiná krvácení poporodní,42,-,-,-,10,18,14,-,-,-,-
145a,Otrava krve a hniloba krve poporodní,284,-,-,1,94,148,41,-,-,-,-
145b,Ztrnutí poporodní,2,-,-,-,-,1,1,-,-,-,-
146,Močení bílkoviny a božec,81,-,-,-,21,41,19,-,-,-,-
147,Jiné toxaemie v těhotenství,2,-,-,-,-,2,-,-,-,-,-
148a,Bílý bolestný otok dolních končetin a záhať,1,-,-,-,1,-,-,-,-,-,-
148b,Vmetek nebo náhlá smrt poporodní,33,-,-,-,5,16,11,1,-,-,-
149,Jiné příhody při porodu,48,-,-,-,5,27,15,1,-,-,-
150,Jiné nerozlišené příhody stavu poporodního,5,-,-,-,-,3,2,-,-,-,-
,,,,,,,,,,,,
XII,Nemoci kůže a vaziva podkožního,384,207,4,1,4,6,3,9,22,128,-
151,Nežitina,137,120,2,-,1,-,1,1,4,8,-
152,"Zánět podkožního vaziva, teplá hlíza",41,20,1,-,1,3,-,1,5,10,-
153,"Jiné nemoci kůže, jejich adnex a podkožního vaziva",206,67,1,1,2,3,2,7,13,110,-
,,,,,,,,,,,,
XIII ,Nemoci kostí a ústrojí pohybu,182,3,7,17,2,2,1,6,14,130,-
154,Zánět dřeně kostní,34,3,5,13,2,1,-,5,1,4,-
155,"Jiné nemoci kostí, vyjma tuberkulosu",127,-,1,2,-,-,-,1,10,113,-
,,,,,,,,,,,,
156a,"Nemoci kloubů, vyjma tuberkulosu a rheumatismus",17,-,1,1,-,1,1,-,2,11,-
156b,Nemoci jiných orgánů pohybu,4,-,-,1,-,-,-,-,1,2,-
,,,,,,,,,,,,
XIV,Vrozené vady tvarové,201,185,14,2,-,-,-,-,-,-,-
157a,Vrozená vodnatelnost mozku,28,22,6,-,-,-,-,-,-,-,-
157b,Rozštěp páteře a kýla omozečnicová,46,45,1,-,-,-,-,-,-,-,-
157c,Vrozený nesprávný tvar srdce,71,65,4,2,-,-,-,-,-,-,-
157d,Zrůdnosti,4,4,-,-,-,-,-,-,-,-,-
157,Jiné vrozené vady tvarové ,52,49,3,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
XV,Zvláštní nemoci útlého věku,2370,2370,-,-,-,-,-,-,-,-,-
158,Vrozená slabost,1076,1076,-,-,-,-,-,-,-,-,-
159,"Předčasné narození, nepočítaje v to mrtvě narozené",856,856,-,-,-,-,-,-,-,-,-
160a,Následky porodu s řezem císařským,1,1,-,-,-,-,-,-,-,-,-
160b,Následky porodu bez řezu císařského,161,161,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
161a,Bezevzduchost plicní,68,68,-,-,-,-,-,-,-,-,-
161b,Žloutenka novorozenců,45,45,-,-,-,-,-,-,-,-,-
161c,Skloerem a jiné,163,163,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
XVI ,Stařecká sešlost,8507,-,-,-,-,-,-,-,94,8413,-
162a,Stařecká sešlost se zblbělostí starobní,324,-,-,-,-,-,-,-,13,311,-
162b,Stařecká sešlost bez zblbělosti starobní,8183,-,-,-,-,-,-,-,81,8102,-
,,,,,,,,,,,,
XVII,Smrti násilné a úrazové,2077,38,125,108,302,294,253,244,214,498,1
SE,,1040,0,0,8,194,210,167,163,110,188,0
163,"Sebevražda požitím jedů pevných a tekutých, nebo látek žíravých",162,-,-,-,52,43,24,19,10,14,-
164,Sebevražda jedovatými plyny,64,-,-,-,12,21,16,8,5,2,-
165,Sebevražda oběšením neb uškrcením,456,-,-,1,42,63,73,94,66,117,-
166,Sebevražda utopením,147,-,-,2,25,31,19,18,19,33,-
167,Sebevražda střelnými zbraněmi,51,-,-,-,20,14,11,3,1,2,-
168,Sebevražda nástroji řeznými nebo bodnými,26,-,-,-,-,7,5,8,1,5,-
169,Sebevražda skokem s vyvýšeného místa,30,-,-,1,3,7,6,4,5,4,-
170,Sebevražda rozdrcením,66,-,-,4,34,15,7,3,-,3,-
171,Jiné sebevraždy,38,-,-,-,6,9,6,6,3,8,-
NA,,124,21,8,7,32,21,16,6,6,7,0
172a,Vražda dítěte (dítě do 1 roku): přímo po narození,14,14,-,-,-,-,-,-,-,-,-
172b,Vražda dítěte (dítě do 1 roku): jiná do jednoho roku,7,7,-,-,-,-,-,-,-,-,-
173,Vražda nebo zabití střelnou zbraní (osoby starší 1 roku),54,-,3,2,25,16,7,1,-,-,-
174,Vražda nebo zabití nástroji řeznými nebo bodnými (osoby starší 1 roku),13,-,-,1,2,2,3,1,2,2,-
175,Jiné vraždy nebo zabití osob starších 1 roku,36,-,5,4,5,3,6,4,4,5,-
176,Napadení jedovatými zvířaty,2,-,-,-,-,-,-,-,1,1,-
177,Otrava potravinami,13,-,2,2,1,1,1,1,1,4,-
178,Vdechování jedovatých plynů,28,1,6,1,4,1,5,3,-,7,-
179,"Jiné nahodilé prudké otravy, vyjma otravy plynem",13,1,3,-,2,3,1,-,-,3,-
180,Následky ohně při požáru,9,-,3,1,-,1,-,-,-,4,-
181,Popálení úrazové (jiné než při požáru),167,6,48,18,11,10,15,7,6,46,-
182,Nahodilé mechanické zadušení,12,4,1,-,1,2,-,-,2,2,-
183,Nahodilé utopení,99,1,22,24,5,12,9,8,9,9,-
184,"Poranění střelnými zbraněmi, vyjma poranění válečná",4,-,1,1,1,1,-,-,-,-,-
185,"Poranění nástroji řeznými nebo bodnými, vyjma poranění válečná",4,-,-,-,1,-,2,-,1,-,-
186,"Poranění pádem, rozdrcením, sřícením",210,2,14,25,24,5,17,23,28,71,1
187,"Živelná pohroma (veškerá úmrtí jakéhokoli rázu, přičítaná živelní pohrom",-,-,-,-,-,-,-,-,-,-,-
188,Poranění způsobená zvířaty,6,-,1,-,-,1,1,-,-,3,-
189,Hlad a žízeň,-,-,-,-,-,-,-,-,-,-,-
190,Neobvyklá zima,17,-,-,-,2,1,2,1,1,10,-
191,Neobvyklé teplo,3,-,-,1,-,-,-,1,1,-,-
192,Blesk,11,-,-,1,2,3,1,2,1,1,-
193,Úrazy způsobené proudem elektrickým,6,-,-,-,2,1,2,-,-,1,-
194a,Jiné úrazy: cizí tělesa,8,2,3,-,-,-,-,1,-,2,-
194b,Jiné úrazy: jiné,301,-,13,19,20,21,14,28,47,139,-
195,"Násilná smrt, jejíž příčina (úraz, vražda, sebevražda) je neznáma",-,-,-,-,-,-,-,-,-,-,-
,"Z úmrtí pod č.181,185,186,194,195 nastala smrt následkem úrazů:",,,,,,,,,,,
A,v dolech a lomech,5,-,1,3,-,-,-,-,-,1,-
B,způsobených stroji,6,-,-,-,1,2,-,2,1,-,-
DN,prostředky dopravními,113,-,12,19,16,4,10,11,16,25,-
a,železnicemi a tramvajemi,28,-,2,3,4,-,5,4,2,8,-
b,automobily a motocykly,64,-,8,15,9,3,4,5,7,13,-
c,jinými pozemními prostředky dopravními,20,-,1,-,2,-,1,2,6,8,-
d,při dopravě po vodě,-,-,-,-,-,-,-,-,-,-,-
e,při dopravě vzduchem,1,-,-,-,-,-,-,-,1,-,-
198,Soudní poprava,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
XVIII,Neurčité příčiny úmrtí,278,19,9,3,6,13,17,31,67,113,-
199,Náhlá smrt,21,2,-,-,-,-,1,4,5,9,-
200,Nerozlišené nebo nedostatečně určené příčiny,257,17,9,3,6,13,16,27,62,104,-
,,,,,,,,,,,,
,,,,,,,,,,,,
,,"V publikaci Pohyb obyvatelstva u žen  za Moravu a Slezsko v  kódu c - jiné dopravní prostředky  ve věkových skupinách 1-4, 5-14,15-24",,,,,,,,,,
,,"a 25-34  je chybně uveden vždy 1 případ, protože však úhrn věkových skupin nesouhlasí na součet celkem byly tyto případy nahrazeny  - . ",,,,,,,,,,
