1936,Zemřelí muži podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,
MKN (1929),Název,Celkem,0,1-4,5-14,15-24,25-34,35-44,45-54,55-64,65 a více,Nezjiš- těno
29,Tuberkulosa soustavy mízní,20,3,3,3,1,-,2,2,3,3,-
30,Tuberkulosa ústrojí pohlavního a močového,29,-,-,-,2,5,8,5,4,5,-
31,Tuberkulosa jiných míst,6,-,-,-,-,3,-,2,-,1,-
32,Tuberkulosa roztroušená,72,8,9,10,9,7,8,5,11,5,-
33,Malomocenství,1,-,-,-,-,-,-,-,1,-,-
34a,Příjice vrozená,68,60,2,1,5,-,-,-,-,-,-
34b,Příjice získaná,120,-,-,-,2,5,38,32,25,18,-
34c,Příjice nerozlišená,117,-,-,-,4,14,21,33,36,9,-
35,Kapavka a jiné nemoci pohlavní,4,3,-,-,-,-,-,1,-,-,-
,,,,,,,,,,,,
36a,Hnisavá nákaza a otrava krve nikoli poporodní: otrava krve,220,61,13,15,14,20,18,22,19,38,-
36b,Hnisavá nákaza a otrava krve nikoli poporodní: rozklad krve,14,1,1,1,3,1,4,3,-,-,-
36c,Hnisavá nákaza a otrava krve nikoli poporodní: sněť plynová,1,-,-,-,-,1,-,-,-,-,-
38a,Zimnice malarická,9,-,-,-,-,-,2,3,4,-,-
38b,Kachexie malarická,1,-,-,-,-,-,-,-,1,-,-
39,"Jiné nemoci, zaviněné cizopasnými prvoky",2,-,-,-,-,1,1,-,-,-,-
40,Ankylostomiasa,-,-,-,-,-,-,-,-,-,-,-
41a,Boubel měchožilová jater,1,-,-,-,-,-,-,-,1,-,-
41b,Boubel měchožilová jiných míst,-,-,-,-,-,-,-,-,-,-,-
42,Jiné nemoci zaviněné červy,-,-,-,-,-,-,-,-,-,-,-
43,Mykosy,6,-,-,-,-,1,-,3,-,2,-
44,Jiné nemoci nakažlivé nebo cizopasníky působené,3,1,1,-,-,-,-,-,-,1,-
,,,,,,,,,,,,
II,Rakoviny a jiné nádory,7972,12,17,46,55,143,347,977,2317,4058,-
45,Rakovina a jiné zhoubné nádory dutiny ústní a hltanu,275,-,1,-,1,2,10,29,64,168,-
,,,,,,,,,,,,
46a,Rakovina a jiné zhoubné nádory: požeráku,557,-,-,-,-,-,9,41,180,327,-
46b,Rakovina a jiné zhoubné nádory: žaludku a dvanáctníku,3609,-,-,-,5,29,115,442,1145,1873,-
46c,Rakovina a jiné zhoubné nádory: konečníku,498,-,-,-,1,6,16,47,141,287,-
46d,Rakovina a jiné zhoubné nádory: jater a žlučovodů,526,-,-,-,-,3,12,67,150,294,-
46,Rakovina a jiné zhoubné nádory: slinivky břišní,107,-,-,-,-,1,10,24,40,32,-
46f,Rakovina a jiné zhoubné nádory: pobřišnice,61,-,1,-,-,4,3,9,20,24,-
46g,Rakovina a jiné zhoubné nádory: jiné nádory roury zažívací a pobřišnice,411,-,1,2,1,11,14,41,96,245,-
47,Rakovina a jiné zhoubné nádory: ústrojí dýchacího,501,-,-,4,5,9,28,103,181,171,-
48,Rakovina a jiné zhoubné nádory: dělohy,x,x,x,x,x,x,x,x,x,x,x
49,Rakovina a jiné zhoubné nádory: jiných pohlavních ústrojů ženských,x,x,x,x,x,x,x,x,x,x,x
50,Rakovina a jiné zhoubné nádory: prsů,1,-,-,-,-,-,-,-,1,-,-
51,Rakovina a jiné zhoubné nádory: pohlavních a močových ústrojů mužských,486,1,2,3,2,12,23,39,112,292,-
52,Rakovina a jiné zhoubné nádory: kůže,114,1,-,-,-,3,3,10,24,73,-
53,Rakovina a jiné zhoubné nádory: jiných ústrojů neb ústrojů nerozlišených,449,3,8,19,21,22,53,65,99,159,-
,,,,,,,,,,,,
54a,Nádory nezhoubné: pohlavních ústrojů ženských,x,x,x,x,x,x,x,x,x,x,x
54b,Nádory nezhoubné: jiných ústrojů,9,1,1,1,-,-,-,-,2,4,-
,,,,,,,,,,,,
55a,"Nádory, jichž zhoubný ráz není rozlišen: pohlavních ústrojů ženských",x,x,x,x,x,x,x,x,x,x,x
55b,"Nádory, jichž zhoubný ráz není rozlišen: jiných ústrojů",368,6,3,17,19,41,51,60,62,109,-
,,,,,,,,,,,,
III,"Nemoci rheumatické, nemoci výživové, nemoci endokrinních žláz a jiné nemoci celkové",1074,101,36,57,35,38,51,95,234,427,-
56,"Rheumatismus kloubní prudký, horečnatý",84,-,3,37,16,6,6,4,5,7,-
57,"Rheumatismus vleklý, osteoarthritis",69,-,-,-,-,1,1,2,12,53,-
58,Dna,2,-,-,-,-,-,-,-,-,2,-
59,Úplavice cukrová,690,-,2,14,8,18,27,76,199,346,-
,Kurděje,-,-,-,-,-,-,-,-,-,-,-
60a,Dětské kurděje,-,-,-,-,-,-,-,-,-,-,-
60b,Kurděje,-,-,-,-,-,-,-,-,-,-,-
62,Pellagra,3,-,-,1,-,-,2,-,-,-,-
63,Křivice,75,44,21,-,2,2,1,3,1,1,-
64,Měknutí kostí,2,-,1,1,-,-,-,-,-,-,-
65,Nemoci podvěsku mozkového,1,-,-,-,-,-,-,1,-,-,-
,,,,,,,,,,,,
66a,Nemoci žlázy štítné a přídavných žlázek štítných: vole prosté,14,-,-,1,-,1,6,1,3,2,-
66b,Nemoci žlázy štítné a přídavných žlázek štítných: vole exopthalmické,27,-,-,1,2,4,4,4,9,3,-
66c,Nemoci žlázy štítné a přídavných žlázek štítných: myxoedem a kretismus,18,2,2,-,3,2,1,-,2,6,-
66d,Nemoci žlázy štítné a přídavných žlázek štítných: tetanie,48,43,4,-,1,-,-,-,-,-,-
66,Nemoci žlázy štítné a přídavných žlázek štítných: jiné,3,-,-,-,1,-,-,-,1,1,-
67,Nemoci brzlíku,16,11,3,2,-,-,-,-,-,-,-
68,"Nemoci nadledvinek (nemoc Addisonova), neoznačené za tuberkulosní ",16,1,-,-,1,2,3,3,2,4,-
69,"Jiné nemoci rheumatické, výživové, endokrinních žláz",6,-,-,-,1,2,-,1,-,2,-
,,,,,,,,,,,,
IV ,Nemoci krve a ústrojů krvetvorných,352,13,21,27,26,31,41,37,85,71,-
,,,,,,,,,,,,
70a,Stavy krvácivé: purpury prvotní,10,4,-,-,4,2,-,-,-,-,-
70b,Stavy krvácivé: vrozená krvácivost,7,1,2,1,-,2,-,1,-,-,-
71a,Postupná zhoubná chudokrevnost,100,3,2,6,2,6,7,9,36,29,-
71b,Jiné chudokrevnosti,15,3,-,-,-,-,1,3,2,6,-
72a,Bělokrevnost pravá,153,2,15,16,13,9,21,17,32,28,-
72b,Bělokrevnost nepravá,54,-,1,3,5,12,10,4,11,8,-
73,Nemoci sleziny,4,-,-,1,-,-,2,1,-,-,-
74,Jiné nemoci krve a ústrojů krvetvorných,9,-,1,-,2,-,-,2,4,-,-
,,,,,,,,,,,,
V,Otravy vleklé a prudké,97,-,-,-,1,3,11,18,24,40,-
75,Alkoholismus vleklý nebo prudký,94,-,-,-,1,3,9,18,23,40,-
,,,,,,,,,,,,
76a,Vleklé otravy látkami anorganickými: živnostenské,-,-,-,-,-,-,-,-,-,-,-
76b,Vleklé otravy látkami anorganickými: jiné,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
77a,Vleklé otravy látkami organickými: živnostenské,3,-,-,-,-,-,2,-,1,-,-
77b,Vleklé otravy látkami organickými: jiné,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
DU,,165,0,1,0,8,15,17,33,36,55,0
,,,,,,,,,,,,
VI,Nemoci soustavy nervové a čidel,6890,901,137,151,140,182,360,608,1199,3212,-
,,,,,,,,,,,,
78a,Zánět mozku: hlíza mozková,18,-,2,-,3,7,3,1,-,2,-
78b,Zánět mozku: jiné záněty mozku,66,10,9,7,4,8,8,9,5,6,-
79,Prostý zánět plen mozkových,318,75,72,61,34,19,23,12,10,12,-
80,Úbyt míchy,187,-,-,-,2,3,28,38,66,50,-
81,Jiné nemoci míchy,183,-,2,5,9,16,21,26,50,54,-
82a,Krvácení mozkové ,3877,-,3,5,11,24,71,301,797,2665,-
82b,Vmetek nebo záhať mozková,193,-,1,2,1,4,12,17,44,112,-
82c,Jednostranná obrna těla a příčiny nerozlišené,249,3,3,5,1,4,4,13,44,172,-
83,Postupná obrna povšechná,376,-,-,-,4,19,125,106,86,36,-
84a,Předčasná zblbělost,15,-,-,-,2,4,2,3,2,2,-
84b,Jiné psychosy,56,-,1,-,5,8,6,12,11,13,-
85,Padoucnice,158,2,4,20,21,38,23,20,17,13,-
86,Křeče u dětí mladších 6 let,791,766,25,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
87b,Jiné nemoci soustavy nervové: neuritis,10,-,-,-,1,1,1,1,3,3,-
87c,Jiné nemoci soustavy nervové: obrna třesavá,58,4,3,4,2,4,1,5,9,26,-
87d,Jiné nemoci soustavy nervové: sklerosa roztroušená,102,1,1,4,3,11,17,21,22,22,-
"87a,e",Jiné nemoci soustavy nervové: chorea a jiné nemoci nervové,58,1,2,6,1,2,11,7,16,12,-
88,Nemoci oční,-,-,-,-,-,-,-,-,-,-,-
89a,Zánět ušní,170,39,9,28,35,10,4,16,17,12,-
89b,Jiné nemoci ucha a dutiny výčnělku soscovitého,5,-,-,4,1,-,-,-,-,-,-
,,,,,,,,,,,,
VII,Nemoci ústrojí oběhu krevního,13300,49,45,152,141,273,579,1297,2612,8152,-
90,Zánět osrdečníku,34,2,3,3,2,3,4,7,3,7,-
91,Prudký zánět nitroblány srdeční,110,4,6,33,15,24,15,6,5,2,-
92,"Vleklý zánět nitroblány srdeční, počítaje v to choroby chlopenní",1105,-,5,31,42,81,130,169,245,402,-
93a,Prudký zánět svalu srdečního,109,13,9,9,1,8,32,8,13,16,-
93b,Vleklý zánět svalu srdečního a zvrhlost svalu srdečního,4869,10,6,6,17,41,120,337,862,3470,-
93c,Nerozlišené nemoci svalu srdečního,884,-,-,-,-,-,-,88,203,593,-
94,Nemoci tepen věnčitých,857,-,-,-,-,3,48,166,273,367,-
95a,Funkcionální nemoci srdce,11,-,-,1,-,1,-,1,1,7,-
95b,Jiné a nerozlišené nemoci srdeční,2982,17,15,66,60,96,190,388,706,1444,-
96,"Výduť, vyjma výduť srdeční",136,-,-,-,3,5,12,34,40,42,-
97,"Zkornatění tepen, vyjma nemocí tepen věnčitých",1925,-,-,-,-,1,6,57,202,1659,-
98a,Sněť stařecká,72,-,-,-,-,-,-,-,3,69,-
98b,Jiné sněti,30,-,-,1,-,1,1,6,15,6,-
99,Jiné nemoci tepen,67,-,-,1,1,3,8,12,15,27,-
100,"Nemoci žil: městky, městky konečníkové, zánět žil atd.",77,-,-,-,-,5,10,14,20,28,-
101,"Nemoci soustavy mízní, zánět mízních cév atd.",17,3,1,1,-,-,2,2,2,6,-
102,Idiopathické anomalie tlaku krevního,-,-,-,-,-,-,-,-,-,-,-
103,Jiné nemoci ústrojí oběhu krevního,15,-,-,-,-,1,1,2,4,7,-
,,,,,,,,,,,,
VIII,Nemoci ústrojí dýchacího,8467,2091,603,159,135,177,287,496,1074,3445,-
104,Nemoci dutin nosních a adnex,5,-,-,1,1,-,-,-,1,2,-
105,Nemoci hrtanu,18,11,4,-,-,-,1,-,-,2,-
106a,Zánět průdušek prudký,193,105,20,1,1,-,3,5,4,54,-
106b,Zánět průdušek vleklý,412,17,4,-,2,2,8,26,75,278,-
106c,Zánět průdušek nerozlišený,498,181,21,3,-,7,5,11,51,219,-
107,"Lalůčkový zánět plic, počítaje v to zánět průdušinek",2390,1061,242,38,21,27,47,76,191,687,-
108,Lalokový zánět plic,1330,188,116,52,52,60,79,134,189,460,-
109,Zánět plic nerozlišený,1850,475,134,38,31,39,66,115,223,729,-
110,Zánět pohrudnice,478,37,51,21,18,23,33,40,94,161,-
111,"Překrvení plic, zbubření, vmetek, červená záhať s krvácením a obyčejná záhať plic",196,11,4,1,2,3,8,18,29,120,-
112,Záducha,310,-,-,2,-,-,7,19,72,210,-
113,Rozedma plicní,624,-,1,-,-,-,7,27,109,480,-
114a,"Vleklý, intersticiální zánět plic, počítaje v to živnostenské nemoci ústrojí dýchacího",10,2,1,1,-,1,-,2,-,3,-
114b,"Jiné nemoci ústrojí dýchacího, vyjma tuberkulosu",153,3,5,1,7,15,23,23,36,40,-
,,,,,,,,,,,,
IX,Nemoci ústrojí zažívacího,5046,1939,182,182,149,224,388,498,599,885,-
115,"Nemoci dutiny ústní, jejich adnex, hltanu a mandlí, počítaje v to adenoidní choroby",175,25,20,36,15,19,13,12,15,20,-
116,Nemoci požeráku,7,-,1,-,-,-,-,-,2,4,-
117a,Vřed žaludeční,543,-,-,1,14,56,113,132,136,91,-
117b,Vřed dvanáctníkový,139,-,-,-,3,11,41,28,39,17,-
118,Jiné nemoci žaludeční (vyjma rakovinu),58,1,2,1,-,-,3,10,8,33,-
119,Průjem a katar střevní - u dětí do 2 roků,1919,1858,61,-,-,-,-,-,-,-,-
120a,"Průjem, katar střevní (ve věku 2 roků a výše)",136,-,23,14,4,10,6,10,12,57,-
120b,Vředy střevní (ve věku 2 roků a výše),17,-,-,-,1,6,3,3,3,1,-
121,Zánět červíkovitého přívěsku,448,3,35,84,72,55,54,63,39,43,-
122a,Kýla,227,18,5,-,4,5,8,11,30,146,-
122b,Neprůchodnost střeva,240,12,9,10,16,12,24,24,34,99,-
123,Jiné nemoci střevní,31,-,1,2,1,-,4,7,2,14,-
124a,Svraštění jater alkoholické,41,-,-,-,-,1,5,9,13,13,-
124b,Svraštění jater neoznačené za alkoholické,519,-,-,1,1,12,49,103,164,189,-
125,Jiné nemoci jater (počítaje v to náhlý úbyt jater),133,2,2,3,5,7,20,24,31,39,-
126,Kaménky žlučové,67,-,-,-,-,3,7,13,16,28,-
127,Jiné nemoci žlučníku a žlučovodů,83,-,1,-,2,4,4,15,17,40,-
128,Nemoci slinivky břišní,41,-,-,-,-,4,9,8,10,10,-
129,"Zánět pobřišnice, bez označené příčiny",222,20,22,30,11,19,25,26,28,41,-
,,,,,,,,,,,,
X,Nemoci ústrojí močového a ústrojí pohlavního,2510,22,19,46,62,95,161,256,465,1384,-
130,Prudký zánět ledvin,95,10,13,25,8,7,7,6,10,9,-
131,Vleklý zánět ledvin,1082,-,4,12,37,62,103,188,287,389,-
132,Nerozlišený zánět ledvin,237,-,-,5,13,15,30,30,40,104,-
133a,Zánět pánvice ledvinné,90,6,1,2,2,4,5,8,19,43,-
133b,Jiné nemoci ledvin a močovodů,19,1,1,-,1,1,3,2,4,6,-
134a,Kamének ledvin a horních cest močových,37,-,-,-,1,1,3,7,10,15,-
134b,Kamének měchýře močového,36,-,-,-,-,2,2,1,7,24,-
134c,Kamének bez jiného označení,-,-,-,-,-,-,-,-,-,-,-
135a,Zánět měchýře močového,94,1,-,1,-,2,1,4,6,79,-
135b,Jiné nemoci měchýře močového,12,-,-,-,-,-,-,-,2,10,-
136a,Zúžení roury močové,6,-,-,1,-,-,-,-,3,2,-
136b,"Jiné nemoci roury močové, hlíza močová atd.",47,2,-,-,-,1,6,2,9,27,-
137,Nemoci žlázy předstojné (prostaty),750,-,-,-,-,-,1,7,68,674,-
138,"Nemoci pohlavních ústrojů mužských, neoznačené za venerické",5,2,-,-,-,-,-,1,-,2,-
,,,,,,,,,,,,
139a,"Nemoci pohlavních ústrojů ženských, neoznačené za venerické: vaječníku, vejcovodu a parametria",x,x,x,x,x,x,x,x,x,x,x
139b,"Nemoci pohlavních ústrojů ženských, neoznačené za venerické: dělohy",x,x,x,x,x,x,x,x,x,x,x
139c,"Nemoci pohlavních ústrojů ženských, neoznačené za venerické: bradavky prsní",-,-,-,-,-,-,-,-,-,-,-
139d,"Nemoci pohlavních ústrojů ženských, neoznačené za venerické: jiné",-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
XI,"Nemoci těhotenství, porodu a stavu poporodního",-,-,-,-,-,-,-,-,-,-,-
140,Potrat s hnilobou,x,x,x,x,x,x,x,x,x,x,x
141,"Potrat beze zmínky o hnilobě, ale počítaje v to krvácení",x,x,x,x,x,x,x,x,x,x,x
142,Těhotenství mimoděložní,x,x,x,x,x,x,x,x,x,x,x
143,Jiné chorobné zjevy těhotenství (nepočítaje v to krvácení),x,x,x,x,x,x,x,x,x,x,x
144a,Lůžko vcestné,x,x,x,x,x,x,x,x,x,x,x
144b,Jiná krvácení poporodní,x,x,x,x,x,x,x,x,x,x,x
145a,Otrava krve a hniloba krve poporodní,x,x,x,x,x,x,x,x,x,x,x
145b,Ztrnutí poporodní,x,x,x,x,x,x,x,x,x,x,x
146,Močení bílkoviny a božec,x,x,x,x,x,x,x,x,x,x,x
147,Jiné toxaemie v těhotenství,x,x,x,x,x,x,x,x,x,x,x
148a,Bílý bolestný otok dolních končetin a záhať,x,x,x,x,x,x,x,x,x,x,x
148b,Vmetek nebo náhlá smrt poporodní,x,x,x,x,x,x,x,x,x,x,x
149,Jiné příhody při porodu,x,x,x,x,x,x,x,x,x,x,x
150,Jiné nerozlišené příhody stavu poporodního,x,x,x,x,x,x,x,x,x,x,x
,,,,,,,,,,,,
XII,Nemoci kůže a vaziva podkožního,353,215,1,1,7,6,6,11,23,83,-
151,Nežitina,129,100,-,-,3,1,2,6,7,10,-
152,"Zánět podkožního vaziva, teplá hlíza",59,26,-,-,2,2,2,3,7,17,-
153,"Jiné nemoci kůže, jejich adnex a podkožního vaziva",165,89,1,1,2,3,2,2,9,56,-
,,,,,,,,,,,,
XIII ,Nemoci kostí a ústrojí pohybu,195,8,7,38,17,16,10,12,18,69,-
154,Zánět dřeně kostní,97,5,4,30,10,14,9,3,10,12,-
155,"Jiné nemoci kostí, vyjma tuberkulosu",74,-,2,6,5,1,-,4,5,51,-
,,,,,,,,,,,,
156a,"Nemoci kloubů, vyjma tuberkulosu a rheumatismus",21,3,1,1,2,1,1,4,3,5,-
156b,Nemoci jiných orgánů pohybu,3,-,-,1,-,-,-,1,-,1,-
,,,,,,,,,,,,
XIV,Vrozené vady tvarové,216,201,11,3,1,-,-,-,-,-,-
157a,Vrozená vodnatelnost mozku,33,29,4,-,-,-,-,-,-,-,-
157b,Rozštěp páteře a kýla omozečnicová,20,20,-,-,-,-,-,-,-,-,-
157c,Vrozený nesprávný tvar srdce,92,83,5,3,1,-,-,-,-,-,-
157d,Zrůdnosti,2,2,-,-,-,-,-,-,-,-,-
157,Jiné vrozené vady tvarové ,69,67,2,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
XV,Zvláštní nemoci útlého věku,3013,3013,-,-,-,-,-,-,-,-,-
158,Vrozená slabost,1170,1170,-,-,-,-,-,-,-,-,-
159,"Předčasné narození, nepočítaje v to mrtvě narozené",1231,1231,-,-,-,-,-,-,-,-,-
160a,Následky porodu s řezem císařským,2,2,-,-,-,-,-,-,-,-,-
160b,Následky porodu bez řezu císařského,242,242,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
161a,Bezevzduchost plicní,91,91,-,-,-,-,-,-,-,-,-
161b,Žloutenka novorozenců,71,71,-,-,-,-,-,-,-,-,-
161c,Skloerem a jiné,206,206,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,
XVI ,Stařecká sešlost,5218,-,-,-,-,-,-,-,56,5162,-
162a,Stařecká sešlost se zblbělostí starobní,171,-,-,-,-,-,-,-,7,164,-
162b,Stařecká sešlost bez zblbělosti starobní,5047,-,-,-,-,-,-,-,49,4998,-
,,,,,,,,,,,,
XVII,Smrti násilné a úrazové,5067,43,180,264,812,951,760,644,626,786,1
SE,,2593,0,0,27,440,500,433,352,364,477,0
163,"Sebevražda požitím jedů pevných a tekutých, nebo látek žíravých",132,-,-,-,24,26,25,26,22,9,-
164,Sebevražda jedovatými plyny,35,-,-,-,1,10,11,7,4,2,-
165,Sebevražda oběšením neb uškrcením,1455,-,-,18,143,238,248,213,254,341,-
166,Sebevražda utopením,130,-,-,-,19,23,17,19,17,35,-
167,Sebevražda střelnými zbraněmi,545,-,-,3,169,139,89,60,36,49,-
168,Sebevražda nástroji řeznými nebo bodnými,56,-,-,-,7,6,5,7,12,19,-
169,Sebevražda skokem s vyvýšeného místa,15,-,-,-,4,5,4,2,-,-,-
170,Sebevražda rozdrcením,162,-,-,4,61,39,22,9,10,17,-
171,Jiné sebevraždy,63,-,-,2,12,14,12,9,9,5,-
NA,,89,14,11,2,13,20,9,7,7,6,0
172a,Vražda dítěte (dítě do 1 roku): přímo po narození,7,7,-,-,-,-,-,-,-,-,-
172b,Vražda dítěte (dítě do 1 roku): jiná do jednoho roku,7,7,-,-,-,-,-,-,-,-,-
173,Vražda nebo zabití střelnou zbraní (osoby starší 1 roku),20,-,-,-,2,11,4,2,1,-,-
174,Vražda nebo zabití nástroji řeznými nebo bodnými (osoby starší 1 roku),16,-,1,-,7,5,3,-,-,-,-
175,Jiné vraždy nebo zabití osob starších 1 roku,38,-,10,2,3,4,2,5,6,6,-
176,Napadení jedovatými zvířaty,2,-,-,-,-,-,-,1,1,-,-
177,Otrava potravinami,16,-,-,-,-,-,3,4,6,3,-
178,Vdechování jedovatých plynů,42,1,4,4,7,11,2,2,3,8,-
179,"Jiné nahodilé prudké otravy, vyjma otravy plynem",20,-,4,2,2,2,2,3,4,1,-
180,Následky ohně při požáru,5,-,1,-,-,-,-,1,1,1,1
181,Popálení úrazové (jiné než při požáru),125,12,56,8,6,5,8,9,6,15,-
182,Nahodilé mechanické zadušení,31,5,-,4,5,4,6,4,1,2,-
183,Nahodilé utopení,367,5,53,96,96,44,13,17,18,25,-
184,"Poranění střelnými zbraněmi, vyjma poranění válečná",52,-,3,12,21,9,2,2,-,3,-
185,"Poranění nástroji řeznými nebo bodnými, vyjma poranění válečná",16,-,-,1,2,3,4,4,1,1,-
186,"Poranění pádem, rozdrcením, sřícením",608,-,12,33,82,138,103,101,58,81,-
187,"Živelná pohroma (veškerá úmrtí jakéhokoli rázu, přičítaná živelní pohrom",-,-,-,-,-,-,-,-,-,-,-
188,Poranění způsobená zvířaty,23,-,1,3,3,1,2,5,3,5,-
189,Hlad a žízeň,1,-,-,-,-,-,1,-,-,-,-
190,Neobvyklá zima,26,-,-,-,1,-,3,5,7,10,-
191,Neobvyklé teplo,9,-,-,2,2,1,-,3,-,1,-
192,Blesk,35,-,-,1,3,11,10,2,3,5,-
193,Úrazy způsobené proudem elektrickým,54,-,-,7,16,17,9,4,1,-,-
194a,Jiné úrazy: cizí tělesa,20,4,4,2,2,-,4,2,1,1,-
194b,Jiné úrazy: jiné,929,1,31,60,111,185,146,114,141,140,-
195,"Násilná smrt, jejíž příčina (úraz, vražda, sebevražda) je neznáma",4,1,-,-,-,-,-,2,-,1,-
,"Z úmrtí pod č.181,185,186,194,195 nastala smrt následkem úrazů:",,,,,,,,,,,
A,v dolech a lomech,112,-,1,2,6,33,39,21,7,3,-
B,způsobených stroji,26,-,-,-,7,9,5,1,3,1,-
DN,prostředky dopravními,436,-,13,39,73,103,66,58,41,43,-
a,železnicemi a tramvajemi,109,-,-,3,15,25,26,20,10,10,-
b,automobily a motocykly,239,-,13,29,42,52,28,28,23,24,-
c,jinými pozemními prostředky dopravními,66,-,-,7,8,14,10,10,8,9,-
d,při dopravě po vodě,-,-,-,-,-,-,-,-,-,-,-
e,při dopravě vzduchem,22,-,-,-,8,12,2,-,-,-,-
198,Soudní poprava,1,-,-,-,1,-,-,-,-,-,-
,,,,,,,,,,,,
XVIII,Neurčité příčiny úmrtí,261,11,11,8,5,11,11,44,74,86,-
199,Náhlá smrt,52,3,-,1,1,3,2,10,11,21,-
200,Nerozlišené nebo nedostatečně určené příčiny,209,8,11,7,4,8,9,34,63,65,-
