1981,Zemřelí muži podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,,
MKN (1976),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,
117,Jiné mykózy,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,
118,Dermatomykózy působené potenciálně parazitárními houbami,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
120,Schistosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
121,Jiné infekce trematody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
122,"Echinococcosis, hydatidosis - měchožil",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
123,Jiné infekce cestody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
124,Trichinosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
125,Filariasis a dracontiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
126,Ankylostomiasis a necatoriasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
127,Jiné střevní helmintiázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
128,Jiné a blíže neurčené helmintiázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
129,Střevní parazitismus blíže neurčený,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
130,Toxoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
131,Trichomoniasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
132,Zavšivení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
133,Acariasis (svrab),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
134,Jiná napadení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
135,Sarcoidosis,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,
136,Jiné a blíže neoznačené infekční a parazitární nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
137,Pozdní následky tuberkulózy,54,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,2,-,5,11,13,12,4,
138,Pozdní následky akutní poliomyelitidy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
139,Pozdní následky jiných infekčních a parazitárních nemocí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,,,,,,,,,,,,,,
II,Novotvary,15 069,10,8,11,6,8,39,26,39,50,58,116,169,251,516,1 046,1 852,1 586,2 540,2 960,2 346,1 058,374,
140,Zhoubný novotvar rtu,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,2,4,3,4,4,3,
141,Zhoubný novotvar jazyka,74,-,-,-,-,-,-,-,-,-,-,1,2,4,7,11,16,9,6,8,7,3,-,
142,Zhoubný novotvar slinné žlázy,27,-,-,-,-,-,-,-,-,-,2,-,-,1,-,2,5,3,6,1,5,2,-,
143,Zhoubný novotvar dásně,5,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,1,-,2,-,-,-,-,
144,Zhoubný novotvar ústní spodiny,22,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,6,1,6,2,2,1,-,
145,Zhoubný novotvar jiné nebo blíže neurčené části úst,15,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,1,-,6,3,1,-,-,
146,Zhoubný novotvar ústní částí hltanu,51,-,-,-,-,-,-,-,-,-,-,-,1,1,7,9,7,7,9,3,3,2,2,
147,Zhoubný novotvar nosohltanu,21,-,-,-,-,-,1,-,-,-,-,-,1,1,1,3,2,-,5,2,2,2,1,
148,Zhoubný novotvar hypofaryngu,18,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,3,5,-,2,4,-,1,
149,"Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti rtu, ústní dutiny nebo hltanu",20,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,4,2,4,5,-,1,-,
150,Zhoubný novotvar jícnu,205,-,-,-,-,-,-,-,-,-,-,2,2,4,8,19,22,23,33,43,31,14,4,
151,Zhoubný novotvar žaludku,1 624,-,-,-,-,-,-,-,-,-,-,11,11,16,45,67,162,149,304,361,316,128,54,
152,Zhoubný novotvar tenkého střeva včetně dvanáctníku,29,-,-,-,-,-,-,-,-,-,-,1,-,-,1,4,3,2,6,5,3,3,1,
153,Zhoubný novotvar tlustého střeva,915,-,-,-,-,-,-,-,-,-,2,4,8,11,33,41,97,84,169,207,166,68,25,
154,"Zhoubný novotvar konečníku, rektosigmoidálního spojení nebo řiti",1 008,-,-,-,-,-,-,-,-,-,1,5,3,17,21,56,118,106,164,207,191,91,28,
155,Zhoubný novotvar jater a intrahepatálních žlučových cest,445,-,-,-,1,-,-,1,-,-,2,2,6,7,17,37,60,53,86,86,55,23,9,
156,Zhoubný novotvar žlučníku a extrahepatálních žlučových cest,258,-,-,-,-,-,-,-,-,-,-,1,2,3,4,20,24,22,36,65,41,30,10,
157,Zhoubný novotvar slinivky břišní,611,-,-,-,-,-,-,-,-,1,2,3,9,12,18,45,87,86,106,123,69,36,14,
158,Zhoubný novotvar retroperitonea nebo pobřišnice,36,-,-,-,-,-,-,-,-,-,-,1,-,-,2,4,6,7,4,7,5,-,-,
159,Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti trávicího ústrojí nebo pobřišnice,131,-,-,-,-,-,-,-,-,-,-,1,1,-,2,4,12,12,17,23,34,17,8,
160,"Zhoubný novotvar nosních dutin, středního ucha nebo obličejových dutin",12,-,-,-,-,-,-,-,-,-,-,-,1,1,-,3,2,-,2,2,1,-,-,
161,Zhoubný novotvar hrtanu,294,-,-,-,-,-,1,-,-,-,-,2,5,3,18,30,53,38,45,41,36,16,6,
162,"Zhoubný novotvar průdušnice, průdušek a plic",4 949,-,-,-,-,-,-,-,-,-,6,6,37,74,181,431,749,623,838,956,707,278,63,
163,Zhoubný novotvar pohrudnice,34,-,-,-,-,-,-,-,-,-,1,-,-,-,2,5,3,4,12,3,2,1,1,
164,"Zhoubný novotvar brzlíku, srdce nebo mezihrudí",30,-,-,-,-,-,-,-,-,1,-,3,-,1,2,1,3,3,5,5,3,2,1,
165,Zhoubný novotvar jiné nebo nepřesně určené lokalizace v oblasti dýchacích ústrojí nebo nitrohrudn,16,1,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,2,3,4,1,2,1,
170,Zhoubný novotvar kosti nebo kloubní chrupavky,76,-,-,-,-,1,1,1,6,5,1,2,3,2,6,6,6,9,7,9,5,4,2,
171,Zhoubný novotvar pojivové nebo jiné měkké tkáně,53,1,-,-,-,-,1,-,1,1,2,-,2,2,3,6,5,9,3,7,4,5,1,
172,Zhoubný melanom kůže,182,-,-,-,-,-,-,1,1,2,-,6,7,8,10,25,34,11,27,16,20,7,7,
173,Jiný zhoubný novotvar kůže,49,1,-,-,-,-,-,-,-,-,-,-,-,-,2,3,4,1,7,8,7,10,6,
174,Zhoubný novotvar ženského prsu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
175,Zhoubný novotvar mužského prsu,22,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,2,3,1,5,3,1,2,
179,Zhoubný novotvar neurčené části dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
180,Zhoubný novotvar děložního čípku,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
181,Zhoubný novotvar lůžka - placenty,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
182,Zhoubný novotvar děložního těla,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
183,Zhoubný novotvar vaječníku nebo jiných adnex dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
184,Zhoubný novotvar jiného nebo blíže neoznačeného ženského pohlavního orgánu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
185,Zhoubný novotvar předstojné žlázy,871,-,-,-,-,-,-,-,-,1,1,-,-,-,6,14,35,44,150,230,217,121,52,
186,Zhoubný novotvar varlete,85,-,1,-,-,-,-,-,4,14,14,14,16,2,4,1,3,1,5,-,2,3,1,
187,Zhoubný novotvar pyje nebo jiného mužského pohlavního orgánu,30,-,-,-,-,-,-,-,-,-,-,2,-,3,1,1,5,3,6,1,7,1,-,
188,Zhoubný novotvar močového měchýře,540,-,-,-,-,-,-,-,-,-,-,-,-,-,5,20,49,52,89,133,120,49,23,
189,Zhoubný novotvar ledviny nebo jiného nebo blíže neurčeného močového orgánu,499,1,-,-,-,-,-,-,-,-,1,2,6,18,26,52,71,63,97,98,41,15,8,
190,Zhoubný novotvar oka,17,-,-,1,1,1,-,-,-,-,-,-,-,-,3,1,1,1,1,3,1,2,1,
191,Zhoubný novotvar mozku,201,2,2,3,-,1,5,3,6,4,8,11,10,12,21,21,21,22,28,14,4,3,-,
192,Zhoubný novotvar jiné nebo blíže neurčené části nervové soustavy,20,-,-,-,-,-,-,-,-,1,1,-,-,1,1,3,3,4,3,2,-,1,-,
193,Zhoubný novotvar štítné žlázy,32,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,3,8,5,7,3,1,-,
194,Zhoubný novotvar jiné žlázy s vnitřní sekrecí nebo příbuzné tkáně,14,-,-,2,-,-,-,-,-,-,-,1,1,2,2,-,2,1,2,-,-,-,1,
195,Zhoubný novotvar jiné nebo nepřesně určené lokalizace,103,-,-,-,-,-,-,-,1,-,1,-,1,1,2,3,12,5,20,20,22,15,-,
196,Sekundární nebo blíže neurčený zhoubný novotvar mízních uzlin,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,-,-,
197,Sekundární zhoubný novotvar dýchací nebo trávicí soustavy,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,
198,Sekundární zhoubný novotvar jiné určené lokalizace,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,
199,Zhoubný novotvar bez určení lokalizace,209,-,-,-,-,-,-,-,1,1,-,1,1,2,4,16,27,14,41,57,24,15,5,
200,Lymforarkom a retikulosarkom,79,-,-,-,-,-,3,2,2,-,1,2,-,2,5,6,14,6,10,9,11,6,-,
201,Hodgkinova nemoc,135,-,1,1,-,-,2,2,1,6,4,5,9,10,6,13,11,12,20,16,12,2,2,
202,Jiný zhoubný novotvar mízní nebo histiocytární tkáně,138,-,-,1,-,-,3,3,6,4,-,5,3,6,8,11,16,6,23,22,16,5,-,
203,Mnohočetný myelom a imunoproliferativní novotvary,108,-,-,-,-,-,-,-,-,1,-,-,1,-,2,6,12,8,17,23,26,8,4,
204,Lymfatická leukémie,211,1,-,1,3,3,13,8,4,4,2,3,-,2,5,6,22,20,36,33,26,13,6,
205,Myeloidní leukémie,136,2,2,-,1,-,2,2,2,1,5,10,9,4,10,6,11,12,15,15,15,9,3,
206,Monocytární leukémie,11,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,2,1,1,3,1,-,
207,Jiná určená leukémie,26,-,1,-,-,1,2,-,1,-,1,3,1,1,-,-,3,2,3,4,1,1,1,
208,Leukémie blíže neurčeného buněčného typu,75,-,1,1,-,-,2,1,1,-,-,1,3,3,1,4,4,4,16,10,11,8,4,
210,"Nezhoubný novotvar rtu, ústní dutiny a hltanu",2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,
211,Nezhoubný novotvar jiné části trávicí soustavy,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,1,
212,Nezhoubný novotvar dýchacích nebo nitrohrudních orgánů,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,
213,Nezhoubný novotvar kosti nebo kloubní chrupavky,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,
214,Lipom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
215,Jiný nezhoubný novotvar pojivové nebo jiné měkké tkáně,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
216,Nezhoubný novotvar kůže,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,
217,Nezhoubný novotvar prsu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
218,Leiomyom dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
219,Jiný nezhoubný novotvar dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
220,Nezhoubný novotvar vaječníku,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
221,Nezhoubný novotvar jiného ženského pohlavního orgánu,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
222,Nezhoubný novotvar mužských pohlavních orgánů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
223,Nezhoubný novotvar ledviny nebo jiného močového orgánu,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,3,1,-,
224,Nezhoubný novotvar oka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
225,Nezhoubný novotvar mozku nebo jiné části nervové soustavy,32,-,-,1,-,1,-,-,-,1,-,-,3,1,2,8,4,1,7,2,-,1,-,
226,Nezhoubný novotvar štítné žlázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
227,Nezhoubný novotvar jiné žlázy s vnitřní sekrecí nebo příbuzné tkáně,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,-,-,-,
