1978,Zemřelé ženy podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,,
MKN (1966),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,
76,Trachom aktivní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
77,Pozdní následky trachomu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
78,Jiná virová onemocnění spojivek,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
79,Jiné virové nemoci,3,1,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,
80,Epidemická skvrnivka - přenášená vešmi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
81,Jiná skvrnivka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
82,Rickettsiózy přenášené klíšťaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
83,Jiné rickettsiózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
84,Malárie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
85,Leishmanióza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
86,Americká trypanosomiáza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
87,Jiná trypanosomiáza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
88,Návratná horečka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
89,Jiné nemoci přenášené členovci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
90,Vrozená syfilis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,
91,"Čerstvá  syfilis, s příznaky",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
92,"Čerstvá syfilis, latentní",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
93,Kardiovaskulární syfilis,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,
94,Syfilis centrálního nervstva,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,2,-,-,
95,"Jiné formy pozdní syfilidy, s příznaky",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,
96,"Pozdní syfilis, latentní (trvání 2 roky a více)",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,
97,Jiná syfilis a NS,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,
98,Gonokoková onemocnění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
99,Jiné pohlavní nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
100,Leptospirosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
101,Vincentova angína,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
102,Frambézie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
103,Pinta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
104,Jiná spirochétová onemocnění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
110,Dermatophytosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
111,"Dermatomycosis, jiná nebo NS",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
112,Candidosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
113,Actinomycosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
114,Coccidiomycosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
115,Histoplasmosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
116,Blastomycosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
117,Jiné generalizované mykózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
120,Schistosomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
121,Jiné nemoci způsobené trematody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
122,Hydatidosis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,
123,Jiné nemoci způsobené cestody,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
124,Trichinosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
125,Filariasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
126,Ankylostomiasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
127,Jiné střevní helmintózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
128,Helmintózy jiné a NS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
129,Střevní parazitismus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
130,Toxoplasmosis,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
131,Trichomoniasis urogenitalis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
132,Zavšivení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
133,Acariasis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
134,Jiná  napadení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
135,Sarcoidosis,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,
136,Jiné infekční a parazitární nemoci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,,,,,,,,,,,,,,
II,Novotvary,11 530,12,5,9,7,8,23,17,22,31,52,82,155,233,444,791,961,976,1 851,2 041,1 874,1 276,660,
140,Zhoubný novotvar rtu,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,5,2,
141,Zhoubný novotvar jazyka,17,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,2,1,3,3,2,1,2,
142,Zhoubný novotvar slinné žlázy,23,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,-,7,4,3,2,3,
143,Zhoubný novotvar dásně,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,
144,Zhoubný novotvar ústní spodiny,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,2,-,-,
145,Zhoubný novotvar jiné nebo NS části úst,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,3,1,
146,Zhoubný novotvar ústní částí hltanu,8,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,2,1,3,-,-,
147,Zhoubný novotvar nosohltanu,7,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,2,-,-,1,2,-,
148,Zhoubný novotvar hrtanové části hltanu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
149,Zhoubný novotvar NS části hltanu,4,-,-,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,1,-,-,
150,Zhoubný novotvar jícnu,38,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,1,2,7,5,7,10,2,
151,Zhoubný novotvar žaludku,1 394,-,-,-,-,-,-,-,1,1,4,5,10,12,28,54,64,99,182,307,299,217,111,
152,Zhoubný novotvar tenkého střeva včetně dvanácterníku,35,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,2,1,6,1,6,10,6,
153,Zhoubný novotvar tlustého střeva vyjma konečník,869,-,-,-,-,-,-,-,-,-,2,5,6,14,23,39,55,58,148,169,174,122,54,
154,Zhoubný novotvar konečníku a rektosigmoidálního spojení,714,-,-,-,-,-,-,-,-,-,2,3,2,8,16,41,50,70,126,122,136,102,36,
155,Zhoubný novotvar jater a intrahepatálních žlučových cest určený jako prim,289,3,1,-,-,-,1,1,-,1,1,1,4,1,5,22,19,29,52,54,49,29,16,
156,Zhoubný novotvar žlučníku a žlučových cest,641,-,-,-,-,-,-,-,-,-,-,-,2,4,7,30,39,46,117,136,138,79,43,
157,Zhoubný novotvar slinivky břišní,579,-,-,-,-,-,-,-,-,-,-,1,3,11,17,34,38,53,115,127,87,66,27,
158,Zhoubný novotvar pobřišnice,61,-,-,-,-,-,1,-,-,-,-,-,1,1,2,1,3,6,14,12,12,5,3,
159,Zhoubný novotvar NS části trávicího ústrojí,251,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,6,19,30,39,64,47,43,
160,"Zhoubný novotvar nosu, nosních dutin, středního ucha a vedlejších dutin",15,-,-,-,-,-,-,-,-,-,-,2,-,-,-,2,-,-,2,2,3,3,1,
161,Zhoubný novotvar hrtanu,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,1,-,-,2,5,-,
162,"Zhoubný novotvar průdušnice, průdušek a plic",654,-,-,-,1,-,-,-,-,1,1,-,10,14,36,54,70,66,99,122,87,63,30,
163,Zhoubný novotvar jiných a blíže neurčených částí ústrojí dýchacího,35,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,4,3,3,9,7,3,-,
170,Zhoubný novotvar kosti,82,-,-,-,-,-,2,2,5,-,4,-,-,1,6,7,5,5,12,16,9,6,2,
171,Zhoubný novotvar pojiva a jiných měkkých tkání,26,-,-,-,-,-,-,-,-,-,1,1,-,-,2,2,1,1,7,2,4,2,3,
172,Zhoubný melanom kůže,123,-,-,-,-,-,-,-,1,1,-,3,5,8,9,13,15,6,23,17,7,6,9,
173,Jiné zhoubné novotvary kůže,68,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,3,4,1,12,14,7,23,
174,Zhoubný novotvar prsu,1 694,-,-,-,-,-,-,-,-,1,8,17,39,61,107,177,188,151,247,250,215,144,89,
180,Zhoubný novotvar čípku děložního,442,-,-,-,-,-,-,-,-,2,4,12,21,23,30,49,64,40,67,54,42,24,10,
181,Chorionepithelioma,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
182,Jiný zhoubný novotvar dělohy,514,-,-,-,-,-,-,-,-,1,2,-,8,8,18,45,46,59,101,88,62,54,22,
183,"Zhoubný novotvar vaječníku, vejcovodu a širokého vazu",715,-,-,-,-,-,1,1,1,3,3,5,12,23,55,81,106,76,117,103,74,43,11,
184,Zhoubný novotvar jiných nebo blíže neurčených ženských pohlavních orgánů,188,-,-,-,-,-,-,-,-,1,-,1,2,2,5,10,15,15,24,33,40,26,14,
185,Zhoubný novotvar předstojné žlázy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
186,Zhoubný novotvar varlete,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
187,Zhoubný novotvar jiných a NS částí mužského pohlavního ústrojí,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
188,Zhoubný novotvar močového měchýře,129,-,-,-,-,-,-,-,-,-,-,-,-,-,1,9,7,7,23,30,21,19,12,
189,Zhoubný novotvar jiného a NS močového ústrojí,297,1,2,-,-,-,2,-,-,1,1,1,-,6,14,15,24,30,60,59,41,29,11,
190,Zhoubný novotvar oka,13,1,-,-,-,-,-,-,-,-,-,2,-,-,-,-,3,-,2,2,-,2,1,
191,Zhoubný novotvar mozku,153,1,-,1,1,3,3,5,-,3,2,6,5,7,9,28,20,19,20,10,6,1,3,
192,Zhoubný novotvar jiných částí nervové soustavy,18,-,1,1,-,-,-,2,1,-,1,1,-,1,3,1,-,2,1,3,-,-,-,
193,Zhoubný novotvar štítné žlázy,83,-,-,-,-,-,-,-,-,-,-,2,1,-,2,2,7,9,16,14,16,9,5,
194,Zhoubný novotvar jiných žláz s vnitřní sekrecí,22,-,-,-,-,1,-,-,-,-,-,1,-,-,-,1,3,2,4,5,4,1,-,
195,Zhoubný novotvar nepřesně určeného umístění,154,-,-,1,-,-,-,-,-,-,2,-,2,2,3,3,9,8,20,24,35,30,15,
196,Sekundární nebo neurčený zhoubný novotvar mízních uzlin,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,-,-,
197,Sekundární zhoubný novotvar dýchacího a trávicího ústrojí,10,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,4,1,1,1,1,
198,Sekundární zhoubný novotvar jiné lokalizace,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,2,-,-,-,-,
199,Zhoubný novotvar NS lokalizace,213,-,-,1,-,-,1,-,1,1,1,1,1,5,12,5,22,15,35,35,36,25,16,
200,Lymfosarkom a retikulosarkom,72,1,-,-,-,-,-,-,-,1,1,1,2,1,3,7,6,4,12,10,15,4,4,
201,Hodgkinova nemoc,86,-,-,-,-,-,2,-,1,2,5,2,3,1,5,6,7,5,16,14,12,4,1,
202,Jiné novotvary mízní tkáně,71,-,-,1,-,-,1,-,1,1,1,2,1,-,1,3,5,4,17,11,13,6,3,
203,Mnohočetný myelom,98,-,-,-,-,-,-,-,-,-,-,-,-,4,2,-,11,6,22,29,17,7,-,
204,Lymfatická leukémie,154,2,-,-,-,3,4,2,3,2,-,-,-,-,3,8,5,12,29,29,33,13,6,
205,Monocytární leukémie,155,-,1,1,1,-,1,3,6,3,1,4,5,5,4,12,10,14,15,25,27,14,3,
206,Monovytární leukémie,5,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,1,1,-,-,-,-,
207,Jiné leukémie a erytroleukémie,61,1,-,3,2,-,1,1,-,1,-,2,2,1,3,1,5,2,8,10,15,3,-,
208,Polycythaemia vera,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,3,1,-,
209,Myelofibrosis,10,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1,1,2,1,1,2,-,
210,Nezhoubný novotvar dutiny ústní a hltanu,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,
211,Nezhoubný novotvar jiných částí trávicího ústrojí,5,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,1,-,1,
212,Nezhoubný novotvar dýchacího ústrojí,2,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,
213,Nezhoubný novotvar kosti a chrupavek,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,
214,Lipom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
215,Jiné nezhoubné novotvary svalů a pojiva,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,
216,Nezhoubný novotvar kůže,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
217,Nezhoubný novotvar prsu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
218,Fibromyom dělohy,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,
219,Jiné nezhoubné novotvary dělohy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
220,Nezhoubný novotvar vaječníku,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,1,
221,Nezhoubný novotvar jiných ženských pohlavních orgánů,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,
222,Nezhoubný novotvar mužských pohlavních orgánů,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
223,Nezhoubný novotvar ledviny a jiných orgánů,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,
224,Nezhoubný novotvar oka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
225,Nezhoubný novotvar mozku nebo jiné části nervového ústrojí,35,-,-,-,-,-,1,-,-,-,-,-,1,2,1,4,6,6,6,6,2,-,-,
226,Nezhoubný novotvar žláz s vnitřní sekrecí,5,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,1,1,-,-,1,
227,Hemangiom a lymfangiom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
228,Nezhoubné nov otvary ostatních orgánů a tkání,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,1,1,-,
230,Novotvar neurčené povahy trávicího ústrojí,58,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,7,3,9,13,9,11,
231,Novotvar neurčené povahy dýchacího ústrojí,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,2,1,-,-,
232,"Novotvar kůže, soustavy svalové a kosterní neurčené povahy",4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,-,-,
233,Novotvar prsu neurčené povahy,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,
234,Novotvar dělohy neurčené povahy,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,-,
235,Novotvar vaječníku neurčené povahy,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,-,
236,Novotvar neurčené povahy jiných ženských pohlavních orgánů,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,
